R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
276;Truttmann Marco;SC Rapperswil-Jona Lakers;Stürmer;18;0;4;2;2;0;0;2;0;2;0;0
277;Guerra Samuel;HC Davos;Verteidiger;41;0;4;2;2;0;0;4;0;0;0;0
278;Stoffel Andri;ZSC Lions;Verteidiger;40;0;3;3;0;0;0;3;0;0;0;0
279;Gossweiler Manuel;EHC Biel;Verteidiger;49;0;3;2;1;0;0;3;0;0;0;0
280;Stoller Loris;EHC Biel;Stürmer;8;0;2;1;1;0;0;2;0;0;0;0
281;Rossi Matthias;EV Zug;Stürmer;16;0;2;1;1;0;0;2;0;0;0;0
282;Erni Samuel;EV Zug;Verteidiger;16;0;2;1;1;0;0;2;0;0;0;0
283;Randegger Gian-Andrea;HC Ambri-Piotta;Verteidiger;42;0;2;0;2;0;0;2;0;0;0;0
284;Neher Lars;Kloten Flyers;Stürmer;18;0;2;0;2;0;0;1;0;1;0;0
285;Untersander Ramon;HC Davos;Verteidiger;29;0;1;1;0;0;0;1;0;0;0;0
286;Steiner Nicholas;Kloten Flyers;Verteidiger;29;0;1;1;0;0;0;1;0;0;0;0
287;Rubin Daniel;Genève-Servette HC;Stürmer;1;0;1;1;0;0;0;0;0;1;0;0
288;Roos Michael;HC Davos;Verteidiger;10;0;1;1;0;0;0;1;0;0;0;0
289;Parati Patrick;SC Rapperswil-Jona Lakers;Verteidiger;15;0;1;1;0;0;0;1;0;0;0;0
290;Leuenberger Kaj;EHC Biel;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
291;Goren Lee;SC Bern;Stürmer;1;0;1;1;0;0;0;1;0;0;0;0
292;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;49;0;1;1;0;0;0;0;0;1;0;0
293;Camperchioli Luca;ZSC Lions;Verteidiger;23;0;1;1;0;0;0;1;0;0;0;0
294;Altorfer Niki;ZSC Lions;Stürmer;6;0;1;1;0;0;0;1;0;0;0;0
295;Stettler Martin;SC Bern;Verteidiger;38;0;1;0;1;0;0;0;0;1;0;0
296;Schelling Philippe;ZSC Lions;Verteidiger;18;0;1;0;1;0;0;1;0;0;0;0
297;Mettler Thomas;Kloten Flyers;Verteidiger;23;0;1;0;1;0;0;1;0;0;0;0
298;Lindemann Kim;SCL Tigers;Verteidiger;43;0;1;0;1;0;0;1;0;0;0;0
299;Holenstein Manuel;HC Davos;Stürmer;22;0;1;0;1;0;0;0;0;1;0;0
300;Gustafsson Anton;SCL Tigers;Stürmer;11;0;1;0;1;0;0;1;0;0;0;0
301;Guerra Uinter;HC Ambri-Piotta;Verteidiger;17;0;1;0;1;0;0;1;0;0;0;0
302;Zubler Patrick;EV Zug;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
303;Vermeille Mike;Genève-Servette HC;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
304;Veilleux Stéphane;HC Ambri-Piotta;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
305;Vassanelli Raphael;HC Ambri-Piotta;Verteidiger;17;0;0;0;0;0;0;0;0;0;0;0
306;Stucki Christian;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
307;Steiner Adrian;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
308;Simion Dario;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
309;Simek Juraj;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
310;Sidler Patrick;Kloten Flyers;Verteidiger;44;0;0;0;0;0;0;0;0;0;0;0
311;Schaad Manuel;SC Bern;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
312;Sataric Rajan;EHC Biel;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
313;Sartori Federico;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
314;Rouiller Anthony;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
315;Ronchetti Massimo;HC Lugano;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
316;Richard Tanner;SC Rapperswil-Jona Lakers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
317;Reymondin Joel;HC Davos;Stürmer;17;0;0;0;0;0;0;0;0;0;0;0
318;Ratchuk Peter;SC Rapperswil-Jona Lakers;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
319;Pivron Victor;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
320;Nicolet Steeven;Genève-Servette HC;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
321;Neuenschwander Jan;HC Davos;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
322;Moser Christian;SCL Tigers;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
323;Morant Johan;SC Bern;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
324;Meier Dominic;SC Bern;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
325;Marolf Mike;SCL Tigers;Verteidiger;12;0;0;0;0;0;0;0;0;0;0;0
326;Marghitola Daniele;HC Ambri-Piotta;Verteidiger;18;0;0;0;0;0;0;0;0;0;0;0
327;Marcati Lorenzo;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
328;Mäder Stefan;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
329;Lorenz Yves-Lucca;SC Bern;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
330;Leuenberger Marc;Fribourg-Gottéron;Verteidiger;31;0;0;0;0;0;0;0;0;0;0;0
331;Lerg Bryan;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
332;Leeger Larri;Genève-Servette HC;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
333;Lammer Dominic;Kloten Flyers;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
334;Kukan Dean;ZSC Lions;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
335;Kress Michael;EV Zug;Verteidiger;8;0;0;0;0;0;0;0;0;0;0;0
336;Jotti Bruno;HC Ambri-Piotta;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
337;Joss Sandro;EV Zug;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
338;Hobi Dominic;HC Davos;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
339;Helbling Timo;HC Lugano;Verteidiger;17;0;0;0;0;0;0;0;0;0;0;0
340;Haas Gaëtan;EHC Biel;Stürmer;29;0;0;0;0;0;0;0;0;0;0;0
341;Guidotti Sebastiano;HC Ambri-Piotta;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
342;Girard Jérémy;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
343;Gerber Florin;EHC Biel;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
344;Gailland Jérémy;SC Rapperswil-Jona Lakers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
345;Füglister Jeffrey;Kloten Flyers;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
346;Fröhlicher Joel;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
347;Flückiger Stefan;SCL Tigers;Verteidiger;32;0;0;0;0;0;0;0;0;0;0;0
348;Fey Kevin;SC Bern;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
349;Eicher Remo;SC Bern;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
350;Dietrich Lukas;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
351;Cola Gianrico;HC Davos;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
352;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
353;Boss Fabian;SC Bern;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
354;Bodemann Yanick;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
355;Bianchi Elias;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
356;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;23;0;0;0;0;0;0;0;0;0;0;0
357;Baur Oliver;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
358;Barbero Victor;Genève-Servette HC;Stürmer;19;0;0;0;0;0;0;0;0;0;0;0
359;Baltisberger Chris;ZSC Lions;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
360;Antonietti Eliot;Genève-Servette HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
361;Antonietti Benjamin;Genève-Servette HC;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
