R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
216;Paulsson Marcus;HC Davos;Stürmer;44;10;5;0;0;0;0
217;Ness Martin;Fribourg-Gottéron;Stürmer;45;10;5;0;0;0;0
218;Lhotak Lukas;HC Ambri-Piotta;Stürmer;29;10;5;0;0;0;0
219;Künzle Mike;ZSC Lions;Stürmer;44;10;5;0;0;0;0
220;Joggi Mathias;EHC Biel;Stürmer;10;10;5;0;0;0;0
221;Gloor Kevin;EHC Biel;Verteidiger;29;10;5;0;0;0;0
222;Fritsche Dan;ZSC Lions;Stürmer;34;10;5;0;0;0;0
223;Fernholm Daniel;SC Rapperswil-Jona Lakers;Verteidiger;15;10;5;0;0;0;0
224;Ehrensperger Gianni;EHC Biel;Stürmer;18;10;5;0;0;0;0
225;Domenichelli Hnat;SC Bern;Stürmer;42;10;5;0;0;0;0
226;Bertschy Christoph;SC Bern;Stürmer;37;10;5;0;0;0;0
227;Berger Pascal;SC Bern;Stürmer;46;10;5;0;0;0;0
228;Wichser Adrian;SC Rapperswil-Jona Lakers;Stürmer;36;8;4;0;0;0;0
229;Untersander Ramon;EHC Biel;Verteidiger;32;8;4;0;0;0;0
230;Simion Dario;HC Lugano;Stürmer;42;8;4;0;0;0;0
231;Schremp Robert;EV Zug;Stürmer;42;8;4;0;0;0;0
232;Schnyder Daniel;ZSC Lions;Verteidiger;48;8;4;0;0;0;0
233;Rüthemann Ivo;SC Bern;Stürmer;50;8;4;0;0;0;0
234;Rod Noah;Genève-Servette HC;Stürmer;28;8;4;0;0;0;0
235;Rizzi Sandro;HC Davos;Verteidiger;35;8;4;0;0;0;0
236;Primeau Josh;Lausanne HC;Stürmer;22;8;4;0;0;0;0
237;Miettinen Antti;Fribourg-Gottéron;Stürmer;34;8;4;0;0;0;0
238;Lammer Dominic;EV Zug;Stürmer;46;8;4;0;0;0;0
239;Hytönen Juha-Pekka;Lausanne HC;Stürmer;49;8;4;0;0;0;0
240;Geiger Marc;SC Rapperswil-Jona Lakers;Verteidiger;40;8;4;0;0;0;0
241;Fazzini Luca;HC Lugano;Stürmer;34;8;4;0;0;0;0
242;Dubé Christian;Fribourg-Gottéron;Stürmer;36;8;4;0;0;0;0
243;Burkhalter Loic;EHC Biel;Stürmer;43;8;4;0;0;0;0
244;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;31;8;4;0;0;0;0
245;Senteler Sven;ZSC Lions;Stürmer;38;6;3;0;0;0;0
246;Savary Jean;Genève-Servette HC;Stürmer;34;6;3;0;0;0;0
247;Reichert Marc;HC Ambri-Piotta;Stürmer;47;6;3;0;0;0;0
248;Pedretti Marco;HC Ambri-Piotta;Stürmer;41;6;3;0;0;0;0
249;Kutlak Zdenek;HC Davos;Verteidiger;17;6;3;0;0;0;0
250;Huguenin Anthony;Fribourg-Gottéron;Verteidiger;47;6;3;0;0;0;0
