R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
45;Furrer Philippe;SC Bern;Verteidiger;38;50;20;0;1;0;0
46;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;49;12;1;0;1;0
47;Botter Cédric;Fribourg-Gottéron;Stürmer;36;49;12;1;0;1;0
48;Murphy Curtis;SCL Tigers;Verteidiger;47;46;13;0;0;1;0
49;Liniger Michael;Kloten Flyers;Stürmer;46;46;13;0;2;0;0
50;Camenzind Andreas;SCL Tigers;Verteidiger;46;46;18;0;1;0;0
51;Ambühl Andres;ZSC Lions;Stürmer;50;46;18;0;1;0;0
52;Nordgren Niklas;SC Rapperswil-Jona Lakers;Stürmer;46;44;12;0;2;0;0
53;Furrer Andreas;SC Rapperswil-Jona Lakers;Verteidiger;41;44;12;0;2;0;0
54;Bianchi Mattia;HC Ambri-Piotta;Stürmer;40;44;12;0;2;0;0
55;Wieser Dino;HC Davos;Stürmer;50;42;21;0;0;0;0
56;Westcott Duvie;ZSC Lions;Verteidiger;42;42;21;0;0;0;0
57;Sprunger Julien;Fribourg-Gottéron;Stürmer;50;42;16;0;1;0;0
58;Ramholt Tim;HC Davos;Verteidiger;50;42;21;0;0;0;0
59;Camichel Corsin;EV Zug;Stürmer;46;42;6;0;1;1;0
60;Back Rene;HC Davos;Verteidiger;45;42;16;0;1;0;0
61;Kostovic Dario;HC Lugano;Stürmer;44;41;8;1;0;1;0
62;Spylo Ahren;EHC Biel;Stürmer;49;40;10;0;2;0;0
63;Pöck Thomas;SC Rapperswil-Jona Lakers;Verteidiger;47;40;20;0;0;0;0
64;Bordeleau Sébastien;EHC Biel;Stürmer;22;39;7;1;0;1;0
65;Vauclair Julien;HC Lugano;Verteidiger;40;38;14;0;1;0;0
66;Sannitz Raffaele;HC Lugano;Stürmer;40;38;19;0;0;0;0
67;Nodari Matteo;HC Lugano;Verteidiger;46;38;14;0;1;0;0
68;Neff Claudio;SC Rapperswil-Jona Lakers;Stürmer;40;38;19;0;0;0;0
69;Monnet Thibaut;ZSC Lions;Stürmer;47;38;14;0;1;0;0
70;Hirschi Steve;HC Lugano;Verteidiger;41;38;14;0;1;0;0
71;Birbaum Alain;Fribourg-Gottéron;Verteidiger;47;38;19;0;0;0;0
72;Tallarini Alan;HC Davos;Verteidiger;38;37;6;1;0;1;0
73;Winkler Benjamin;Kloten Flyers;Verteidiger;45;36;18;0;0;0;0
74;Pivron Pierrick;Genève-Servette HC;Stürmer;48;36;8;0;2;0;0
75;Bühler Cyrill;ZSC Lions;Stürmer;49;35;5;1;0;1;0
76;Welti Marc;Kloten Flyers;Verteidiger;37;34;12;0;1;0;0
77;Von Gunten Patrick;Kloten Flyers;Verteidiger;49;34;12;0;1;0;0
78;Salmelainen Tony;Genève-Servette HC;Stürmer;43;34;7;0;2;0;0
79;Ryser Sven;ZSC Lions;Stürmer;46;34;7;0;2;0;0
80;Moggi Claudio;SCL Tigers;Stürmer;49;34;12;0;1;0;0
81;Marha Josef;HC Davos;Stürmer;44;34;12;0;1;0;0
82;Grauwiler Lukas;SC Rapperswil-Jona Lakers;Stürmer;41;34;17;0;0;0;0
83;Gardner Ryan;SC Bern;Stürmer;49;34;12;0;1;0;0
84;Brunner Damien;EV Zug;Stürmer;40;34;12;0;1;0;0
85;Vukovic Daniel;Genève-Servette HC;Verteidiger;48;32;16;0;0;0;0
86;Thibaudeau Nicolas;SC Rapperswil-Jona Lakers;Stürmer;46;32;11;0;1;0;0
87;Metropolit Glen;EV Zug;Stürmer;47;32;16;0;0;0;0
88;Dupont Micki;Kloten Flyers;Verteidiger;49;32;16;0;0;0;0
89;Conne Flavien;HC Lugano;Stürmer;46;32;16;0;0;0;0
90;Zigerli Manuel;EHC Biel;Stürmer;46;31;3;1;0;1;0
91;Steinmann Janick;HC Davos;Stürmer;42;30;10;0;1;0;0
92;Nüssli Thomas;EHC Biel;Stürmer;40;30;10;0;1;0;0
93;Murphy Cory;ZSC Lions;Verteidiger;49;30;15;0;0;0;0
94;Kamber Oliver;HC Lugano;Stürmer;49;30;15;0;0;0;0
95;Fischer Patrick;EV Zug;Verteidiger;49;30;15;0;0;0;0
96;Sciaroni Gregory;HC Davos;Stürmer;46;28;14;0;0;0;0
97;Reichert Marc;SC Bern;Stürmer;50;28;9;0;1;0;0
98;Gossweiler Manuel;EHC Biel;Verteidiger;49;28;14;0;0;0;0
99;Bodenmann Simon;Kloten Flyers;Stürmer;41;28;14;0;0;0;0
100;Blatter Florian;SC Rapperswil-Jona Lakers;Verteidiger;46;28;9;0;1;0;0
101;Blaser Yannick;EV Zug;Verteidiger;33;28;14;0;0;0;0
102;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;42;28;9;0;1;0;0
103;Wieser Marc;HC Davos;Stürmer;49;26;13;0;0;0;0
104;Sutter Fabian;EV Zug;Stürmer;50;26;8;0;1;0;0
105;Siren Niki;SC Rapperswil-Jona Lakers;Verteidiger;41;26;13;0;0;0;0
106;Pothier Brian;Genève-Servette HC;Verteidiger;44;26;13;0;0;0;0
107;Kparghai Clarence;EHC Biel;Verteidiger;43;26;8;0;1;0;0
108;Jörg Mauro;HC Lugano;Stürmer;50;26;8;0;1;0;0
109;Jobin David;SC Bern;Verteidiger;44;26;13;0;0;0;0
110;Helbling Timo;HC Lugano;Verteidiger;17;26;13;0;0;0;0
111;Diaz Raphael;EV Zug;Verteidiger;45;26;13;0;0;0;0
112;Trunz Adrian;EHC Biel;Verteidiger;45;24;12;0;0;0;0
113;Toms Jeff;Genève-Servette HC;Stürmer;43;24;12;0;0;0;0
114;Schlagenhauf Roman;EHC Biel;Stürmer;36;24;7;0;1;0;0
115;Romy Kevin;HC Lugano;Stürmer;48;24;7;0;1;0;0
116;Krutov Alexei;ZSC Lions;Stürmer;47;24;7;0;1;0;0
117;Kobach Reto;HC Ambri-Piotta;Verteidiger;22;24;12;0;0;0;0
118;Kienzle Lorenz;HC Lugano;Verteidiger;45;24;12;0;0;0;0
119;Jeannin Sandy;Fribourg-Gottéron;Stürmer;47;24;12;0;0;0;0
120;Gmür Sandro;SC Rapperswil-Jona Lakers;Verteidiger;50;24;12;0;0;0;0
121;Gautschi Marc;HC Ambri-Piotta;Verteidiger;40;24;12;0;0;0;0
122;Gamache Simon;SC Bern;Stürmer;32;24;12;0;0;0;0
123;Burkhalter Loic;SC Rapperswil-Jona Lakers;Stürmer;48;24;12;0;0;0;0
124;Bourque Chris;HC Lugano;Stürmer;39;24;12;0;0;0;0
125;Stoffel Andri;ZSC Lions;Verteidiger;40;22;11;0;0;0;0
126;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;40;22;6;0;1;0;0
127;Peter Emanuel;EHC Biel;Stürmer;24;22;11;0;0;0;0
128;Neuenschwander Caryl;SC Bern;Stürmer;48;22;6;0;1;0;0
129;McLean Brett;SC Bern;Stürmer;50;22;11;0;0;0;0
130;Lötscher Kevin;EHC Biel;Verteidiger;48;22;6;0;1;0;0
131;Hennessy Josh;HC Lugano;Stürmer;36;22;11;0;0;0;0
132;Hasani Adam;Fribourg-Gottéron;Stürmer;36;22;11;0;0;0;0
133;Duca Paolo;HC Ambri-Piotta;Stürmer;49;22;11;0;0;0;0
134;Brunner Adrian;HC Ambri-Piotta;Stürmer;43;22;6;0;1;0;0
135;Bastl Mark;ZSC Lions;Stürmer;50;22;11;0;0;0;0
136;Wirz Valentin;Fribourg-Gottéron;Stürmer;41;20;10;0;0;0;0
137;Wellinger Thomas;EHC Biel;Verteidiger;49;20;10;0;0;0;0
138;Von Arx Jan;HC Davos;Verteidiger;48;20;10;0;0;0;0
139;Trachsler Morris;Genève-Servette HC;Stürmer;45;20;10;0;0;0;0
140;Steiner Daniel;SCL Tigers;Stürmer;37;20;10;0;0;0;0
141;Schild Roman;SCL Tigers;Stürmer;41;20;5;0;1;0;0
142;Popovic Mark;HC Lugano;Verteidiger;33;20;10;0;0;0;0
143;Plüss Martin;SC Bern;Stürmer;47;20;10;0;0;0;0
144;Moser Simon;SCL Tigers;Stürmer;46;20;10;0;0;0;0
145;Mercier Jonathan;Genève-Servette HC;Verteidiger;49;20;10;0;0;0;0
146;Kwiatkowski Joel;SC Bern;Verteidiger;35;20;10;0;0;0;0
147;Di Pietro Paul;EV Zug;Stürmer;49;20;10;0;0;0;0
148;Brown Curtis;EHC Biel;Stürmer;29;20;10;0;0;0;0
149;Bednar Jaroslav;HC Davos;Stürmer;45;20;5;0;1;0;0
150;Sykora Petr;HC Davos;Stürmer;43;18;9;0;0;0;0
151;Scherwey Tristan;SC Bern;Stürmer;43;18;9;0;0;0;0
152;Roest Stacy;SC Rapperswil-Jona Lakers;Stürmer;50;18;9;0;0;0;0
153;Randegger Flurin;Genève-Servette HC;Verteidiger;50;18;9;0;0;0;0
154;Plüss Benny;Fribourg-Gottéron;Stürmer;50;18;9;0;0;0;0
155;Oppliger Patrick;EV Zug;Stürmer;43;18;9;0;0;0;0
156;Nummelin Petteri;HC Lugano;Verteidiger;29;18;9;0;0;0;0
157;Haas Lukas;SCL Tigers;Stürmer;46;18;9;0;0;0;0
158;Gerber Beat;SC Bern;Verteidiger;50;18;9;0;0;0;0
159;Genazzi Joël;SCL Tigers;Verteidiger;37;18;9;0;0;0;0
160;Dubé Christian;SC Bern;Stürmer;44;18;9;0;0;0;0
161;Bürgler Dario;HC Davos;Stürmer;28;18;4;0;1;0;0
162;Breitbach Robin;Genève-Servette HC;Verteidiger;36;18;9;0;0;0;0
163;Blum Eric-Ray;Kloten Flyers;Verteidiger;48;18;9;0;0;0;0
164;Bieber Matthias;Kloten Flyers;Stürmer;46;18;4;0;1;0;0
165;Ulmer Stefan;HC Lugano;Verteidiger;45;16;8;0;0;0;0
166;Stettler Martin;SC Bern;Verteidiger;38;16;8;0;0;0;0
167;Roche Travis;SC Bern;Verteidiger;39;16;8;0;0;0;0
168;Riesen Michel;SC Rapperswil-Jona Lakers;Stürmer;46;16;8;0;0;0;0
169;Park Richard;Genève-Servette HC;Stürmer;47;16;8;0;0;0;0
170;Murovic Mirko;HC Ambri-Piotta;Stürmer;9;16;3;0;1;0;0
171;Loeffel Romain;Fribourg-Gottéron;Verteidiger;42;16;8;0;0;0;0
172;Lindemann Sven;EV Zug;Stürmer;50;16;8;0;0;0;0
173;Hoehener Martin;Genève-Servette HC;Verteidiger;31;16;8;0;0;0;0
174;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;45;16;8;0;0;0;0
175;Fata Rico;EHC Biel;Stürmer;47;16;8;0;0;0;0
176;Domenichelli Hnat;HC Lugano;Stürmer;48;16;8;0;0;0;0
177;Walsky Eric;Genève-Servette HC;Stürmer;47;14;7;0;0;0;0
178;Vauclair Tristan;HC Lugano;Stürmer;48;14;7;0;0;0;0
179;Schelling Philippe;ZSC Lions;Verteidiger;18;14;7;0;0;0;0
180;Rytz Philippe;Fribourg-Gottéron;Verteidiger;35;14;7;0;0;0;0
181;Rizzi Sandro;HC Davos;Verteidiger;34;14;7;0;0;0;0
182;Paterlini Thierry;ZSC Lions;Stürmer;30;14;7;0;0;0;0
183;Moggi Sandro;SCL Tigers;Stürmer;44;14;7;0;0;0;0
184;Landry Eric;HC Ambri-Piotta;Stürmer;31;14;7;0;0;0;0
185;Kutlak Zdenek;HC Ambri-Piotta;Verteidiger;39;14;7;0;0;0;0
186;Knoepfli Michael;Fribourg-Gottéron;Stürmer;49;14;7;0;0;0;0
187;Iggulden Mike;SCL Tigers;Stürmer;50;14;7;0;0;0;0
188;Ehrensperger Gianni;EHC Biel;Stürmer;41;14;7;0;0;0;0
189;Deruns Thomas;SC Bern;Stürmer;42;14;7;0;0;0;0
190;Conz Florian;Genève-Servette HC;Stürmer;46;14;7;0;0;0;0
191;Bell Brendan;EHC Biel;Verteidiger;29;14;7;0;0;0;0
192;Ulmann Tim;ZSC Lions;Stürmer;15;12;6;0;0;0;0
193;Stirnimann Reto;HC Ambri-Piotta;Verteidiger;47;12;6;0;0;0;0
194;Schnyder Fabian;EV Zug;Stürmer;50;12;6;0;0;0;0
195;Schneeberger Noah;EHC Biel;Verteidiger;17;12;6;0;0;0;0
196;Lüthi Simon;SCL Tigers;Verteidiger;49;12;6;0;0;0;0
197;Leuenberger Marc;Fribourg-Gottéron;Verteidiger;31;12;6;0;0;0;0
198;Leblanc Robin;Fribourg-Gottéron;Stürmer;43;12;6;0;0;0;0
199;Lakhmatov Vitaly;Fribourg-Gottéron;Stürmer;42;12;6;0;0;0;0
200;Kellenberger Steve;Kloten Flyers;Stürmer;42;12;6;0;0;0;0
201;Hänni Andreas;SC Bern;Verteidiger;27;12;6;0;0;0;0
202;Down Blaine;ZSC Lions;Stürmer;25;12;6;0;0;0;0
203;Cook Charlie;SCL Tigers;Verteidiger;9;12;6;0;0;0;0
204;Collenberg Franco;Fribourg-Gottéron;Verteidiger;47;12;6;0;0;0;0
205;Casutt Corsin;EV Zug;Stürmer;50;12;6;0;0;0;0
206;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;49;12;6;0;0;0;0
207;Cadieux Jan;Genève-Servette HC;Stürmer;43;12;6;0;0;0;0
208;Bucher Tobias;SCL Tigers;Stürmer;36;12;6;0;0;0;0
209;Aubin Serge;Fribourg-Gottéron;Stürmer;31;12;6;0;0;0;0
210;Tschantré Mathieu;EHC Biel;Stürmer;44;10;5;0;0;0;0
211;Steiner Nicholas;Kloten Flyers;Verteidiger;29;10;5;0;0;0;0
212;Savary Paul;Genève-Servette HC;Stürmer;50;10;5;0;0;0;0
213;Murray Brady;HC Lugano;Stürmer;25;10;5;0;0;0;0
214;Mieville Alain;EHC Biel;Stürmer;46;10;5;0;0;0;0
215;Marghitola Daniele;HC Ambri-Piotta;Verteidiger;18;10;5;0;0;0;0
216;Lauper Adrien;Fribourg-Gottéron;Stürmer;47;10;5;0;0;0;0
217;Isabella Joey;HC Ambri-Piotta;Stürmer;29;10;5;0;0;0;0
218;Herren Yannick;Kloten Flyers;Stürmer;27;10;5;0;0;0;0
219;Gloor Kevin;EHC Biel;Verteidiger;49;10;5;0;0;0;0
220;Geering Patrick;ZSC Lions;Verteidiger;50;10;5;0;0;0;0
221;Froidevaux Etienne;SC Bern;Stürmer;50;10;5;0;0;0;0
222;Fröhlicher Joel;EHC Biel;Verteidiger;7;10;5;0;0;0;0
223;Demuth Alain;HC Ambri-Piotta;Stürmer;44;10;5;0;0;0;0
224;Bykov Andrey;Fribourg-Gottéron;Stürmer;37;10;5;0;0;0;0
225;Brooks Brendan;SCL Tigers;Stürmer;47;10;5;0;0;0;0
226;Untersander Ramon;HC Davos;Verteidiger;29;8;4;0;0;0;0
227;Rüthemann Ivo;SC Bern;Stürmer;48;8;4;0;0;0;0
228;Rintanen Kimmo;Kloten Flyers;Stürmer;36;8;4;0;0;0;0
229;Reid Brandon;SC Rapperswil-Jona Lakers;Stürmer;44;8;4;0;0;0;0
230;Raffainer Raeto;HC Ambri-Piotta;Stürmer;33;8;4;0;0;0;0
231;Lehoux Yannick;HC Ambri-Piotta;Stürmer;26;8;4;0;0;0;0
232;Kariya Martin;HC Ambri-Piotta;Stürmer;38;8;4;0;0;0;0
233;Jacquemet Arnaud;Kloten Flyers;Stürmer;39;8;4;0;0;0;0
234;Gerber Roland;SC Bern;Stürmer;43;8;4;0;0;0;0
235;Gerber Adrian;SCL Tigers;Stürmer;46;8;4;0;0;0;0
236;Botta Roman;HC Ambri-Piotta;Stürmer;38;8;4;0;0;0;0
237;Berger Sven;SC Rapperswil-Jona Lakers;Verteidiger;50;8;4;0;0;0;0
238;Bärtschi Deny;EHC Biel;Verteidiger;43;8;4;0;0;0;0
239;Westrum Erik;HC Ambri-Piotta;Stürmer;11;6;3;0;0;0;0
240;Walser Samuel;Kloten Flyers;Stürmer;20;6;3;0;0;0;0
241;Vermin Joël;SC Bern;Stürmer;36;6;3;0;0;0;0
242;Schulthess Marc;HC Ambri-Piotta;Verteidiger;34;6;3;0;0;0;0
243;Schommer Patrick;ZSC Lions;Stürmer;42;6;3;0;0;0;0
244;Reuille Sebastien;HC Lugano;Stürmer;43;6;3;0;0;0;0
245;Randegger Gian-Andrea;HC Ambri-Piotta;Verteidiger;42;6;3;0;0;0;0
246;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;30;6;3;0;0;0;0
247;Mettler Thomas;Kloten Flyers;Verteidiger;23;6;3;0;0;0;0
248;Meier Trevor;HC Ambri-Piotta;Stürmer;36;6;3;0;0;0;0
249;Helfenstein Sven;SCL Tigers;Stürmer;35;6;3;0;0;0;0
250;Guerra Uinter;HC Ambri-Piotta;Verteidiger;17;6;3;0;0;0;0
251;Guerra Samuel;HC Davos;Verteidiger;41;6;3;0;0;0;0
252;Bundi Ralph;HC Ambri-Piotta;Verteidiger;15;6;3;0;0;0;0
253;Berthon Eliot;Genève-Servette HC;Stürmer;43;6;3;0;0;0;0
254;Berger Pascal;SC Bern;Stürmer;29;6;3;0;0;0;0
255;Wichser Adrian;ZSC Lions;Stürmer;35;4;2;0;0;0;0
256;Veilleux Stéphane;HC Ambri-Piotta;Stürmer;7;4;2;0;0;0;0
257;Truttmann Marco;SC Rapperswil-Jona Lakers;Stürmer;18;4;2;0;0;0;0
258;Stoop Lukas;HC Davos;Verteidiger;16;4;2;0;0;0;0
259;Sidler Patrick;Kloten Flyers;Verteidiger;44;4;2;0;0;0;0
260;Reymondin Joel;HC Davos;Stürmer;17;4;2;0;0;0;0
261;Ratchuk Peter;SC Rapperswil-Jona Lakers;Verteidiger;1;4;2;0;0;0;0
262;Pestoni Inti;HC Ambri-Piotta;Stürmer;42;4;2;0;0;0;0
263;Neher Lars;Kloten Flyers;Stürmer;18;4;2;0;0;0;0
264;Lardi Federico;SCL Tigers;Verteidiger;41;4;2;0;0;0;0
265;Kress Michael;EV Zug;Verteidiger;8;4;2;0;0;0;0
266;Hürlimann Stefan;SC Rapperswil-Jona Lakers;Stürmer;12;4;2;0;0;0;0
267;Haas Gaëtan;EHC Biel;Stürmer;29;4;2;0;0;0;0
268;Guggisberg Peter;HC Davos;Stürmer;17;4;2;0;0;0;0
269;Grassi Andrea;HC Lugano;Stürmer;26;4;2;0;0;0;0
270;Bertaggia Alessio;HC Lugano;Stürmer;29;4;2;0;0;0;0
271;Zanetti Mauro;HC Ambri-Piotta;Stürmer;25;2;1;0;0;0;0
272;Sim Jonathan;Fribourg-Gottéron;Stürmer;7;2;1;0;0;0;0
273;Sejna Peter;HC Davos;Stürmer;15;2;1;0;0;0;0
274;Schäppi Reto;ZSC Lions;Stürmer;31;2;1;0;0;0;0
275;Rossi Matthias;EV Zug;Stürmer;16;2;1;0;0;0;0
276;Neuenschwander Jan;HC Davos;Stürmer;7;2;1;0;0;0;0
277;Moser Christian;SCL Tigers;Verteidiger;2;2;1;0;0;0;0
278;Melin Björn;Fribourg-Gottéron;Stürmer;19;2;1;0;0;0;0
279;Marolf Mike;SCL Tigers;Verteidiger;12;2;1;0;0;0;0
280;Marcati Lorenzo;HC Lugano;Stürmer;1;2;1;0;0;0;0
281;Luomala Marko;Kloten Flyers;Stürmer;10;2;1;0;0;0;0
282;Lorenz Yves-Lucca;SC Bern;Stürmer;1;2;1;0;0;0;0
283;Keller Samuel;Kloten Flyers;Stürmer;23;2;1;0;0;0;0
284;Jenni Marcel;Kloten Flyers;Stürmer;18;2;1;0;0;0;0
285;Hyvönen Hannes;SC Rapperswil-Jona Lakers;-;4;2;1;0;0;0;0
286;Holenstein Manuel;HC Davos;Stürmer;22;2;1;0;0;0;0
287;Hofmann Gregory;HC Ambri-Piotta;Stürmer;41;2;1;0;0;0;0
288;Gustafsson Anton;SCL Tigers;Stürmer;11;2;1;0;0;0;0
289;Goren Lee;SC Bern;Stürmer;1;2;1;0;0;0;0
290;Füglister Jeffrey;Kloten Flyers;Stürmer;9;2;1;0;0;0;0
291;Friedli Samuel;SC Rapperswil-Jona Lakers;Stürmer;33;2;1;0;0;0;0
292;Flückiger Stefan;SCL Tigers;Verteidiger;32;2;1;0;0;0;0
293;Erni Samuel;EV Zug;Verteidiger;16;2;1;0;0;0;0
294;Camperchioli Luca;ZSC Lions;Verteidiger;23;2;1;0;0;0;0
295;Bucher Tim;SC Rapperswil-Jona Lakers;Verteidiger;21;2;1;0;0;0;0
296;Bianchi Elias;HC Ambri-Piotta;Stürmer;2;2;1;0;0;0;0
297;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;23;2;1;0;0;0;0
298;Beaudoin Eric;EHC Biel;Stürmer;8;2;1;0;0;0;0
299;Antonietti Benjamin;Genève-Servette HC;Stürmer;5;2;1;0;0;0;0
300;Zubler Patrick;EV Zug;Verteidiger;5;0;0;0;0;0;0
301;Vermeille Mike;Genève-Servette HC;Verteidiger;10;0;0;0;0;0;0
302;Vassanelli Raphael;HC Ambri-Piotta;Verteidiger;17;0;0;0;0;0;0
303;Sutter Sebastian;Kloten Flyers;Stürmer;6;0;0;0;0;0;0
304;Stucki Christian;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0
305;Stoller Loris;EHC Biel;Stürmer;8;0;0;0;0;0;0
306;Steiner Adrian;SCL Tigers;Stürmer;1;0;0;0;0;0;0
307;Simion Dario;HC Lugano;Stürmer;1;0;0;0;0;0;0
308;Simek Juraj;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0
309;Setzinger Oliver;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0
310;Schnyder Daniel;ZSC Lions;Verteidiger;45;0;0;0;0;0;0
311;Schaad Manuel;SC Bern;Verteidiger;10;0;0;0;0;0;0
312;Savary Jean;Genève-Servette HC;Stürmer;8;0;0;0;0;0;0
313;Sataric Rajan;EHC Biel;Verteidiger;3;0;0;0;0;0;0
314;Sartori Federico;HC Ambri-Piotta;Stürmer;2;0;0;0;0;0;0
315;Rubin Daniel;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0
316;Rouiller Anthony;EHC Biel;Verteidiger;7;0;0;0;0;0;0
317;Rosa Pavel;Fribourg-Gottéron;Stürmer;11;0;0;0;0;0;0
318;Roos Michael;HC Davos;Verteidiger;10;0;0;0;0;0;0
319;Ronchetti Massimo;HC Lugano;Verteidiger;3;0;0;0;0;0;0
320;Richard Tanner;SC Rapperswil-Jona Lakers;Stürmer;4;0;0;0;0;0;0
321;Rexha Alban;SCL Tigers;Stürmer;8;0;0;0;0;0;0
322;Profico Leandro;HC Lugano;Verteidiger;13;0;0;0;0;0;0
323;Pivron Victor;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0
324;Parati Patrick;SC Rapperswil-Jona Lakers;Verteidiger;15;0;0;0;0;0;0
325;Nicolet Steeven;Genève-Servette HC;Stürmer;3;0;0;0;0;0;0
326;Morant Johan;SC Bern;Verteidiger;1;0;0;0;0;0;0
327;Montandon Arnaud;SC Bern;Stürmer;9;0;0;0;0;0;0
328;Meunier Laurent;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0
329;Meier Dominic;SC Bern;Verteidiger;1;0;0;0;0;0;0
330;Mäder Stefan;SCL Tigers;Stürmer;1;0;0;0;0;0;0
331;Lüthi Fabian;EV Zug;Stürmer;26;0;0;0;0;0;0
332;Lüssy Silvan;Fribourg-Gottéron;Stürmer;35;0;0;0;0;0;0
333;Leuenberger Kaj;EHC Biel;Stürmer;4;0;0;0;0;0;0
334;Lerg Bryan;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0
335;Lemm Aurelio;SCL Tigers;Stürmer;35;0;0;0;0;0;0
336;Leeger Larri;Genève-Servette HC;Verteidiger;3;0;0;0;0;0;0
337;Lammer Dominic;Kloten Flyers;Stürmer;3;0;0;0;0;0;0
338;Kukan Dean;ZSC Lions;Verteidiger;2;0;0;0;0;0;0
339;Jotti Bruno;HC Ambri-Piotta;Verteidiger;1;0;0;0;0;0;0
340;Joss Sandro;EV Zug;Stürmer;5;0;0;0;0;0;0
341;Incir Ivan;HC Ambri-Piotta;Stürmer;10;0;0;0;0;0;0
342;Hobi Dominic;HC Davos;Stürmer;3;0;0;0;0;0;0
343;Guidotti Sebastiano;HC Ambri-Piotta;Verteidiger;1;0;0;0;0;0;0
