R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
23;Slater Jim;Genève-Servette HC;Stürmer;32;15;13;10;3;3;11;10;3;3;1;0
24;Froidevaux Etienne;Lausanne HC;Stürmer;50;15;13;8;5;4;8;7;7;5;0;1
25;Kolarik Chad;Kloten Flyers;Stürmer;36;15;12;8;4;2;8;9;6;3;1;0
26;Klasen Linus;HC Lugano;Stürmer;49;14;35;18;17;4;8;24;6;11;0;0
27;Ambühl Andres;HC Davos;Stürmer;50;14;27;14;13;3;8;18;3;8;3;1
28;Hollenstein Denis;Kloten Flyers;Stürmer;43;14;23;17;6;1;11;19;1;4;2;0
29;Bertaggia Alessio;HC Lugano;Stürmer;45;14;13;11;2;3;13;12;0;0;1;1
30;Suter Pius;ZSC Lions;Stürmer;45;14;10;4;6;3;11;9;0;0;3;1
31;Santala Tommi;Kloten Flyers;Stürmer;48;13;26;14;12;3;9;17;4;5;0;4
32;Brunner Damien;HC Lugano;Stürmer;36;13;21;12;9;0;9;14;2;7;2;0
33;Monnet Thibaut;HC Ambri-Piotta;Stürmer;48;13;13;8;5;2;10;11;2;2;1;0
34;Albrecht Yannick-Lennart;SCL Tigers;Stürmer;49;13;12;9;3;0;7;12;6;0;0;0
35;Lhotak Lukas;HC Ambri-Piotta;Stürmer;50;13;9;4;5;3;11;8;2;1;0;0
36;Rossi Matthias;EHC Biel;Stürmer;49;13;4;3;1;1;8;4;5;0;0;0
37;Bouchard Pierre-Marc;EV Zug;Stürmer;49;12;55;34;21;2;7;30;5;25;0;0
38;Nilsson Robert;ZSC Lions;Stürmer;48;12;40;23;17;3;8;24;4;16;0;0
39;DiDomenico Christopher;SCL Tigers;Stürmer;46;12;26;21;5;3;9;19;3;7;0;0
40;Danielsson Nicklas;Lausanne HC;Stürmer;49;12;23;16;7;1;8;16;4;7;0;0
41;Mottet Killian;Fribourg-Gottéron;Stürmer;50;12;18;13;5;0;9;14;3;4;0;0
42;Louhivaara Ossi;Lausanne HC;Stürmer;43;12;16;7;9;0;10;9;2;7;0;0
43;Arlbrandt Pär;EHC Biel;Stürmer;36;12;13;7;6;2;7;4;5;9;0;0
44;Lammer Dominic;EV Zug;Stürmer;45;12;7;3;4;2;10;7;2;0;0;0
45;Steiner Daniel;EHC Biel;Stürmer;45;12;6;1;5;0;5;4;7;2;0;0
46;Martensson Tony;HC Lugano;Stürmer;42;11;24;13;11;0;8;17;3;6;0;1
47;Romy Kevin;Genève-Servette HC;Stürmer;49;11;23;14;9;2;7;14;4;8;0;1
48;Pyatt Tom;Genève-Servette HC;Stürmer;42;11;18;11;7;4;7;12;4;6;0;0
49;Jörg Mauro;HC Davos;Stürmer;47;11;18;9;9;0;7;14;3;4;1;0
50;Stapleton Tim;HC Lugano;Stürmer;43;11;16;8;8;5;10;9;1;7;0;0
51;Gustafsson Anton;SCL Tigers;Stürmer;43;11;15;8;7;1;6;12;5;3;0;0
52;Wick Roman;ZSC Lions;Stürmer;38;11;14;10;4;3;7;9;4;5;0;0
53;Sheppard James;Kloten Flyers;Stürmer;37;11;14;7;7;2;6;11;5;3;0;0
54;Genazzi Joël;Lausanne HC;Verteidiger;49;11;14;6;8;0;5;3;6;11;0;0
55;Setoguchi Devin;HC Davos;Stürmer;30;11;13;10;3;1;10;9;1;4;0;0
56;Mauldin Greg;Fribourg-Gottéron;Stürmer;28;11;13;9;4;2;4;11;5;2;2;0
57;Walser Samuel;HC Davos;Stürmer;50;11;12;8;4;1;9;8;1;4;1;0
58;Hall Adam;HC Ambri-Piotta;Stürmer;40;11;10;9;1;3;4;9;6;1;1;0
59;Künzle Mike;ZSC Lions;Stürmer;48;11;7;7;0;4;10;5;0;0;1;2
60;Axelsson Dick;HC Davos;Stürmer;38;10;29;12;17;3;9;20;1;7;0;2
61;Nüssli Thomas;SCL Tigers;Stürmer;44;10;16;10;6;2;9;11;1;5;0;0
62;Salminen Sakari;Fribourg-Gottéron;Stürmer;43;10;15;6;9;2;8;6;2;9;0;0
63;Spylo Ahren;EHC Biel;Stürmer;35;10;12;7;5;2;7;8;3;4;0;0
64;Rubin Daniel;Genève-Servette HC;Stürmer;48;10;11;8;3;3;7;6;2;5;1;0
65;Bürgler Dario;EV Zug;Stürmer;47;10;11;4;7;1;9;8;1;3;0;0
66;Paulsson Marcus;HC Davos;Stürmer;21;10;7;5;2;2;7;4;3;3;0;0
67;Sannitz Raffaele;HC Lugano;Stürmer;39;10;6;4;2;2;9;5;1;1;0;0
68;Grassi Daniele;HC Ambri-Piotta;Stürmer;50;10;6;4;2;0;8;5;2;1;0;0
69;Shannon Ryan;ZSC Lions;Stürmer;42;9;26;14;12;0;6;14;3;12;0;0
70;Roy Derek;SC Bern;Stürmer;36;9;21;10;11;1;6;10;3;11;0;0
71;Wieser Dino;HC Davos;Stürmer;43;9;20;13;7;0;8;18;0;0;1;2
72;Wick Jeremy;Genève-Servette HC;Stürmer;45;9;18;13;5;1;5;14;4;4;0;0
73;Rathgeb Yannick;Fribourg-Gottéron;Verteidiger;50;9;18;7;11;2;7;9;2;9;0;0
74;Haas Gaëtan;EHC Biel;Stürmer;38;9;16;14;2;1;4;11;4;5;1;0
75;Herzog Fabrice;ZSC Lions;Stürmer;34;9;13;5;8;1;8;12;1;1;0;0
76;Tschantré Mathieu;EHC Biel;Stürmer;50;9;13;2;11;1;6;7;3;6;0;0
77;Riat Damien;Genève-Servette HC;Stürmer;45;9;12;9;3;1;7;8;1;4;1;0
78;Guggisberg Peter;Kloten Flyers;Stürmer;38;9;12;9;3;1;6;5;3;7;0;0
79;Cunti Luca;ZSC Lions;Stürmer;32;9;9;5;4;1;7;6;2;3;0;0
80;Lauper Adrien;HC Ambri-Piotta;Stürmer;50;9;7;4;3;1;8;6;0;0;1;1
81;Chiriaev Evgenï;SCL Tigers;Stürmer;46;9;7;3;4;1;9;5;0;2;0;0
82;Casutt Corsin;Kloten Flyers;Stürmer;43;9;6;6;0;4;9;4;0;1;0;1
83;Leone Robin;Kloten Flyers;Stürmer;41;9;2;2;0;1;8;2;1;0;0;0
84;Bykov Andrey;Fribourg-Gottéron;Stürmer;43;8;26;17;9;0;4;14;4;10;0;2
85;Pouliot Marc-Antoine;Fribourg-Gottéron;Stürmer;26;8;16;8;8;1;8;8;0;7;0;1
86;Gardner Ryan;Fribourg-Gottéron;Stürmer;50;8;14;9;5;1;6;5;2;7;0;2
87;Bodenmann Simon;SC Bern;Stürmer;44;8;14;8;6;1;7;12;1;2;0;0
88;Hytönen Juha-Pekka;Lausanne HC;Stürmer;48;8;13;11;2;2;6;13;2;0;0;0
89;Réway Martin;Fribourg-Gottéron;Stürmer;19;8;13;10;3;1;3;9;5;4;0;0
90;Forster Beat;HC Davos;Verteidiger;44;8;13;8;5;2;6;8;2;4;0;1
91;Berger Pascal;SC Bern;Stürmer;45;8;13;3;10;1;6;7;2;6;0;0
92;Lindemann Sven;SCL Tigers;Stürmer;47;8;10;5;5;1;7;9;1;1;0;0
93;Aeschlimann Marc;HC Davos;Stürmer;49;8;8;3;5;1;7;7;1;1;0;0
94;Picard Alexandre;HC Davos;Stürmer;13;8;3;2;1;1;6;2;2;1;0;0
95;Bucher Tobias;SCL Tigers;Stürmer;48;7;18;10;8;0;7;12;0;6;0;0
96;Bergeron Marc-André;ZSC Lions;Verteidiger;43;7;18;7;11;2;1;7;6;11;0;0
97;Fransson Johan;Genève-Servette HC;Verteidiger;39;7;15;9;6;1;3;10;4;5;0;0
98;Macenauer Maxime;EHC Biel;Stürmer;36;7;13;10;3;0;6;7;1;6;0;0
99;Deruns Thomas;Lausanne HC;Stürmer;50;7;13;6;7;4;5;10;1;3;1;0
100;Simion Dario;HC Davos;Stürmer;36;7;12;7;5;2;5;10;2;2;0;0
101;Filppula Ilari;HC Lugano;Stürmer;27;7;11;7;4;1;4;10;3;1;0;0
102;Ramholt Tim;EV Zug;Verteidiger;50;7;11;5;6;1;7;9;0;0;0;2
103;Duca Paolo;HC Ambri-Piotta;Stürmer;41;7;10;7;3;1;3;6;4;4;0;0
104;Rod Noah;Genève-Servette HC;Stürmer;44;7;9;4;5;1;3;8;4;1;0;0
105;Plüss Benny;Fribourg-Gottéron;Stürmer;37;7;8;6;2;4;4;5;3;2;0;1
106;Kellenberger Steve;Kloten Flyers;Stürmer;50;7;7;4;3;0;5;5;1;2;1;0
107;Zangger Sandro;EV Zug;Stürmer;46;7;7;3;4;1;4;5;3;2;0;0
108;Sciaroni Gregory;HC Davos;Stürmer;22;7;6;4;2;2;4;5;3;1;0;0
109;Pedretti Marco;Genève-Servette HC;Stürmer;41;7;5;3;2;1;7;5;0;0;0;0
110;Mäenpää Mikko;HC Ambri-Piotta;Verteidiger;46;6;31;13;18;0;3;22;3;9;0;0
111;Loeffel Romain;Genève-Servette HC;Verteidiger;50;6;27;12;15;0;6;11;0;16;0;0
112;Koistinen Ville;SCL Tigers;Verteidiger;46;6;18;5;13;0;3;10;3;8;0;0
113;Ruefenacht Thomas;SC Bern;Stürmer;37;6;15;8;7;2;2;11;3;4;1;0
114;Untersander Ramon;SC Bern;Verteidiger;31;6;13;10;3;1;4;7;1;6;1;0
115;Bezina Goran;Genève-Servette HC;Verteidiger;50;6;13;7;6;1;5;7;1;5;0;1
116;Lombardi Matthew;Genève-Servette HC;Stürmer;34;6;11;5;6;1;3;6;3;4;0;1
117;Moss David;EHC Biel;Stürmer;19;6;10;6;4;2;4;6;2;4;0;0
118;Herburger Raphael;EHC Biel;Stürmer;36;6;10;4;6;2;3;8;3;2;0;0
119;Schnyder Fabian;EV Zug;Stürmer;47;6;9;5;4;0;5;8;1;1;0;0
120;Simek Juraj;Genève-Servette HC;Stürmer;31;6;8;7;1;3;3;5;3;3;0;0
121;Fritsche John;Fribourg-Gottéron;Stürmer;46;6;7;6;1;0;5;7;0;0;1;0
122;Hecquefeuille Kevin;SCL Tigers;Verteidiger;31;6;7;5;2;0;5;4;1;3;0;0
123;Walsky Eric;Lausanne HC;Stürmer;45;6;6;4;2;2;4;6;2;0;0;0
124;Hamill Zach;HC Ambri-Piotta;Stürmer;17;6;5;2;3;1;6;3;0;2;0;0
125;Douay Floran;Genève-Servette HC;Stürmer;50;6;5;1;4;0;6;5;0;0;0;0
126;Baltisberger Chris;ZSC Lions;Stürmer;20;6;4;4;0;0;5;3;1;1;0;0
127;Herren Yannick;Lausanne HC;Stürmer;24;6;3;2;1;2;4;1;2;2;0;0
128;Ulmer Stefan;HC Lugano;Verteidiger;44;5;14;6;8;0;4;10;1;4;0;0
129;Krueger Justin;SC Bern;Verteidiger;43;5;13;6;7;1;1;5;4;8;0;0
130;Malgin Denis;ZSC Lions;Stürmer;38;5;12;6;6;2;3;8;2;4;0;0
131;Kast Timothy;Genève-Servette HC;Stürmer;40;5;12;6;6;2;2;6;2;6;1;0
132;Bastl Mark;HC Ambri-Piotta;Stürmer;47;5;8;6;2;0;4;6;1;1;0;1
133;Randegger Flurin;SC Bern;Verteidiger;48;5;8;4;4;0;5;8;0;0;0;0
134;Bergenheim Sean;SC Bern;Stürmer;21;5;8;3;5;2;4;6;1;2;0;0
135;Jacquemet Arnaud;Genève-Servette HC;Stürmer;43;5;7;2;5;0;4;6;1;0;0;1
136;Scherwey Tristan;SC Bern;Stürmer;33;5;6;4;2;0;3;6;0;0;2;0
137;Du Bois Felicien;HC Davos;Verteidiger;31;5;6;4;2;2;3;3;2;2;0;1
138;Rivera Christopher;Fribourg-Gottéron;Stürmer;44;5;5;4;1;2;5;5;0;0;0;0
139;Peter Emanuel;EV Zug;Stürmer;37;5;5;4;1;2;5;5;0;0;0;0
140;Moggi Sandro;SCL Tigers;Stürmer;48;5;4;3;1;2;4;4;1;0;0;0
141;Liniger Michael;Kloten Flyers;Stürmer;47;5;3;1;2;1;5;3;0;0;0;0
142;Vauclair Tristan;Fribourg-Gottéron;Stürmer;43;5;2;1;1;1;4;2;0;0;1;0
143;Foucault Kris;ZSC Lions;Stürmer;16;5;2;0;2;1;2;2;3;0;0;0
144;Wilson Kyle;SCL Tigers;Stürmer;11;5;1;0;1;1;3;0;2;1;0;0
145;Sondell Daniel;EV Zug;Verteidiger;48;4;34;13;21;0;0;18;4;16;0;0
146;Blum Eric-Ray;SC Bern;Verteidiger;35;4;24;15;9;0;4;9;0;14;0;1
147;Helbling Timo;SC Bern;Verteidiger;50;4;19;8;11;1;2;11;2;8;0;0
148;Olausson Niklas;EHC Biel;Stürmer;29;4;16;7;9;0;2;9;2;7;0;0
149;Frick Lukas;Kloten Flyers;Verteidiger;50;4;15;7;8;0;2;9;2;4;0;2
150;Seger Mathias;ZSC Lions;Verteidiger;50;4;12;8;4;0;3;10;1;2;0;0
151;Schäppi Reto;ZSC Lions;Stürmer;50;4;9;5;4;0;4;9;0;0;0;0
152;Ebbett Andrew;SC Bern;Stürmer;19;4;9;4;5;1;2;4;2;5;0;0
153;Bärtschi Patrik;ZSC Lions;Stürmer;34;4;9;4;5;0;3;8;1;1;0;0
154;Sutter Dave;EHC Biel;Verteidiger;50;4;8;5;3;0;2;7;2;1;0;0
155;Lüthi Fabian;EHC Biel;Stürmer;43;4;8;5;3;0;4;7;0;1;0;0
156;Joggi Mathias;EHC Biel;Stürmer;37;4;7;5;2;0;3;5;1;2;0;0
157;Jobin David;SC Bern;Verteidiger;36;4;7;4;3;1;1;3;3;4;0;0
158;Earl Robbie;EHC Biel;Stürmer;7;4;6;6;0;0;1;4;2;2;1;0
159;Walker Julian;HC Lugano;Stürmer;44;4;6;4;2;0;4;5;0;1;0;0
160;Vukovic Daniel;Genève-Servette HC;Verteidiger;40;4;6;4;2;1;4;6;0;0;0;0
161;Gerber Beat;SC Bern;Verteidiger;49;4;6;4;2;0;4;6;0;0;0;0
162;Neukom Benjamin;Fribourg-Gottéron;Stürmer;41;4;6;3;3;0;4;6;0;0;0;0
163;Reuille Sebastien;HC Lugano;Stürmer;46;4;5;2;3;0;3;5;1;0;0;0
164;Obrist Patrick;Kloten Flyers;Stürmer;40;4;4;4;0;0;3;4;1;0;0;0
165;Olesz Rostislav;SCL Tigers;Stürmer;15;4;4;1;3;0;4;3;0;1;0;0
166;Kobasew Chuck;SC Bern;Stürmer;10;4;4;1;3;0;4;3;0;1;0;0
167;Moggi Claudio;SCL Tigers;Stürmer;36;4;3;2;1;0;4;3;0;0;0;0
168;Sutter Fabian;EHC Biel;Stürmer;39;4;3;1;2;0;3;2;1;1;0;0
169;Collenberg Franco;Kloten Flyers;Verteidiger;47;4;3;0;3;0;2;3;0;0;2;0
170;Savary Paul;Lausanne HC;Stürmer;43;4;1;1;0;0;4;1;0;0;0;0
171;Neuenschwander Caryl;Fribourg-Gottéron;Stürmer;28;4;1;0;1;0;2;1;1;0;1;0
172;Gustafsson Erik;Kloten Flyers;Verteidiger;48;3;26;15;11;0;1;14;2;11;0;1
173;Mieville Alain;Lausanne HC;Stürmer;45;3;24;15;9;0;2;20;1;4;0;0
174;Blindenbacher Severin;ZSC Lions;Verteidiger;46;3;22;11;11;0;1;13;2;9;0;0
175;Haas Lukas;SCL Tigers;Stürmer;44;3;19;13;6;1;3;15;0;4;0;0
176;Kamber Oliver;HC Ambri-Piotta;Stürmer;48;3;14;6;8;1;2;10;1;4;0;0
177;Schneeberger Noah;HC Davos;Verteidiger;41;3;13;3;10;0;3;9;0;3;0;1
178;Chiesa Alessandro;HC Lugano;Verteidiger;44;3;11;7;4;0;1;10;2;1;0;0
179;Grossmann Robin;EV Zug;Verteidiger;49;3;10;5;5;0;2;5;1;4;0;1
180;Trachsler Morris;ZSC Lions;Stürmer;37;3;10;4;6;0;3;9;0;1;0;0
181;Geering Patrick;ZSC Lions;Verteidiger;50;3;8;6;2;0;2;7;1;1;0;0
182;Corvi Enzo;HC Davos;Stürmer;23;3;8;6;2;0;1;7;2;1;0;0
183;Ryser Sven;Lausanne HC;Stürmer;44;3;8;5;3;1;3;8;0;0;0;0
184;Bianchi Elias;HC Ambri-Piotta;Stürmer;40;3;6;4;2;1;3;6;0;0;0;0
185;Weisskopf Dan;SCL Tigers;Verteidiger;43;3;6;2;4;0;1;5;2;1;0;0
186;Siegenthaler Jonas;ZSC Lions;Verteidiger;40;3;5;2;3;1;3;5;0;0;0;0
187;Berthon Eliot;EHC Biel;Stürmer;24;3;4;3;1;1;2;3;0;0;1;1
188;Berger Alain;SC Bern;Stürmer;49;3;4;0;4;0;3;4;0;0;0;0
189;Neuenschwander Jan;ZSC Lions;Stürmer;42;3;3;3;0;1;2;3;0;0;1;0
190;Fora Michael;HC Ambri-Piotta;Verteidiger;32;3;3;3;0;0;2;1;1;2;0;0
191;Gerber Roland;Genève-Servette HC;Stürmer;47;3;2;2;0;0;3;1;0;1;0;0
192;Smith Trevor;SC Bern;Stürmer;17;3;2;1;1;0;3;1;0;1;0;0
193;Kousa Mikko;SC Bern;Verteidiger;11;3;2;1;1;0;2;0;1;2;0;0
194;Morini Giovanni;HC Lugano;Stürmer;30;3;1;1;0;1;3;1;0;0;0;0
195;Huguenin Anthony;EHC Biel;Verteidiger;44;2;18;11;7;1;0;4;2;14;0;0
196;Von Gunten Patrick;Kloten Flyers;Verteidiger;37;2;15;9;6;0;2;10;0;5;0;0
197;Rundblad David;ZSC Lions;Verteidiger;11;2;13;4;9;0;1;7;1;6;0;0
198;Olimb Mathis;Kloten Flyers;Stürmer;16;2;11;7;4;0;2;7;0;4;0;0
199;Mercier Jonathan;Genève-Servette HC;Verteidiger;41;2;11;4;7;0;2;10;0;1;0;0
200;Kamerzin Jérémie;Fribourg-Gottéron;Verteidiger;32;2;11;3;8;0;1;5;1;6;0;0
201;Fuchs Jason;HC Ambri-Piotta;Stürmer;47;2;8;7;1;0;2;8;0;0;0;0
202;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;2;8;5;3;0;2;8;0;0;0;0
203;Kienzle Lorenz;HC Lugano;Verteidiger;49;2;8;4;4;0;1;7;1;1;0;0
204;Hirschi Steve;HC Lugano;Verteidiger;45;2;8;2;6;0;2;7;0;1;0;0
205;Trutmann Dario;Lausanne HC;Verteidiger;45;2;7;5;2;0;2;4;0;3;0;0
206;Fazzini Luca;HC Lugano;Stürmer;41;2;7;4;3;0;2;5;0;2;0;0
207;Picard Alexandre;Fribourg-Gottéron;Verteidiger;37;2;7;3;4;1;0;4;2;3;0;0
208;Gobbi John;Lausanne HC;Verteidiger;50;2;7;3;4;1;2;3;0;4;0;0
209;Maurer Marco;EHC Biel;Verteidiger;50;2;6;5;1;0;2;5;0;1;0;0
210;Baltisberger Phil;ZSC Lions;Verteidiger;49;2;6;4;2;0;2;4;0;1;0;1
211;Hischier Luca;SC Bern;Stürmer;42;2;5;5;0;0;2;5;0;0;0;0
212;Müller Yves;SCL Tigers;Verteidiger;37;2;5;4;1;1;2;4;0;1;0;0
213;Diem Nolan;EV Zug;Stürmer;41;2;5;3;2;0;2;4;0;0;0;1
214;Kparghai Clarence;HC Lugano;Verteidiger;50;2;5;2;3;0;2;3;0;1;0;1
215;Diem Dominik;ZSC Lions;Stürmer;11;2;3;3;0;0;2;3;0;0;0;0
216;Trunz Adrian;HC Ambri-Piotta;Verteidiger;49;2;3;1;2;0;2;3;0;0;0;0
217;Lapierre Maxim;HC Lugano;Stürmer;6;2;2;2;0;0;2;2;0;0;0;0
218;Lardi Federico;Lausanne HC;Verteidiger;47;2;2;1;1;0;2;2;0;0;0;0
219;Genoway Colby;Fribourg-Gottéron;Stürmer;4;2;2;0;2;0;1;1;1;1;0;0
220;Ehrensperger Gianni;EHC Biel;Stürmer;29;2;2;0;2;0;2;2;0;0;0;0
221;Hartmann Jan Lee;Kloten Flyers;Stürmer;12;2;1;0;1;0;2;1;0;0;0;0
222;Dal Pian Giacomo;HC Lugano;Stürmer;18;2;1;0;1;0;2;1;0;0;0;0
223;Augsburger Gaëtan;Lausanne HC;Stürmer;19;2;1;0;1;0;2;1;0;0;0;0
224;Dostoinov Alexei;EHC Biel;Stürmer;7;2;0;0;0;0;1;0;1;0;0;0
225;Furrer Philippe;HC Lugano;Verteidiger;35;1;13;5;8;1;1;7;0;6;0;0
226;Guerra Samuel;HC Davos;Verteidiger;39;1;11;6;5;0;1;11;0;0;0;0
227;Stoop Lukas;Kloten Flyers;Verteidiger;49;1;10;2;8;0;1;7;0;2;0;1
228;Alatalo Santeri;EV Zug;Verteidiger;50;1;9;6;3;1;1;8;0;1;0;0
229;Birbaum Alain;HC Ambri-Piotta;Verteidiger;50;1;9;5;4;0;1;9;0;0;0;0
230;Stalder Ralph;Lausanne HC;Verteidiger;50;1;9;1;8;0;1;9;0;0;0;0
231;Zryd Miro;SCL Tigers;Verteidiger;42;1;8;5;3;0;1;7;0;1;0;0
232;Vauclair Julien;HC Lugano;Verteidiger;42;1;7;5;2;1;1;5;0;2;0;0
233;Stettler Martin;SCL Tigers;Verteidiger;21;1;6;4;2;0;1;2;0;4;0;0
234;Iglesias Frédéric;Genève-Servette HC;Verteidiger;43;1;6;3;3;1;1;6;0;0;0;0
235;Gautschi Marc;HC Ambri-Piotta;Verteidiger;38;1;6;3;3;0;1;2;0;2;0;2
236;Schmutz Flavio;Fribourg-Gottéron;Stürmer;41;1;6;2;4;0;1;5;0;1;0;0
237;Antonietti Eliot;Genève-Servette HC;Verteidiger;34;1;6;1;5;0;1;4;0;1;0;1
238;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;38;1;5;4;1;1;1;4;0;0;0;1
239;Lemm Romano;Kloten Flyers;Stürmer;46;1;5;3;2;0;1;5;0;0;0;0
240;Zgraggen Jesse;HC Ambri-Piotta;Verteidiger;39;1;5;2;3;0;1;5;0;0;0;0
241;Ellerby Keaton;Fribourg-Gottéron;Stürmer;13;1;5;2;3;0;1;3;0;2;0;0
242;Berger Sven;HC Ambri-Piotta;Verteidiger;45;1;5;1;4;0;1;5;0;0;0;0
243;Antonietti Benjamin;Lausanne HC;Stürmer;38;1;4;3;1;1;1;4;0;0;0;0
244;Erni Samuel;EV Zug;Verteidiger;39;1;4;2;2;1;1;4;0;0;0;0
245;Senteler Sven;EV Zug;Stürmer;49;1;4;1;3;0;1;4;0;0;0;0
246;Lindemann Kim;SCL Tigers;Verteidiger;43;1;4;1;3;0;1;4;0;0;0;0
247;Ronchetti Massimo;SCL Tigers;Verteidiger;47;1;3;3;0;1;1;3;0;0;0;0
248;Reichert Marc;SC Bern;Stürmer;47;1;3;3;0;0;1;3;0;0;0;0
249;Kostner Diego;HC Lugano;Stürmer;46;1;3;3;0;0;1;3;0;0;0;0
250;Steinmann Janick;HC Lugano;Stürmer;14;1;3;2;1;0;1;2;0;1;0;0
251;Schelling Philippe;Kloten Flyers;Verteidiger;50;1;3;2;1;0;1;3;0;0;0;0
252;Morant Johan;EV Zug;Verteidiger;47;1;3;1;2;0;1;3;0;0;0;0
253;Chavaillaz Benjamin;HC Ambri-Piotta;Verteidiger;23;1;3;0;3;0;1;3;0;0;0;0
254;Olver Marc;Kloten Flyers;Stürmer;8;1;2;1;1;0;1;1;0;1;0;0
255;Nordlund Markus;HC Ambri-Piotta;Verteidiger;9;1;2;1;1;0;0;2;1;0;0;0
256;Kessler Tino;HC Davos;Stürmer;18;1;2;1;1;0;1;2;0;0;0;0
257;Sidler Patrick;HC Ambri-Piotta;Verteidiger;24;1;2;0;2;0;1;2;0;0;0;0
258;Kindschi Simon;HC Davos;Verteidiger;20;1;2;0;2;1;1;2;0;0;0;0
259;Hasani Adam;Kloten Flyers;Stürmer;18;1;2;0;2;0;1;2;0;0;0;0
260;Müller Marco;SC Bern;Stürmer;38;1;1;1;0;0;1;1;0;0;0;0
261;Blaser Yannick;EV Zug;Verteidiger;34;1;1;1;0;0;1;1;0;0;0;0
262;Steiner Nicholas;EHC Biel;Verteidiger;33;1;1;0;1;0;1;1;0;0;0;0
263;Sieber Lukas;EV Zug;Stürmer;17;1;1;0;1;0;1;1;0;0;0;0
264;Jelovac Igor;EHC Biel;Verteidiger;38;1;1;0;1;0;1;1;0;0;0;0
265;Forrer Marco;HC Davos;Verteidiger;16;1;1;0;1;0;1;1;0;0;0;0
266;Berger Nils;SCL Tigers;Stürmer;14;1;1;0;1;1;1;1;0;0;0;0
267;Stucki Christian;HC Ambri-Piotta;Stürmer;17;1;0;0;0;0;1;0;0;0;0;0
268;Leblanc Louis;Lausanne HC;Stürmer;4;1;0;0;0;0;1;0;0;0;0;0
269;Kreis Samuel;SC Bern;Verteidiger;21;1;0;0;0;0;1;0;0;0;0;0
270;Kneubuehler Johnny;Lausanne HC;Stürmer;16;1;0;0;0;0;1;0;0;0;0;0
271;Hischier Nico;SC Bern;Stürmer;15;1;0;0;0;0;1;0;0;0;0;0
272;Gerber Tom;SCL Tigers;Stürmer;14;1;0;0;0;0;1;0;0;0;0;0
273;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;44;0;9;3;6;0;0;9;0;0;0;0
274;Gerber Adrian;SCL Tigers;Stürmer;49;0;8;3;5;0;0;8;0;0;0;0
275;Paschoud Claude-C.;HC Davos;Verteidiger;50;0;8;1;7;0;0;7;0;0;0;1
276;Wellinger Thomas;EHC Biel;Verteidiger;48;0;7;2;5;0;0;4;0;3;0;0
277;Schlumpf Dominik;EV Zug;Verteidiger;49;0;7;2;5;0;0;7;0;0;0;0
278;Back Rene;Kloten Flyers;Verteidiger;39;0;7;2;5;0;0;5;0;2;0;0
279;Heldner Fabian;HC Davos;Verteidiger;45;0;6;2;4;0;0;6;0;0;0;0
