R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
80;Tschantré Mathieu;EHC Biel;Stürmer;42;10;11;7;4;0;8;9;2;2;0;0
81;Isbister Brad;EV Zug;Stürmer;24;10;7;6;1;0;3;3;7;4;0;0
82;Krutov Alexei;ZSC Lions;Stürmer;46;10;5;4;1;2;9;5;1;0;0;0
83;Hamr Radek;Kloten Flyers;Verteidiger;47;9;29;12;17;1;3;14;6;14;0;1
84;Daigle Alexandre;HC Davos;Stürmer;44;9;23;18;5;0;7;13;2;10;0;0
85;Abid Ramzi;SC Bern;Stürmer;33;9;22;14;8;2;5;15;4;7;0;0
86;Romy Kevin;HC Lugano;Stürmer;45;9;19;9;10;0;8;13;1;6;0;0
87;Truttmann Marco;EHC Biel;Stürmer;44;9;17;9;8;1;8;14;1;3;0;0
88;Ling David;EHC Biel;Stürmer;33;9;16;8;8;1;6;13;3;3;0;0
89;Plüss Benny;Fribourg-Gottéron;Stürmer;29;9;12;6;6;2;6;7;3;5;0;0
90;Moggi Claudio;SCL Tigers;Stürmer;42;9;9;8;1;2;9;9;0;0;0;0
91;Forster Beat;HC Davos;Verteidiger;39;8;15;7;8;0;4;9;3;6;1;0
92;Siren Niki;SC Rapperswil-Jona Lakers;Verteidiger;44;8;13;7;6;1;7;11;1;2;0;0
93;Clarke Noah;HC Ambri-Piotta;Stürmer;28;8;13;7;6;0;6;6;2;5;0;2
94;McTavish Dale;EV Zug;Stürmer;18;8;12;8;4;2;4;8;3;4;1;0
95;Niinimaa Janne;SCL Tigers;Verteidiger;20;8;10;4;6;1;2;4;5;4;1;2
96;Meunier Laurent;Fribourg-Gottéron;Stürmer;38;8;10;2;8;1;5;7;3;3;0;0
97;Christen Björn;EV Zug;Stürmer;43;8;8;5;3;2;6;4;2;3;0;1
98;Leblanc Robin;HC Davos;Stürmer;27;8;3;2;1;3;1;1;7;2;0;0
99;Wichser Adrian;ZSC Lions;Stürmer;44;7;31;13;18;0;3;11;4;20;0;0
100;Josi Roman;SC Bern;Verteidiger;42;7;17;8;9;1;5;7;2;7;0;3
101;Kutlak Zdenek;HC Ambri-Piotta;Verteidiger;47;7;15;11;4;2;2;9;5;5;0;1
102;Deruns Thomas;Genève-Servette HC;Stürmer;43;7;15;9;6;2;5;10;2;4;0;1
103;Stirnimann Reto;HC Ambri-Piotta;Verteidiger;50;7;14;6;8;0;6;9;1;5;0;0
104;Camenzind Andreas;SCL Tigers;Verteidiger;46;7;13;5;8;0;5;12;1;0;1;1
105;Stancescu Victor;Kloten Flyers;Stürmer;46;7;12;6;6;1;5;11;2;1;0;0
106;Moser Simon;SCL Tigers;Stürmer;47;7;6;3;3;2;7;6;0;0;0;0
107;Suchy Radoslav;ZSC Lions;Verteidiger;48;6;25;12;13;1;3;12;3;12;0;1
108;Bordeleau Sébastien;SC Bern;Stürmer;32;6;20;10;10;1;3;13;3;6;0;1
109;Reber Jörg;EHC Biel;Verteidiger;48;6;17;6;11;0;2;10;4;6;0;1
110;Steinmann Janick;EV Zug;Stürmer;49;6;16;8;8;3;6;16;0;0;0;0
111;Taticek Petr;HC Davos;Stürmer;50;6;15;13;2;0;6;6;0;8;0;1
112;Zeiter Michel;SCL Tigers;Stürmer;41;6;15;10;5;1;4;5;2;10;0;0
113;Back Rene;EV Zug;Verteidiger;50;6;12;7;5;0;6;9;0;3;0;0
114;Rubin Daniel;Genève-Servette HC;Stürmer;43;6;11;7;4;1;6;11;0;0;0;0
115;Rytz Philippe;SC Bern;Verteidiger;40;6;10;6;4;4;5;4;1;6;0;0
116;Harrison Jay;EV Zug;Verteidiger;41;6;9;6;3;0;3;3;3;5;0;1
117;Moggi Sandro;SCL Tigers;Stürmer;42;6;9;5;4;0;6;9;0;0;0;0
118;Micheli Claudio;HC Ambri-Piotta;Stürmer;50;6;9;5;4;1;5;7;1;2;0;0
119;Sciaroni Gregory;HC Ambri-Piotta;Stürmer;44;6;7;2;5;1;5;5;1;2;0;0
120;Bianchi Mattia;HC Ambri-Piotta;Stürmer;37;6;6;4;2;1;5;6;0;0;1;0
121;Friedli Samuel;SC Rapperswil-Jona Lakers;Stürmer;46;6;5;3;2;0;5;5;1;0;0;0
122;Murovic Mirko;HC Ambri-Piotta;Stürmer;35;6;3;1;2;2;2;3;4;0;0;0
123;Wieser Marc;HC Davos;Stürmer;34;6;2;1;1;0;6;2;0;0;0;0
124;Sonnenberg Martin;HC Ambri-Piotta;Stürmer;25;5;17;9;8;0;2;14;2;2;1;1
125;Sannitz Raffaele;HC Lugano;Stürmer;43;5;14;10;4;1;2;13;3;1;0;0
126;Lindström Sanny;SC Rapperswil-Jona Lakers;Stürmer;41;5;12;7;5;0;2;8;3;3;0;1
127;Froidevaux Etienne;SC Bern;Stürmer;46;5;8;5;3;0;5;8;0;0;0;0
128;Fedulov Igor;Genève-Servette HC;Stürmer;40;5;8;5;3;0;3;3;2;5;0;0
129;Bieber Matthias;SCL Tigers;Stürmer;48;5;8;4;4;1;2;7;0;0;3;1
130;Demuth Alain;HC Ambri-Piotta;Stürmer;48;5;8;3;5;1;4;6;1;2;0;0
131;Healey Eric;SCL Tigers;Stürmer;13;5;7;2;5;0;3;2;2;5;0;0
132;Goren Lee;EV Zug;Stürmer;9;5;6;5;1;0;3;2;2;3;0;1
133;Savary Paul;Genève-Servette HC;Stürmer;42;5;5;2;3;2;5;5;0;0;0;0
134;Nodari Matteo;HC Lugano;Verteidiger;49;5;4;2;2;1;2;3;3;1;0;0
135;Meier Trevor;SC Bern;Stürmer;43;5;4;2;2;2;5;4;0;0;0;0
136;Voegele Stefan;SC Rapperswil-Jona Lakers;Stürmer;46;5;2;2;0;0;5;1;0;1;0;0
137;Seger Mathias;ZSC Lions;Verteidiger;45;4;22;12;10;1;3;13;1;6;0;3
138;Law Kirby;Fribourg-Gottéron;Stürmer;28;4;21;9;12;1;3;11;1;9;0;1
139;Bärtschi Deny;EHC Biel;Verteidiger;44;4;14;9;5;0;3;11;1;3;0;0
140;Oppliger Patrick;EV Zug;Stürmer;43;4;13;2;11;0;1;9;1;4;2;0
141;Meier Daniel;SC Bern;Stürmer;49;4;12;6;6;0;4;11;0;1;0;0
142;Furrer Philippe;SC Bern;Verteidiger;36;4;12;6;6;4;1;5;2;4;1;3
143;Gobbi John;Genève-Servette HC;Verteidiger;50;4;11;6;5;0;1;9;2;2;1;0
144;Wirz Valentin;Fribourg-Gottéron;Stürmer;45;4;10;6;4;0;3;8;1;1;0;1
145;Montandon Gil;Fribourg-Gottéron;Stürmer;44;4;9;7;2;1;2;3;2;6;0;0
146;Fischer Patrick;SC Rapperswil-Jona Lakers;Verteidiger;31;4;9;7;2;0;1;3;3;6;0;0
147;Diaz Raphael;EV Zug;Verteidiger;50;4;9;7;2;1;4;7;0;2;0;0
148;Kostovic Dario;HC Lugano;Stürmer;50;4;9;6;3;1;3;9;1;0;0;0
149;Jacquemet Arnaud;Kloten Flyers;Stürmer;50;4;9;6;3;0;4;7;0;2;0;0
150;Stettler Martin;SCL Tigers;Verteidiger;48;4;9;4;5;1;1;5;3;3;0;1
151;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;47;4;8;7;1;1;0;5;4;3;0;0
152;Rothen Frederic;Kloten Flyers;Stürmer;34;4;8;5;3;1;2;5;1;1;1;2
153;Helfenstein Sven;SCL Tigers;Stürmer;30;4;8;2;6;0;4;8;0;0;0;0
154;Trachsler Morris;Genève-Servette HC;Stürmer;50;4;7;5;2;1;4;7;0;0;0;0
155;Lemm Romano;HC Lugano;Stürmer;19;4;7;5;2;0;4;5;0;2;0;0
156;Bayer Marco;SCL Tigers;Verteidiger;29;4;7;5;2;0;2;3;2;4;0;0
157;Winkler Benjamin;Kloten Flyers;Verteidiger;40;4;7;3;4;1;1;3;3;4;0;0
158;Collenberg Franco;Fribourg-Gottéron;Verteidiger;50;4;6;4;2;0;4;6;0;0;0;0
159;Botter Cédric;Fribourg-Gottéron;Stürmer;44;4;5;2;3;0;4;5;0;0;0;0
160;Hoehener Martin;Genève-Servette HC;Verteidiger;21;4;4;3;1;0;2;3;2;1;0;0
161;Berger Pascal;SC Bern;Stürmer;45;4;3;3;0;0;4;2;0;0;0;1
162;Vauclair Geoffrey;Fribourg-Gottéron;Stürmer;33;4;3;2;1;0;3;3;0;0;1;0
163;Chouinard Marc;Fribourg-Gottéron;Stürmer;10;4;2;2;0;0;2;0;2;1;0;1
164;Walser Thomas;Kloten Flyers;Stürmer;51;4;2;1;1;0;4;2;0;0;0;0
165;Seydoux Philippe;Fribourg-Gottéron;Verteidiger;30;4;2;0;2;2;4;0;0;2;0;0
166;Bühler Cyrill;ZSC Lions;Stürmer;49;4;2;0;2;1;4;2;0;0;0;0
167;Pohl John;HC Lugano;Stürmer;22;3;22;14;8;0;1;8;1;13;1;1
168;Murphy Curtis;SCL Tigers;Verteidiger;27;3;17;11;6;1;1;4;2;12;0;1
169;Hill Sean;EHC Biel;Verteidiger;47;3;17;10;7;0;1;11;2;6;0;0
170;Grossmann Robin;HC Davos;Verteidiger;50;3;13;5;8;0;1;11;1;2;1;0
171;Wieser Dino;HC Davos;Stürmer;45;3;12;8;4;1;3;12;0;0;0;0
172;Camichel Corsin;EV Zug;Stürmer;47;3;11;7;4;0;3;10;0;1;0;0
173;Snell Wesley;Fribourg-Gottéron;Verteidiger;50;3;11;6;5;1;1;8;2;2;0;1
174;Von Arx Jan;HC Davos;Verteidiger;50;3;10;9;1;0;2;4;1;5;0;1
175;Ziegler Thomas;SC Bern;Stürmer;49;3;9;5;4;1;1;9;0;0;2;0
176;Grauwiler Lukas;ZSC Lions;Stürmer;50;3;9;3;6;0;3;7;0;1;0;1
177;Mowers Mark;Fribourg-Gottéron;Stürmer;23;3;8;3;5;0;2;5;1;3;0;0
178;Conz Florian;Genève-Servette HC;Stürmer;40;3;7;5;2;0;3;4;0;3;0;0
179;Gautschi Marc;HC Ambri-Piotta;Verteidiger;38;3;7;0;7;0;2;7;1;0;0;0
180;Wahlberg Mikael;HC Ambri-Piotta;Stürmer;10;3;6;4;2;0;3;4;0;2;0;0
181;Reist Alain;Fribourg-Gottéron;Verteidiger;48;3;6;3;3;1;3;6;0;0;0;0
182;Cadieux Jan;Genève-Servette HC;Stürmer;50;3;6;3;3;0;3;6;0;0;0;0
183;Berger Sven;SC Rapperswil-Jona Lakers;Verteidiger;50;3;4;3;1;0;2;4;1;0;0;0
184;Raffainer Raeto;SC Rapperswil-Jona Lakers;Stürmer;21;3;3;2;1;1;3;3;0;0;0;0
185;Hürlimann Stefan;SC Rapperswil-Jona Lakers;Stürmer;50;3;3;2;1;0;3;3;0;0;0;0
186;Jörg Mauro;HC Lugano;Stürmer;47;3;3;1;2;0;3;3;0;0;0;0
187;Bütler Markus;SC Rapperswil-Jona Lakers;Stürmer;48;3;3;1;2;0;2;3;1;0;0;0
188;Chiesa Alessandro;HC Lugano;Verteidiger;50;3;2;1;1;1;2;1;1;0;0;1
189;Sidler Patrick;Kloten Flyers;Verteidiger;50;3;2;0;2;0;3;2;0;0;0;0
190;Bogg Hakan;SCL Tigers;Stürmer;11;3;1;1;0;0;2;0;1;1;0;0
191;Blum Eric-Ray;SCL Tigers;Verteidiger;36;3;1;1;0;1;2;1;0;0;1;0
192;Schlagenhauf Roman;Kloten Flyers;Stürmer;27;3;1;0;1;0;1;1;2;0;0;0
193;Du Bois Felicien;Kloten Flyers;Verteidiger;45;2;27;15;12;0;1;11;1;15;0;1
194;Jobin David;SC Bern;Verteidiger;39;2;17;9;8;0;0;7;1;9;1;1
195;Kamber Oliver;ZSC Lions;Stürmer;37;2;11;6;5;1;1;11;0;0;1;0
196;Celio Nicola;HC Ambri-Piotta;Verteidiger;48;2;8;3;5;0;1;3;1;5;0;0
197;Helbling Timo;HC Lugano;Verteidiger;49;2;7;3;4;1;2;5;0;1;0;1
198;Stoop Lukas;HC Davos;Verteidiger;37;2;6;4;2;1;2;5;0;1;0;0
199;Furrer Andreas;HC Davos;Verteidiger;49;2;6;3;3;0;2;6;0;0;0;0
200;Conne Flavien;HC Lugano;Stürmer;33;2;6;2;4;0;2;5;0;0;0;1
201;Gmür Sandro;SCL Tigers;Verteidiger;50;2;5;3;2;0;1;5;1;0;0;0
202;Gloor Kevin;ZSC Lions;Verteidiger;46;2;5;3;2;0;1;5;1;0;0;0
203;Fröhlicher Joel;EHC Biel;Verteidiger;48;2;5;2;3;0;1;5;1;0;0;0
204;Vauclair Tristan;HC Lugano;Stürmer;49;2;5;1;4;0;2;5;0;0;0;0
205;Voisard Gaetan;SC Rapperswil-Jona Lakers;Verteidiger;48;2;5;0;5;0;2;5;0;0;0;0
206;Della Rossa Patric;Kloten Flyers;Stürmer;27;2;5;0;5;0;1;4;0;1;1;0
207;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;44;2;4;3;1;0;2;4;0;0;0;0
208;Welti Marc;Kloten Flyers;Verteidiger;47;2;3;2;1;1;1;2;0;0;1;1
209;Suri Reto;Genève-Servette HC;Stürmer;22;2;3;2;1;0;2;3;0;0;0;0
210;Küng Andreas;EHC Biel;Stürmer;33;2;3;2;1;0;2;3;0;0;0;0
211;Kellenberger Steve;Kloten Flyers;Stürmer;36;2;3;2;1;0;2;3;0;0;0;0
212;Christen Gregory;HC Ambri-Piotta;Stürmer;39;2;3;2;1;0;2;3;0;0;0;0
213;Chatelain Alexander;SC Bern;Stürmer;38;2;3;2;1;0;2;3;0;0;0;0
214;Banham Frank;EHC Biel;Stürmer;6;2;3;2;1;1;2;1;0;2;0;0
215;Schnyder Daniel;ZSC Lions;Verteidiger;40;2;3;1;2;1;2;3;0;0;0;0
216;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;47;2;3;1;2;0;2;2;0;1;0;0
217;Fransson Johan;HC Lugano;Verteidiger;7;2;3;1;2;1;1;2;1;1;0;0
218;Breitbach Robin;Genève-Servette HC;Verteidiger;45;2;3;1;2;0;2;3;0;0;0;0
219;Abplanalp Sandro;Fribourg-Gottéron;Stürmer;24;2;1;1;0;0;2;1;0;0;0;0
220;Gerber Adrian;SCL Tigers;Stürmer;40;2;0;0;0;0;2;0;0;0;0;0
221;Robitaille Randy;HC Lugano;Stürmer;30;1;27;12;15;0;1;15;0;12;0;0
222;Guyaz Noel;SC Rapperswil-Jona Lakers;Verteidiger;48;1;13;2;11;0;0;11;1;2;0;0
223;Blatter Florian;HC Davos;Verteidiger;48;1;10;5;5;0;1;6;0;4;0;0
224;Tschannen Stefan;EHC Biel;Stürmer;38;1;9;6;3;0;1;8;0;1;0;0
225;Tschuor Sandro;SC Rapperswil-Jona Lakers;Stürmer;49;1;7;5;2;0;1;7;0;0;0;0
226;Steinegger Martin;EHC Biel;Verteidiger;26;1;7;2;5;0;1;5;0;2;0;0
227;Elik Todd;SCL Tigers;Stürmer;6;1;6;5;1;0;1;5;0;1;0;0
228;Gossweiler Manuel;EHC Biel;Verteidiger;50;1;6;4;2;0;1;3;0;2;0;1
229;Meier Dominic;EV Zug;Verteidiger;41;1;6;2;4;1;1;5;0;0;0;1
230;Gerber Beat;SC Bern;Verteidiger;36;1;5;0;5;0;1;4;0;1;0;0
231;Neff Claudio;EHC Biel;Stürmer;16;1;4;4;0;0;1;4;0;0;0;0
232;Lauper Adrien;Fribourg-Gottéron;Stürmer;43;1;4;3;1;0;1;4;0;0;0;0
233;Keller Olivier;Genève-Servette HC;Verteidiger;45;1;4;3;1;1;1;3;0;0;0;1
234;Bicek Jiri;EHC Biel;Stürmer;15;1;4;3;1;1;0;2;1;2;0;0
235;Schulthess Marc;Kloten Flyers;Verteidiger;47;1;4;2;2;0;1;2;0;1;0;1
236;Debrunner Fabian;Genève-Servette HC;Stürmer;41;1;4;2;2;0;1;4;0;0;0;0
237;Ulmer Jeff;Fribourg-Gottéron;Stürmer;12;1;3;2;1;0;0;3;1;0;0;0
238;Lüthi Fabian;EV Zug;Stürmer;26;1;2;1;1;0;1;2;0;0;0;0
239;Wetzel Philipp;EHC Biel;Stürmer;25;1;2;0;2;0;1;2;0;0;0;0
240;Bundi Ralph;HC Ambri-Piotta;Verteidiger;36;1;2;0;2;0;1;2;0;0;0;0
241;Maurer Marco;EV Zug;Verteidiger;50;1;1;1;0;0;1;1;0;0;0;0
242;Zanetti Mauro;HC Ambri-Piotta;Stürmer;47;1;0;0;0;0;1;0;0;0;0;0
243;Schnyder Stefan;ZSC Lions;Stürmer;3;1;0;0;0;0;1;0;0;0;0;0
244;Mitchell Kevin;SC Rapperswil-Jona Lakers;Verteidiger;6;1;0;0;0;0;1;0;0;0;0;0
245;Kast Timothy;Genève-Servette HC;Stürmer;11;1;0;0;0;0;1;0;0;0;0;0
246;Birbaum Alain;Fribourg-Gottéron;Verteidiger;50;0;10;5;5;0;0;8;0;2;0;0
247;Gianola Marc;HC Davos;Verteidiger;47;0;9;6;3;0;0;6;0;3;0;0
248;Ngoy Michael;Fribourg-Gottéron;Verteidiger;33;0;8;6;2;0;0;5;0;2;0;1
249;Leuenberger Marc;SC Bern;Verteidiger;49;0;6;2;4;0;0;6;0;0;0;0
250;Kress Michael;EV Zug;Verteidiger;32;0;6;2;4;0;0;6;0;0;0;0
251;Vukovic Daniel;Genève-Servette HC;Verteidiger;44;0;5;3;2;0;0;3;0;2;0;0
252;Geering Patrick;ZSC Lions;Verteidiger;47;0;5;2;3;0;0;4;0;1;0;0
253;Meyer Serge;EHC Biel;Verteidiger;28;0;5;1;4;0;0;4;0;1;0;0
254;Moser Christian;SCL Tigers;Verteidiger;50;0;4;2;2;0;0;4;0;0;0;0
255;Carney Keith;SC Bern;Verteidiger;12;0;4;2;2;0;0;2;0;1;0;1
256;Mercier Jonathan;Genève-Servette HC;Verteidiger;42;0;4;1;3;0;0;2;0;2;0;0
257;Hänni Andreas;HC Lugano;Verteidiger;49;0;4;1;3;0;0;4;0;0;0;0
258;Gerber Lukas;HC Davos;Verteidiger;44;0;4;1;3;0;0;3;0;0;0;1
259;Kobach Reto;SCL Tigers;Verteidiger;39;0;4;0;4;0;0;3;0;1;0;0
260;Augsburger Gaëtan;Genève-Servette HC;Stürmer;40;0;3;3;0;0;0;3;0;0;0;0
261;Stephan Fabian;HC Ambri-Piotta;Verteidiger;48;0;3;2;1;0;0;2;0;1;0;0
262;Schönenberger Lovis;HC Ambri-Piotta;Stürmer;41;0;3;1;2;0;0;3;0;0;0;0
263;Schilt Sebastian;Genève-Servette HC;Verteidiger;50;0;2;2;0;0;0;2;0;0;0;0
264;Schelling Philippe;ZSC Lions;Verteidiger;26;0;2;2;0;0;0;2;0;0;0;0
265;Cantoni Krister;HC Lugano;Verteidiger;48;0;2;2;0;0;0;2;0;0;0;0
266;Tallarini Alan;SCL Tigers;Verteidiger;17;0;2;1;1;0;0;2;0;0;0;0
267;Lemm Aurelio;ZSC Lions;Stürmer;15;0;2;1;1;0;0;2;0;0;0;0
268;Horak Jakub;HC Ambri-Piotta;Verteidiger;36;0;2;1;1;0;0;2;0;0;0;0
269;Schneeberger Noah;EHC Biel;Verteidiger;19;0;2;0;2;0;0;2;0;0;0;0
270;Schefer Marc;SC Rapperswil-Jona Lakers;Verteidiger;31;0;2;0;2;0;0;2;0;0;0;0
271;Parati Patrick;SC Rapperswil-Jona Lakers;Verteidiger;36;0;2;0;2;0;0;2;0;0;0;0
272;Bonnet Julien;Kloten Flyers;Verteidiger;44;0;2;0;2;0;0;1;0;1;0;0
273;Tuomainen Marko;EHC Biel;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
274;Müller Yves;Kloten Flyers;Verteidiger;18;0;1;1;0;0;0;1;0;0;0;0
275;Morrison Justin;HC Davos;-;2;0;1;1;0;0;0;0;0;1;0;0
276;Marghitola Daniele;HC Ambri-Piotta;Verteidiger;47;0;1;1;0;0;0;1;0;0;0;0
