R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
50;Klasen Linus;HC Lugano;Stürmer;6;1;4;3;1;1;0;3;1;1;0;0
51;Blindenbacher Severin;ZSC Lions;Verteidiger;18;1;4;3;1;0;0;3;0;1;1;0
52;Gragnani Marc-André;SC Bern;Verteidiger;11;1;4;2;2;0;0;2;1;2;0;0
53;Martschini Lino;EV Zug;Stürmer;6;1;4;1;3;0;1;2;0;2;0;0
54;Filppula Ilari;HC Lugano;Stürmer;5;1;4;1;3;0;1;2;0;2;0;0
55;Furrer Philippe;SC Bern;Verteidiger;11;1;3;3;0;1;0;2;1;1;0;0
56;Picard Alexandre;Genève-Servette HC;Stürmer;8;1;3;2;1;1;1;2;0;1;0;0
57;Pesonen Harri;Lausanne HC;Stürmer;7;1;3;2;1;0;1;2;0;1;0;0
58;Rubin Daniel;Genève-Servette HC;Stürmer;12;1;3;1;2;1;0;2;1;1;0;0
59;Paschoud Claude-C.;HC Davos;Verteidiger;15;1;3;1;2;0;1;3;0;0;0;0
60;Haas Gaëtan;EHC Biel;Stürmer;7;1;3;1;2;0;1;0;0;3;0;0
61;Guerra Samuel;HC Davos;Verteidiger;15;1;3;1;2;1;1;2;0;1;0;0
62;Corvi Enzo;HC Davos;Stürmer;15;1;3;1;2;0;1;3;0;0;0;0
63;Kostner Diego;HC Lugano;Stürmer;6;1;2;2;0;0;1;1;0;1;0;0
64;Neuenschwander Jan;ZSC Lions;Stürmer;14;1;2;1;1;0;0;2;1;0;0;0
65;Hirschi Steve;HC Lugano;Verteidiger;6;1;2;1;1;0;1;2;0;0;0;0
66;Bertschy Christoph;SC Bern;Stürmer;7;1;2;1;1;0;1;1;0;1;0;0
67;Walker Julian;HC Lugano;Stürmer;6;1;2;0;2;0;0;2;1;0;0;0
68;Von Arx Reto;HC Davos;Stürmer;4;1;1;1;0;1;0;1;1;0;0;0
69;Steinmann Janick;HC Lugano;Stürmer;6;1;1;1;0;0;1;1;0;0;0;0
70;Spylo Ahren;EHC Biel;Stürmer;7;1;1;1;0;1;1;1;0;0;0;0
71;Sannitz Raffaele;HC Lugano;Stürmer;6;1;1;1;0;0;1;1;0;0;0;0
72;Mieville Alain;Lausanne HC;Stürmer;7;1;1;1;0;1;0;1;1;0;0;0
73;Earl Robbie;EV Zug;Stürmer;6;1;1;1;0;1;0;1;1;0;0;0
74;Chiesa Alessandro;HC Lugano;Verteidiger;6;1;1;1;0;1;1;0;0;1;0;0
75;Bürgler Dario;EV Zug;Stürmer;6;1;1;1;0;0;1;1;0;0;0;0
76;Wetzel Philipp;EHC Biel;Stürmer;7;1;1;0;1;1;1;1;0;0;0;0
77;Vukovic Daniel;Genève-Servette HC;Verteidiger;12;1;1;0;1;0;0;1;0;0;1;0
78;Ritchie Byron;SC Bern;Stürmer;11;1;1;0;1;1;1;1;0;0;0;0
79;Mercier Jonathan;Genève-Servette HC;Verteidiger;12;1;1;0;1;0;0;1;0;0;1;0
80;Lüthi Simon;EV Zug;Verteidiger;3;1;1;0;1;0;1;1;0;0;0;0
81;Louhivaara Ossi;Lausanne HC;Stürmer;7;1;1;0;1;0;1;1;0;0;0;0
82;Samson Jérôme;EHC Biel;Stürmer;6;1;0;0;0;0;1;0;0;0;0;0
83;Peter Emanuel;EHC Biel;Stürmer;7;1;0;0;0;0;1;0;0;0;0;0
84;Maurer Marco;HC Lugano;Verteidiger;6;1;0;0;0;0;1;0;0;0;0;0
85;Leeger Larri;Lausanne HC;Verteidiger;7;1;0;0;0;0;1;0;0;0;0;0
86;Kindschi Simon;HC Davos;Verteidiger;10;1;0;0;0;0;1;0;0;0;0;0
87;Jacquemet Arnaud;Genève-Servette HC;Stürmer;12;1;0;0;0;0;1;0;0;0;0;0
88;Herren Yannick;Lausanne HC;Stürmer;7;1;0;0;0;0;0;0;1;0;0;0
89;Gardner Ryan;SC Bern;Stürmer;11;1;0;0;0;0;0;0;1;0;0;0
90;Fey Kevin;EHC Biel;Verteidiger;7;1;0;0;0;0;0;0;1;0;0;0
91;Berger Pascal;SC Bern;Stürmer;11;1;0;0;0;0;1;0;0;0;0;0
92;Bergeron Marc-André;ZSC Lions;Verteidiger;13;0;6;4;2;0;0;4;0;2;0;0
93;Olausson Niklas;EHC Biel;Stürmer;7;0;5;5;0;0;0;2;0;3;0;0
94;Forster Beat;HC Davos;Verteidiger;15;0;5;3;2;0;0;2;0;3;0;0
95;Redenbach Tyler;HC Davos;Stürmer;11;0;4;4;0;0;0;2;0;2;0;0
96;Herzog Fabrice;EV Zug;Stürmer;6;0;3;2;1;0;0;3;0;0;0;0
97;Antonietti Eliot;Genève-Servette HC;Verteidiger;10;0;3;1;2;0;0;2;0;0;0;1
98;Andersson Calle;HC Lugano;Verteidiger;6;0;3;1;2;0;0;1;0;2;0;0
99;Tallinder Henrik;ZSC Lions;Verteidiger;18;0;3;0;3;0;0;2;0;1;0;0
100;Von Arx Jan;HC Davos;Verteidiger;14;0;2;2;0;0;0;2;0;0;0;0
101;Scherwey Tristan;SC Bern;Stürmer;11;0;2;2;0;0;0;2;0;0;0;0
102;Repik Michal;EV Zug;Stürmer;3;0;2;2;0;0;0;2;0;0;0;0
103;Kamber Oliver;EHC Biel;Stürmer;7;0;2;2;0;0;0;2;0;0;0;0
104;Hytönen Juha-Pekka;Lausanne HC;Stürmer;7;0;2;2;0;0;0;1;0;1;0;0
105;Tschantré Mathieu;EHC Biel;Stürmer;7;0;2;1;1;0;0;2;0;0;0;0
106;Suri Reto;EV Zug;Stürmer;6;0;2;1;1;0;0;2;0;0;0;0
107;Siegenthaler Jonas;ZSC Lions;Verteidiger;18;0;2;1;1;0;0;2;0;0;0;0
108;Ruefenacht Thomas;SC Bern;Stürmer;11;0;2;1;1;0;0;0;0;2;0;0
109;Kienzle Lorenz;HC Lugano;Verteidiger;6;0;2;0;2;0;0;1;0;1;0;0
110;Sutter Fabian;EV Zug;Stürmer;6;0;1;1;0;0;0;1;0;0;0;0
111;Simek Juraj;HC Lugano;Stürmer;6;0;1;1;0;0;0;1;0;0;0;0
112;Romy Kevin;Genève-Servette HC;Stürmer;6;0;1;1;0;0;0;1;0;0;0;0
113;Randegger Flurin;SC Bern;Verteidiger;10;0;1;1;0;0;0;1;0;0;0;0
114;Lombardi Matthew;Genève-Servette HC;Stürmer;1;0;1;1;0;0;0;0;0;1;0;0
115;Lardi Federico;Lausanne HC;Verteidiger;6;0;1;1;0;0;0;1;0;0;0;0
116;Lammer Dominic;EV Zug;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
117;Kparghai Clarence;HC Lugano;Verteidiger;6;0;1;1;0;0;0;1;0;0;0;0
118;Kobasew Chuck;SC Bern;Stürmer;3;0;1;1;0;0;0;1;0;0;0;0
119;Kast Timothy;Genève-Servette HC;Stürmer;12;0;1;1;0;0;0;0;0;1;0;0
120;Gerber Roland;Genève-Servette HC;Stürmer;12;0;1;1;0;0;0;1;0;0;0;0
121;Gerber Beat;SC Bern;Verteidiger;11;0;1;1;0;0;0;1;0;0;0;0
122;Genazzi Joël;Lausanne HC;Verteidiger;7;0;1;1;0;0;0;0;0;1;0;0
123;Fazzini Luca;HC Lugano;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
124;Berthon Eliot;EHC Biel;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
125;Alatalo Santeri;EV Zug;Verteidiger;6;0;1;1;0;0;0;0;0;1;0;0
126;Vauclair Julien;HC Lugano;Verteidiger;6;0;1;0;1;0;0;0;0;1;0;0
127;Stalder Ralph;Lausanne HC;Verteidiger;7;0;1;0;1;0;0;1;0;0;0;0
128;Sondell Daniel;EV Zug;Verteidiger;5;0;1;0;1;0;0;1;0;0;0;0
129;Smith Derek;ZSC Lions;Verteidiger;5;0;1;0;1;0;0;1;0;0;0;0
130;Schnyder Fabian;EV Zug;Stürmer;6;0;1;0;1;0;0;1;0;0;0;0
131;Schlumpf Dominik;EV Zug;Verteidiger;6;0;1;0;1;0;0;1;0;0;0;0
132;Moser Simon;SC Bern;Stürmer;11;0;1;0;1;0;0;1;0;0;0;0
133;Moser Christian;EHC Biel;Verteidiger;3;0;1;0;1;0;0;1;0;0;0;0
134;Jelovac Igor;EHC Biel;Verteidiger;7;0;1;0;1;0;0;1;0;0;0;0
135;Jecker Benoit;EHC Biel;Verteidiger;7;0;1;0;1;0;0;1;0;0;0;0
136;Iglesias Frédéric;Genève-Servette HC;Verteidiger;12;0;1;0;1;0;0;1;0;0;0;0
137;Heldner Fabian;HC Davos;Verteidiger;12;0;1;0;1;0;0;1;0;0;0;0
138;Grossmann Robin;EV Zug;Verteidiger;6;0;1;0;1;0;0;1;0;0;0;0
139;Conz Florian;Lausanne HC;Stürmer;7;0;1;0;1;0;0;0;0;1;0;0
140;Brunner Damien;HC Lugano;Stürmer;3;0;1;0;1;0;0;1;0;0;0;0
141;Antonietti Benjamin;Lausanne HC;Stürmer;7;0;1;0;1;0;0;1;0;0;0;0
142;Zangger Sandro;EV Zug;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
143;Wiedmer Sandro;SC Bern;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
144;Wellinger Thomas;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
145;Untersander Ramon;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
146;Umicevic Dragan;EHC Biel;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
147;Ulmer Stefan;HC Lugano;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
148;Ulmann Tim;Lausanne HC;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
149;Tschannen Stefan;Lausanne HC;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
150;Trutmann Dario;Genève-Servette HC;Verteidiger;12;0;0;0;0;0;0;0;0;0;0;0
151;Traber Tim;Genève-Servette HC;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
152;St-Pierre Martin;Lausanne HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
153;Stoffel Andri;ZSC Lions;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
154;Steiner Nicholas;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
155;Stämpfli David;EV Zug;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
156;Senteler Sven;ZSC Lions;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
157;Schnyder Daniel;ZSC Lions;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
158;Schmuckli Florian;ZSC Lions;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
159;Savary Paul;Lausanne HC;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
160;Sartori Riccardo;HC Lugano;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
161;Rytz Philippe;Lausanne HC;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
162;Rivera Christopher;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
163;Reichert Marc;SC Bern;Stürmer;11;0;0;0;0;0;0;0;0;0;0;0
164;Ramholt Tim;EV Zug;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
165;Paakkolanvaara Tommi;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
166;Nodari Matteo;Lausanne HC;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
167;Neuenschwander Caryl;Lausanne HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
168;Müller Marco;SC Bern;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
169;Morant Johan;EV Zug;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
170;Loichat Michaël;SC Bern;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
171;Krueger Justin;SC Bern;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
172;Kreis Samuel;SC Bern;Verteidiger;11;0;0;0;0;0;0;0;0;0;0;0
173;Karrer Roger;ZSC Lions;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
174;Joggi Mathias;EHC Biel;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
175;Jobin David;SC Bern;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
176;Impose Auguste;Genève-Servette HC;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
177;Gossweiler Manuel;EHC Biel;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
178;Gobbi John;Lausanne HC;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
179;Genoway Colby;Lausanne HC;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
180;Fritsche Dan;ZSC Lions;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
181;Fischer Jannik;Lausanne HC;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
182;Erni Samuel;EV Zug;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
183;Dupertuis Joey;Genève-Servette HC;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
184;Dünner Nico;EV Zug;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
185;Douay Floran;Genève-Servette HC;Stürmer;12;0;0;0;0;0;0;0;0;0;0;0
186;Deruns Thomas;Lausanne HC;Stürmer;7;0;0;0;0;0;0;0;0;0;0;0
187;Dal Pian Giacomo;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
188;Christen Björn;EV Zug;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
189;Cadonau Claudio;EHC Biel;Verteidiger;7;0;0;0;0;0;0;0;0;0;0;0
190;Bertaggia Alessio;HC Lugano;Stürmer;6;0;0;0;0;0;0;0;0;0;0;0
191;Berger Alain;SC Bern;Stürmer;11;0;0;0;0;0;0;0;0;0;0;0
192;Bachofner Jérôme;ZSC Lions;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
193;Augsburger Gaëtan;Lausanne HC;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
