R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
25;Gerber Beat;SC Bern;Verteidiger;17;10;5;0;0;0;0
26;Christen Björn;EV Zug;Stürmer;9;10;5;0;0;0;0
27;Westcott Duvie;Kloten Flyers;Verteidiger;5;8;4;0;0;0;0
28;Ruefenacht Thomas;EV Zug;Stürmer;9;8;4;0;0;0;0
29;Nordgren Niklas;Kloten Flyers;Stürmer;3;8;4;0;0;0;0
30;Kinrade Geoff;SC Bern;Verteidiger;17;8;4;0;0;0;0
31;Heins Shawn;Fribourg-Gottéron;Verteidiger;11;8;4;0;0;0;0
32;Gerber Lukas;Fribourg-Gottéron;Verteidiger;11;8;4;0;0;0;0
33;Geering Patrick;ZSC Lions;Verteidiger;15;8;4;0;0;0;0
34;Gamache Simon;Fribourg-Gottéron;Stürmer;11;8;4;0;0;0;0
35;Bertschy Christoph;SC Bern;Stürmer;17;8;4;0;0;0;0
36;Barinka Michal;Fribourg-Gottéron;Verteidiger;9;8;4;0;0;0;0
37;Wieser Dino;HC Davos;Stürmer;4;6;3;0;0;0;0
38;Wetzel Philipp;EHC Biel;Stürmer;5;6;3;0;0;0;0
39;Vauclair Tristan;Fribourg-Gottéron;Stürmer;11;6;3;0;0;0;0
40;Vauclair Julien;HC Lugano;Verteidiger;6;6;3;0;0;0;0
41;Ulmer Stefan;HC Lugano;Verteidiger;6;6;3;0;0;0;0
42;Sprunger Julien;Fribourg-Gottéron;Stürmer;11;6;3;0;0;0;0
43;Scherwey Tristan;SC Bern;Stürmer;16;6;3;0;0;0;0
44;Schäppi Reto;ZSC Lions;Stürmer;15;6;3;0;0;0;0
45;Rosa Pavel;Fribourg-Gottéron;Stürmer;8;6;3;0;0;0;0
46;Plüss Martin;SC Bern;Stürmer;17;6;3;0;0;0;0
47;Plüss Benny;Fribourg-Gottéron;Stürmer;11;6;3;0;0;0;0
48;Neuenschwander Caryl;SC Bern;Stürmer;17;6;3;0;0;0;0
49;Murray Brady;HC Lugano;Stürmer;6;6;3;0;0;0;0
50;McCarthy Steve;ZSC Lions;Verteidiger;15;6;3;0;0;0;0
51;Lüthi Fabian;EV Zug;Stürmer;9;6;3;0;0;0;0
52;Lindemann Sven;EV Zug;Stürmer;9;6;3;0;0;0;0
53;Kparghai Clarence;EHC Biel;Verteidiger;3;6;3;0;0;0;0
54;Kenins Ronalds;ZSC Lions;Stürmer;15;6;3;0;0;0;0
55;Hasani Adam;Fribourg-Gottéron;Stürmer;11;6;3;0;0;0;0
56;Cunti Luca;ZSC Lions;Stürmer;15;6;3;0;0;0;0
57;Brunner Damien;EV Zug;Stürmer;9;6;3;0;0;0;0
58;Birbaum Alain;Fribourg-Gottéron;Verteidiger;11;6;3;0;0;0;0
59;Berger Pascal;SC Bern;Stürmer;17;6;3;0;0;0;0
60;Ambühl Andres;ZSC Lions;Stürmer;15;6;3;0;0;0;0
61;Wick Roman;Kloten Flyers;Stürmer;5;4;2;0;0;0;0
62;Vigier Jean-Pierre;SC Bern;Stürmer;3;4;2;0;0;0;0
63;Tambellini Jeff;ZSC Lions;Stürmer;15;4;2;0;0;0;0
64;Steinegger Martin;EHC Biel;Verteidiger;5;4;2;0;0;0;0
65;Seger Mathias;ZSC Lions;Verteidiger;14;4;2;0;0;0;0
66;Santala Tommi;Kloten Flyers;Stürmer;5;4;2;0;0;0;0
67;Roche Travis;SC Bern;Verteidiger;3;4;2;0;0;0;0
68;Ramholt Tim;HC Davos;Verteidiger;4;4;2;0;0;0;0
69;Peter Emanuel;EHC Biel;Stürmer;5;4;2;0;0;0;0
70;McLean Brett;HC Lugano;Stürmer;6;4;2;0;0;0;0
71;Loeffel Romain;Fribourg-Gottéron;Verteidiger;11;4;2;0;0;0;0
72;Kolnik Juraj;ZSC Lions;Stürmer;9;4;2;0;0;0;0
73;Holden Josh;EV Zug;Stürmer;9;4;2;0;0;0;0
74;Hänni Andreas;SC Bern;Verteidiger;17;4;2;0;0;0;0
75;Grieder Marc;EHC Biel;Verteidiger;5;4;2;0;0;0;0
76;Furrer Philippe;SC Bern;Verteidiger;17;4;2;0;0;0;0
77;Erni Samuel;EV Zug;Verteidiger;7;4;2;0;0;0;0
78;Dumont Jean-Pierre;SC Bern;Stürmer;14;4;2;0;0;0;0
79;Dubé Christian;Fribourg-Gottéron;Stürmer;11;4;2;0;0;0;0
80;Deruns Thomas;SC Bern;Stürmer;13;4;2;0;0;0;0
81;Conne Flavien;HC Lugano;Stürmer;6;4;2;0;0;0;0
82;Collenberg Franco;Fribourg-Gottéron;Verteidiger;11;4;2;0;0;0;0
83;Casutt Corsin;EV Zug;Stürmer;6;4;2;0;0;0;0
84;Camichel Corsin;HC Davos;Stürmer;4;4;2;0;0;0;0
85;Cadieux Jan;Fribourg-Gottéron;Stürmer;11;4;2;0;0;0;0
86;Bykov Andrey;Fribourg-Gottéron;Stürmer;11;4;2;0;0;0;0
87;Bürgler Dario;HC Davos;Stürmer;4;4;2;0;0;0;0
88;Bednar Jaroslav;HC Lugano;Stürmer;6;4;2;0;0;0;0
89;Bastl Mark;ZSC Lions;Stürmer;15;4;2;0;0;0;0
90;Bärtschi Patrik;ZSC Lions;Stürmer;15;4;2;0;0;0;0
91;Winkler Benjamin;Kloten Flyers;Verteidiger;5;2;1;0;0;0;0
92;Von Arx Reto;HC Davos;Stürmer;2;2;1;0;0;0;0
93;Von Arx Jan;HC Davos;Verteidiger;4;2;1;0;0;0;0
94;Vermin Joël;SC Bern;Stürmer;17;2;1;0;0;0;0
95;Tschantré Mathieu;EHC Biel;Stürmer;5;2;1;0;0;0;0
96;Sykora Petr;HC Davos;Stürmer;4;2;1;0;0;0;0
97;Simion Dario;HC Lugano;Stürmer;1;2;1;0;0;0;0
98;Sieber Lukas;HC Davos;Stürmer;4;2;1;0;0;0;0
99;Schnyder Daniel;ZSC Lions;Verteidiger;15;2;1;0;0;0;0
100;Schlumpf Dominik;HC Lugano;Verteidiger;6;2;1;0;0;0;0
101;Schelling Philippe;Kloten Flyers;Verteidiger;5;2;1;0;0;0;0
102;Rüthemann Ivo;SC Bern;Stürmer;17;2;1;0;0;0;0
103;Rossi Matthias;EV Zug;Stürmer;9;2;1;0;0;0;0
104;Nylander Michael;Kloten Flyers;Stürmer;2;2;1;0;0;0;0
105;Nummelin Petteri;HC Lugano;Verteidiger;6;2;1;0;0;0;0
106;Ngoy Michael;Fribourg-Gottéron;Verteidiger;11;2;1;0;0;0;0
107;Mieville Alain;EHC Biel;Stürmer;5;2;1;0;0;0;0
108;Metropolit Glen;EV Zug;Stürmer;9;2;1;0;0;0;0
109;Marti Christian;Kloten Flyers;Verteidiger;5;2;1;0;0;0;0
110;Lüssy Silvan;Fribourg-Gottéron;Stürmer;4;2;1;0;0;0;0
111;Lammer Dominic;EV Zug;Stürmer;7;2;1;0;0;0;0
112;Knoepfli Michael;Fribourg-Gottéron;Stürmer;11;2;1;0;0;0;0
113;Kienzle Lorenz;HC Lugano;Verteidiger;5;2;1;0;0;0;0
114;Jobin David;SC Bern;Verteidiger;16;2;1;0;0;0;0
115;Jenni Marcel;Kloten Flyers;Stürmer;5;2;1;0;0;0;0
116;Hoehener Martin;SC Bern;Verteidiger;17;2;1;0;0;0;0
117;Hendry Jordan;HC Lugano;Verteidiger;5;2;1;0;0;0;0
118;Haas Gaëtan;EHC Biel;Stürmer;5;2;1;0;0;0;0
119;Guerra Samuel;HC Davos;Verteidiger;4;2;1;0;0;0;0
120;Grossmann Robin;HC Davos;Verteidiger;4;2;1;0;0;0;0
121;Gossweiler Manuel;EHC Biel;Verteidiger;5;2;1;0;0;0;0
122;Gardner Ryan;SC Bern;Stürmer;17;2;1;0;0;0;0
123;Furrer Andreas;EV Zug;Verteidiger;9;2;1;0;0;0;0
124;Forster Beat;HC Davos;Verteidiger;4;2;1;0;0;0;0
125;Du Bois Felicien;Kloten Flyers;Verteidiger;5;2;1;0;0;0;0
126;Down Blaine;ZSC Lions;Stürmer;8;2;1;0;0;0;0
127;Bühler Cyrill;ZSC Lions;Stürmer;15;2;1;0;0;0;0
128;Botter Cédric;Fribourg-Gottéron;Stürmer;4;2;1;0;0;0;0
129;Bordeleau Sébastien;EHC Biel;Stürmer;5;2;1;0;0;0;0
130;Bodenmann Simon;Kloten Flyers;Stürmer;5;2;1;0;0;0;0
131;Blatter Florian;HC Lugano;Verteidiger;6;2;1;0;0;0;0
132;Beaudoin Eric;EHC Biel;Stürmer;5;2;1;0;0;0;0
133;Baltisberger Chris;ZSC Lions;Stürmer;15;2;1;0;0;0;0
134;Altorfer Niki;EHC Biel;Stürmer;2;2;1;0;0;0;0
135;Zubler Patrick;EV Zug;Verteidiger;5;0;0;0;0;0;0
136;Zigerli Manuel;EHC Biel;Stürmer;5;0;0;0;0;0;0
137;Ziegler Thomas;ZSC Lions;Stürmer;6;0;0;0;0;0;0
138;Untersander Ramon;HC Davos;Verteidiger;4;0;0;0;0;0;0
139;Taticek Petr;HC Davos;Stürmer;4;0;0;0;0;0;0
140;Sutter Sebastian;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
141;Sutter Fabian;EV Zug;Stürmer;9;0;0;0;0;0;0
142;Stoop Lukas;HC Davos;Verteidiger;4;0;0;0;0;0;0
143;Steinmann Janick;HC Davos;Stürmer;4;0;0;0;0;0;0
144;Steiner Daniel;HC Lugano;Stürmer;6;0;0;0;0;0;0
145;Sejna Peter;HC Davos;Stürmer;4;0;0;0;0;0;0
146;Sciaroni Gregory;HC Davos;Stürmer;2;0;0;0;0;0;0
147;Schommer Patrick;ZSC Lions;Stürmer;9;0;0;0;0;0;0
148;Schnyder Fabian;EV Zug;Stürmer;9;0;0;0;0;0;0
149;Schneuwly Cédric;EV Zug;Stürmer;4;0;0;0;0;0;0
150;Sannitz Raffaele;HC Lugano;Stürmer;6;0;0;0;0;0;0
151;Rouiller Anthony;EHC Biel;Verteidiger;2;0;0;0;0;0;0
152;Romy Kevin;HC Lugano;Stürmer;6;0;0;0;0;0;0
153;Rizzi Sandro;HC Davos;Verteidiger;4;0;0;0;0;0;0
154;Rintanen Kimmo;HC Lugano;Stürmer;1;0;0;0;0;0;0
155;Preissing Tom;EHC Biel;Verteidiger;2;0;0;0;0;0;0
156;Nodari Matteo;HC Lugano;Verteidiger;4;0;0;0;0;0;0
157;Monnet Thibaut;ZSC Lions;Stürmer;15;0;0;0;0;0;0
158;Mondou Benoit;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
159;Mayolani Fabrizio;HC Davos;Stürmer;1;0;0;0;0;0;0
160;Marha Josef;HC Davos;Stürmer;3;0;0;0;0;0;0
161;Liniger Michael;Kloten Flyers;Stürmer;5;0;0;0;0;0;0
162;Lauper Adrien;EHC Biel;Stürmer;1;0;0;0;0;0;0
163;Kuonen Raphael;HC Davos;Stürmer;2;0;0;0;0;0;0
164;Kellenberger Steve;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
165;Kamber Oliver;HC Lugano;Stürmer;6;0;0;0;0;0;0
166;Jörg Mauro;HC Lugano;Stürmer;6;0;0;0;0;0;0
167;Jinman Lee;HC Davos;Stürmer;1;0;0;0;0;0;0
168;Jacquemet Arnaud;Kloten Flyers;Stürmer;5;0;0;0;0;0;0
169;Huguenin Anthony;EHC Biel;Verteidiger;5;0;0;0;0;0;0
170;Holinger Fadri;HC Davos;Stürmer;1;0;0;0;0;0;0
171;Hirschi Steve;HC Lugano;Verteidiger;2;0;0;0;0;0;0
172;Herren Yannick;Kloten Flyers;Stürmer;5;0;0;0;0;0;0
173;Gobbi John;ZSC Lions;Verteidiger;15;0;0;0;0;0;0
174;Gloor Kevin;EHC Biel;Verteidiger;5;0;0;0;0;0;0
175;Fischer Patrick;EV Zug;Verteidiger;5;0;0;0;0;0;0
176;Fey Kevin;EHC Biel;Verteidiger;4;0;0;0;0;0;0
177;Dupont Micki;Kloten Flyers;Verteidiger;5;0;0;0;0;0;0
178;Domenichelli Hnat;HC Lugano;Stürmer;6;0;0;0;0;0;0
179;Chabada Martin;EHC Biel;Stürmer;3;0;0;0;0;0;0
180;Camichel Duri;EV Zug;Stürmer;2;0;0;0;0;0;0
181;Brunner Adrian;SC Bern;Stürmer;3;0;0;0;0;0;0
182;Brügger Sandro;Fribourg-Gottéron;Stürmer;9;0;0;0;0;0;0
183;Blum Eric-Ray;Kloten Flyers;Verteidiger;5;0;0;0;0;0;0
184;Bieber Matthias;Kloten Flyers;Stürmer;5;0;0;0;0;0;0
185;Baltisberger Phil;ZSC Lions;Verteidiger;1;0;0;0;0;0;0
186;Back Rene;HC Davos;Verteidiger;4;0;0;0;0;0;0
187;Afanasenkov Dmitry;Fribourg-Gottéron;Stürmer;3;0;0;0;0;0;0
188;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;9;0;0;0;0;0;0
