R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
316;Zangger Sandro;ZSC Lions;Stürmer;11;0;1;0;1;0;0;1;0;0;0;0
317;Loichat Michaël;SC Bern;Stürmer;5;0;1;0;1;0;0;1;0;0;0;0
318;Kubina Pavel;Genève-Servette HC;Verteidiger;3;0;1;0;1;0;0;0;0;1;0;0
319;Grossniklaus Tim;SC Bern;Verteidiger;2;0;1;0;1;0;0;1;0;0;0;0
320;Grauwiler Lukas;SC Bern;Stürmer;17;0;1;0;1;0;0;1;0;0;0;0
321;Blatter Florian;HC Lugano;Verteidiger;6;0;1;0;1;0;0;1;0;0;0;0
322;Zubler Patrick;EV Zug;Verteidiger;30;0;0;0;0;0;0;0;0;0;0;0
323;Zandovskis Juris;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
324;Wyss Silvan;EHC Biel;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
325;Wildhaber David;Fribourg-Gottéron;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
326;Widmer Steven;ZSC Lions;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
327;Wenger Michael;SCL Tigers;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
328;Welti Marc;SC Rapperswil-Jona Lakers;Verteidiger;23;0;0;0;0;0;0;0;0;0;0;0
329;Ulmann Tim;ZSC Lions;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
330;Tremblay Alexandre;ZSC Lions;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
331;Thöny Gian-Andrea;SC Rapperswil-Jona Lakers;Stürmer;16;0;0;0;0;0;0;0;0;0;0;0
332;Sutter Dave;Genève-Servette HC;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
333;Schmutz Julian;SC Bern;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
334;Schmuckli Florian;EV Zug;Verteidiger;11;0;0;0;0;0;0;0;0;0;0;0
335;Schefer Philipp;EV Zug;Verteidiger;13;0;0;0;0;0;0;0;0;0;0;0
336;Savary Jean;Genève-Servette HC;Stürmer;12;0;0;0;0;0;0;0;0;0;0;0
337;Sataric Rajan;EHC Biel;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
338;Rühl Daniel;EV Zug;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
339;Rouiller Anthony;EHC Biel;Verteidiger;11;0;0;0;0;0;0;0;0;0;0;0
340;Rossi Matthias;EV Zug;Stürmer;16;0;0;0;0;0;0;0;0;0;0;0
341;Ranov Anton;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
342;Praplan Vincent;Kloten Flyers;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
343;Paschoud Claude-C.;HC Davos;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
344;Neuenschwander Jan;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
345;Müller Pascal;Kloten Flyers;Verteidiger;21;0;0;0;0;0;0;0;0;0;0;0
346;Müller Marco;SC Bern;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
347;Mora Loic;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
348;Montandon Arnaud;SCL Tigers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
349;Marzan Nicolas;SC Rapperswil-Jona Lakers;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
350;Lüthi Valentin;SCL Tigers;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
351;Leonelli Nicolas;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
352;Lampman Bryce;SCL Tigers;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
353;Küng Vincenzo;HC Davos;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
354;Kast Timothy;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
355;Kamerzin Jérémie;Genève-Servette HC;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
356;Jeitziner Alexander;Fribourg-Gottéron;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
357;Hoffmann Luka;Kloten Flyers;Stürmer;13;0;0;0;0;0;0;0;0;0;0;0
358;Hoehener Martin;HC Ambri-Piotta;Verteidiger;8;0;0;0;0;0;0;0;0;0;0;0
359;Heldstab Beat;SC Bern;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
360;Giroux Ray;HC Ambri-Piotta;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
361;Gianinazzi Luca;HC Lugano;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
362;Gerber Tom;SCL Tigers;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
363;Gerber Lukas;Fribourg-Gottéron;Verteidiger;20;0;0;0;0;0;0;0;0;0;0;0
364;Gähler Jorden;Kloten Flyers;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
365;Frei Lars;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
366;Erb Raphael;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
367;Eigenmann Daniel;EHC Biel;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
368;Dotti Isacco;HC Ambri-Piotta;Verteidiger;12;0;0;0;0;0;0;0;0;0;0;0
369;Donati Gianni;HC Ambri-Piotta;Stürmer;10;0;0;0;0;0;0;0;0;0;0;0
370;Dähler Florian;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
371;Cadonau Claudio;EHC Biel;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
372;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;16;0;0;0;0;0;0;0;0;0;0;0
373;Berthon Eliot;Genève-Servette HC;Stürmer;10;0;0;0;0;0;0;0;0;0;0;0
374;Bagnoud Christopher;Kloten Flyers;Verteidiger;43;0;0;0;0;0;0;0;0;0;0;0
375;Antonietti Eliot;Genève-Servette HC;Verteidiger;39;0;0;0;0;0;0;0;0;0;0;0
