R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
276;Leeger Larri;Lausanne HC;Verteidiger;50;0;9;3;6;0;0;8;0;1;0;0
277;Hächler Cedric;SC Rapperswil-Jona Lakers;Verteidiger;50;0;8;4;4;0;0;8;0;0;0;0
278;Rouiller Anthony;EHC Biel;Verteidiger;18;0;5;1;4;0;0;3;0;2;0;0
279;Camperchioli Luca;HC Davos;Verteidiger;24;0;4;3;1;0;0;4;0;0;0;0
280;Bühler Cyrill;Kloten Flyers;Stürmer;30;0;4;3;1;0;0;4;0;0;0;0
281;Ness Martin;Fribourg-Gottéron;Stürmer;25;0;4;2;2;0;0;3;0;1;0;0
282;Ruzicka Stefan;Lausanne HC;Stürmer;9;0;4;1;3;0;0;3;0;1;0;0
283;Lardi Federico;Lausanne HC;Verteidiger;37;0;4;1;3;0;0;3;0;0;0;1
284;Von Arx Jan;HC Davos;Verteidiger;42;0;4;0;4;0;0;3;0;0;0;1
285;Stoffel Andri;ZSC Lions;Verteidiger;44;0;4;0;4;0;0;4;0;0;0;0
286;Erni Samuel;EV Zug;Verteidiger;47;0;4;0;4;0;0;4;0;0;0;0
287;Schommer Patrick;SC Rapperswil-Jona Lakers;Stürmer;12;0;3;2;1;0;0;2;0;1;0;0
288;Kinrade Geoff;HC Ambri-Piotta;Verteidiger;5;0;3;2;1;0;0;3;0;0;0;0
289;Aeschlimann Marc;HC Davos;Stürmer;16;0;3;2;1;0;0;3;0;0;0;0
290;Siegenthaler Jonas;ZSC Lions;Verteidiger;41;0;3;1;2;0;0;3;0;0;0;0
291;Nodari Matteo;Lausanne HC;Verteidiger;26;0;2;2;0;0;0;0;0;2;0;0
292;O'Byrne Ryan;HC Ambri-Piotta;Verteidiger;13;0;2;1;1;0;0;2;0;0;0;0
293;Gossweiler Manuel;EHC Biel;Verteidiger;33;0;2;1;1;0;0;2;0;0;0;0
294;Zgraggen Jesse;HC Ambri-Piotta;Verteidiger;28;0;2;0;2;0;0;2;0;0;0;0
295;Schnyder Daniel;ZSC Lions;Verteidiger;44;0;2;0;2;0;0;2;0;0;0;0
296;Sidler Patrick;HC Ambri-Piotta;Verteidiger;45;0;1;1;0;0;0;1;0;0;0;0
297;Kobach Reto;HC Ambri-Piotta;Verteidiger;42;0;1;1;0;0;0;1;0;0;0;0
298;Chiriaev Evgenï;Fribourg-Gottéron;Stürmer;2;0;1;1;0;0;0;1;0;0;0;0
299;Blaser Yannick;EV Zug;Verteidiger;32;0;1;1;0;0;0;1;0;0;0;0
300;Augsburger Gaëtan;Lausanne HC;Stürmer;33;0;1;1;0;0;0;1;0;0;0;0
301;Traber Tim;Genève-Servette HC;Stürmer;29;0;1;0;1;0;0;1;0;0;0;0
302;Tabacek Jan;ZSC Lions;Verteidiger;11;0;1;0;1;0;0;1;0;0;0;0
303;Schmutz Flavio;SC Rapperswil-Jona Lakers;Stürmer;5;0;1;0;1;0;0;1;0;0;0;0
304;Sartori Riccardo;HC Lugano;Verteidiger;37;0;1;0;1;0;0;1;0;0;0;0
305;Randegger Gian-Andrea;Kloten Flyers;Verteidiger;44;0;1;0;1;0;0;1;0;0;0;0
306;Moser Christian;EHC Biel;Verteidiger;10;0;1;0;1;0;0;0;0;0;0;1
307;Maret Mathieu;Fribourg-Gottéron;Verteidiger;3;0;1;0;1;0;0;1;0;0;0;0
308;Leino Ville;Kloten Flyers;Stürmer;4;0;1;0;1;0;0;1;0;0;0;0
309;Hüsler Cedric;SC Rapperswil-Jona Lakers;Stürmer;6;0;1;0;1;0;0;1;0;0;0;0
310;Heldner Fabian;HC Davos;Verteidiger;9;0;1;0;1;0;0;1;0;0;0;0
311;Gloor Kevin;EHC Biel;Verteidiger;22;0;1;0;1;0;0;1;0;0;0;0
312;Zanzi Gianluca;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
313;Zangger Marc;Fribourg-Gottéron;Verteidiger;17;0;0;0;0;0;0;0;0;0;0;0
314;Wüst Philipp;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
315;Wildhaber David;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
316;Ulmann Tim;Lausanne HC;Stürmer;22;0;0;0;0;0;0;0;0;0;0;0
317;Sutter Dave;Fribourg-Gottéron;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
318;Studer Thomas;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
319;Steinauer Joel;Kloten Flyers;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
320;Stämpfli David;EV Zug;Verteidiger;15;0;0;0;0;0;0;0;0;0;0;0
321;Sitje Fredrik;ZSC Lions;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
322;Seydoux Philippe;Lausanne HC;Verteidiger;19;0;0;0;0;0;0;0;0;0;0;0
323;Schwarzenbach Diego;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
324;Schmutz Reto;SC Rapperswil-Jona Lakers;Stürmer;23;0;0;0;0;0;0;0;0;0;0;0
325;Schmuckli Florian;ZSC Lions;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
326;Sartori Jonathan;HC Lugano;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
327;Ruutu Jarkko;EHC Biel;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
328;Romanenghi Matteo;HC Lugano;Stürmer;16;0;0;0;0;0;0;0;0;0;0;0
329;Paakkolanvaara Tommi;HC Lugano;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
330;Müller Loris;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
331;Montandon Maxime;Fribourg-Gottéron;Verteidiger;37;0;0;0;0;0;0;0;0;0;0;0
332;Matewa Tony;Fribourg-Gottéron;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
333;Marti Aurélien;Lausanne HC;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
334;Marghitola Daniele;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
335;Marchon Nathan;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
336;Marchon Marc;EV Zug;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
337;Knutti Luca;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
338;Kessler Tino;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
339;Karrer Roger;ZSC Lions;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
340;Jeyabalan Nando;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
341;Impose Auguste;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
342;Horansky Stanislav;EHC Biel;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
343;Högger Fabio;Kloten Flyers;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
344;Hartmann Jan Lee;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
345;Harlacher Edson;Kloten Flyers;Verteidiger;30;0;0;0;0;0;0;0;0;0;0;0
346;Grossniklaus Tim;SC Bern;Verteidiger;8;0;0;0;0;0;0;0;0;0;0;0
347;Grigioni Manuel;SC Rapperswil-Jona Lakers;Verteidiger;20;0;0;0;0;0;0;0;0;0;0;0
348;Girard Felix;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
349;El Assaoui Sami;Kloten Flyers;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
350;Eigenmann Daniel;SC Rapperswil-Jona Lakers;Verteidiger;11;0;0;0;0;0;0;0;0;0;0;0
351;Egli Chris;HC Davos;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
352;Dupertuis Joey;Genève-Servette HC;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
353;Diem Dominik;ZSC Lions;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
354;Devaja Dominik;Kloten Flyers;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
355;Büsser Xeno;ZSC Lions;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
356;Burki Codey;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
357;Brunold Alain;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
358;Botta Roman;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
359;Bonnet Julien;HC Ambri-Piotta;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
360;Blatter Patrick;SC Rapperswil-Jona Lakers;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
361;Balmelli Lukas;HC Lugano;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
362;Ahlström Philip;HC Lugano;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
