R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
59;Haas Lukas;SCL Tigers;Stürmer;4;6;3;0;0;0;0
60;Dubé Christian;SC Bern;Stürmer;11;6;3;0;0;0;0
61;Chiesa Alessandro;EV Zug;Verteidiger;10;6;3;0;0;0;0
62;Botter Cédric;Fribourg-Gottéron;Stürmer;4;6;3;0;0;0;0
63;Berger Pascal;SC Bern;Stürmer;11;6;3;0;0;0;0
64;Bednar Jaroslav;HC Davos;Stürmer;12;6;3;0;0;0;0
65;Vigier Jean-Pierre;SC Bern;Stürmer;4;4;2;0;0;0;0
66;Taticek Petr;HC Davos;Stürmer;14;4;2;0;0;0;0
67;Sutter Fabian;EV Zug;Stürmer;10;4;2;0;0;0;0
68;Sprunger Julien;Fribourg-Gottéron;Stürmer;4;4;2;0;0;0;0
69;Sidler Patrick;Kloten Flyers;Verteidiger;15;4;2;0;0;0;0
70;Seger Mathias;ZSC Lions;Verteidiger;5;4;2;0;0;0;0
71;Sciaroni Gregory;HC Davos;Stürmer;14;4;2;0;0;0;0
72;Schnyder Fabian;EV Zug;Stürmer;10;4;2;0;0;0;0
73;Schilt Sebastian;SCL Tigers;Verteidiger;4;4;2;0;0;0;0
74;Savary Paul;Genève-Servette HC;Stürmer;6;4;2;0;0;0;0
75;Salmelainen Tony;Genève-Servette HC;Stürmer;6;4;2;0;0;0;0
76;Rüthemann Ivo;SC Bern;Stürmer;11;4;2;0;0;0;0
77;Moggi Claudio;SCL Tigers;Stürmer;4;4;2;0;0;0;0
78;Mettler Thomas;Kloten Flyers;Verteidiger;14;4;2;0;0;0;0
79;Melin Björn;Fribourg-Gottéron;Stürmer;4;4;2;0;0;0;0
80;Marha Josef;HC Davos;Stürmer;9;4;2;0;0;0;0
81;Krutov Alexei;ZSC Lions;Stürmer;5;4;2;0;0;0;0
82;Jinman Lee;HC Davos;Stürmer;5;4;2;0;0;0;0
83;Iggulden Mike;SCL Tigers;Stürmer;4;4;2;0;0;0;0
84;Holden Josh;EV Zug;Stürmer;6;4;2;0;0;0;0
85;Heins Shawn;Fribourg-Gottéron;Verteidiger;4;4;2;0;0;0;0
86;Gobbi John;Genève-Servette HC;Verteidiger;6;4;2;0;0;0;0
87;Gerber Lukas;Fribourg-Gottéron;Verteidiger;3;4;2;0;0;0;0
88;Gerber Beat;SC Bern;Verteidiger;11;4;2;0;0;0;0
89;Gerber Adrian;SCL Tigers;Stürmer;4;4;2;0;0;0;0
90;Furrer Philippe;SC Bern;Verteidiger;11;4;2;0;0;0;0
91;Dupont Micki;Kloten Flyers;Verteidiger;7;4;2;0;0;0;0
92;Diaz Raphael;EV Zug;Verteidiger;10;4;2;0;0;0;0
93;Di Pietro Paul;EV Zug;Stürmer;10;4;2;0;0;0;0
94;Collenberg Franco;Fribourg-Gottéron;Verteidiger;4;4;2;0;0;0;0
95;Casutt Corsin;EV Zug;Stürmer;10;4;2;0;0;0;0
96;Bühler Cyrill;ZSC Lions;Stürmer;5;4;2;0;0;0;0
97;Brooks Brendan;SCL Tigers;Stürmer;3;4;2;0;0;0;0
98;Bastl Mark;ZSC Lions;Stürmer;5;4;2;0;0;0;0
99;Aubin Serge;Fribourg-Gottéron;Stürmer;4;4;2;0;0;0;0
100;Ambühl Andres;ZSC Lions;Stürmer;5;4;2;0;0;0;0
101;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;4;4;2;0;0;0;0
102;Ziegler Thomas;ZSC Lions;Stürmer;5;2;1;0;0;0;0
103;Wichser Adrian;ZSC Lions;Stürmer;5;2;1;0;0;0;0
104;Walsky Eric;Genève-Servette HC;Stürmer;6;2;1;0;0;0;0
105;Walser Samuel;Kloten Flyers;Stürmer;17;2;1;0;0;0;0
106;Sykora Petr;HC Davos;Stürmer;9;2;1;0;0;0;0
107;Sutter Sebastian;Kloten Flyers;Stürmer;4;2;1;0;0;0;0
108;Stoop Lukas;HC Davos;Verteidiger;14;2;1;0;0;0;0
109;Steiner Nicholas;Kloten Flyers;Verteidiger;11;2;1;0;0;0;0
110;Steiner Daniel;SCL Tigers;Stürmer;4;2;1;0;0;0;0
111;Simek Juraj;Genève-Servette HC;Stürmer;5;2;1;0;0;0;0
112;Sejna Peter;HC Davos;Stürmer;7;2;1;0;0;0;0
113;Schnyder Daniel;ZSC Lions;Verteidiger;5;2;1;0;0;0;0
114;Reber Jörg;SCL Tigers;Verteidiger;4;2;1;0;0;0;0
115;Randegger Flurin;Genève-Servette HC;Verteidiger;6;2;1;0;0;0;0
116;Plüss Benny;Fribourg-Gottéron;Stürmer;4;2;1;0;0;0;0
117;Pivron Pierrick;Genève-Servette HC;Stürmer;6;2;1;0;0;0;0
118;Park Richard;Genève-Servette HC;Stürmer;3;2;1;0;0;0;0
119;Nolan Owen;ZSC Lions;Stürmer;5;2;1;0;0;0;0
120;Ngoy Michael;Fribourg-Gottéron;Verteidiger;4;2;1;0;0;0;0
121;Moser Simon;SCL Tigers;Stürmer;4;2;1;0;0;0;0
122;Moser Christian;SCL Tigers;Verteidiger;2;2;1;0;0;0;0
123;Moggi Sandro;SCL Tigers;Stürmer;4;2;1;0;0;0;0
124;Mercier Jonathan;Genève-Servette HC;Verteidiger;6;2;1;0;0;0;0
125;Loeffel Romain;Fribourg-Gottéron;Verteidiger;4;2;1;0;0;0;0
126;Lindemann Kim;SCL Tigers;Verteidiger;4;2;1;0;0;0;0
127;Leuenberger Marc;Fribourg-Gottéron;Verteidiger;1;2;1;0;0;0;0
128;Lauper Adrien;Fribourg-Gottéron;Stürmer;4;2;1;0;0;0;0
129;Kelly Brent;SCL Tigers;Stürmer;1;2;1;0;0;0;0
130;Hollenstein Denis;Kloten Flyers;Stürmer;3;2;1;0;0;0;0
131;Hoehener Martin;Genève-Servette HC;Verteidiger;6;2;1;0;0;0;0
132;Guggisberg Peter;HC Davos;Stürmer;14;2;1;0;0;0;0
133;Genazzi Joël;SCL Tigers;Verteidiger;4;2;1;0;0;0;0
134;Geering Patrick;ZSC Lions;Verteidiger;5;2;1;0;0;0;0
135;Gardner Ryan;SC Bern;Stürmer;11;2;1;0;0;0;0
136;Fischer Patrick;EV Zug;Verteidiger;10;2;1;0;0;0;0
137;Deruns Thomas;SC Bern;Stürmer;11;2;1;0;0;0;0
138;Cadieux Jan;Genève-Servette HC;Stürmer;6;2;1;0;0;0;0
139;Bucher Tobias;SCL Tigers;Stürmer;4;2;1;0;0;0;0
140;Brunner Damien;EV Zug;Stürmer;8;2;1;0;0;0;0
141;Berthon Eliot;Genève-Servette HC;Stürmer;6;2;1;0;0;0;0
142;Vermin Joël;SC Bern;Stürmer;11;0;0;0;0;0;0
143;Untersander Ramon;HC Davos;Verteidiger;9;0;0;0;0;0;0
144;Ulmann Tim;ZSC Lions;Stürmer;5;0;0;0;0;0;0
145;Tallarini Alan;HC Davos;Verteidiger;5;0;0;0;0;0;0
146;Stettler Martin;SC Bern;Verteidiger;7;0;0;0;0;0;0
147;Schommer Patrick;ZSC Lions;Stürmer;2;0;0;0;0;0;0
148;Schneuwly Cédric;EV Zug;Stürmer;2;0;0;0;0;0;0
149;Schild Roman;SCL Tigers;Stürmer;3;0;0;0;0;0;0
150;Scherwey Tristan;SC Bern;Stürmer;9;0;0;0;0;0;0
151;Savary Jean;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0
152;Ryser Sven;ZSC Lions;Stürmer;5;0;0;0;0;0;0
153;Pivron Victor;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0
154;Nicolet Steeven;Genève-Servette HC;Stürmer;6;0;0;0;0;0;0
155;Neuenschwander Caryl;SC Bern;Stürmer;11;0;0;0;0;0;0
156;Murphy Curtis;SCL Tigers;Verteidiger;3;0;0;0;0;0;0
157;Murphy Cory;ZSC Lions;Verteidiger;5;0;0;0;0;0;0
158;Mowers Mark;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
159;Lüthi Simon;SCL Tigers;Verteidiger;4;0;0;0;0;0;0
160;Lüthi Fabian;EV Zug;Stürmer;10;0;0;0;0;0;0
161;Lüssy Silvan;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0
162;Luomala Marko;Kloten Flyers;Stürmer;14;0;0;0;0;0;0
163;Lemm Aurelio;SCL Tigers;Stürmer;1;0;0;0;0;0;0
164;Leblanc Robin;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
165;Lardi Federico;SCL Tigers;Verteidiger;4;0;0;0;0;0;0
166;Knoepfli Michael;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0
167;Keller Samuel;Kloten Flyers;Stürmer;10;0;0;0;0;0;0
168;Jeannin Sandy;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0
169;Jacquemet Arnaud;Kloten Flyers;Stürmer;18;0;0;0;0;0;0
170;Herren Yannick;Kloten Flyers;Stürmer;2;0;0;0;0;0;0
171;Helfenstein Sven;SCL Tigers;Stürmer;1;0;0;0;0;0;0
172;Hasani Adam;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0
173;Gustafsson Anton;SCL Tigers;Stürmer;1;0;0;0;0;0;0
174;Guerra Samuel;HC Davos;Verteidiger;2;0;0;0;0;0;0
175;Froidevaux Etienne;SC Bern;Stürmer;11;0;0;0;0;0;0
176;Erni Samuel;EV Zug;Verteidiger;7;0;0;0;0;0;0
177;Cook Charlie;SCL Tigers;Verteidiger;1;0;0;0;0;0;0
178;Camperchioli Luca;ZSC Lions;Verteidiger;5;0;0;0;0;0;0
179;Campbell Jeff;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
180;Camichel Duri;EV Zug;Stürmer;10;0;0;0;0;0;0
181;Camenzind Andreas;SCL Tigers;Verteidiger;4;0;0;0;0;0;0
182;Bykov Andrey;Fribourg-Gottéron;Stürmer;4;0;0;0;0;0;0
183;Bürgler Dario;HC Davos;Stürmer;14;0;0;0;0;0;0
184;Brunold Alain;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
185;Bieber Matthias;Kloten Flyers;Stürmer;18;0;0;0;0;0;0
186;Barbero Victor;Genève-Servette HC;Stürmer;6;0;0;0;0;0;0
187;Altorfer Niki;ZSC Lions;Stürmer;3;0;0;0;0;0;0
