R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
33;Rubin Daniel;Genève-Servette HC;Stürmer;7;8;4;0;0;0;0
34;Moser Simon;SC Bern;Stürmer;14;8;4;0;0;0;0
35;Mercier Jonathan;Genève-Servette HC;Verteidiger;9;8;4;0;0;0;0
36;Lindgren Perttu;HC Davos;Stürmer;9;8;4;0;0;0;0
37;Klasen Linus;HC Lugano;Stürmer;15;8;4;0;0;0;0
38;Bezina Goran;Genève-Servette HC;Verteidiger;11;8;4;0;0;0;0
39;Bertaggia Alessio;HC Lugano;Stürmer;15;8;4;0;0;0;0
40;Walker Julian;HC Lugano;Stürmer;15;6;3;0;0;0;0
41;Von Gunten Patrick;Kloten Flyers;Verteidiger;4;6;3;0;0;0;0
42;Stapleton Tim;HC Lugano;Stürmer;5;6;3;0;0;0;0
43;Sheppard James;Kloten Flyers;Stürmer;4;6;3;0;0;0;0
44;Scherwey Tristan;SC Bern;Stürmer;14;6;3;0;0;0;0
45;Santala Tommi;Kloten Flyers;Stürmer;4;6;3;0;0;0;0
46;Rathgeb Yannick;Fribourg-Gottéron;Verteidiger;5;6;3;0;0;0;0
47;Hofmann Gregory;HC Lugano;Stürmer;13;6;3;0;0;0;0
48;Hirschi Steve;HC Lugano;Verteidiger;15;6;3;0;0;0;0
49;Gerber Roland;Genève-Servette HC;Stürmer;10;6;3;0;0;0;0
50;Du Bois Felicien;HC Davos;Verteidiger;9;6;3;0;0;0;0
51;D'Agostini Matt;Genève-Servette HC;Stürmer;7;6;3;0;0;0;0
52;Berger Alain;SC Bern;Stürmer;14;6;3;0;0;0;0
53;Alatalo Santeri;EV Zug;Verteidiger;4;6;3;0;0;0;0
54;Wick Roman;ZSC Lions;Stürmer;4;4;2;0;0;0;0
55;Walser Samuel;HC Davos;Stürmer;8;4;2;0;0;0;0
56;Untersander Ramon;SC Bern;Verteidiger;14;4;2;0;0;0;0
57;Simek Juraj;Genève-Servette HC;Stürmer;10;4;2;0;0;0;0
58;Seger Mathias;ZSC Lions;Verteidiger;4;4;2;0;0;0;0
59;Rod Noah;Genève-Servette HC;Stürmer;6;4;2;0;0;0;0
60;Reuille Sebastien;HC Lugano;Stürmer;15;4;2;0;0;0;0
61;Randegger Flurin;SC Bern;Verteidiger;11;4;2;0;0;0;0
62;Pettersson Fredrik;HC Lugano;Stürmer;10;4;2;0;0;0;0
63;Pedretti Marco;Genève-Servette HC;Stürmer;11;4;2;0;0;0;0
64;Paschoud Claude-C.;HC Davos;Verteidiger;9;4;2;0;0;0;0
65;Martensson Tony;HC Lugano;Stürmer;15;4;2;0;0;0;0
66;Lemm Romano;Kloten Flyers;Stürmer;4;4;2;0;0;0;0
67;Kienzle Lorenz;HC Lugano;Verteidiger;11;4;2;0;0;0;0
68;Immonen Jarkko;EV Zug;Stürmer;4;4;2;0;0;0;0
69;Hollenstein Denis;Kloten Flyers;Stürmer;4;4;2;0;0;0;0
70;Holden Josh;EV Zug;Stürmer;4;4;2;0;0;0;0
71;Hischier Luca;SC Bern;Stürmer;9;4;2;0;0;0;0
72;Guerra Samuel;HC Davos;Verteidiger;9;4;2;0;0;0;0
73;Grossmann Robin;EV Zug;Verteidiger;4;4;2;0;0;0;0
74;Gerber Beat;SC Bern;Verteidiger;13;4;2;0;0;0;0
75;Bürgler Dario;EV Zug;Stürmer;4;4;2;0;0;0;0
76;Blaser Yannick;EV Zug;Verteidiger;4;4;2;0;0;0;0
77;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;5;4;2;0;0;0;0
78;Stoop Lukas;Kloten Flyers;Verteidiger;4;2;1;0;0;0;0
79;Sprunger Julien;Fribourg-Gottéron;Stürmer;5;2;1;0;0;0;0
80;Siegenthaler Jonas;ZSC Lions;Verteidiger;4;2;1;0;0;0;0
81;Schlumpf Dominik;EV Zug;Verteidiger;4;2;1;0;0;0;0
82;Randegger Gian-Andrea;SC Bern;Verteidiger;14;2;1;0;0;0;0
83;Ramholt Tim;EV Zug;Verteidiger;4;2;1;0;0;0;0
84;Pouliot Marc-Antoine;Fribourg-Gottéron;Stürmer;5;2;1;0;0;0;0
85;Plüss Martin;SC Bern;Stürmer;11;2;1;0;0;0;0
86;Picard Alexandre;Fribourg-Gottéron;Verteidiger;5;2;1;0;0;0;0
87;Peter Emanuel;EV Zug;Stürmer;4;2;1;0;0;0;0
88;Paulsson Marcus;HC Davos;Stürmer;6;2;1;0;0;0;0
89;Obrist Patrick;Kloten Flyers;Stürmer;4;2;1;0;0;0;0
90;Neukom Benjamin;Fribourg-Gottéron;Stürmer;5;2;1;0;0;0;0
91;Morini Giovanni;HC Lugano;Stürmer;6;2;1;0;0;0;0
92;Mauldin Greg;Fribourg-Gottéron;Stürmer;5;2;1;0;0;0;0
93;Matthews Auston;ZSC Lions;Stürmer;4;2;1;0;0;0;0
94;Lombardi Matthew;Genève-Servette HC;Stürmer;11;2;1;0;0;0;0
95;Künzle Mike;ZSC Lions;Stürmer;4;2;1;0;0;0;0
96;Kparghai Clarence;HC Lugano;Verteidiger;14;2;1;0;0;0;0
97;Kindschi Simon;HC Davos;Verteidiger;4;2;1;0;0;0;0
98;Kessler Tino;HC Davos;Stürmer;6;2;1;0;0;0;0
99;Kast Timothy;Genève-Servette HC;Stürmer;11;2;1;0;0;0;0
100;Jung Sven;HC Davos;Verteidiger;5;2;1;0;0;0;0
101;Iglesias Frédéric;Genève-Servette HC;Verteidiger;11;2;1;0;0;0;0
102;Heldner Fabian;HC Davos;Verteidiger;9;2;1;0;0;0;0
103;Heinimann Thomas;Genève-Servette HC;Stürmer;5;2;1;0;0;0;0
104;Harlacher Edson;Kloten Flyers;Verteidiger;3;2;1;0;0;0;0
105;Gustafsson Erik;Kloten Flyers;Verteidiger;4;2;1;0;0;0;0
106;Genoway Colby;Fribourg-Gottéron;Stürmer;5;2;1;0;0;0;0
107;Geering Patrick;ZSC Lions;Verteidiger;4;2;1;0;0;0;0
108;Fazzini Luca;HC Lugano;Stürmer;14;2;1;0;0;0;0
109;Douay Floran;Genève-Servette HC;Stürmer;8;2;1;0;0;0;0
110;Dal Pian Giacomo;HC Lugano;Stürmer;9;2;1;0;0;0;0
111;Bodenmann Simon;SC Bern;Stürmer;13;2;1;0;0;0;0
112;Berger Pascal;SC Bern;Stürmer;14;2;1;0;0;0;0
113;Baltisberger Phil;ZSC Lions;Verteidiger;4;2;1;0;0;0;0
114;Baltisberger Chris;ZSC Lions;Stürmer;4;2;1;0;0;0;0
115;Back Rene;Kloten Flyers;Verteidiger;1;2;1;0;0;0;0
116;Antonietti Eliot;Genève-Servette HC;Verteidiger;11;2;1;0;0;0;0
117;Aeschlimann Marc;HC Davos;Stürmer;9;2;1;0;0;0;0
118;Zangger Sandro;EV Zug;Stürmer;4;0;0;0;0;0;0
119;Zanatta Luca;Genève-Servette HC;Verteidiger;1;0;0;0;0;0;0
120;Wollgast Nigel;HC Lugano;Verteidiger;1;0;0;0;0;0;0
121;Wiedmer Sandro;SC Bern;Verteidiger;3;0;0;0;0;0;0
122;Wick Jeremy;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0
123;Vukovic Daniel;Genève-Servette HC;Verteidiger;11;0;0;0;0;0;0
124;Vauclair Tristan;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
125;Trachsler Morris;ZSC Lions;Stürmer;4;0;0;0;0;0;0
126;Suter Pius;ZSC Lions;Stürmer;4;0;0;0;0;0;0
127;Suri Reto;EV Zug;Stürmer;4;0;0;0;0;0;0
128;Sondell Daniel;EV Zug;Verteidiger;2;0;0;0;0;0;0
129;Smith Trevor;SC Bern;Stürmer;1;0;0;0;0;0;0
130;Simion Dario;HC Davos;Stürmer;9;0;0;0;0;0;0
131;Sieber Lukas;EV Zug;Stürmer;2;0;0;0;0;0;0
132;Shannon Ryan;ZSC Lions;Stürmer;3;0;0;0;0;0;0
133;Senteler Sven;EV Zug;Stürmer;4;0;0;0;0;0;0
134;Schnyder Fabian;EV Zug;Stürmer;4;0;0;0;0;0;0
135;Schmutz Flavio;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
136;Schlagenhauf Roman;HC Lugano;Stürmer;4;0;0;0;0;0;0
137;Schelling Philippe;Kloten Flyers;Verteidiger;4;0;0;0;0;0;0
138;Schäppi Reto;ZSC Lions;Stürmer;4;0;0;0;0;0;0
139;Sartori Riccardo;HC Lugano;Verteidiger;10;0;0;0;0;0;0
140;Rundblad David;ZSC Lions;Verteidiger;4;0;0;0;0;0;0
141;Romanenghi Matteo;HC Lugano;Stürmer;1;0;0;0;0;0;0
142;Reichert Marc;SC Bern;Stürmer;14;0;0;0;0;0;0
143;Rapuzzi William;EV Zug;Stürmer;2;0;0;0;0;0;0
144;Rampazzo Ruben;HC Davos;Verteidiger;5;0;0;0;0;0;0
145;Pyatt Tom;Genève-Servette HC;Stürmer;5;0;0;0;0;0;0
146;Primeau Josh;EV Zug;Stürmer;4;0;0;0;0;0;0
147;Praplan Vincent;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
148;Plüss Benny;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0
149;Olimb Mathis;Kloten Flyers;Stürmer;2;0;0;0;0;0;0
150;Nilsson Robert;ZSC Lions;Stürmer;4;0;0;0;0;0;0
151;Ngoy Michael;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0
152;Neuenschwander Jan;ZSC Lions;Stürmer;3;0;0;0;0;0;0
153;Neuenschwander Caryl;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0
154;Ness Martin;SC Bern;Stürmer;2;0;0;0;0;0;0
155;Müller Marco;SC Bern;Stürmer;5;0;0;0;0;0;0
156;Morant Johan;EV Zug;Verteidiger;1;0;0;0;0;0;0
157;McGrath Evan;HC Davos;Stürmer;1;0;0;0;0;0;0
158;Martschini Lino;EV Zug;Stürmer;4;0;0;0;0;0;0
159;Maret Mathieu;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0
160;Marchon Nathan;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
161;Malgin Denis;ZSC Lions;Stürmer;3;0;0;0;0;0;0
162;Lüthi Simon;EV Zug;Verteidiger;3;0;0;0;0;0;0
163;Liniger Michael;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
164;Leone Robin;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
165;Lammer Dominic;EV Zug;Stürmer;2;0;0;0;0;0;0
166;Kreis Samuel;SC Bern;Verteidiger;9;0;0;0;0;0;0
167;Kostner Diego;HC Lugano;Stürmer;14;0;0;0;0;0;0
168;Kolarik Chad;Kloten Flyers;Stürmer;2;0;0;0;0;0;0
169;Keller Ryan;ZSC Lions;Stürmer;2;0;0;0;0;0;0
170;Kellenberger Steve;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
171;Kämpf Marc;SC Bern;Stürmer;2;0;0;0;0;0;0
172;Jörg Mauro;HC Davos;Stürmer;9;0;0;0;0;0;0
173;Jobin David;SC Bern;Verteidiger;12;0;0;0;0;0;0
174;Jacquemet Arnaud;Genève-Servette HC;Stürmer;11;0;0;0;0;0;0
175;Herzog Fabrice;ZSC Lions;Stürmer;4;0;0;0;0;0;0
176;Hächler Cedric;ZSC Lions;Verteidiger;1;0;0;0;0;0;0
177;Guggisberg Peter;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
178;Glauser Andrea;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0
179;Gardner Ryan;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0
180;Gähler Jorden;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0
181;Fritsche John;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0
182;Frick Lukas;Kloten Flyers;Verteidiger;4;0;0;0;0;0;0
183;Egli Chris;HC Davos;Stürmer;4;0;0;0;0;0;0
184;Ebbett Andrew;SC Bern;Stürmer;14;0;0;0;0;0;0
185;Diem Nolan;EV Zug;Stürmer;4;0;0;0;0;0;0
186;Cunti Luca;ZSC Lions;Stürmer;2;0;0;0;0;0;0
187;Corvi Enzo;HC Davos;Stürmer;5;0;0;0;0;0;0
188;Chuard Romain;Genève-Servette HC;Verteidiger;4;0;0;0;0;0;0
189;Casutt Corsin;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
190;Camperchioli Luca;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0
191;Bykov Andrey;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0
192;Büsser Xeno;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0
193;Blindenbacher Severin;ZSC Lions;Verteidiger;4;0;0;0;0;0;0
194;Bieber Matthias;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
195;Bergeron Marc-André;ZSC Lions;Verteidiger;3;0;0;0;0;0;0
196;Bärtschi Patrik;ZSC Lions;Stürmer;3;0;0;0;0;0;0
