R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
61;Vauclair Julien;HC Lugano;Verteidiger;38;30;10;0;1;0;0
62;Randegger Gian-Andrea;Kloten Flyers;Verteidiger;44;30;15;0;0;0;0
63;Joensuu Jesse;SC Bern;Stürmer;15;30;15;0;0;0;0
64;D'Agostini Matt;Genève-Servette HC;Stürmer;40;30;10;0;1;0;0
65;Brunner Damien;HC Lugano;Stürmer;20;30;10;0;1;0;0
66;Bouillon Francis;HC Ambri-Piotta;Verteidiger;31;30;15;0;0;0;0
67;Berger Sven;SC Rapperswil-Jona Lakers;Verteidiger;47;30;10;0;1;0;0
68;Axelsson Dick;HC Davos;Stürmer;45;30;15;0;0;0;0
69;Trachsler Morris;ZSC Lions;Stürmer;50;28;14;0;0;0;0
70;Sciaroni Gregory;HC Davos;Stürmer;29;28;14;0;0;0;0
71;Künzle Mike;ZSC Lions;Stürmer;47;28;14;0;0;0;0
72;Kienzle Lorenz;HC Lugano;Verteidiger;49;28;14;0;0;0;0
73;Keller Ryan;ZSC Lions;Stürmer;39;28;9;0;1;0;0
74;Hollenstein Denis;Kloten Flyers;Stürmer;35;28;14;0;0;0;0
75;Giroux Alexandre;HC Ambri-Piotta;Stürmer;49;28;14;0;0;0;0
76;Ambühl Andres;HC Davos;Stürmer;49;28;14;0;0;0;0
77;Walser Derrick;SC Rapperswil-Jona Lakers;Verteidiger;39;26;13;0;0;0;0
78;Von Arx Reto;HC Davos;Stürmer;43;26;13;0;0;0;0
79;Umicevic Dragan;EHC Biel;Stürmer;44;26;8;0;1;0;0
80;Steiner Daniel;HC Ambri-Piotta;Stürmer;49;26;13;0;0;0;0
81;Dupont Micki;Kloten Flyers;Verteidiger;48;26;13;0;0;0;0
82;Blum Eric-Ray;SC Bern;Verteidiger;50;26;13;0;0;0;0
83;Bertschy Christoph;SC Bern;Stürmer;44;26;13;0;0;0;0
84;Berger Alain;SC Bern;Stürmer;50;26;13;0;0;0;0
85;Ulmer Stefan;HC Lugano;Verteidiger;35;24;12;0;0;0;0
86;Schneeberger Noah;HC Davos;Verteidiger;46;24;12;0;0;0;0
87;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;49;24;12;0;0;0;0
88;Pestoni Inti;HC Ambri-Piotta;Stürmer;30;24;7;0;1;0;0
89;Liniger Michael;Kloten Flyers;Stürmer;50;24;12;0;0;0;0
90;Lauper Adrien;HC Ambri-Piotta;Stürmer;45;24;7;0;1;0;0
91;Kparghai Clarence;HC Lugano;Verteidiger;34;24;12;0;0;0;0
92;Kobasew Chuck;SC Bern;Stürmer;29;24;12;0;0;0;0
93;Holloway Bud;SC Bern;Stürmer;42;24;12;0;0;0;0
94;Gardner Ryan;SC Bern;Stürmer;44;24;7;0;1;0;0
95;Bezina Goran;Genève-Servette HC;Verteidiger;40;24;12;0;0;0;0
96;Almond Cody;Genève-Servette HC;Stürmer;20;24;7;0;1;0;0
97;Weisskopf Dan;SC Rapperswil-Jona Lakers;Verteidiger;43;22;11;0;0;0;0
98;Rytz Philippe;Lausanne HC;Verteidiger;50;22;11;0;0;0;0
99;Rubin Daniel;Genève-Servette HC;Stürmer;46;22;11;0;0;0;0
100;Rod Noah;Genève-Servette HC;Stürmer;38;22;11;0;0;0;0
101;Randegger Flurin;SC Bern;Verteidiger;50;22;11;0;0;0;0
102;Picard Alexandre;Genève-Servette HC;Stürmer;30;22;11;0;0;0;0
103;Loeffel Romain;Genève-Servette HC;Verteidiger;43;22;11;0;0;0;0
104;Lemm Romano;Kloten Flyers;Stürmer;42;22;11;0;0;0;0
105;Froidevaux Etienne;Lausanne HC;Stürmer;50;22;11;0;0;0;0
106;Fransson Johan;SC Rapperswil-Jona Lakers;Verteidiger;32;22;11;0;0;0;0
107;Fischer Jannik;Lausanne HC;Verteidiger;50;22;11;0;0;0;0
108;Ehrensperger Gianni;EHC Biel;Stürmer;30;22;11;0;0;0;0
109;Cadonau Claudio;EHC Biel;Verteidiger;46;22;11;0;0;0;0
110;Blindenbacher Severin;ZSC Lions;Verteidiger;46;22;11;0;0;0;0
111;Bertaggia Alessio;HC Lugano;Stürmer;49;22;11;0;0;0;0
112;Andersson Calle;HC Lugano;Verteidiger;48;22;11;0;0;0;0
113;Walser Samuel;HC Davos;Stürmer;47;20;10;0;0;0;0
114;Von Gunten Patrick;Kloten Flyers;Verteidiger;46;20;10;0;0;0;0
115;Von Arx Jan;HC Davos;Verteidiger;42;20;10;0;0;0;0
116;Seger Mathias;ZSC Lions;Verteidiger;42;20;10;0;0;0;0
117;Schelling Philippe;Kloten Flyers;Verteidiger;49;20;10;0;0;0;0
118;Schäppi Reto;ZSC Lions;Stürmer;50;20;10;0;0;0;0
119;Rizzello Antonio;SC Rapperswil-Jona Lakers;Stürmer;46;20;10;0;0;0;0
120;Paulsson Marcus;HC Davos;Stürmer;41;20;10;0;0;0;0
121;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;20;10;0;0;0;0
122;Murray Jordan;SC Rapperswil-Jona Lakers;Stürmer;40;20;10;0;0;0;0
123;Marti Christian;Genève-Servette HC;Verteidiger;32;20;10;0;0;0;0
124;Kostner Diego;HC Lugano;Stürmer;36;20;5;0;1;0;0
125;Hirschi Steve;HC Lugano;Verteidiger;33;20;10;0;0;0;0
126;Hasani Adam;Fribourg-Gottéron;Stürmer;46;20;10;0;0;0;0
127;Haas Gaëtan;EHC Biel;Stürmer;49;20;10;0;0;0;0
128;Guerra Samuel;HC Davos;Verteidiger;45;20;10;0;0;0;0
129;Furrer Philippe;SC Bern;Verteidiger;35;20;10;0;0;0;0
130;Erni Samuel;EV Zug;Verteidiger;47;20;10;0;0;0;0
131;Bühler Cyrill;Kloten Flyers;Stürmer;30;20;10;0;0;0;0
132;Bianchi Elias;HC Ambri-Piotta;Stürmer;36;20;10;0;0;0;0
133;Sprunger Julien;Fribourg-Gottéron;Stürmer;50;18;9;0;0;0;0
134;Shannon Ryan;ZSC Lions;Stürmer;49;18;9;0;0;0;0
135;Schnyder Fabian;EV Zug;Stürmer;50;18;9;0;0;0;0
136;Schlagenhauf Roman;HC Ambri-Piotta;Stürmer;48;18;9;0;0;0;0
137;Ranger Paul;Kloten Flyers;Verteidiger;27;18;9;0;0;0;0
138;Pyatt Taylor;Genève-Servette HC;Stürmer;38;18;9;0;0;0;0
139;Plüss Martin;SC Bern;Stürmer;50;18;9;0;0;0;0
140;Nilsson Robert;ZSC Lions;Stürmer;44;18;9;0;0;0;0
141;Moser Simon;SC Bern;Stürmer;28;18;9;0;0;0;0
142;Hofmann Gregory;HC Davos;Stürmer;47;18;9;0;0;0;0
143;Guggisberg Peter;Kloten Flyers;Stürmer;42;18;4;0;1;0;0
144;Gragnani Marc-André;SC Bern;Verteidiger;49;18;9;0;0;0;0
145;Fritsche John;Fribourg-Gottéron;Stürmer;50;18;9;0;0;0;0
146;Forster Beat;HC Davos;Verteidiger;15;18;9;0;0;0;0
147;Bang Daniel;Lausanne HC;Stürmer;30;18;9;0;0;0;0
148;Aucoin Keith;HC Ambri-Piotta;Stürmer;41;18;9;0;0;0;0
149;Romy Kevin;Genève-Servette HC;Stürmer;48;16;8;0;0;0;0
150;Rivera Christopher;Genève-Servette HC;Stürmer;46;16;8;0;0;0;0
151;Persson Niklas;SC Rapperswil-Jona Lakers;Stürmer;43;16;8;0;0;0;0
152;O'Byrne Ryan;HC Ambri-Piotta;Verteidiger;13;16;8;0;0;0;0
153;Obrist Patrick;SC Rapperswil-Jona Lakers;Stürmer;36;16;8;0;0;0;0
154;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;38;16;8;0;0;0;0
155;Jelovac Igor;EHC Biel;Verteidiger;33;16;8;0;0;0;0
156;Herzog Fabrice;EV Zug;Stürmer;43;16;8;0;0;0;0
157;Grieder Marc;HC Ambri-Piotta;Verteidiger;29;16;8;0;0;0;0
158;Gautschi Marc;HC Ambri-Piotta;Verteidiger;46;16;8;0;0;0;0
159;Fischer Simon;Lausanne HC;Stürmer;32;16;8;0;0;0;0
160;Fey Kevin;EHC Biel;Verteidiger;49;16;8;0;0;0;0
161;Du Bois Felicien;HC Davos;Verteidiger;46;16;8;0;0;0;0
162;Bouchard Pierre-Marc;EV Zug;Stürmer;49;16;8;0;0;0;0
163;Blaser Yannick;EV Zug;Verteidiger;32;16;8;0;0;0;0
164;Bärtschi Patrik;ZSC Lions;Stürmer;45;16;8;0;0;0;0
165;Sutter Fabian;EV Zug;Stürmer;50;14;7;0;0;0;0
166;Stoffel Andri;ZSC Lions;Verteidiger;44;14;7;0;0;0;0
167;Steinmann Janick;HC Lugano;Stürmer;37;14;7;0;0;0;0
168;Ruutu Jarkko;EHC Biel;Stürmer;4;14;2;0;1;0;0
169;Plüss Benny;Fribourg-Gottéron;Stürmer;30;14;7;0;0;0;0
170;Pedretti Marco;SC Rapperswil-Jona Lakers;Stürmer;49;14;7;0;0;0;0
171;Neuenschwander Caryl;Lausanne HC;Stürmer;46;14;7;0;0;0;0
172;Monnet Thibaut;Fribourg-Gottéron;Stürmer;35;14;7;0;0;0;0
173;Mercier Jonathan;Genève-Servette HC;Verteidiger;40;14;7;0;0;0;0
174;McLean Brett;HC Lugano;Stürmer;47;14;7;0;0;0;0
175;Lüthi Simon;EV Zug;Verteidiger;33;14;7;0;0;0;0
176;Kobach Reto;HC Ambri-Piotta;Verteidiger;42;14;7;0;0;0;0
177;Kast Timothy;Genève-Servette HC;Stürmer;50;14;7;0;0;0;0
178;Jörg Mauro;HC Davos;Stürmer;49;14;7;0;0;0;0
179;Cunti Luca;ZSC Lions;Stürmer;34;14;7;0;0;0;0
180;Corvi Enzo;HC Davos;Stürmer;40;14;7;0;0;0;0
181;Chavaillaz Benjamin;HC Ambri-Piotta;Verteidiger;49;14;7;0;0;0;0
182;Bürgler Dario;EV Zug;Stürmer;29;14;7;0;0;0;0
183;Tschantré Mathieu;EHC Biel;Stürmer;32;12;6;0;0;0;0
184;Trunz Adrian;HC Ambri-Piotta;Verteidiger;50;12;6;0;0;0;0
185;Tallinder Henrik;ZSC Lions;Verteidiger;16;12;6;0;0;0;0
186;Simek Juraj;HC Lugano;Stürmer;39;12;6;0;0;0;0
187;Sieber Lukas;SC Rapperswil-Jona Lakers;Stürmer;33;12;6;0;0;0;0
188;Sidler Patrick;HC Ambri-Piotta;Verteidiger;45;12;6;0;0;0;0
189;Olausson Niklas;EHC Biel;Stürmer;37;12;6;0;0;0;0
190;Mueller Peter;Kloten Flyers;Stürmer;34;12;6;0;0;0;0
191;Loichat Michaël;SC Bern;Stürmer;46;12;6;0;0;0;0
192;Lardi Federico;Lausanne HC;Verteidiger;37;12;6;0;0;0;0
193;Kreis Samuel;SC Bern;Verteidiger;48;12;6;0;0;0;0
194;Kindschi Simon;HC Davos;Verteidiger;34;12;6;0;0;0;0
195;Jacquemet Arnaud;Genève-Servette HC;Stürmer;45;12;6;0;0;0;0
196;Huguenin Anthony;Fribourg-Gottéron;Verteidiger;50;12;6;0;0;0;0
197;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;34;12;6;0;0;0;0
198;Diem Nolan;EV Zug;Stürmer;47;12;6;0;0;0;0
199;Conz Florian;Lausanne HC;Stürmer;39;12;6;0;0;0;0
200;Bieber Matthias;Kloten Flyers;Stürmer;50;12;1;0;1;0;0
201;Arlbrandt Pär;EHC Biel;Stürmer;48;12;6;0;0;0;0
202;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;39;12;6;0;0;0;0
203;Zgraggen Jesse;HC Ambri-Piotta;Verteidiger;28;10;5;0;0;0;0
204;Zangger Sandro;EV Zug;Stürmer;36;10;5;0;0;0;0
205;Wetzel Philipp;EHC Biel;Stürmer;45;10;5;0;0;0;0
206;Wellinger Thomas;EHC Biel;Verteidiger;47;10;5;0;0;0;0
207;Trutmann Dario;Genève-Servette HC;Verteidiger;49;10;5;0;0;0;0
208;Tambellini Jeff;Fribourg-Gottéron;Stürmer;30;10;5;0;0;0;0
209;Stalder Ralph;Lausanne HC;Verteidiger;49;10;5;0;0;0;0
210;Savary Paul;Lausanne HC;Stürmer;44;10;5;0;0;0;0
211;Sartori Riccardo;HC Lugano;Verteidiger;37;10;5;0;0;0;0
212;Reuille Sebastien;HC Lugano;Stürmer;41;10;5;0;0;0;0
213;Pyatt Tom;Genève-Servette HC;Stürmer;50;10;5;0;0;0;0
214;Nodari Matteo;Lausanne HC;Verteidiger;26;10;5;0;0;0;0
215;Lüthi Valentin;SC Rapperswil-Jona Lakers;Verteidiger;14;10;5;0;0;0;0
216;Kuonen Raphael;SC Rapperswil-Jona Lakers;Stürmer;38;10;5;0;0;0;0
217;Klasen Linus;HC Lugano;Stürmer;46;10;5;0;0;0;0
218;Kellenberger Steve;Kloten Flyers;Stürmer;46;10;5;0;0;0;0
219;Kamber Oliver;EHC Biel;Stürmer;50;10;5;0;0;0;0
220;Jobin David;SC Bern;Verteidiger;42;10;5;0;0;0;0
221;Hytönen Juha-Pekka;Lausanne HC;Stürmer;41;10;5;0;0;0;0
222;Herren Yannick;Lausanne HC;Stürmer;32;10;5;0;0;0;0
223;Fritsche Dan;ZSC Lions;Stürmer;46;10;5;0;0;0;0
224;Filppula Ilari;HC Lugano;Stürmer;37;10;5;0;0;0;0
225;Dostoinov Alexei;HC Ambri-Piotta;Stürmer;44;10;5;0;0;0;0
226;Berger Pascal;SC Bern;Stürmer;50;10;5;0;0;0;0
227;Walsky Eric;SC Rapperswil-Jona Lakers;Stürmer;39;8;4;0;0;0;0
228;Untersander Ramon;EHC Biel;Verteidiger;42;8;4;0;0;0;0
229;Thibaudeau Nicolas;SC Rapperswil-Jona Lakers;Stürmer;46;8;4;0;0;0;0
230;Senteler Sven;ZSC Lions;Stürmer;40;8;4;0;0;0;0
231;Reichert Marc;SC Bern;Stürmer;37;8;4;0;0;0;0
232;Profico Leandro;SC Rapperswil-Jona Lakers;Verteidiger;23;8;4;0;0;0;0
233;Praplan Vincent;Kloten Flyers;Stürmer;46;8;4;0;0;0;0
234;Peter Emanuel;EHC Biel;Stürmer;45;8;4;0;0;0;0
235;Ness Martin;Fribourg-Gottéron;Stürmer;25;8;4;0;0;0;0
236;Moser Christian;EHC Biel;Verteidiger;10;8;4;0;0;0;0
237;Morant Johan;EV Zug;Verteidiger;5;8;4;0;0;0;0
238;Mauldin Greg;Fribourg-Gottéron;Stürmer;40;8;4;0;0;0;0
239;Lombardi Matthew;Genève-Servette HC;Stürmer;19;8;4;0;0;0;0
240;Lhotak Lukas;HC Ambri-Piotta;Stürmer;40;8;4;0;0;0;0
241;Jung Sven;HC Davos;Verteidiger;21;8;4;0;0;0;0
242;Jenni Marcel;Kloten Flyers;Stürmer;10;8;4;0;0;0;0
243;Jecker Benoit;EHC Biel;Verteidiger;43;8;4;0;0;0;0
244;Heitzmann Remo;SC Rapperswil-Jona Lakers;Stürmer;30;8;4;0;0;0;0
245;Grassi Daniele;HC Ambri-Piotta;Stürmer;27;8;4;0;0;0;0
246;Gossweiler Manuel;EHC Biel;Verteidiger;33;8;4;0;0;0;0
247;Genazzi Joël;Lausanne HC;Verteidiger;50;8;4;0;0;0;0
248;Fuchs Jason;HC Ambri-Piotta;Stürmer;39;8;4;0;0;0;0
249;Deruns Thomas;Lausanne HC;Stürmer;36;8;4;0;0;0;0
250;Brügger Sandro;Fribourg-Gottéron;Stürmer;42;8;4;0;0;0;0
251;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;43;8;4;0;0;0;0
252;Bastl Mark;ZSC Lions;Stürmer;23;8;4;0;0;0;0
253;Antonietti Benjamin;Lausanne HC;Stürmer;39;8;4;0;0;0;0
254;Stämpfli David;EV Zug;Verteidiger;15;6;3;0;0;0;0
255;Sondell Daniel;EV Zug;Verteidiger;46;6;3;0;0;0;0
256;Seydoux Philippe;Lausanne HC;Verteidiger;19;6;3;0;0;0;0
257;Schmutz Reto;SC Rapperswil-Jona Lakers;Stürmer;23;6;3;0;0;0;0
258;Schlumpf Dominik;EV Zug;Verteidiger;50;6;3;0;0;0;0
259;Sataric Rajan;SC Rapperswil-Jona Lakers;Verteidiger;47;6;3;0;0;0;0
260;Rossi Matthias;EHC Biel;Stürmer;49;6;3;0;0;0;0
261;Paschoud Claude-C.;HC Davos;Verteidiger;50;6;3;0;0;0;0
262;Malgin Denis;ZSC Lions;Stürmer;23;6;3;0;0;0;0
263;Lüthi Fabian;HC Ambri-Piotta;Stürmer;34;6;3;0;0;0;0
264;Heldner Fabian;HC Davos;Verteidiger;9;6;3;0;0;0;0
265;Harlacher Edson;Kloten Flyers;Verteidiger;30;6;3;0;0;0;0
266;Grigioni Manuel;SC Rapperswil-Jona Lakers;Verteidiger;20;6;3;0;0;0;0
267;Granak Dominik;Fribourg-Gottéron;Verteidiger;14;6;3;0;0;0;0
268;Fazzini Luca;HC Lugano;Stürmer;36;6;3;0;0;0;0
269;Eigenmann Daniel;SC Rapperswil-Jona Lakers;Verteidiger;11;6;3;0;0;0;0
270;Cloutier Keven;SC Bern;Stürmer;12;6;3;0;0;0;0
271;Casutt Corsin;Kloten Flyers;Stürmer;48;6;3;0;0;0;0
272;Camperchioli Luca;HC Davos;Verteidiger;24;6;3;0;0;0;0
273;Berthon Eliot;EHC Biel;Stürmer;25;6;3;0;0;0;0
274;Wirtanen Petteri;Fribourg-Gottéron;Stürmer;14;4;2;0;0;0;0
275;Wick Jeremy;Genève-Servette HC;Stürmer;20;4;2;0;0;0;0
276;Ulmann Tim;Lausanne HC;Stürmer;22;4;2;0;0;0;0
277;Smith Derek;ZSC Lions;Verteidiger;25;4;2;0;0;0;0
278;Simion Dario;HC Davos;Stürmer;47;4;2;0;0;0;0
279;Rouiller Anthony;EHC Biel;Verteidiger;18;4;2;0;0;0;0
280;Neuenschwander Jan;ZSC Lions;Stürmer;30;4;2;0;0;0;0
281;Murray Brady;Kloten Flyers;Stürmer;28;4;2;0;0;0;0
282;Lindgren Perttu;HC Davos;Stürmer;42;4;2;0;0;0;0
283;Leone Robin;Kloten Flyers;Stürmer;31;4;2;0;0;0;0
284;Kinrade Geoff;HC Ambri-Piotta;Verteidiger;5;4;2;0;0;0;0
285;Frick Lukas;Kloten Flyers;Verteidiger;49;4;2;0;0;0;0
286;El Assaoui Sami;Kloten Flyers;Verteidiger;6;4;2;0;0;0;0
287;Dünner Nico;EV Zug;Stürmer;22;4;2;0;0;0;0
288;Bykov Andrey;Fribourg-Gottéron;Stürmer;21;4;2;0;0;0;0
289;Balmelli Lukas;HC Lugano;Stürmer;4;4;2;0;0;0;0
290;Bachofner Jérôme;ZSC Lions;Stürmer;7;4;2;0;0;0;0
291;Augsburger Gaëtan;Lausanne HC;Stürmer;33;4;2;0;0;0;0
292;Sitje Fredrik;ZSC Lions;Stürmer;8;2;1;0;0;0;0
293;Schommer Patrick;SC Rapperswil-Jona Lakers;Stürmer;12;2;1;0;0;0;0
294;Schnyder Daniel;ZSC Lions;Verteidiger;44;2;1;0;0;0;0
295;Schmuckli Florian;ZSC Lions;Verteidiger;6;2;1;0;0;0;0
296;Ruzicka Stefan;Lausanne HC;Stürmer;9;2;1;0;0;0;0
297;Müller Marco;SC Bern;Stürmer;20;2;1;0;0;0;0
298;Montandon Maxime;Fribourg-Gottéron;Verteidiger;37;2;1;0;0;0;0
299;Merola Melvin;Fribourg-Gottéron;Stürmer;3;2;1;0;0;0;0
300;Martschini Lino;EV Zug;Stürmer;50;2;1;0;0;0;0
301;Iglesias Frédéric;Genève-Servette HC;Verteidiger;38;2;1;0;0;0;0
302;Gloor Kevin;EHC Biel;Verteidiger;22;2;1;0;0;0;0
303;Genoway Colby;Lausanne HC;Stürmer;15;2;1;0;0;0;0
304;Friedli Samuel;SC Rapperswil-Jona Lakers;Stürmer;10;2;1;0;0;0;0
305;Frei Lars;SC Rapperswil-Jona Lakers;Stürmer;15;2;1;0;0;0;0
306;Dufner Mauro;SC Bern;Verteidiger;9;2;1;0;0;0;0
307;Douay Floran;Genève-Servette HC;Stürmer;12;2;1;0;0;0;0
308;Dal Pian Giacomo;HC Lugano;Stürmer;34;2;1;0;0;0;0
309;Burki Codey;Fribourg-Gottéron;Stürmer;2;2;1;0;0;0;0
310;Zanzi Gianluca;HC Lugano;Stürmer;1;0;0;0;0;0;0
311;Zangger Marc;Fribourg-Gottéron;Verteidiger;17;0;0;0;0;0;0
312;Wüst Philipp;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
313;Wildhaber David;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0
314;Ulmer Martin;EHC Biel;Stürmer;9;0;0;0;0;0;0
315;Tabacek Jan;ZSC Lions;Verteidiger;11;0;0;0;0;0;0
316;Sutter Dave;Fribourg-Gottéron;Verteidiger;2;0;0;0;0;0;0
317;Studer Thomas;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
318;St-Pierre Martin;Lausanne HC;Stürmer;3;0;0;0;0;0;0
319;Stoop Lukas;Kloten Flyers;Verteidiger;6;0;0;0;0;0;0
320;Steinauer Joel;Kloten Flyers;Verteidiger;2;0;0;0;0;0;0
321;Sprukts Janis;Fribourg-Gottéron;Stürmer;7;0;0;0;0;0;0
322;Schwarzenbach Diego;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
323;Schmutz Flavio;SC Rapperswil-Jona Lakers;Stürmer;5;0;0;0;0;0;0
324;Sartori Jonathan;HC Lugano;Stürmer;3;0;0;0;0;0;0
325;Romanenghi Matteo;HC Lugano;Stürmer;16;0;0;0;0;0;0
326;Repik Michal;EV Zug;Stürmer;4;0;0;0;0;0;0
327;Redenbach Tyler;HC Davos;Stürmer;3;0;0;0;0;0;0
328;Paakkolanvaara Tommi;HC Lugano;Stürmer;5;0;0;0;0;0;0
329;Müller Loris;HC Lugano;Stürmer;1;0;0;0;0;0;0
330;Mosimann Jan;EHC Biel;Stürmer;6;0;0;0;0;0;0
331;Matewa Tony;Fribourg-Gottéron;Verteidiger;2;0;0;0;0;0;0
332;Marti Aurélien;Lausanne HC;Verteidiger;3;0;0;0;0;0;0
333;Marghitola Daniele;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0
334;Maret Mathieu;Fribourg-Gottéron;Verteidiger;3;0;0;0;0;0;0
335;Marchon Nathan;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
336;Marchon Marc;EV Zug;Stürmer;4;0;0;0;0;0;0
337;Leino Ville;Kloten Flyers;Stürmer;4;0;0;0;0;0;0
338;Knutti Luca;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0
339;Kessler Tino;HC Davos;Stürmer;2;0;0;0;0;0;0
340;Karrer Roger;ZSC Lions;Verteidiger;5;0;0;0;0;0;0
341;Jeyabalan Nando;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0
