R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
209;Moser Christian;SCL Tigers;Verteidiger;50;12;6;0;0;0;0
210;Marghitola Daniele;HC Ambri-Piotta;Verteidiger;30;12;6;0;0;0;0
211;Lüthi Fabian;EV Zug;Stürmer;49;12;6;0;0;0;0
212;Loeffel Romain;Fribourg-Gottéron;Verteidiger;37;12;6;0;0;0;0
213;Knoepfli Michael;Fribourg-Gottéron;Stürmer;49;12;6;0;0;0;0
214;Kienzle Lorenz;ZSC Lions;Verteidiger;19;12;6;0;0;0;0
215;Juri Mauro;HC Ambri-Piotta;Stürmer;36;12;6;0;0;0;0
216;Josi Roman;SC Bern;Verteidiger;26;12;6;0;0;0;0
217;Guyaz Noel;SC Rapperswil-Jona Lakers;Verteidiger;24;12;6;0;0;0;0
218;Gmür Sandro;SCL Tigers;Verteidiger;50;12;6;0;0;0;0
219;Ehrensperger Gianni;EHC Biel;Stürmer;31;12;6;0;0;0;0
220;Cadieux Jan;Genève-Servette HC;Stürmer;42;12;6;0;0;0;0
221;Bykov Andrey;Fribourg-Gottéron;Stürmer;33;12;6;0;0;0;0
222;Beech Kris;Genève-Servette HC;Stürmer;8;12;6;0;0;0;0
223;Wichser Adrian;ZSC Lions;Stürmer;32;10;5;0;0;0;0
224;Tschuor Sandro;SC Rapperswil-Jona Lakers;Stürmer;50;10;5;0;0;0;0
225;Sprunger Julien;Fribourg-Gottéron;Stürmer;28;10;5;0;0;0;0
226;Schulthess Marc;Kloten Flyers;Verteidiger;41;10;5;0;0;0;0
227;Schneider David;HC Ambri-Piotta;Verteidiger;11;10;5;0;0;0;0
228;Nummelin Petteri;HC Lugano;Verteidiger;34;10;5;0;0;0;0
229;Ngoy Michael;Fribourg-Gottéron;Verteidiger;21;10;5;0;0;0;0
230;Meyer Serge;EHC Biel;Verteidiger;26;10;5;0;0;0;0
231;Malik Marek;Genève-Servette HC;Verteidiger;25;10;5;0;0;0;0
232;Lauper Adrien;Fribourg-Gottéron;Stürmer;48;10;5;0;0;0;0
233;Kellenberger Steve;Kloten Flyers;Stürmer;50;10;5;0;0;0;0
234;Haakana Kari;Kloten Flyers;Stürmer;8;10;5;0;0;0;0
235;Gloor Kevin;EHC Biel;Verteidiger;49;10;5;0;0;0;0
236;Down Blaine;ZSC Lions;Stürmer;10;10;5;0;0;0;0
237;Bodenmann Simon;Kloten Flyers;Stürmer;45;10;5;0;0;0;0
238;Wick Roman;Kloten Flyers;Stürmer;37;8;4;0;0;0;0
239;Voegele Stefan;SC Rapperswil-Jona Lakers;Stürmer;44;8;4;0;0;0;0
240;Stirnimann Reto;HC Ambri-Piotta;Verteidiger;50;8;4;0;0;0;0
241;Schefer Marc;EV Zug;Verteidiger;40;8;4;0;0;0;0
242;Reuille Sebastien;SC Rapperswil-Jona Lakers;Stürmer;46;8;4;0;0;0;0
243;Raffainer Raeto;SC Rapperswil-Jona Lakers;Stürmer;22;8;4;0;0;0;0
244;Parati Patrick;SC Rapperswil-Jona Lakers;Verteidiger;44;8;4;0;0;0;0
245;Nordgren Niklas;SC Rapperswil-Jona Lakers;Stürmer;39;8;4;0;0;0;0
246;Lötscher Kevin;EHC Biel;Verteidiger;50;8;4;0;0;0;0
247;Lemm Aurelio;SCL Tigers;Stürmer;48;8;4;0;0;0;0
248;Lakhmatov Vitaly;Fribourg-Gottéron;Stürmer;45;8;4;0;0;0;0
249;Kress Michael;EV Zug;Verteidiger;30;8;4;0;0;0;0
250;Geering Patrick;ZSC Lions;Verteidiger;43;8;4;0;0;0;0
251;Fey Kevin;SC Bern;Verteidiger;21;8;4;0;0;0;0
252;Devereaux Boyd;HC Lugano;Stürmer;16;8;4;0;0;0;0
253;Boumedienne Josef;EV Zug;Verteidiger;7;8;4;0;0;0;0
254;Wellinger Thomas;HC Davos;Verteidiger;37;6;3;0;0;0;0
255;Tschannen Stefan;EHC Biel;Stürmer;47;6;3;0;0;0;0
256;Stoop Lukas;HC Davos;Verteidiger;29;6;3;0;0;0;0
257;Stephan Fabian;HC Ambri-Piotta;Verteidiger;22;6;3;0;0;0;0
258;Mottet Killian;Fribourg-Gottéron;Stürmer;18;6;3;0;0;0;0
259;Meier Trevor;SC Bern;Stürmer;49;6;3;0;0;0;0
260;Meier Daniel;SC Bern;Stürmer;28;6;3;0;0;0;0
261;Jörg Mauro;HC Lugano;Stürmer;44;6;3;0;0;0;0
262;Haas Gaëtan;EHC Biel;Stürmer;14;6;3;0;0;0;0
263;Guggisberg Peter;HC Davos;Stürmer;44;6;3;0;0;0;0
264;Flückiger Stefan;SCL Tigers;Verteidiger;26;6;3;0;0;0;0
265;Bucher Tim;SC Rapperswil-Jona Lakers;Verteidiger;44;6;3;0;0;0;0
266;Schommer Patrick;ZSC Lions;Stürmer;34;4;2;0;0;0;0
267;Schild Roman;SCL Tigers;Stürmer;35;4;2;0;0;0;0
268;Salmonsson Johannes;HC Davos;Stürmer;29;4;2;0;0;0;0
269;Randegger Flurin;Genève-Servette HC;Verteidiger;40;4;2;0;0;0;0
270;Profico Leandro;HC Lugano;Verteidiger;32;4;2;0;0;0;0
271;Ouellet Michel;Fribourg-Gottéron;-;11;4;2;0;0;0;0
272;Micheli Claudio;ZSC Lions;Stürmer;2;4;2;0;0;0;0
273;Maneluk Mike;HC Ambri-Piotta;Stürmer;1;4;2;0;0;0;0
274;Lüssy Silvan;HC Davos;Stürmer;8;4;2;0;0;0;0
275;Guerra Samuel;HC Davos;Verteidiger;10;4;2;0;0;0;0
276;Gerber Roland;SC Bern;Stürmer;17;4;2;0;0;0;0
277;Gerber Adrian;SCL Tigers;Stürmer;33;4;2;0;0;0;0
278;Cunti Luca;SCL Tigers;Stürmer;12;4;2;0;0;0;0
279;Chiriaev Evgenï;HC Lugano;Stürmer;13;4;2;0;0;0;0
280;Chatelain Alexander;SC Bern;Stürmer;29;4;2;0;0;0;0
281;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;26;4;2;0;0;0;0
282;Carbis Daniel;HC Davos;Stürmer;41;4;2;0;0;0;0
283;Bärtschi Deny;EHC Biel;Verteidiger;31;4;2;0;0;0;0
284;Thomas Bill;HC Lugano;Stürmer;6;2;1;0;0;0;0
285;Sejna Peter;ZSC Lions;Stürmer;38;2;1;0;0;0;0
286;Rüegg Marc;Kloten Flyers;Verteidiger;4;2;1;0;0;0;0
287;Reymondin Joel;HC Davos;Stürmer;2;2;1;0;0;0;0
288;Pecker Cory;EV Zug;Stürmer;1;2;1;0;0;0;0
289;Lindemann Kim;Fribourg-Gottéron;Verteidiger;13;2;1;0;0;0;0
290;Küng Andreas;SC Rapperswil-Jona Lakers;Stürmer;3;2;1;0;0;0;0
291;Joss Sandro;EV Zug;Stürmer;4;2;1;0;0;0;0
292;Horak Jakub;HC Ambri-Piotta;Verteidiger;5;2;1;0;0;0;0
293;Grieder Marc;EHC Biel;Verteidiger;1;2;1;0;0;0;0
294;Grassi Andrea;HC Lugano;Stürmer;4;2;1;0;0;0;0
295;Füglister Jeffrey;Kloten Flyers;Stürmer;11;2;1;0;0;0;0
296;Fischer Jannik;EV Zug;Verteidiger;18;2;1;0;0;0;0
297;Eicher Remo;SC Bern;Verteidiger;2;2;1;0;0;0;0
298;Daigle Alexandre;SCL Tigers;Stürmer;31;2;1;0;0;0;0
299;Classen Greg;SC Rapperswil-Jona Lakers;Stürmer;2;2;1;0;0;0;0
300;Christen Gregory;HC Ambri-Piotta;Stürmer;17;2;1;0;0;0;0
301;Bütler Markus;SC Rapperswil-Jona Lakers;Stürmer;2;2;1;0;0;0;0
302;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;5;2;1;0;0;0;0
303;Wolf Mike;ZSC Lions;Stürmer;6;0;0;0;0;0;0
304;Wichser Martin;ZSC Lions;Stürmer;3;0;0;0;0;0;0
305;Vogt Marco;EHC Biel;Stürmer;5;0;0;0;0;0;0
306;vogt marco;EHC Biel;Stürmer;1;0;0;0;0;0;0
307;Vermin Joël;SC Bern;Stürmer;12;0;0;0;0;0;0
308;Vanetti Andrea;HC Lugano;Stürmer;1;0;0;0;0;0;0
309;Tremblay Alexandre;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0
310;Tallarini Alan;HC Davos;Verteidiger;5;0;0;0;0;0;0
311;Suter Marco;Kloten Flyers;Verteidiger;2;0;0;0;0;0;0
312;Suter Daniel;HC Lugano;Verteidiger;3;0;0;0;0;0;0
313;Stevenson Grant;Kloten Flyers;Stürmer;3;0;0;0;0;0;0
314;Steiner Nicholas;Kloten Flyers;Verteidiger;8;0;0;0;0;0;0
315;Steiner Adrian;SCL Tigers;Stürmer;2;0;0;0;0;0;0
316;Signoretti André;ZSC Lions;Verteidiger;4;0;0;0;0;0;0
317;Schilt Sebastian;Genève-Servette HC;Verteidiger;5;0;0;0;0;0;0
318;Ryser Sven;ZSC Lions;Stürmer;2;0;0;0;0;0;0
319;Ronchetti Massimo;HC Lugano;Verteidiger;3;0;0;0;0;0;0
320;Rexha Alban;SCL Tigers;Stürmer;1;0;0;0;0;0;0
321;Pivron Pierrick;Genève-Servette HC;Stürmer;14;0;0;0;0;0;0
322;Pienitz Hans;ZSC Lions;Verteidiger;5;0;0;0;0;0;0
323;Pestoni Inti;HC Ambri-Piotta;Stürmer;17;0;0;0;0;0;0
324;Nicolet Steeven;Genève-Servette HC;Stürmer;4;0;0;0;0;0;0
325;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;2;0;0;0;0;0;0
326;Neher Lars;Kloten Flyers;Stürmer;1;0;0;0;0;0;0
327;Mettler Thomas;Kloten Flyers;Verteidiger;6;0;0;0;0;0;0
328;May Sandro;HC Davos;Verteidiger;3;0;0;0;0;0;0
329;Maret Mathieu;HC Davos;Verteidiger;1;0;0;0;0;0;0
330;Mäder Stefan;SCL Tigers;Stürmer;2;0;0;0;0;0;0
331;Lorenz Yves-Lucca;SC Bern;Stürmer;1;0;0;0;0;0;0
332;Loichat Michaël;EV Zug;Stürmer;30;0;0;0;0;0;0
333;Leuenberger Kaj;EHC Biel;Stürmer;2;0;0;0;0;0;0
334;Lemm Fadri;EHC Biel;Stürmer;1;0;0;0;0;0;0
335;Larose Cory;SCL Tigers;Stürmer;2;0;0;0;0;0;0
336;Incir Ivan;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0
337;Huguenin Anthony;SC Rapperswil-Jona Lakers;Verteidiger;1;0;0;0;0;0;0
338;Hofmann Gregory;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0
339;Guerra Uinter;HC Ambri-Piotta;Verteidiger;1;0;0;0;0;0;0
340;Grolimund Michel;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0
341;Gossweiler Manuel;EHC Biel;Verteidiger;3;0;0;0;0;0;0
342;Goi Tommaso;HC Lugano;Stürmer;8;0;0;0;0;0;0
343;Gianola Marc;HC Davos;Verteidiger;3;0;0;0;0;0;0
344;Gemperli Pascal;Kloten Flyers;Stürmer;3;0;0;0;0;0;0
345;Gay Nicolas;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0
