Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Schilt Sebastian,Defender,Genève-Servette HC,es/09,5,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schilt Sebastian,Defender,Genève-Servette HC,ls/08,50,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schilt Sebastian,Defender,Genève-Servette HC,ls/09,5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schilt Sebastian,Defender,Genève-Servette HC,ry/08,50,,,,,2.0,2.0,0.04,67.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schilt Sebastian,Defender,Genève-Servette HC,ry/09,5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schilt Sebastian,Defender,Genève-Servette HC,ts/08,50,0.0,26.0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,1
Schilt Sebastian,Defender,Genève-Servette HC,ts/09,5,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,es/10,45,,,,,,,,,,,,,,,,,,,16.0,1.0,0.0,1.0,0.0,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,es/11,37,,,,,,,,,,,,,,,,,,,10.0,0.0,1.0,0.0,0.0,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,ls/10,45,,,,,,,,,,7.0,7.0,0.0,2.0,8.0,2.0,6.0,0.0,0.0,,,,,,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,ls/11,37,,,,,,,,,,3.0,3.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,,,,,,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,ry/10,45,,,,,14.0,18.0,0.4,57.0,-12.0,,,,,,,,,,,,,,,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,ry/11,37,,,,,6.0,8.0,0.22,30.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,ts/10,45,4.0,69.0,5.80,1.53,,,,,,,,,,,,,,,,,,,,,,,,,1
Schilt Sebastian,Defender,SCL Tigers,ts/11,37,2.0,38.0,5.26,1.03,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,EHC Biel,es/10,36,,,,,,,,,,,,,,,,,,,7.0,0.0,1.0,0.0,0.0,,,,,,1
Schlagenhauf Roman,Forward,EHC Biel,ls/10,36,,,,,,,,,,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schlagenhauf Roman,Forward,EHC Biel,ry/10,36,,,,,4.0,4.0,0.11,24.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,EHC Biel,ts/10,36,0.0,28.0,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,es/11,48,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,1.0,0.0,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,es/12,49,,,,,,,,,,,,,,,,,,,12.0,0.0,1.0,1.0,0.0,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,es/13,44,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,es/14,48,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ls/11,48,,,,,,,,,,3.0,3.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ls/12,49,,,,,,,,,,4.0,4.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ls/13,44,,,,,,,,,,3.0,2.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ls/14,48,,,,,,,,,,3.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ry/11,48,,,,,6.0,8.0,0.17,55.0,-6.0,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ry/12,49,,,,,8.0,12.0,0.24,54.0,-15.0,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ry/13,44,,,,,5.0,9.0,0.2,12.0,2.0,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ry/14,48,,,,,7.0,8.0,0.17,18.0,-16.0,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ts/11,48,2.0,42.0,4.76,0.88,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ts/12,49,4.0,62.0,6.45,1.27,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ts/13,44,4.0,35.0,11.43,0.8,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,ts/14,48,1.0,52.0,1.92,1.08,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schlagenhauf Roman,Forward,HC Lugano,es/09,50,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Schlagenhauf Roman,Forward,HC Lugano,ls/09,50,,,,,,,,,,2.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Lugano,ry/09,50,,,,,5.0,7.0,0.14,12.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,HC Lugano,ts/09,50,2.0,18.0,11.11,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,Kloten Flyers,es/08,27,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Schlagenhauf Roman,Forward,Kloten Flyers,ls/08,27,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,1
Schlagenhauf Roman,Forward,Kloten Flyers,ry/08,27,,,,,1.0,4.0,0.15,8.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Schlagenhauf Roman,Forward,Kloten Flyers,ts/08,27,3.0,18.0,16.67,0.67,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlapbach Remo,Forward,SCL Tigers,es/11,4,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Schlapbach Remo,Forward,SCL Tigers,ls/11,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schlapbach Remo,Forward,SCL Tigers,ry/11,4,,,,,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schlapbach Remo,Forward,SCL Tigers,ts/11,4,0.0,1.0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,EV Zug,es/14,50,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Schlumpf Dominik,Defender,EV Zug,es/15,49,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Schlumpf Dominik,Defender,EV Zug,ls/14,50,,,,,,,,,,3.0,10.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Schlumpf Dominik,Defender,EV Zug,ls/15,49,,,,,,,,,,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schlumpf Dominik,Defender,EV Zug,ry/14,50,,,,,13.0,14.0,0.28,6.0,10.0,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,EV Zug,ry/15,49,,,,,7.0,7.0,0.14,14.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,EV Zug,ts/14,50,1.0,52.0,1.92,1.04,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0,0.0,1
Schlumpf Dominik,Defender,EV Zug,ts/15,49,0.0,45.0,0,0.92,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schlumpf Dominik,Defender,HC Lugano,es/11,17,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,es/12,50,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,0.0,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,es/13,47,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ls/11,17,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ls/12,50,,,,,,,,,,3.0,5.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ls/13,47,,,,,,,,,,2.0,5.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ry/11,17,,,,,2.0,2.0,0.12,8.0,1.0,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ry/12,50,,,,,8.0,10.0,0.2,26.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ry/13,47,,,,,7.0,10.0,0.21,16.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ts/11,17,0.0,13.0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ts/12,50,2.0,36.0,5.56,0.72,,,,,,,,,,,,,,,,,,,,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,ts/13,47,3.0,52.0,5.77,1.11,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schläpfer Sin,Forward,HC Davos,es/15,4,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schläpfer Sin,Forward,HC Davos,ls/15,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schläpfer Sin,Forward,HC Davos,ry/15,4,,,,,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Schläpfer Sin,Forward,HC Davos,ts/15,4,0.0,4.0,0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmuckli Florian,Defender,EV Zug,es/12,11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schmuckli Florian,Defender,EV Zug,es/13,32,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Schmuckli Florian,Defender,EV Zug,ls/12,11,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmuckli Florian,Defender,EV Zug,ls/13,32,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmuckli Florian,Defender,EV Zug,ry/12,11,,,,,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Schmuckli Florian,Defender,EV Zug,ry/13,32,,,,,1.0,1.0,0.03,4.0,6.0,,,,,,,,,,,,,,,,,,,,1
Schmuckli Florian,Defender,EV Zug,ts/12,11,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Schmuckli Florian,Defender,EV Zug,ts/13,32,0.0,4.0,0,0.12,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmuckli Florian,Defender,ZSC Lions,es/14,6,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Schmuckli Florian,Defender,ZSC Lions,es/15,4,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Schmuckli Florian,Defender,ZSC Lions,ls/14,6,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmuckli Florian,Defender,ZSC Lions,ls/15,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmuckli Florian,Defender,ZSC Lions,ry/14,6,,,,,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1
Schmuckli Florian,Defender,ZSC Lions,ry/15,4,,,,,0.0,0.0,0.0,2.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Schmuckli Florian,Defender,ZSC Lions,ts/14,6,0.0,4.0,0,0.67,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmuckli Florian,Defender,ZSC Lions,ts/15,4,0.0,3.0,0,0.75,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmutz Flavio,Forward,Fribourg-Gottéron,es/15,41,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Flavio,Forward,Fribourg-Gottéron,ls/15,41,,,,,,,,,,2.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Schmutz Flavio,Forward,Fribourg-Gottéron,ry/15,41,,,,,6.0,7.0,0.17,6.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Flavio,Forward,Fribourg-Gottéron,ts/15,41,1.0,26.0,3.85,0.63,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmutz Flavio,Forward,SC Rapperswil-Jona Lakers,es/14,5,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Flavio,Forward,SC Rapperswil-Jona Lakers,ls/14,5,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmutz Flavio,Forward,SC Rapperswil-Jona Lakers,ry/14,5,,,,,1.0,1.0,0.2,0.0,1.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Flavio,Forward,SC Rapperswil-Jona Lakers,ts/14,5,0.0,3.0,0,0.6,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,100,0.0,1
Schmutz Julian,Forward,SC Bern,es/11,3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Julian,Forward,SC Bern,es/12,5,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Julian,Forward,SC Bern,es/13,3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Julian,Forward,SC Bern,ls/11,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ls/12,5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ls/13,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ry/11,3,,,,,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ry/12,5,,,,,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ry/13,3,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ts/11,3,0.0,1.0,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ts/12,5,0.0,3.0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Schmutz Julian,Forward,SC Bern,ts/13,3,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,es/13,3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,es/14,23,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,ls/13,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,ls/14,23,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,ry/13,3,,,,,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,ry/14,23,,,,,0.0,0.0,0.0,6.0,-10.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,ts/13,3,0.0,3.0,0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,ts/14,23,0.0,12.0,0,0.52,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schmutz Silvio,Defender,HC Davos,es/15,8,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schmutz Silvio,Defender,HC Davos,ls/15,8,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schmutz Silvio,Defender,HC Davos,ry/15,8,,,,,1.0,1.0,0.12,0.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Schmutz Silvio,Defender,HC Davos,ts/15,8,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schneeberger Noah,Defender,EHC Biel,es/08,19,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Schneeberger Noah,Defender,EHC Biel,es/09,50,,,,,,,,,,,,,,,,,,,24.0,1.0,0.0,1.0,0.0,,,,,,1
Schneeberger Noah,Defender,EHC Biel,es/10,17,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ls/08,19,,,,,,,,,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ls/09,50,,,,,,,,,,13.0,6.0,0.0,2.0,11.0,0.0,6.0,0.0,2.0,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ls/10,17,,,,,,,,,,4.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ry/08,19,,,,,2.0,2.0,0.11,8.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ry/09,50,,,,,19.0,21.0,0.42,73.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ry/10,17,,,,,5.0,6.0,0.35,12.0,2.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ts/08,19,0.0,6.0,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ts/09,50,2.0,53.0,3.77,1.06,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,EHC Biel,ts/10,17,1.0,21.0,4.76,1.24,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,Genève-Servette HC,es/11,23,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,1.0,0.0,,,,,,1
Schneeberger Noah,Defender,Genève-Servette HC,ls/11,23,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1
Schneeberger Noah,Defender,Genève-Servette HC,ry/11,23,,,,,1.0,2.0,0.09,35.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,Genève-Servette HC,ts/11,23,1.0,10.0,10,0.43,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,es/12,48,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,0.0,0.0,,,,,,1
Schneeberger Noah,Defender,HC Davos,es/13,48,,,,,,,,,,,,,,,,,,,13.0,0.0,1.0,0.0,0.0,,,,,,1
Schneeberger Noah,Defender,HC Davos,es/14,46,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,,,,,,1
Schneeberger Noah,Defender,HC Davos,es/15,41,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,1.0,0.0,,,,,,1
Schneeberger Noah,Defender,HC Davos,ls/12,48,,,,,,,,,,4.0,8.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ls/13,48,,,,,,,,,,4.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ls/14,46,,,,,,,,,,5.0,8.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ls/15,41,,,,,,,,,,3.0,10.0,0.0,3.0,9.0,0.0,3.0,0.0,1.0,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ry/12,48,,,,,12.0,14.0,0.29,32.0,7.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ry/13,48,,,,,7.0,8.0,0.17,36.0,9.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ry/14,46,,,,,13.0,14.0,0.3,24.0,16.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ry/15,41,,,,,13.0,16.0,0.39,57.0,11.0,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ts/12,48,2.0,56.0,3.57,1.17,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneeberger Noah,Defender,HC Davos,ts/13,48,1.0,29.0,3.45,0.6,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schneeberger Noah,Defender,HC Davos,ts/14,46,1.0,45.0,2.22,0.98,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schneeberger Noah,Defender,HC Davos,ts/15,41,3.0,47.0,6.38,1.15,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schneider David,Defender,HC Ambri-Piotta,es/09,11,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Schneider David,Defender,HC Ambri-Piotta,ls/09,11,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schneider David,Defender,HC Ambri-Piotta,ry/09,11,,,,,0.0,0.0,0.0,10.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Schneider David,Defender,HC Ambri-Piotta,ts/09,11,0.0,11.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,es/11,6,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schneuwly Cédric,Forward,EV Zug,es/12,48,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Schneuwly Cédric,Forward,EV Zug,es/13,20,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ls/11,6,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ls/12,48,,,,,,,,,,5.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ls/13,20,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ry/11,6,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ry/12,48,,,,,6.0,7.0,0.15,6.0,-7.0,,,,,,,,,,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ry/13,20,,,,,0.0,0.0,0.0,4.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ts/11,6,0.0,1.0,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ts/12,48,1.0,29.0,3.45,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Schneuwly Cédric,Forward,EV Zug,ts/13,20,0.0,13.0,0,0.65,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Schnyder Daniel,Defender,ZSC Lions,es/08,40,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,es/09,48,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,es/10,45,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,es/11,50,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,es/12,49,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,es/13,48,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,es/14,44,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,ls/08,40,,,,,,,,,,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,ls/09,48,,,,,,,,,,6.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,ls/10,45,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1
