Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Gautschi Marc,Defender,HC Ambri-Piotta,ts/13,42,0.0,45.0,0,1.07,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gautschi Marc,Defender,HC Ambri-Piotta,ts/14,46,0.0,34.0,0,0.74,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gautschi Marc,Defender,HC Ambri-Piotta,ts/15,38,1.0,44.0,2.27,1.16,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gay Nicolas,Forward,Genève-Servette HC,es/09,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gay Nicolas,Forward,Genève-Servette HC,ls/09,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gay Nicolas,Forward,Genève-Servette HC,ry/09,1,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gay Nicolas,Forward,Genève-Servette HC,ts/09,1,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/08,47,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/09,43,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/10,50,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/11,47,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/12,50,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/13,49,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/14,25,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,es/15,50,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/08,47,,,,,,,,,,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/09,43,,,,,,,,,,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/10,50,,,,,,,,,,1.0,5.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/11,47,,,,,,,,,,5.0,10.0,1.0,3.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/12,50,,,,,,,,,,8.0,11.0,1.0,5.0,13.0,1.0,5.0,0.0,1.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/13,49,,,,,,,,,,6.0,4.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/14,25,,,,,,,,,,2.0,3.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ls/15,50,,,,,,,,,,6.0,2.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/08,47,,,,,5.0,5.0,0.11,10.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/09,43,,,,,6.0,6.0,0.14,8.0,8.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/10,50,,,,,6.0,8.0,0.16,10.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/11,47,,,,,15.0,18.0,0.38,20.0,11.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/12,50,,,,,19.0,25.0,0.5,26.0,16.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/13,49,,,,,10.0,12.0,0.24,6.0,22.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/14,25,,,,,5.0,8.0,0.32,0.0,15.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ry/15,50,,,,,8.0,11.0,0.22,20.0,6.0,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ts/08,47,0.0,38.0,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ts/09,43,0.0,38.0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ts/10,50,2.0,58.0,3.45,1.16,,,,,,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ts/11,47,3.0,64.0,4.69,1.36,,,,,,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ts/12,50,6.0,80.0,7.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,1
Geering Patrick,Defender,ZSC Lions,ts/13,49,2.0,56.0,3.57,1.14,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0,0.0,1
Geering Patrick,Defender,ZSC Lions,ts/14,25,3.0,38.0,7.89,1.52,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Geering Patrick,Defender,ZSC Lions,ts/15,50,3.0,106.0,2.83,2.12,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0,0.0,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,es/11,45,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,es/12,49,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,es/13,40,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ls/11,45,,,,,,,,,,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ls/12,49,,,,,,,,,,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ls/13,40,,,,,,,,,,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ry/11,45,,,,,2.0,3.0,0.07,16.0,-14.0,,,,,,,,,,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ry/12,49,,,,,6.0,6.0,0.12,20.0,-14.0,,,,,,,,,,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ry/13,40,,,,,2.0,2.0,0.05,8.0,-11.0,,,,,,,,,,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ts/11,45,1.0,28.0,3.57,0.62,,,,,,,,,,,,,,,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ts/12,49,0.0,54.0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,ts/13,40,0.0,32.0,0,0.8,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gelinas Martin,Forward,SC Bern,es/08,27,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,1.0,0.0,,,,,,1
Gelinas Martin,Forward,SC Bern,ls/08,27,,,,,,,,,,3.0,4.0,2.0,9.0,5.0,6.0,2.0,0.0,0.0,,,,,,,,,,,1
Gelinas Martin,Forward,SC Bern,ry/08,27,,,,,7.0,22.0,0.81,45.0,10.0,,,,,,,,,,,,,,,,,,,,1
Gelinas Martin,Forward,SC Bern,ts/08,27,15.0,59.0,25.42,2.19,,,,,,,,,,,,,,,,,,,,,,,,,1
Gemperli Pascal,Forward,Kloten Flyers,es/09,3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gemperli Pascal,Forward,Kloten Flyers,ls/09,3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gemperli Pascal,Forward,Kloten Flyers,ry/09,3,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gemperli Pascal,Forward,Kloten Flyers,ts/09,3,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,Fribourg-Gottéron,es/08,9,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Genazzi Joël,Defender,Fribourg-Gottéron,ls/08,9,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Genazzi Joël,Defender,Fribourg-Gottéron,ry/08,9,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,Fribourg-Gottéron,ts/08,9,0.0,4.0,0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,Lausanne HC,es/13,50,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Genazzi Joël,Defender,Lausanne HC,es/14,50,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Genazzi Joël,Defender,Lausanne HC,es/15,49,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Genazzi Joël,Defender,Lausanne HC,ls/13,50,,,,,,,,,,1.0,7.0,1.0,2.0,3.0,2.0,5.0,0.0,0.0,,,,,,,,,,,1
Genazzi Joël,Defender,Lausanne HC,ls/14,50,,,,,,,,,,6.0,13.0,1.0,2.0,6.0,0.0,13.0,0.0,0.0,,,,,,,,,,,1
Genazzi Joël,Defender,Lausanne HC,ls/15,49,,,,,,,,,,6.0,8.0,0.0,5.0,3.0,6.0,11.0,0.0,0.0,,,,,,,,,,,1
Genazzi Joël,Defender,Lausanne HC,ry/13,50,,,,,8.0,12.0,0.24,6.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,Lausanne HC,ry/14,50,,,,,19.0,21.0,0.42,8.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,Lausanne HC,ry/15,49,,,,,14.0,25.0,0.51,14.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,Lausanne HC,ts/13,50,4.0,71.0,5.63,1.42,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,100,0.0,1
Genazzi Joël,Defender,Lausanne HC,ts/14,50,2.0,104.0,1.92,2.08,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0,0.0,1
Genazzi Joël,Defender,Lausanne HC,ts/15,49,11.0,117.0,9.40,2.39,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,66.67,2.0,1
Genazzi Joël,Defender,SCL Tigers,es/10,37,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Genazzi Joël,Defender,SCL Tigers,es/11,50,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Genazzi Joël,Defender,SCL Tigers,es/12,41,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ls/10,37,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ls/11,50,,,,,,,,,,3.0,5.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ls/12,41,,,,,,,,,,3.0,4.0,1.0,5.0,3.0,4.0,4.0,0.0,0.0,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ry/10,37,,,,,2.0,4.0,0.11,18.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ry/11,50,,,,,8.0,11.0,0.22,12.0,-8.0,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ry/12,41,,,,,7.0,16.0,0.39,10.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ts/10,37,2.0,33.0,6.06,0.89,,,,,,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ts/11,50,3.0,77.0,3.90,1.54,,,,,,,,,,,,,,,,,,,,,,,,,1
Genazzi Joël,Defender,SCL Tigers,ts/12,41,9.0,101.0,8.91,2.46,,,,,,,,,,,,,,,,,,,,,,,,,1
Genoway Colby,Forward,Fribourg-Gottéron,es/15,4,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Genoway Colby,Forward,Fribourg-Gottéron,ls/15,4,,,,,,,,,,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,1
Genoway Colby,Forward,Fribourg-Gottéron,ry/15,4,,,,,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1
Genoway Colby,Forward,Fribourg-Gottéron,ts/15,4,2.0,9.0,22.22,2.25,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Genoway Colby,Forward,HC Lugano,es/10,41,,,,,,,,,,,,,,,,,,,20.0,0.0,2.0,1.0,0.0,,,,,,1
Genoway Colby,Forward,HC Lugano,ls/10,41,,,,,,,,,,10.0,8.0,1.0,6.0,7.0,5.0,11.0,1.0,0.0,,,,,,,,,,,1
Genoway Colby,Forward,HC Lugano,ry/10,41,,,,,18.0,30.0,0.73,80.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Genoway Colby,Forward,HC Lugano,ts/10,41,12.0,117.0,10.26,2.85,,,,,,,,,,,,,,,,,,,,,,,,,1
Genoway Colby,Forward,Lausanne HC,es/13,42,,,,,,,,,,,,,,,,,,,17.0,0.0,1.0,0.0,0.0,,,,,,1
Genoway Colby,Forward,Lausanne HC,es/14,15,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Genoway Colby,Forward,Lausanne HC,ls/13,42,,,,,,,,,,13.0,6.0,0.0,0.0,11.0,7.0,7.0,0.0,1.0,,,,,,,,,,,1
Genoway Colby,Forward,Lausanne HC,ls/14,15,,,,,,,,,,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Genoway Colby,Forward,Lausanne HC,ry/13,42,,,,,19.0,26.0,0.62,44.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Genoway Colby,Forward,Lausanne HC,ry/14,15,,,,,5.0,6.0,0.4,2.0,0.0,,,,,,,,,,,,,,,,,,,,1
Genoway Colby,Forward,Lausanne HC,ts/13,42,7.0,111.0,6.31,2.64,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,40,1.0,1
Genoway Colby,Forward,Lausanne HC,ts/14,15,1.0,36.0,2.78,2.4,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0,0.0,1
Gerber Adrian,Forward,SCL Tigers,es/08,40,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Adrian,Forward,SCL Tigers,es/09,33,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Adrian,Forward,SCL Tigers,es/10,46,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Adrian,Forward,SCL Tigers,es/11,50,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Adrian,Forward,SCL Tigers,es/12,47,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Adrian,Forward,SCL Tigers,es/15,49,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ls/08,40,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ls/09,33,,,,,,,,,,2.0,3.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ls/10,46,,,,,,,,,,1.0,3.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ls/11,50,,,,,,,,,,6.0,2.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ls/12,47,,,,,,,,,,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ls/15,49,,,,,,,,,,3.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ry/08,40,,,,,0.0,2.0,0.05,6.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ry/09,33,,,,,5.0,9.0,0.27,4.0,2.0,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ry/10,46,,,,,4.0,9.0,0.2,8.0,-8.0,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ry/11,50,,,,,8.0,13.0,0.26,14.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ry/12,47,,,,,1.0,5.0,0.11,32.0,-12.0,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ry/15,49,,,,,8.0,8.0,0.16,28.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ts/08,40,2.0,21.0,9.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ts/09,33,4.0,31.0,12.90,0.94,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ts/10,46,5.0,28.0,17.86,0.61,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ts/11,50,5.0,53.0,9.43,1.06,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ts/12,47,4.0,43.0,9.30,0.91,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Adrian,Forward,SCL Tigers,ts/15,49,0.0,41.0,0,0.84,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gerber Beat,Defender,SC Bern,es/08,36,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,es/09,49,,,,,,,,,,,,,,,,,,,15.0,0.0,1.0,0.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,es/10,50,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,es/11,49,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,es/12,49,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,es/13,36,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,es/14,39,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,1.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,es/15,49,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Beat,Defender,SC Bern,ls/08,36,,,,,,,,,,0.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ls/09,49,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ls/10,50,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ls/11,49,,,,,,,,,,2.0,4.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ls/12,49,,,,,,,,,,5.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ls/13,36,,,,,,,,,,3.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ls/14,39,,,,,,,,,,1.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ls/15,49,,,,,,,,,,4.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/08,36,,,,,5.0,6.0,0.17,16.0,3.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/09,49,,,,,2.0,3.0,0.06,40.0,10.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/10,50,,,,,2.0,5.0,0.1,18.0,7.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/11,49,,,,,6.0,8.0,0.16,16.0,6.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/12,49,,,,,6.0,6.0,0.12,30.0,12.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/13,36,,,,,7.0,8.0,0.22,16.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/14,39,,,,,5.0,6.0,0.15,37.0,4.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ry/15,49,,,,,6.0,10.0,0.2,16.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ts/08,36,1.0,36.0,2.78,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ts/09,49,1.0,39.0,2.56,0.8,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ts/10,50,3.0,64.0,4.69,1.28,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ts/11,49,2.0,59.0,3.39,1.2,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ts/12,49,0.0,57.0,0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Beat,Defender,SC Bern,ts/13,36,1.0,48.0,2.08,1.33,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gerber Beat,Defender,SC Bern,ts/14,39,1.0,32.0,3.12,0.82,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gerber Beat,Defender,SC Bern,ts/15,49,4.0,59.0,6.78,1.2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Gerber Florin,Forward,EHC Biel,es/10,8,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Florin,Forward,EHC Biel,es/11,16,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Florin,Forward,EHC Biel,ls/10,8,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Florin,Forward,EHC Biel,ls/11,16,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Florin,Forward,EHC Biel,ry/10,8,,,,,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Gerber Florin,Forward,EHC Biel,ry/11,16,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Gerber Florin,Forward,EHC Biel,ts/10,8,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Florin,Forward,EHC Biel,ts/11,16,0.0,14.0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,es/09,36,,,,,,,,,,,,,,,,,,,16.0,0.0,1.0,0.0,0.0,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,es/10,38,,,,,,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,1.0,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,es/11,32,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,es/12,20,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ls/09,36,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ls/10,38,,,,,,,,,,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ls/11,32,,,,,,,,,,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ls/12,20,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ry/09,36,,,,,0.0,0.0,0.0,42.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ry/10,38,,,,,3.0,4.0,0.11,61.0,1.0,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ry/11,32,,,,,2.0,3.0,0.09,26.0,2.0,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ry/12,20,,,,,0.0,0.0,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ts/09,36,0.0,25.0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,1
Gerber Lukas,Defender,Fribourg-Gottéron,ts/10,38,1.0,22.0,4.55,0.58,,,,,,,,,,,,,,,,,,,,,,,,,1
