R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
74;Moser Simon;SCL Tigers;Stürmer;4;2;0;2;0.50;2;-2
75;Plüss Benny;Fribourg-Gottéron;Stürmer;4;2;0;2;0.50;2;-4
76;Cadieux Jan;Genève-Servette HC;Stürmer;6;1;1;2;0.33;2;-4
77;Haas Lukas;SCL Tigers;Stürmer;4;1;1;2;0.50;6;1
78;Lüthi Fabian;EV Zug;Stürmer;10;1;1;2;0.20;0;1
79;Pelletier Pascal;SCL Tigers;Stürmer;4;1;1;2;0.50;29;-2
80;Savary Paul;Genève-Servette HC;Stürmer;6;1;1;2;0.33;4;0
81;Seger Mathias;ZSC Lions;Verteidiger;5;1;1;2;0.40;4;-2
82;Berger Pascal;SC Bern;Stürmer;11;1;1;2;0.18;6;1
83;Camichel Duri;EV Zug;Stürmer;10;1;1;2;0.20;0;-3
84;Ruefenacht Thomas;EV Zug;Stürmer;10;1;1;2;0.20;47;-4
85;Walser Samuel;Kloten Flyers;Stürmer;17;1;1;2;0.12;2;-3
86;Blum Eric-Ray;Kloten Flyers;Verteidiger;18;0;2;2;0.11;12;1
87;Sutter Fabian;EV Zug;Stürmer;10;0;2;2;0.20;4;-4
88;Krueger Justin;SC Bern;Verteidiger;11;0;2;2;0.18;8;0
89;Reichert Marc;SC Bern;Stürmer;11;0;2;2;0.18;8;0
90;Roche Travis;SC Bern;Verteidiger;9;0;2;2;0.22;6;5
91;Schilt Sebastian;SCL Tigers;Verteidiger;4;0;2;2;0.50;4;-2
92;Sprunger Julien;Fribourg-Gottéron;Stürmer;4;0;2;2;0.50;4;-2
93;Trachsler Morris;Genève-Servette HC;Stürmer;6;0;2;2;0.33;8;-3
94;Vigier Jean-Pierre;SC Bern;Stürmer;4;0;2;2;0.50;4;2
95;Von Arx Jan;HC Davos;Verteidiger;14;0;2;2;0.14;12;4
96;Iggulden Mike;SCL Tigers;Stürmer;4;0;2;2;0.50;4;0
97;Brooks Brendan;SCL Tigers;Stürmer;3;1;0;1;0.33;4;-1
98;Keller Samuel;Kloten Flyers;Stürmer;10;1;0;1;0.10;0;0
99;Leblanc Robin;Fribourg-Gottéron;Stürmer;1;1;0;1;1.00;0;0
100;Loeffel Romain;Fribourg-Gottéron;Verteidiger;4;1;0;1;0.25;2;1
101;Neuenschwander Caryl;SC Bern;Stürmer;11;1;0;1;0.09;0;0
102;Randegger Flurin;Genève-Servette HC;Verteidiger;6;1;0;1;0.17;2;-5
103;Simek Juraj;Genève-Servette HC;Stürmer;5;1;0;1;0.20;2;-4
104;Back Rene;HC Davos;Verteidiger;13;0;1;1;0.08;8;7
105;Chiesa Alessandro;EV Zug;Verteidiger;10;0;1;1;0.10;6;1
106;Hänni Andreas;SC Bern;Verteidiger;7;0;1;1;0.14;8;1
107;Hasani Adam;Fribourg-Gottéron;Stürmer;4;0;1;1;0.25;0;1
108;Lüthi Simon;SCL Tigers;Verteidiger;4;0;1;1;0.25;0;0
109;Melin Björn;Fribourg-Gottéron;Stürmer;4;0;1;1;0.25;4;-6
110;Ngoy Michael;Fribourg-Gottéron;Verteidiger;4;0;1;1;0.25;2;-6
111;Nicolet Steeven;Genève-Servette HC;Stürmer;6;0;1;1;0.17;0;-3
112;Reber Jörg;SCL Tigers;Verteidiger;4;0;1;1;0.25;2;-2
113;Schäppi Reto;ZSC Lions;Stürmer;5;0;1;1;0.20;8;2
114;Snell Wesley;EV Zug;Verteidiger;10;0;1;1;0.10;35;0
115;Sutter Sebastian;Kloten Flyers;Stürmer;4;0;1;1;0.25;2;0
116;Tallarini Alan;HC Davos;Verteidiger;5;0;1;1;0.20;0;1
117;Wichser Adrian;ZSC Lions;Stürmer;5;0;1;1;0.20;2;-1
118;Bastl Mark;ZSC Lions;Stürmer;5;0;1;1;0.20;4;-3
119;Blaser Yannick;EV Zug;Verteidiger;10;0;1;1;0.10;10;-2
120;Bykov Andrey;Fribourg-Gottéron;Stürmer;4;0;1;1;0.25;0;-3
121;Steiner Nicholas;Kloten Flyers;Verteidiger;11;0;1;1;0.09;2;-4
122;Ziegler Thomas;ZSC Lions;Stürmer;5;0;1;1;0.20;2;-2
123;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;4;0;0;0;0.00;4;-2
124;Altorfer Niki;ZSC Lions;Stürmer;3;0;0;0;0.00;0;0
125;Aubin Serge;Fribourg-Gottéron;Stürmer;4;0;0;0;0.00;4;-2
126;Barbero Victor;Genève-Servette HC;Stürmer;6;0;0;0;0.00;0;0
127;Berthon Eliot;Genève-Servette HC;Stürmer;6;0;0;0;0.00;2;1
128;Birbaum Alain;Fribourg-Gottéron;Verteidiger;4;0;0;0;0.00;8;-4
129;Botter Cédric;Fribourg-Gottéron;Stürmer;4;0;0;0;0.00;6;0
130;Brunold Alain;Kloten Flyers;Stürmer;1;0;0;0;0.00;0;2
131;Bucher Tobias;SCL Tigers;Stürmer;4;0;0;0;0.00;2;-2
132;Bühler Cyrill;ZSC Lions;Stürmer;5;0;0;0;0.00;4;-1
133;Camenzind Andreas;SCL Tigers;Verteidiger;4;0;0;0;0.00;0;-2
134;Campbell Jeff;Kloten Flyers;Stürmer;1;0;0;0;0.00;0;0
135;Camperchioli Luca;ZSC Lions;Verteidiger;5;0;0;0;0.00;0;0
136;Collenberg Franco;Fribourg-Gottéron;Verteidiger;4;0;0;0;0.00;4;-4
137;Cook Charlie;SCL Tigers;Verteidiger;1;0;0;0;0.00;0;-1
138;Erni Samuel;EV Zug;Verteidiger;7;0;0;0;0.00;0;0
139;Geering Patrick;ZSC Lions;Verteidiger;5;0;0;0;0.00;2;-2
140;Genazzi Joël;SCL Tigers;Verteidiger;4;0;0;0;0.00;2;-4
141;Gerber Adrian;SCL Tigers;Stürmer;4;0;0;0;0.00;4;-1
142;Gerber Beat;SC Bern;Verteidiger;11;0;0;0;0.00;4;-1
143;Gerber Lukas;Fribourg-Gottéron;Verteidiger;3;0;0;0;0.00;4;-3
144;Gobbi John;Genève-Servette HC;Verteidiger;6;0;0;0;0.00;4;-4
145;Guerra Samuel;HC Davos;Verteidiger;2;0;0;0;0.00;0;1
146;Gustafsson Anton;SCL Tigers;Stürmer;1;0;0;0;0.00;0;-2
147;Helfenstein Sven;SCL Tigers;Stürmer;1;0;0;0;0.00;0;0
148;Herren Yannick;Kloten Flyers;Stürmer;2;0;0;0;0.00;0;0
149;Hoehener Martin;Genève-Servette HC;Verteidiger;6;0;0;0;0.00;2;-3
150;Hollenstein Denis;Kloten Flyers;Stürmer;3;0;0;0;0.00;2;-1
151;Jeannin Sandy;Fribourg-Gottéron;Stürmer;4;0;0;0;0.00;0;-6
152;Kelly Brent;SCL Tigers;Stürmer;1;0;0;0;0.00;2;0
153;Knoepfli Michael;Fribourg-Gottéron;Stürmer;4;0;0;0;0.00;0;-1
154;Krutov Alexei;ZSC Lions;Stürmer;5;0;0;0;0.00;4;-1
155;Lardi Federico;SCL Tigers;Verteidiger;4;0;0;0;0.00;0;-3
156;Lauper Adrien;Fribourg-Gottéron;Stürmer;4;0;0;0;0.00;2;-6
157;Lemm Aurelio;SCL Tigers;Stürmer;1;0;0;0;0.00;0;-2
158;Leuenberger Marc;Fribourg-Gottéron;Verteidiger;1;0;0;0;0.00;2;-2
159;Lindemann Kim;SCL Tigers;Verteidiger;4;0;0;0;0.00;2;-2
160;Lüssy Silvan;Fribourg-Gottéron;Stürmer;4;0;0;0;0.00;0;-1
161;Mercier Jonathan;Genève-Servette HC;Verteidiger;6;0;0;0;0.00;2;2
162;Mettler Thomas;Kloten Flyers;Verteidiger;14;0;0;0;0.00;4;-1
163;Moggi Claudio;SCL Tigers;Stürmer;4;0;0;0;0.00;4;-1
164;Moggi Sandro;SCL Tigers;Stürmer;4;0;0;0;0.00;2;-1
165;Moser Christian;SCL Tigers;Verteidiger;2;0;0;0;0.00;2;0
166;Mowers Mark;Fribourg-Gottéron;Stürmer;1;0;0;0;0.00;0;1
167;Müller Pascal;ZSC Lions;Verteidiger;5;0;0;0;0.00;10;0
168;Murphy Curtis;SCL Tigers;Verteidiger;3;0;0;0;0.00;0;-2
169;Pivron Pierrick;Genève-Servette HC;Stürmer;6;0;0;0;0.00;2;-3
170;Pivron Victor;Genève-Servette HC;Stürmer;1;0;0;0;0.00;0;0
171;Rossi Matthias;EV Zug;Stürmer;8;0;0;0;0.00;14;-1
172;Ryser Sven;ZSC Lions;Stürmer;5;0;0;0;0.00;0;-1
173;Rytz Philippe;Fribourg-Gottéron;Verteidiger;3;0;0;0;0.00;27;0
174;Savary Jean;Genève-Servette HC;Stürmer;4;0;0;0;0.00;0;0
175;Scherwey Tristan;SC Bern;Stürmer;9;0;0;0;0.00;0;-2
176;Schild Roman;SCL Tigers;Stürmer;3;0;0;0;0.00;0;-1
177;Schneuwly Cédric;EV Zug;Stürmer;2;0;0;0;0.00;0;0
178;Schnyder Daniel;ZSC Lions;Verteidiger;5;0;0;0;0.00;2;0
179;Schommer Patrick;ZSC Lions;Stürmer;2;0;0;0;0.00;0;-1
180;Sidler Patrick;Kloten Flyers;Verteidiger;15;0;0;0;0.00;4;-3
181;Sim Jonathan;Fribourg-Gottéron;Stürmer;3;0;0;0;0.00;12;-3
182;Steiner Daniel;SCL Tigers;Stürmer;4;0;0;0;0.00;2;-4
183;Stettler Martin;SC Bern;Verteidiger;7;0;0;0;0.00;0;0
184;Ulmann Tim;ZSC Lions;Stürmer;5;0;0;0;0.00;0;0
185;Untersander Ramon;HC Davos;Verteidiger;9;0;0;0;0.00;0;2
186;Vukovic Daniel;Genève-Servette HC;Verteidiger;6;0;0;0;0.00;12;2
187;Welti Marc;Kloten Flyers;Verteidiger;16;0;0;0;0.00;6;1
