Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Fr;13.02.2015;19:45;SCL Tigers;Hockey Thurgau; 3:2; 1:0|1:1|0:1|1:0;OT;;False;Ilfis Stadion, Langnau;4940
Fr;13.02.2015;19:45;EHC Visp;EHC Olten; 3:4; 0:0|1:2|2:1|0:1;OT;;False;Litternahalle, Visp;3612
Fr;13.02.2015;20:00;HC Red Ice;HC Ajoie; 0:2; 0:1|0:0|0:1;;;False;Patinoire du Forum, Martigny;2428
Fr;13.02.2015;20:00;HC La Chaux-de-Fonds;SC Langenthal; 4:1; 1:1|2:0|1:0;;;False;P. des Mélèzes, La Chaux-de-Fonds;2643
So;15.02.2015;17:00;Hockey Thurgau;SCL Tigers; 2:6; 2:0|0:3|0:3;;;False;KEB Güttingersreuti, Weinfelden;1702
So;15.02.2015;17:30;EHC Olten;EHC Visp; 6:1; 0:0|2:1|4:0;;;False;KEB Kleinholz, Olten;4794
So;15.02.2015;18:15;SC Langenthal;HC La Chaux-de-Fonds; 4:2; 1:0|3:1|0:1;;;False;KEB Schoren, Langenthal;2556
So;15.02.2015;18:15;HC Ajoie;HC Red Ice; 2:4; 0:2|1:1|1:1;;;False;Patinoire Voyeboeuf, Porrentruy;2333
Di;17.02.2015;19:45;SCL Tigers;Hockey Thurgau; 7:1; 2:0|3:0|2:1;;;False;Ilfis Stadion, Langnau;4858
Di;17.02.2015;19:45;HC La Chaux-de-Fonds;SC Langenthal; 4:2; 2:0|1:2|1:0;;;False;P. des Mélèzes, La Chaux-de-Fonds;2467
Di;17.02.2015;19:45;EHC Visp;EHC Olten; 3:4; 1:2|1:1|1:0|0:1;OT;;False;Litternahalle, Visp;3457
Di;17.02.2015;20:00;HC Red Ice;HC Ajoie; 3:2; 1:1|1:0|0:1|1:0;OT;;False;Patinoire du Forum, Martigny;2048
Fr;20.02.2015;19:45;SC Langenthal;HC La Chaux-de-Fonds; 3:2; 1:2|1:0|1:0;;;False;KEB Schoren, Langenthal;2433
Fr;20.02.2015;19:45;Hockey Thurgau;SCL Tigers; 2:3; 1:2|1:0|0:0|0:1;OT;;False;KEB Güttingersreuti, Weinfelden;1274
Fr;20.02.2015;20:00;HC Ajoie;HC Red Ice; 4:2; 0:2|2:0|2:0;;;False;Patinoire Voyeboeuf, Porrentruy;2678
Fr;20.02.2015;20:00;EHC Olten;EHC Visp; 5:1; 2:0|1:0|2:1;;;False;KEB Kleinholz, Olten;5768
So;22.02.2015;17:30;HC Red Ice;HC Ajoie; 2:1; 0:1|1:0|0:0|1:0;SO;;False;Patinoire du Forum, Martigny;2635
So;22.02.2015;18:15;HC La Chaux-de-Fonds;SC Langenthal; 4:3; 3:1|0:2|1:0;;;False;P. des Mélèzes, La Chaux-de-Fonds;3391
Di;24.02.2015;19:45;HC Ajoie;HC Red Ice; 4:5; 2:0|1:2|1:3;;;False;Patinoire Voyeboeuf, Porrentruy;2224
Di;24.02.2015;19:45;SC Langenthal;HC La Chaux-de-Fonds; 3:2; 1:1|0:0|2:1;;;False;KEB Schoren, Langenthal;2357
Fr;27.02.2015;19:45;HC La Chaux-de-Fonds;SC Langenthal; 3:7; 1:3|1:1|1:3;;;False;P. des Mélèzes, La Chaux-de-Fonds;4237
