Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Di;16.02.2016;19:45;SC Rapperswil-Jona Lakers;Hockey Thurgau; 1:0; 0:0|1:0|0:0;;;False;Diners Club Arena, Rapperswil;2732
Di;16.02.2016;19:45;SC Langenthal;HC Red Ice; 2:1; 1:0|0:0|1:1;;;False;KEB Schoren, Langenthal;2330
Di;16.02.2016;20:00;HC La Chaux-de-Fonds;HC Ajoie; 3:1; 1:0|1:0|1:1;;;False;P. des Mélèzes, La Chaux-de-Fonds;3319
Di;16.02.2016;20:00;EHC Olten;EHC Visp; 6:1; 2:1|2:0|2:0;;;False;KEB Kleinholz, Olten;4307
Fr;19.02.2016;19:45;HC Ajoie;HC La Chaux-de-Fonds; 3:1; 1:0|1:1|1:0;;;False;Patinoire Voyeboeuf, Porrentruy;3031
Fr;19.02.2016;19:45;HC Red Ice;SC Langenthal; 3:2; 3:0|0:1|0:1;;;False;Patinoire du Forum, Martigny;2478
Fr;19.02.2016;19:45;EHC Visp;EHC Olten; 2:3; 1:1|1:1|0:1;;;False;Litternahalle, Visp;4012
Fr;19.02.2016;20:00;Hockey Thurgau;SC Rapperswil-Jona Lakers; 5:2; 3:1|1:1|1:0;;;False;KEB Güttingersreuti, Weinfelden;1449
So;21.02.2016;17:30;EHC Olten;EHC Visp; 2:3; 0:0|1:2|1:1;;;False;KEB Kleinholz, Olten;5197
So;21.02.2016;18:15;SC Rapperswil-Jona Lakers;Hockey Thurgau; 2:3; 0:0|0:2|2:0|0:1;OT;;False;Diners Club Arena, Rapperswil;3260
So;21.02.2016;18:15;SC Langenthal;HC Red Ice; 4:1; 1:0|1:0|2:1;;;False;KEB Schoren, Langenthal;3454
So;21.02.2016;18:15;HC La Chaux-de-Fonds;HC Ajoie; 1:3; 0:2|0:1|1:0;;;False;P. des Mélèzes, La Chaux-de-Fonds;4479
Di;23.02.2016;19:45;EHC Visp;EHC Olten; 2:1; 0:0|1:0|1:1;;;False;Litternahalle, Visp;3890
Di;23.02.2016;19:45;HC Red Ice;SC Langenthal; 2:1; 0:0|1:1|1:0;;;False;Patinoire du Forum, Martigny;1924
Di;23.02.2016;20:00;HC Ajoie;HC La Chaux-de-Fonds; 0:1; 0:1|0:0|0:0;;;False;Patinoire Voyeboeuf, Porrentruy;3128
Di;23.02.2016;20:00;Hockey Thurgau;SC Rapperswil-Jona Lakers; 3:2; 1:0|1:1|1:1;;;False;KEB Güttingersreuti, Weinfelden;1809
Fr;26.02.2016;19:45;SC Langenthal;HC Red Ice; 0:4; 0:0|0:0|0:4;;;False;KEB Schoren, Langenthal;2571
Fr;26.02.2016;19:45;HC La Chaux-de-Fonds;HC Ajoie; 1:6; 0:4|0:0|1:2;;;False;P. des Mélèzes, La Chaux-de-Fonds;4062
Fr;26.02.2016;19:45;SC Rapperswil-Jona Lakers;Hockey Thurgau; 5:0; 0:0|1:0|4:0;;;False;Diners Club Arena, Rapperswil;3728
Fr;26.02.2016;20:00;EHC Olten;EHC Visp; 9:4; 3:1|0:3|6:0;;;False;KEB Kleinholz, Olten;5043
So;28.02.2016;17:30;HC Ajoie;HC La Chaux-de-Fonds; 5:1; 4:0|0:0|1:1;;;False;Patinoire Voyeboeuf, Porrentruy;3633
So;28.02.2016;18:15;Hockey Thurgau;SC Rapperswil-Jona Lakers; 2:4; 1:1|1:1|0:2;;;False;KEB Güttingersreuti, Weinfelden;2489
So;28.02.2016;18:15;EHC Visp;EHC Olten; 5:2; 3:2|0:0|2:0;;;False;Litternahalle, Visp;4300
So;28.02.2016;18:15;HC Red Ice;SC Langenthal; 3:2; 1:1|1:1|0:0|1:0;SO;;False;Patinoire du Forum, Martigny;3520
Di;01.03.2016;19:45;SC Rapperswil-Jona Lakers;Hockey Thurgau; 4:1; 1:0|2:1|1:0;;;False;Diners Club Arena, Rapperswil;4442
Di;01.03.2016;19:45;EHC Olten;EHC Visp; 4:2; 2:1|2:1|0:0;;;False;KEB Kleinholz, Olten;5563
