Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
So;03.03.2013;18:15;SC Langenthal;EHC Olten; 2:1; 0:1|2:0|0:0;;;False;KEB Schoren, Langenthal;4129
So;03.03.2013;18:15;HC Ajoie;Lausanne HC; 1:6; 0:3|1:2|0:1;;;False;P. d'Ajoie SA, Porrentruy;3241
Di;05.03.2013;20:00;EHC Olten;SC Langenthal; 3:2; 0:1|1:0|1:1|1:0;OT;;False;KEB Kleinholz, Olten;4742
Di;05.03.2013;20:00;Lausanne HC;HC Ajoie; 3:6; 1:1|1:3|1:2;;;False;P. de Malley, Lausanne;5588
Fr;08.03.2013;20:00;SC Langenthal;EHC Olten; 6:5; 1:2|1:3|3:0|1:0;OT;;False;KEB Schoren, Langenthal;4387
Fr;08.03.2013;20:00;HC Ajoie;Lausanne HC; 1:5; 0:4|0:0|1:1;;;False;P. d'Ajoie SA, Porrentruy;3014
So;10.03.2013;17:35;EHC Olten;SC Langenthal; 4:2; 0:2|1:0|3:0;;;False;KEB Kleinholz, Olten;6040
So;10.03.2013;18:15;Lausanne HC;HC Ajoie; 4:0; 1:0|2:0|1:0;;;False;P. de Malley, Lausanne;7126
Di;12.03.2013;20:00;SC Langenthal;EHC Olten; 4:5; 0:0|1:2|3:2|0:1;OT;;False;KEB Schoren, Langenthal;3575
Di;12.03.2013;20:00;HC Ajoie;Lausanne HC; 4:2; 1:0|1:1|2:1;;;False;P. d'Ajoie SA, Porrentruy;2687
Fr;15.03.2013;20:00;EHC Olten;SC Langenthal; 5:3; 1:2|2:0|2:1;;;False;KEB Kleinholz, Olten;6040
Fr;15.03.2013;20:00;Lausanne HC;HC Ajoie; 3:2; 2:0|1:1|0:1;;;False;P. de Malley, Lausanne;6614
