Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
So;12.02.2012;17:02;HC La Chaux-de-Fonds;HC Ajoie; 5:3; 0:0|4:1|1:2;;;False;Chaux-de-Fds;4417
So;12.02.2012;17:30;SC Langenthal;EHC Basel Sharks; 6:0; 0:0|2:0|4:0;;;False;Schoren Langenthal;2275
So;12.02.2012;17:45;EHC Visp;EHC Olten; 6:3; 1:2|1:1|4:0;;;False;Litternahalle Visp;3902
So;12.02.2012;18:30;Lausanne HC;GCK Lions; 5:2; 1:0|0:1|4:1;;;False;Lausanne Malley;4891
Di;14.02.2012;19:45;HC Ajoie;HC La Chaux-de-Fonds; 2:1; 1:1|0:0|1:0;;;False;Porrentruy;2252
Di;14.02.2012;20:00;GCK Lions;Lausanne HC; 2:5; 1:1|1:3|0:1;;;False;KE Küsnacht;300
Di;14.02.2012;20:10;EHC Basel Sharks;SC Langenthal; 2:5; 1:4|1:0|0:1;;;False;Basel St. Jakobarena;1693
Di;14.02.2012;21:00;EHC Olten;EHC Visp; 2:1; 0:1|0:0|1:0|1:0;OT;;False;Kleinholz Olten;3294
Fr;17.02.2012;19:45;Lausanne HC;GCK Lions; 5:1; 0:0|2:1|3:0;;;False;Lausanne Malley;5319
Fr;17.02.2012;20:00;SC Langenthal;EHC Basel Sharks; 2:1; 1:0|1:1|0:0;;;False;Schoren Langenthal;2495
Fr;17.02.2012;20:00;HC La Chaux-de-Fonds;HC Ajoie; 3:4; 1:2|2:1|0:0|0:1;OT;;False;Chaux-de-Fds;4673
Fr;17.02.2012;20:00;EHC Visp;EHC Olten; 5:2; 1:1|3:0|1:1;;;False;Litternahalle Visp;3688
So;19.02.2012;16:00;GCK Lions;Lausanne HC; 5:2; 1:0|2:1|2:1;;;False;KE Küsnacht;520
So;19.02.2012;16:00;EHC Basel Sharks;SC Langenthal; 2:3; 1:1|1:1|0:0|0:1;OT;;False;Basel St. Jakobarena;1829
So;19.02.2012;17:30;HC Ajoie;HC La Chaux-de-Fonds; 1:2; 0:0|1:1|0:0|0:1;SO;;False;Porrentruy;3825
So;19.02.2012;18:30;EHC Olten;EHC Visp; 2:4; 2:0|0:2|0:2;;;False;Kleinholz Olten;3665
Di;21.02.2012;19:45;Lausanne HC;GCK Lions; 2:1; 0:0|0:1|1:0|1:0;OT;;False;Lausanne Malley;4365
Di;21.02.2012;19:45;HC La Chaux-de-Fonds;HC Ajoie; 3:4; 2:1|1:2|0:0|0:1;OT;;False;Chaux-de-Fds;4431
Di;21.02.2012;20:00;EHC Visp;EHC Olten; 6:2; 3:0|2:0|1:2;;;False;Litternahalle Visp;3892
Fr;24.02.2012;19:45;HC Ajoie;HC La Chaux-de-Fonds; 3:7; 1:3|1:4|1:0;;;False;Porrentruy;4018
So;26.02.2012;18:30;HC La Chaux-de-Fonds;HC Ajoie; 3:2; 1:2|0:0|1:0|1:0;OT;;False;Chaux-de-Fds;5800
