Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Sa;02.03.2013;19:45;SC Bern;Genève-Servette HC; 4:0; 0:0|2:0|2:0;;;False;Postfinance Arena, Bern;16131
Sa;02.03.2013;19:45;ZSC Lions;HC Davos; 2:3; 1:1|1:1|0:1;;;False;Hallenstadion AG, Zürich;9670
Sa;02.03.2013;20:15;Fribourg-Gottéron;EHC Biel; 4:2; 2:0|1:2|1:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;02.03.2013;20:15;EV Zug;HC Lugano; 2:1; 1:1|1:0|0:0;;;False;BOSSARD Arena, Zug;7015
Di;05.03.2013;19:45;EHC Biel;Fribourg-Gottéron; 1:4; 0:2|0:0|1:2;;;False;Eisstadion, Biel-Bienne;6009
Di;05.03.2013;19:45;HC Lugano;EV Zug; 2:1; 0:0|1:1|1:0;;;False;Pista Resega, Porza;5081
Di;05.03.2013;20:15;Genève-Servette HC;SC Bern; 5:2; 2:1|1:0|2:1;;;False;Les Vernets, Genève;7135
Di;05.03.2013;20:15;HC Davos;ZSC Lions; 3:5; 0:2|3:1|0:2;;;False;Vaillant Arena, Davos;4954
Do;07.03.2013;19:45;Fribourg-Gottéron;EHC Biel; 3:2; 2:0|1:1|0:1;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Do;07.03.2013;19:45;ZSC Lions;HC Davos; 0:3; 0:1|0:1|0:1;;;False;Hallenstadion AG, Zürich;10369
Do;07.03.2013;20:15;SC Bern;Genève-Servette HC; 5:6; 1:2|1:2|3:1|0:1;OT;;False;Postfinance Arena, Bern;16011
Do;07.03.2013;20:15;EV Zug;HC Lugano; 2:3; 2:1|0:1|0:1;;;False;BOSSARD Arena, Zug;7015
Sa;09.03.2013;19:45;Genève-Servette HC;SC Bern; 2:1; 0:0|2:1|0:0;;;False;Les Vernets, Genève;7135
Sa;09.03.2013;19:45;HC Davos;ZSC Lions; 3:2; 2:1|1:1|0:0;;;False;Vaillant Arena, Davos;6836
Sa;09.03.2013;20:15;EHC Biel;Fribourg-Gottéron; 5:4; 3:2|1:0|0:2|1:0;SO;;False;Eisstadion, Biel-Bienne;6200
Sa;09.03.2013;20:15;HC Lugano;EV Zug; 3:4; 1:2|2:0|0:1|0:1;OT;;False;Pista Resega, Porza;6647
Di;12.03.2013;19:45;Fribourg-Gottéron;EHC Biel; 1:3; 0:2|0:0|1:1;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Di;12.03.2013;19:45;EV Zug;HC Lugano; 5:3; 0:0|1:2|4:1;;;False;BOSSARD Arena, Zug;7015
Di;12.03.2013;20:15;SC Bern;Genève-Servette HC; 2:1; 0:0|1:1|0:0|1:0;OT;;False;Postfinance Arena, Bern;16517
Di;12.03.2013;20:15;ZSC Lions;HC Davos; 5:1; 0:0|3:0|2:1;;;False;Hallenstadion AG, Zürich;10113
Do;14.03.2013;19:45;EHC Biel;Fribourg-Gottéron; 4:3; 3:1|0:2|0:0|1:0;SO;;False;Eisstadion, Biel-Bienne;6060
Do;14.03.2013;19:45;HC Davos;ZSC Lions; 2:3; 0:1|1:2|1:0;;;False;Vaillant Arena, Davos;4938
Do;14.03.2013;20:15;Genève-Servette HC;SC Bern; 3:4; 0:1|3:0|0:2|0:1;SO;;False;Les Vernets, Genève;7135
Do;14.03.2013;20:15;HC Lugano;EV Zug; 2:1; 1:0|1:0|0:1;;;False;Pista Resega, Porza;5213
Sa;16.03.2013;19:45;Fribourg-Gottéron;EHC Biel; 6:1; 3:0|3:1|0:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;16.03.2013;19:45;SC Bern;Genève-Servette HC; 4:1; 1:0|3:0|0:1;;;False;Postfinance Arena, Bern;17131
Sa;16.03.2013;20:15;EV Zug;HC Lugano; 4:1; 1:0|1:1|2:0;;;False;BOSSARD Arena, Zug;7015
Sa;16.03.2013;20:15;ZSC Lions;HC Davos; 2:0; 0:0|2:0|0:0;;;False;Hallenstadion AG, Zürich;11200
