Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Do;03.03.2016;19:45;EV Zug;HC Lugano; 1:2; 0:0|0:1|1:0|0:1;SO;;False;BOSSARD Arena, Zug;7015
Do;03.03.2016;19:45;ZSC Lions;SC Bern; 3:4; 1:1|1:1|1:1|0:1;SO;;False;Hallenstadion AG, Zürich;10066
Do;03.03.2016;20:15;Genève-Servette HC;Fribourg-Gottéron; 3:1; 1:0|1:0|1:1;;;False;Les Vernets, Genève;6527
Do;03.03.2016;20:15;HC Davos;Kloten Flyers; 4:1; 1:0|2:1|1:0;;;False;Vaillant Arena, Davos;5597
Sa;05.03.2016;19:45;Kloten Flyers;HC Davos; 3:5; 1:2|2:2|0:1;;;False;SWISS Arena, Kloten;6900
Sa;05.03.2016;19:45;Fribourg-Gottéron;Genève-Servette HC; 3:4; 2:0|1:2|0:1|0:1;OT;;False;BCF Arena, Fribourg;6500
Sa;05.03.2016;20:15;SC Bern;ZSC Lions; 2:1; 0:1|1:0|1:0;;;False;PostFinance-Arena, Bern;17031
Sa;05.03.2016;20:15;HC Lugano;EV Zug; 4:2; 1:1|2:1|1:0;;;False;Pista Resega, Porza;6746
Di;08.03.2016;19:45;HC Davos;Kloten Flyers; 3:1; 2:0|0:0|1:1;;;False;Vaillant Arena, Davos;5363
Di;08.03.2016;19:45;ZSC Lions;SC Bern; 3:4; 1:0|1:2|1:1|0:1;OT;;False;Hallenstadion AG, Zürich;11200
Di;08.03.2016;20:15;EV Zug;HC Lugano; 2:5; 0:2|1:2|1:1;;;False;BOSSARD Arena, Zug;7015
Di;08.03.2016;20:15;Genève-Servette HC;Fribourg-Gottéron; 4:1; 2:0|2:1|0:0;;;False;Les Vernets, Genève;7135
Do;10.03.2016;19:45;Kloten Flyers;HC Davos; 1:4; 0:1|0:1|1:2;;;False;SWISS Arena, Kloten;6146
Do;10.03.2016;19:45;HC Lugano;EV Zug; 5:4; 1:2|3:1|1:1;;;False;Pista Resega, Porza;6761
Do;10.03.2016;20:15;Fribourg-Gottéron;Genève-Servette HC; 3:0; 0:0|2:0|1:0;;;False;BCF Arena, Fribourg;6104
Do;10.03.2016;20:15;SC Bern;ZSC Lions; 3:0; 1:0|1:0|1:0;;;False;PostFinance-Arena, Bern;17031
Sa;12.03.2016;20:15;Genève-Servette HC;Fribourg-Gottéron; 4:1; 2:1|1:0|1:0;;;False;Les Vernets, Genève;6975
