Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Sa;28.02.2015;19:45;SC Bern;Lausanne HC; 1:0; 1:0|0:0|0:0;;;False;PostFinance-Arena, Bern;16873
Sa;28.02.2015;19:45;ZSC Lions;EHC Biel; 0:5; 0:3|0:2|0:0;;;False;Hallenstadion AG, Zürich;10067
Sa;28.02.2015;20:15;EV Zug;HC Davos; 1:6; 1:1|0:1|0:4;;;False;BOSSARD Arena, Zug;7015
Sa;28.02.2015;20:15;HC Lugano;Genève-Servette HC; 2:3; 0:1|2:1|0:1;;;False;Pista Resega, Porza;6285
Di;03.03.2015;19:45;EHC Biel;ZSC Lions; 1:3; 0:1|0:1|1:1;;;False;Eisstadion, Biel-Bienne;5783
Di;03.03.2015;19:45;HC Davos;EV Zug; 0:1; 0:0|0:0|0:1;;;False;Vaillant Arena, Davos;5008
Di;03.03.2015;20:15;Genève-Servette HC;HC Lugano; 2:1; 0:0|1:1|1:0;;;False;Les Vernets, Genève;6929
Di;03.03.2015;20:15;Lausanne HC;SC Bern; 2:1; 0:0|2:0|0:1;;;False;P. de Malley, Lausanne;7470
Do;05.03.2015;19:45;HC Lugano;Genève-Servette HC; 2:0; 1:0|0:0|1:0;;;False;Pista Resega, Porza;5822
Do;05.03.2015;19:45;EV Zug;HC Davos; 3:4; 2:1|0:1|1:1|0:1;OT;;False;BOSSARD Arena, Zug;7015
Do;05.03.2015;20:15;SC Bern;Lausanne HC; 1:2; 1:0|0:1|0:0|0:1;SO;;False;PostFinance-Arena, Bern;16534
Do;05.03.2015;20:15;ZSC Lions;EHC Biel; 2:3; 1:2|1:0|0:0|0:1;SO;;False;Hallenstadion AG, Zürich;10170
Sa;07.03.2015;19:45;EHC Biel;ZSC Lions; 2:3; 0:0|2:0|0:2|0:1;OT;;False;Eisstadion, Biel-Bienne;6200
Sa;07.03.2015;19:45;Lausanne HC;SC Bern; 1:2; 0:0|1:1|0:1;;;False;P. de Malley, Lausanne;7600
Sa;07.03.2015;20:15;Genève-Servette HC;HC Lugano; 2:7; 0:0|2:5|0:2;;;False;Les Vernets, Genève;7135
Sa;07.03.2015;20:15;HC Davos;EV Zug; 3:4; 1:1|1:3|1:0;;;False;Vaillant Arena, Davos;6800
Di;10.03.2015;19:45;ZSC Lions;EHC Biel; 3:0; 1:0|0:0|2:0;;;False;Hallenstadion AG, Zürich;9475
Di;10.03.2015;19:45;EV Zug;HC Davos; 1:3; 0:0|1:1|0:2;;;False;BOSSARD Arena, Zug;7015
Di;10.03.2015;20:15;SC Bern;Lausanne HC; 3:0; 0:0|1:0|2:0;;;False;PostFinance-Arena, Bern;16436
Di;10.03.2015;20:15;HC Lugano;Genève-Servette HC; 2:4; 0:2|1:1|1:1;;;False;Pista Reseghina, Porza;6311
Do;12.03.2015;19:45;EHC Biel;ZSC Lions; 3:1; 0:0|1:0|2:1;;;False;Eisstadion, Biel-Bienne;6123
Do;12.03.2015;19:45;HC Davos;EV Zug; 4:3; 0:2|3:0|1:1;;;False;Vaillant Arena, Davos;5117
Do;12.03.2015;20:15;Genève-Servette HC;HC Lugano; 5:2; 2:0|2:0|1:2;;;False;Les Vernets, Genève;7057
Do;12.03.2015;20:15;Lausanne HC;SC Bern; 2:1; 0:0|0:1|2:0;;;False;P. de Malley, Lausanne;7600
Sa;14.03.2015;20:15;SC Bern;Lausanne HC; 2:1; 1:0|0:0|0:1|1:0;OT;;False;PostFinance-Arena, Bern;17131
Sa;14.03.2015;20:15;ZSC Lions;EHC Biel; 5:2; 2:1|2:0|1:1;;;False;Hallenstadion AG, Zürich;11200
