Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Sa;15.11.2014;19:45;Genève-Servette HC;HC Ambri-Piotta; 4:2; 2:1|2:1|0:0;;;False;Les Vernets, Genève;7135
Sa;15.11.2014;19:45;Kloten Flyers;Fribourg-Gottéron; 2:4; 2:0|0:2|0:2;;;False;Kolping Arena, Kloten;4925
Sa;15.11.2014;19:45;ZSC Lions;HC Lugano; 6:2; 0:0|2:0|4:2;;;False;Hallenstadion AG, Zürich;9815
Sa;15.11.2014;19:52;SC Bern;HC Davos; 3:2; 0:0|1:1|1:1|1:0;SO;;False;PostFinance-Arena, Bern;17131
So;16.11.2014;15:45;HC Davos;ZSC Lions; 2:1; 1:0|1:1|0:0;;;False;Vaillant Arena, Davos;5654
Di;18.11.2014;19:45;HC Ambri-Piotta;Lausanne HC; 3:2; 0:0|0:1|2:1|1:0;OT;;False;Stadio Valascia, Ambri;3738
Di;18.11.2014;19:45;HC Lugano;HC Davos; 3:4; 1:0|1:1|1:2|0:1;OT;;False;Pista Resega, Porza;4857
Di;18.11.2014;19:45;Fribourg-Gottéron;SC Rapperswil-Jona Lakers; 5:4; 1:0|2:3|1:1|1:0;SO;;False;BCF Arena, Fribourg;5817
Di;18.11.2014;19:45;EV Zug;Genève-Servette HC; 6:2; 3:1|2:0|1:1;;;False;BOSSARD Arena, Zug;5494
Di;18.11.2014;19:45;Kloten Flyers;SC Bern; 2:6; 1:1|0:3|1:2;;;False;Kolping Arena, Kloten;4905
Di;18.11.2014;19:45;EHC Biel;ZSC Lions; 3:2; 0:2|1:0|1:0|1:0;OT;;False;Eisstadion, Biel-Bienne;3921
Fr;21.11.2014;19:45;HC Ambri-Piotta;SC Bern; 2:4; 1:0|1:0|0:4;;;False;Stadio Valascia, Ambri;4753
Fr;21.11.2014;19:45;Genève-Servette HC;EHC Biel; 4:2; 1:0|2:1|1:1;;;False;Les Vernets, Genève;6604
Fr;21.11.2014;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 3:2; 1:0|0:2|1:0|1:0;SO;;False;Diners Club Arena, Rapperswil;4404
Fr;21.11.2014;19:45;EV Zug;HC Lugano; 1:7; 0:5|0:1|1:1;;;False;BOSSARD Arena, Zug;6706
Fr;21.11.2014;19:45;HC Davos;Kloten Flyers; 1:2; 0:1|1:1|0:0;;;False;Vaillant Arena, Davos;4110
Fr;21.11.2014;19:45;Fribourg-Gottéron;Lausanne HC; 2:1; 1:0|0:0|1:1;;;False;BCF Arena, Fribourg;6522
Sa;22.11.2014;19:45;SC Bern;EV Zug; 3:4; 1:2|0:1|2:0|0:1;SO;;False;PostFinance-Arena, Bern;16251
Sa;22.11.2014;19:45;Lausanne HC;Genève-Servette HC; 1:4; 0:1|1:2|0:1;;;False;P. de Malley, Lausanne;7561
Sa;22.11.2014;19:45;ZSC Lions;HC Davos; 3:0; 0:0|0:0|3:0;;;False;Hallenstadion AG, Zürich;10621
Sa;22.11.2014;19:45;EHC Biel;Fribourg-Gottéron; 3:2; 0:0|2:0|0:2|1:0;OT;;False;Eisstadion, Biel-Bienne;4945
Sa;22.11.2014;19:45;Kloten Flyers;SC Rapperswil-Jona Lakers; 4:1; 1:0|1:1|2:0;;;False;Kolping Arena, Kloten;4732
Sa;22.11.2014;20:30;HC Lugano;HC Ambri-Piotta; 4:3; 2:0|0:2|1:1|1:0;OT;;False;Pista Resega, Porza;7800
Di;25.11.2014;19:45;Lausanne HC;HC Davos; 0:3; 0:1|0:1|0:1;;;False;P. de Malley, Lausanne;6033
Di;25.11.2014;19:45;Fribourg-Gottéron;Genève-Servette HC; 4:5; 0:2|2:2|2:0|0:1;SO;;False;BCF Arena, Fribourg;5986
Di;25.11.2014;19:45;EV Zug;ZSC Lions; 3:1; 1:1|0:0|2:0;;;False;BOSSARD Arena, Zug;5951
Di;25.11.2014;19:45;SC Bern;SC Rapperswil-Jona Lakers; 3:0; 1:0|1:0|1:0;;;False;PostFinance-Arena, Bern;15361
Di;25.11.2014;19:45;Kloten Flyers;HC Ambri-Piotta; 0:3; 0:1|0:1|0:1;;;False;Kolping Arena, Kloten;4738
Fr;28.11.2014;19:45;SC Rapperswil-Jona Lakers;Lausanne HC; 0:2; 0:0|0:1|0:1;;;False;Diners Club Arena, Rapperswil;3761
Fr;28.11.2014;19:45;HC Ambri-Piotta;EV Zug; 3:2; 0:0|1:0|1:2|1:0;OT;;False;Stadio Valascia, Ambri;4992
Fr;28.11.2014;19:45;Genève-Servette HC;Kloten Flyers; 1:4; 0:1|0:1|1:2;;;False;Les Vernets, Genève;6686
Sa;29.11.2014;19:45;SC Bern;HC Davos; 2:3; 0:2|0:1|2:0;;;False;PostFinance-Arena, Bern;17131
Sa;29.11.2014;19:45;Fribourg-Gottéron;SC Rapperswil-Jona Lakers; 2:4; 0:1|0:1|2:2;;;False;BCF Arena, Fribourg;6186
Sa;29.11.2014;19:45;Kloten Flyers;HC Lugano; 1:2; 0:1|1:0|0:1;;;False;Kolping Arena, Kloten;5177
Sa;29.11.2014;19:45;EHC Biel;HC Ambri-Piotta; 6:3; 3:0|3:0|0:3;;;False;Eisstadion, Biel-Bienne;4525
So;30.11.2014;15:45;Lausanne HC;ZSC Lions; 0:1; 0:1|0:0|0:0;;;False;P. de Malley, Lausanne;6165
So;30.11.2014;15:45;HC Lugano;SC Bern; 1:2; 0:0|1:1|0:0|0:1;SO;;False;Pista Resega, Porza;6168
So;30.11.2014;15:45;HC Davos;Fribourg-Gottéron; 5:4; 1:1|2:3|2:0;;;False;Vaillant Arena, Davos;5309
So;30.11.2014;15:45;EV Zug;Genève-Servette HC; 0:2; 0:1|0:0|0:1;;;False;BOSSARD Arena, Zug;5727
Di;02.12.2014;19:45;ZSC Lions;EHC Biel; 5:2; 1:1|3:0|1:1;;;False;Hallenstadion AG, Zürich;7844
Di;02.12.2014;19:45;Fribourg-Gottéron;Kloten Flyers; 4:1; 1:0|1:0|2:1;;;False;BCF Arena, Fribourg;5579
Do;04.12.2014;19:45;Genève-Servette HC;Lausanne HC; 3:0; 0:0|2:0|1:0;;;False;Les Vernets, Genève;7135
Fr;05.12.2014;19:45;Fribourg-Gottéron;ZSC Lions; 2:5; 0:2|1:3|1:0;;;False;BCF Arena, Fribourg;6211
Fr;05.12.2014;19:45;SC Bern;HC Ambri-Piotta; 4:1; 0:0|2:1|2:0;;;False;PostFinance-Arena, Bern;15771
Fr;05.12.2014;19:45;HC Lugano;Genève-Servette HC; 1:3; 0:0|1:2|0:1;;;False;Pista Resega, Porza;4822
Sa;06.12.2014;19:45;HC Davos;SC Rapperswil-Jona Lakers; 2:1; 0:1|2:0|0:0;;;False;Vaillant Arena, Davos;5459
Sa;06.12.2014;19:45;EV Zug;SC Bern; 1:2; 1:1|0:1|0:0;;;False;BOSSARD Arena, Zug;6811
Sa;06.12.2014;19:45;EHC Biel;Fribourg-Gottéron; 1:2; 0:0|1:1|0:0|0:1;OT;;False;Eisstadion, Biel-Bienne;4857
Sa;06.12.2014;19:45;ZSC Lions;Kloten Flyers; 2:0; 2:0|0:0|0:0;;;False;Hallenstadion AG, Zürich;9687
Sa;06.12.2014;20:30;HC Ambri-Piotta;HC Lugano; 3:1; 1:0|2:0|0:1;;;False;Stadio Valascia, Ambri;6353
So;07.12.2014;15:45;Kloten Flyers;HC Davos; 5:1; 3:0|2:1|0:0;;;False;Kolping Arena, Kloten;6923
So;07.12.2014;15:45;Lausanne HC;EHC Biel; 2:1; 0:0|2:0|0:1;;;False;P. de Malley, Lausanne;6950
So;07.12.2014;15:45;SC Rapperswil-Jona Lakers;EV Zug; 4:3; 1:2|0:0|2:1|1:0;SO;;False;Diners Club Arena, Rapperswil;4285
Do;11.12.2014;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 4:3; 2:0|0:2|1:1|1:0;OT;;False;Stadio Valascia, Ambri;3752
Fr;12.12.2014;19:45;Kloten Flyers;SC Bern; 1:5; 0:0|1:2|0:3;;;False;Kolping Arena, Kloten;5352
Fr;12.12.2014;19:45;HC Davos;EHC Biel; 5:4; 2:2|2:0|1:2;;;False;Vaillant Arena, Davos;3777
Fr;12.12.2014;19:45;Fribourg-Gottéron;Lausanne HC; 2:4; 0:2|0:0|2:2;;;False;BCF Arena, Fribourg;6348
Fr;12.12.2014;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 3:2; 0:0|1:1|1:1|1:0;OT;;False;Diners Club Arena, Rapperswil;4241
Fr;12.12.2014;20:00;Genève-Servette HC;HC Ambri-Piotta; 4:2; 1:2|2:0|1:0;;;False;Les Vernets, Genève;6813
Sa;13.12.2014;19:45;Lausanne HC;HC Lugano; 5:3; 0:1|2:0|3:2;;;False;P. de Malley, Lausanne;6461
Sa;13.12.2014;19:45;EHC Biel;SC Rapperswil-Jona Lakers; 3:1; 0:0|2:0|1:1;;;False;Eisstadion, Biel-Bienne;4328
Sa;13.12.2014;19:45;SC Bern;Genève-Servette HC; 3:2; 0:1|0:1|2:0|1:0;OT;;False;PostFinance-Arena, Bern;16831
Sa;13.12.2014;19:45;EV Zug;Kloten Flyers; 3:4; 1:1|1:1|1:1|0:1;SO;;False;BOSSARD Arena, Zug;6596
So;14.12.2014;15:45;HC Lugano;EV Zug; 2:4; 1:0|1:2|0:2;;;False;Pista Resega, Porza;5435
So;14.12.2014;15:45;ZSC Lions;HC Davos; 4:1; 2:0|1:0|1:1;;;False;Hallenstadion AG, Zürich;11200
Mo;22.12.2014;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 3:5; 1:0|2:3|0:2;;;False;Diners Club Arena, Rapperswil;4911
Mo;22.12.2014;19:45;EHC Biel;Kloten Flyers; 4:2; 1:0|1:2|2:0;;;False;Eisstadion, Biel-Bienne;5283
Mo;22.12.2014;19:45;Lausanne HC;EV Zug; 3:4; 1:0|2:1|0:2|0:1;SO;;False;P. de Malley, Lausanne;7323
