Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Fr;30.09.2011;19:45;HC Lugano;EHC Biel; 4:0; 3:0|0:0|1:0;;;False;Resega Lugano;3115
Sa;01.10.2011;19:45;EHC Biel;Kloten Flyers; 1:4; 0:1|0:2|1:1;;;False;Biel;4301
Sa;01.10.2011;19:45;HC Davos;HC Ambri-Piotta; 4:1; 2:0|1:0|1:1;;;False;Vaillant Arena Davos;4786
Sa;01.10.2011;19:45;Genève-Servette HC;HC Lugano; 5:4; 1:1|1:2|2:1|1:0;SO;;False;Les Vernets Genève;6816
Sa;01.10.2011;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 2:1; 0:1|1:0|1:0;;;False;Ilfishalle Langnau;5004
Sa;01.10.2011;19:45;ZSC Lions;Fribourg-Gottéron; 1:2; 1:0|0:2|0:0;;;False;Hallenstadion Zürich;6804
Sa;01.10.2011;19:45;EV Zug;SC Bern; 4:0; 0:0|3:0|1:0;;;False;Bossard Arena Zug;6696
Di;04.10.2011;19:45;SC Bern;HC Ambri-Piotta; 5:3; 1:0|3:2|1:1;;;False;PostFinance Arena;14547
Di;04.10.2011;19:45;HC Davos;Genève-Servette HC; 5:1; 0:0|2:1|3:0;;;False;Vaillant Arena Davos;3392
Di;04.10.2011;19:45;Fribourg-Gottéron;Kloten Flyers; 2:0; 0:0|1:0|1:0;;;False;Fribourg BCF Arena;6050
Di;04.10.2011;19:45;SC Rapperswil-Jona Lakers;HC Lugano; 3:5; 1:1|1:2|1:2;;;False;Diners Club Arena;3525
Di;04.10.2011;19:45;SCL Tigers;ZSC Lions; 5:6; 2:1|2:2|1:2|0:1;OT;;False;Ilfishalle Langnau;5180
Fr;07.10.2011;19:45;SC Bern;HC Davos; 3:5; 2:0|0:3|1:2;;;False;PostFinance Arena;16131
Fr;07.10.2011;19:45;EHC Biel;SC Rapperswil-Jona Lakers; 4:0; 1:0|0:0|3:0;;;False;Biel;4052
Fr;07.10.2011;19:45;Kloten Flyers;SCL Tigers; 5:3; 1:1|2:1|2:1;;;False;Kolping Arena Kloten;5052
Fr;07.10.2011;19:45;HC Lugano;EV Zug; 3:4; 3:3|0:0|0:1;;;False;Resega Lugano;3891
Fr;07.10.2011;19:45;ZSC Lions;Genève-Servette HC; 6:3; 0:1|4:1|2:1;;;False;Hallenstadion Zürich;6283
Fr;07.10.2011;19:52;HC Ambri-Piotta;Fribourg-Gottéron; 2:3; 2:2|0:0|0:1;;;False;Ambri Valascia;4107
Sa;08.10.2011;19:45;HC Davos;SC Bern; 6:7; 3:3|1:3|2:1;;;False;Vaillant Arena Davos;5646
Sa;08.10.2011;19:45;SC Rapperswil-Jona Lakers;EHC Biel; 2:4; 0:1|1:2|1:1;;;False;Diners Club Arena;3230
Sa;08.10.2011;19:45;SCL Tigers;Kloten Flyers; 2:4; 1:1|1:2|0:1;;;False;Ilfishalle Langnau;5327
Sa;08.10.2011;19:45;EV Zug;HC Lugano; 3:2; 0:1|0:1|2:0|1:0;SO;;False;Bossard Arena Zug;7015
Sa;08.10.2011;19:50;Genève-Servette HC;ZSC Lions; 3:0; 1:0|1:0|1:0;;;False;Les Vernets Genève;6850
Sa;08.10.2011;20:10;Fribourg-Gottéron;HC Ambri-Piotta; 4:3; 1:1|2:2|0:0|1:0;OT;;False;Fribourg BCF Arena;6800
Di;11.10.2011;19:45;EHC Biel;Fribourg-Gottéron; 0:2; 0:0|0:2|0:0;;;False;Biel;4599
Di;11.10.2011;19:45;HC Davos;ZSC Lions; 5:3; 2:1|1:2|2:0;;;False;Vaillant Arena Davos;4246
Di;11.10.2011;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 0:3; 0:0|0:0|0:3;;;False;Diners Club Arena;3601
Di;11.10.2011;19:45;EV Zug;SCL Tigers; 5:2; 2:0|1:1|2:1;;;False;Bossard Arena Zug;5712
Di;11.10.2011;19:48;Genève-Servette HC;SC Bern; 1:2; 1:0|0:0|0:1|0:1;SO;;False;Les Vernets Genève;6623
Mi;12.10.2011;20:15;HC Lugano;HC Ambri-Piotta; 5:4; 0:3|2:1|2:0|1:0;SO;;False;Resega Lugano;6764
Fr;14.10.2011;19:45;HC Ambri-Piotta;EHC Biel; 1:2; 0:0|0:1|1:0|0:1;SO;;False;Ambri Valascia;3964
Fr;14.10.2011;19:45;SC Bern;SC Rapperswil-Jona Lakers; 2:1; 1:1|0:0|1:0;;;False;PostFinance Arena;14637
Fr;14.10.2011;19:45;Fribourg-Gottéron;EV Zug; 5:2; 1:1|1:1|3:0;;;False;Fribourg BCF Arena;6800
Fr;14.10.2011;19:45;Kloten Flyers;Genève-Servette HC; 4:1; 2:0|0:1|2:0;;;False;Kolping Arena Kloten;5195
Fr;14.10.2011;19:45;SCL Tigers;HC Davos; 3:1; 2:1|1:0|0:0;;;False;Ilfishalle Langnau;5750
Sa;15.10.2011;19:45;EHC Biel;SC Bern; 3:2; 1:1|2:0|0:1;;;False;Biel;5405
Sa;15.10.2011;19:45;HC Davos;Kloten Flyers; 5:2; 3:0|1:1|1:1;;;False;Vaillant Arena Davos;5292
Sa;15.10.2011;19:45;Genève-Servette HC;SCL Tigers; 1:2; 1:1|0:0|0:0|0:1;SO;;False;Les Vernets Genève;6632
Sa;15.10.2011;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 4:2; 0:1|2:0|2:1;;;False;Diners Club Arena;4103
Sa;15.10.2011;19:45;HC Lugano;Fribourg-Gottéron; 2:4; 2:0|0:2|0:2;;;False;Resega Lugano;3876
Sa;15.10.2011;19:45;EV Zug;ZSC Lions; 2:3; 1:0|1:1|0:1|0:1;OT;;False;Bossard Arena Zug;6115
So;16.10.2011;15:45;ZSC Lions;HC Lugano; 2:1; 1:0|1:1|0:0;;;False;Hallenstadion Zürich;8064
Di;18.10.2011;19:45;Genève-Servette HC;EHC Biel; 3:2; 2:0|0:1|0:1|1:0;OT;;False;Les Vernets Genève;6459
Di;18.10.2011;19:45;ZSC Lions;Kloten Flyers; 2:1; 1:0|0:1|1:0;;;False;Hallenstadion Zürich;8007
Di;18.10.2011;19:45;Fribourg-Gottéron;SC Bern; 3:2; 1:1|0:0|1:1|1:0;SO;;False;Fribourg BCF Arena;6800
Fr;21.10.2011;19:45;SC Bern;ZSC Lions; 1:2; 0:0|1:0|0:1|0:1;OT;;False;PostFinance Arena;15653
Fr;21.10.2011;19:45;EHC Biel;Genève-Servette HC; 4:2; 2:1|1:0|1:1;;;False;Eisstadion Biel;4397
Fr;21.10.2011;19:45;Kloten Flyers;HC Lugano; 9:0; 3:0|4:0|2:0;;;False;Kolping Arena Kloten;6048
Fr;21.10.2011;19:45;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 0:2; 0:1|0:0|0:1;;;False;Diners Club Arena;4111
Fr;21.10.2011;19:45;SCL Tigers;HC Ambri-Piotta; 1:3; 0:0|1:0|0:3;;;False;Ilfishalle Langnau;5264
Fr;21.10.2011;19:53;EV Zug;HC Davos; 4:5; 2:1|0:2|2:1|0:1;OT;;False;Bossard Arena Zug;7015
Sa;22.10.2011;19:45;HC Ambri-Piotta;Kloten Flyers; 2:1; 1:0|0:0|0:1|1:0;OT;;False;Ambri Valascia;3969
Sa;22.10.2011;19:45;HC Davos;SC Rapperswil-Jona Lakers; 2:1; 0:0|1:1|0:0|1:0;OT;;False;Vaillant Arena Davos;4127
Sa;22.10.2011;19:45;HC Lugano;SCL Tigers; 4:2; 2:1|0:0|2:1;;;False;Resega Lugano;3368
Sa;22.10.2011;19:45;ZSC Lions;EHC Biel; 5:2; 1:2|1:0|3:0;;;False;Hallenstadion Zürich;7004
Sa;22.10.2011;19:47;Genève-Servette HC;EV Zug; 2:3; 1:0|0:0|1:2|0:1;SO;;False;Les Vernets Genève;6728
Di;25.10.2011;19:45;SC Bern;HC Lugano; 2:5; 1:0|1:1|0:4;;;False;PostFinance Arena;15257
Di;25.10.2011;19:45;EHC Biel;HC Davos; 1:2; 0:1|1:1|0:0;;;False;Biel;4249
Di;25.10.2011;19:45;Kloten Flyers;ZSC Lions; 2:0; 1:0|1:0|0:0;;;False;Kolping Arena Kloten;6320
Di;25.10.2011;19:45;SC Rapperswil-Jona Lakers;EV Zug; 4:2; 0:0|2:1|2:1;;;False;Diners Club Arena;3379
Di;25.10.2011;19:45;SCL Tigers;Fribourg-Gottéron; 2:3; 1:1|0:2|1:0;;;False;Ilfishalle Langnau;5230
Di;25.10.2011;19:45;Genève-Servette HC;HC Ambri-Piotta; 2:3; 0:1|2:0|0:2;;;False;Les Vernets Genève;6394
Fr;28.10.2011;19:45;EHC Biel;SCL Tigers; 1:2; 1:2|0:0|0:0;;;False;Biel;4634
Fr;28.10.2011;19:45;Kloten Flyers;SC Bern; 1:3; 0:0|1:1|0:2;;;False;Kolping Arena Kloten;6283
Fr;28.10.2011;19:45;HC Lugano;HC Davos; 3:0; 0:0|2:0|1:0;;;False;Resega Lugano;4118
Fr;28.10.2011;19:45;ZSC Lions;SC Rapperswil-Jona Lakers; 5:1; 1:1|4:0|0:0;;;False;Hallenstadion Zürich;7046
Fr;28.10.2011;20:15;Genève-Servette HC;Fribourg-Gottéron; 4:3; 1:0|1:1|1:2|1:0;SO;;False;Les Vernets Genève;7071
Sa;29.10.2011;19:45;SC Bern;Genève-Servette HC; 2:0; 1:0|1:0|0:0;;;False;PostFinance Arena;15332
Sa;29.10.2011;19:45;HC Davos;ZSC Lions; 3:2; 1:0|0:0|2:2;;;False;Vaillant Arena Davos;5668
Sa;29.10.2011;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 2:4; 1:2|1:0|0:2;;;False;Diners Club Arena;4019
Sa;29.10.2011;19:45;SCL Tigers;EV Zug; 1:4; 1:0|0:1|0:3;;;False;Ilfishalle Langnau;5385
Sa;29.10.2011;20:15;HC Ambri-Piotta;HC Lugano; 0:3; 0:0|0:2|0:1;;;False;Ambri Valascia;7000
Di;01.11.2011;19:45;HC Ambri-Piotta;SC Bern; 0:4; 0:1|0:2|0:1;;;False;Ambri Valascia;3534
Di;01.11.2011;19:45;EHC Biel;EV Zug; 2:4; 1:3|0:1|1:0;;;False;Biel;3896
Di;01.11.2011;19:45;Kloten Flyers;Fribourg-Gottéron; 1:3; 0:1|0:1|1:1;;;False;Kolping Arena Kloten;5842
Di;01.11.2011;19:45;HC Lugano;SC Rapperswil-Jona Lakers; 7:2; 2:1|3:0|2:1;;;False;Resega Lugano;3466
Di;01.11.2011;19:45;ZSC Lions;SCL Tigers; 4:2; 1:0|3:1|0:1;;;False;Hallenstadion Zürich;7003
Di;01.11.2011;19:47;Genève-Servette HC;HC Davos; 4:0; 0:0|2:0|2:0;;;False;Les Vernets Genève;6501
Fr;04.11.2011;19:45;EHC Biel;HC Lugano; 3:0; 0:0|2:0|1:0;;;False;Eistadion Biel;4531
Fr;04.11.2011;19:45;HC Davos;Fribourg-Gottéron; 4:1; 1:0|2:1|1:0;;;False;Vaillant Arena Davos;4278
Fr;04.11.2011;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 2:1; 0:0|1:1|1:0;;;False;Les Vernets Genève;6523
Fr;04.11.2011;19:45;SCL Tigers;SC Bern; 6:4; 0:1|2:1|4:2;;;False;Ilfishalle Langnau;5984
Fr;04.11.2011;19:45;EV Zug;Kloten Flyers; 2:1; 0:0|0:0|2:1;;;False;Bossard Arena Zug;6808
Sa;05.11.2011;19:45;HC Ambri-Piotta;HC Davos; 1:2; 0:1|0:0|1:0|0:1;SO;;False;Ambri Valascia;4132
Sa;05.11.2011;19:45;Fribourg-Gottéron;ZSC Lions; 6:2; 0:2|2:0|4:0;;;False;Fribourg BCF Arena;6800
Sa;05.11.2011;19:45;Kloten Flyers;EHC Biel; 2:1; 1:0|1:1|0:0;;;False;Kolping Arena Kloten;5440
Sa;05.11.2011;19:45;SC Rapperswil-Jona Lakers;SCL Tigers; 0:4; 0:1|0:2|0:1;;;False;Diners Club Arena;4079
Sa;05.11.2011;19:45;HC Lugano;Genève-Servette HC; 4:3; 2:1|1:0|0:2|1:0;SO;;False;Resega Lugano;3782
Sa;05.11.2011;19:46;SC Bern;EV Zug; 4:3; 0:1|2:1|1:1|1:0;SO;;False;PostFinance Arena;15955
Di;15.11.2011;19:45;EV Zug;EHC Biel; 3:4; 1:0|0:2|2:1|0:1;SO;;False;Bossard Arena Zug;5006
Di;15.11.2011;19:45;Genève-Servette HC;HC Davos; 3:4; 2:0|0:2|1:1|0:1;SO;;False;Les Vernets Genève;6708
Di;15.11.2011;19:45;ZSC Lions;SC Bern; 2:3; 0:2|0:0|2:1;;;False;Hallenstadion Zürich;7528
Fr;18.11.2011;19:45;EHC Biel;SC Bern; 1:3; 0:1|1:0|0:2;;;False;Eisstadion Biel;5542
Fr;18.11.2011;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 0:2; 0:0|0:1|0:1;;;False;Diners Club Arena;4113
Fr;18.11.2011;19:45;EV Zug;HC Ambri-Piotta; 4:3; 0:0|2:2|1:1|1:0;SO;;False;Bossard Arena Zug;7015
Fr;18.11.2011;20:15;Fribourg-Gottéron;Genève-Servette HC; 3:0; 2:0|1:0|0:0;;;False;Fribourg BCF Arena;6800
Sa;19.11.2011;19:45;HC Ambri-Piotta;SCL Tigers; 1:2; 0:0|0:1|1:0|0:1;OT;;False;Ambri Valascia;3674
Sa;19.11.2011;19:45;SC Bern;Fribourg-Gottéron; 4:1; 2:0|0:1|2:0;;;False;PostFinance Arena;17131
Sa;19.11.2011;19:45;HC Davos;SC Rapperswil-Jona Lakers; 3:4; 2:1|0:2|1:1;;;False;Vaillant Arena Davos;3071
Sa;19.11.2011;19:45;Genève-Servette HC;EHC Biel; 0:3; 0:0|0:2|0:1;;;False;Les Vernets Genève;6757
Sa;19.11.2011;19:45;ZSC Lions;Kloten Flyers; 3:2; 1:0|0:2|1:0|1:0;SO;;False;Hallenstadion Zürich;8561
