Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Fr;11.09.2009;19:45;EHC Biel;Genève-Servette HC; 1:3; 0:1|0:2|1:0;;;False;Biel;4888
Fr;11.09.2009;19:45;Fribourg-Gottéron;SC Bern; 1:4; 0:1|0:0|1:3;;;False;Fribourg St-Léonard;7000
Fr;11.09.2009;19:45;Kloten Flyers;SC Rapperswil-Jona Lakers; 1:3; 1:1|0:1|0:1;;;False;Kolping Arena Kloten;5540
Fr;11.09.2009;19:45;SCL Tigers;EV Zug; 4:5; 1:3|2:0|1:2;;;False;Ilfishalle Langnau;5284
Fr;11.09.2009;19:45;ZSC Lions;HC Davos; 3:5; 1:1|1:2|1:2;;;False;Hallenstadion Zürich;8478
Fr;11.09.2009;20:15;HC Ambri-Piotta;HC Lugano; 6:3; 2:2|0:0|4:1;;;False;Ambri Valascia;7000
Sa;12.09.2009;19:45;SC Bern;EHC Biel; 5:0; 3:0|1:0|1:0;;;False;PostFinance Arena;16554
Sa;12.09.2009;19:45;HC Lugano;SCL Tigers; 6:5; 1:4|0:0|4:1|1:0;SO;;False;Lugano;3671
Sa;12.09.2009;19:45;EV Zug;HC Ambri-Piotta; 4:0; 1:0|2:0|1:0;;;False;Zug;5323
Sa;12.09.2009;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 2:3; 0:1|1:1|1:1;;;False;Diners Club Arena;5209
Sa;12.09.2009;19:45;HC Davos;Kloten Flyers; 2:1; 1:1|1:0|0:0;;;False;Vaillant Arena Davos;4962
Sa;12.09.2009;20:15;Fribourg-Gottéron;Genève-Servette HC; 2:4; 0:1|1:1|1:2;;;False;Fribourg St-Léonard;7000
Mo;14.09.2009;19:45;ZSC Lions;SC Rapperswil-Jona Lakers; 7:5; 1:2|1:2|5:1;;;False;Hallenstadion Zürich;6271
Di;15.09.2009;19:45;HC Ambri-Piotta;Kloten Flyers; 1:2; 0:1|1:1|0:0;;;False;Ambri Valascia;3053
Di;15.09.2009;19:45;HC Davos;HC Lugano; 3:1; 1:0|1:0|1:1;;;False;Vaillant Arena Davos;3636
Di;15.09.2009;19:45;Fribourg-Gottéron;EV Zug; 5:1; 1:0|1:0|3:1;;;False;Fribourg St-Léonard;6500
Di;15.09.2009;19:45;SCL Tigers;EHC Biel; 4:5; 3:0|0:1|1:3|0:1;SO;;False;Ilfishalle Langnau;4517
Di;15.09.2009;19:45;SC Bern;Genève-Servette HC; 3:5; 1:2|1:2|1:1;;;False;PostFinance Arena;14021
Fr;18.09.2009;19:45;HC Ambri-Piotta;Genève-Servette HC; 1:0; 0:0|1:0|0:0;;;False;Ambri Valascia;3228
Fr;18.09.2009;19:45;EHC Biel;HC Davos; 1:6; 1:2|0:3|0:1;;;False;Eistadion Biel;4818
Fr;18.09.2009;19:45;HC Lugano;SCL Tigers; 8:3; 3:2|5:1|0:0;;;False;Lugano;3613
Fr;18.09.2009;19:45;ZSC Lions;Fribourg-Gottéron; 5:4; 2:2|1:0|2:2;;;False;Hallenstadion Zürich;7015
Fr;18.09.2009;19:45;EV Zug;SC Bern; 0:2; 0:0|0:2|0:0;;;False;Zug;4683
Sa;19.09.2009;19:45;SC Bern;HC Ambri-Piotta; 2:0; 0:0|0:0|2:0;;;False;PostFinance Arena;15060
