Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Mi;09.09.2015;19:45;ZSC Lions;SC Bern; 5:3; 1:0|2:3|2:0;;;False;Hallenstadion AG, Zürich;9038
Fr;11.09.2015;19:45;SC Bern;SCL Tigers; 7:1; 1:0|4:1|2:0;;;False;PostFinance-Arena, Bern;17031
Fr;11.09.2015;19:45;Genève-Servette HC;HC Ambri-Piotta; 8:2; 1:2|4:0|3:0;;;False;Les Vernets, Genève;5804
Fr;11.09.2015;19:45;HC Davos;Fribourg-Gottéron; 4:5; 1:0|1:3|2:1|0:1;SO;;False;Vaillant Arena, Davos;4488
Fr;11.09.2015;19:45;Kloten Flyers;EHC Biel; 3:7; 2:1|0:3|1:3;;;False;SWISS Arena, Kloten;4152
Fr;11.09.2015;19:45;HC Lugano;EV Zug; 2:5; 1:2|1:3|0:0;;;False;Pista Resega, Porza;5732
Fr;11.09.2015;19:45;ZSC Lions;Lausanne HC; 1:0; 0:0|0:0|1:0;;;False;Hallenstadion AG, Zürich;8248
Sa;12.09.2015;19:45;EHC Biel;SC Bern; 4:5; 2:1|2:1|0:2|0:1;OT;;False;Tissot Arena, Biel-Bienne;6521
Sa;12.09.2015;19:45;Fribourg-Gottéron;Kloten Flyers; 6:3; 4:1|1:1|1:1;;;False;BCF Arena, Fribourg;5585
Sa;12.09.2015;19:45;HC Ambri-Piotta;ZSC Lions; 3:2; 2:1|0:1|0:0|1:0;SO;;False;Stadio Valascia, Ambri;5923
Sa;12.09.2015;19:45;SCL Tigers;Genève-Servette HC; 2:3; 0:2|1:0|1:1;;;False;Ilfis Stadion, Langnau;5416
Sa;12.09.2015;19:45;Lausanne HC;HC Lugano; 3:4; 2:1|0:2|1:0|0:1;OT;;False;P. de Malley, Lausanne;6282
Sa;12.09.2015;19:45;EV Zug;HC Davos; 1:4; 0:0|1:2|0:2;;;False;BOSSARD Arena, Zug;6862
Di;15.09.2015;19:45;HC Ambri-Piotta;SC Bern; 2:4; 0:1|1:1|1:2;;;False;Stadio Valascia, Ambri;4465
Di;15.09.2015;19:45;EHC Biel;ZSC Lions; 3:2; 1:1|1:0|1:1;;;False;Tissot Arena, Biel-Bienne;5140
Di;15.09.2015;19:45;Fribourg-Gottéron;Genève-Servette HC; 4:2; 1:0|2:2|1:0;;;False;BCF Arena, Fribourg;5475
Di;15.09.2015;19:45;SCL Tigers;Lausanne HC; 3:1; 2:0|1:0|0:1;;;False;Ilfis Stadion, Langnau;5184
Di;15.09.2015;19:45;HC Lugano;HC Davos; 3:4; 1:2|0:0|2:1|0:1;OT;;False;Pista Resega, Porza;5112
