Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Di;02.10.2012;19:45;Genève-Servette HC;HC Lugano; 3:2; 0:1|1:1|1:0|1:0;OT;;False;Les Vernets, Genève;6769
Di;02.10.2012;19:45;SC Rapperswil-Jona Lakers;SCL Tigers; 8:4; 0:2|4:1|4:1;;;False;Diners Club Arena, Rapperswil;4110
Di;02.10.2012;19:45;EHC Biel;EV Zug; 2:1; 1:0|1:0|0:1;;;False;Eisstadion, Biel-Bienne;4241
Fr;05.10.2012;19:45;EV Zug;SC Bern; 3:1; 1:1|1:0|1:0;;;False;BOSSARD Arena, Zug;6395
Fr;05.10.2012;19:45;Genève-Servette HC;EHC Biel; 4:1; 1:0|2:0|1:1;;;False;Les Vernets, Genève;6935
Fr;05.10.2012;19:45;HC Davos;Fribourg-Gottéron; 4:3; 1:1|1:1|1:1|1:0;SO;;False;Vaillant Arena, Davos;6796
Fr;05.10.2012;19:45;Kloten Flyers;SC Rapperswil-Jona Lakers; 2:1; 0:1|2:0|0:0;;;False;Kolping Arena, Kloten;4723
Fr;05.10.2012;20:15;HC Lugano;HC Ambri-Piotta; 3:0; 1:0|2:0|0:0;;;False;Pista Resega, Porza;7800
Sa;06.10.2012;19:45;EHC Biel;HC Davos; 4:2; 2:1|2:0|0:1;;;False;Eisstadion, Biel-Bienne;5154
Sa;06.10.2012;19:45;SC Bern;Genève-Servette HC; 5:1; 1:0|2:0|2:1;;;False;Postfinance Arena, Bern;16463
Sa;06.10.2012;19:45;HC Ambri-Piotta;SCL Tigers; 0:1; 0:0|0:0|0:1;;;False;Stadio Valascia, Ambri;4329
Sa;06.10.2012;19:45;Fribourg-Gottéron;EV Zug; 2:3; 1:1|1:0|0:1|0:1;SO;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;06.10.2012;19:50;SC Rapperswil-Jona Lakers;HC Lugano; 4:1; 2:0|0:1|2:0;;;False;Diners Club Arena, Rapperswil;4819
Di;09.10.2012;19:45;Kloten Flyers;EHC Biel; 3:4; 1:2|1:1|1:1;;;False;Kolping Arena, Kloten;4430
Di;09.10.2012;19:45;EV Zug;HC Davos; 2:3; 0:0|1:1|1:1|0:1;OT;;False;BOSSARD Arena, Zug;7015
Di;09.10.2012;19:45;ZSC Lions;Fribourg-Gottéron; 3:4; 1:1|1:2|1:0|0:1;SO;;False;Hallenstadion AG, Zürich;8292
Di;09.10.2012;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 8:1; 2:1|3:0|3:0;;;False;Les Vernets, Genève;6373
Di;09.10.2012;19:45;HC Lugano;SCL Tigers; 7:3; 4:0|2:2|1:1;;;False;Pista Resega, Porza;4139
Di;09.10.2012;19:55;HC Ambri-Piotta;SC Bern; 3:5; 2:3|1:1|0:1;;;False;Stadio Valascia, Ambri;3752
Fr;12.10.2012;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 5:3; 2:0|1:2|2:1;;;False;Diners Club Arena, Rapperswil;4289
Fr;12.10.2012;19:45;HC Davos;SC Bern; 3:6; 1:0|2:2|0:4;;;False;Vaillant Arena, Davos;6029
Fr;12.10.2012;19:45;EHC Biel;Fribourg-Gottéron; 2:3; 0:0|1:2|1:0|0:1;OT;;False;Eisstadion, Biel-Bienne;5002
Fr;12.10.2012;19:45;Genève-Servette HC;ZSC Lions; 4:2; 1:1|1:1|2:0;;;False;Les Vernets, Genève;7076
Fr;12.10.2012;19:45;HC Lugano;EV Zug; 7:4; 1:2|1:1|5:1;;;False;Pista Resega, Porza;4575
Sa;13.10.2012;19:45;HC Ambri-Piotta;HC Davos; 4:2; 0:1|3:0|1:1;;;False;Stadio Valascia, Ambri;5366
Sa;13.10.2012;19:45;Kloten Flyers;Genève-Servette HC; 4:1; 1:0|1:1|2:0;;;False;Kolping Arena, Kloten;4750
Sa;13.10.2012;19:45;EV Zug;SC Rapperswil-Jona Lakers; 5:6; 1:0|3:2|1:3|0:1;SO;;False;BOSSARD Arena, Zug;6340
Sa;13.10.2012;19:45;SC Bern;SCL Tigers; 4:3; 1:1|1:2|1:0|1:0;SO;;False;Postfinance Arena, Bern;17131
Sa;13.10.2012;19:46;Fribourg-Gottéron;HC Lugano; 5:4; 2:0|0:2|2:2|1:0;OT;;False;P. St-Léonard BCF Arena, Fribourg;6700
So;14.10.2012;15:45;ZSC Lions;EHC Biel; 4:1; 2:1|2:0|0:0;;;False;Hallenstadion AG, Zürich;9085
Di;16.10.2012;19:45;ZSC Lions;Kloten Flyers; 4:3; 1:1|1:0|1:2|1:0;SO;;False;Hallenstadion AG, Zürich;8697
Fr;19.10.2012;19:45;Genève-Servette HC;HC Ambri-Piotta; 3:0; 0:0|2:0|1:0;;;False;Les Vernets, Genève;6844
Fr;19.10.2012;19:45;EHC Biel;SC Bern; 3:2; 0:2|3:0|0:0;;;False;Eisstadion, Biel-Bienne;6021
Fr;19.10.2012;19:45;HC Davos;Kloten Flyers; 4:1; 2:1|1:0|1:0;;;False;Vaillant Arena, Davos;4386
Fr;19.10.2012;19:45;Fribourg-Gottéron;SC Rapperswil-Jona Lakers; 7:1; 2:1|3:0|2:0;;;False;P. St-Léonard BCF Arena, Fribourg;6240
Fr;19.10.2012;19:45;ZSC Lions;HC Lugano; 3:2; 1:0|0:2|1:0|1:0;OT;;False;Hallenstadion AG, Zürich;8499
Fr;19.10.2012;19:45;EV Zug;SCL Tigers; 5:3; 2:0|1:1|2:2;;;False;BOSSARD Arena, Zug;6740
Sa;20.10.2012;19:45;HC Lugano;EHC Biel; 6:3; 1:0|4:2|1:1;;;False;Pista Resega, Porza;4565
Sa;20.10.2012;19:45;SC Rapperswil-Jona Lakers;HC Davos; 2:3; 0:2|0:1|2:0;;;False;Diners Club Arena, Rapperswil;6100
Sa;20.10.2012;19:45;Kloten Flyers;Fribourg-Gottéron; 2:3; 1:1|1:0|0:2;;;False;Kolping Arena, Kloten;5018
Sa;20.10.2012;19:45;SCL Tigers;Genève-Servette HC; 3:2; 1:0|0:0|2:2;;;False;Ilfis Stadion, Langnau;6050
Sa;20.10.2012;19:45;SC Bern;ZSC Lions; 2:3; 1:1|0:2|1:0;;;False;Postfinance Arena, Bern;16484
Sa;20.10.2012;19:50;HC Ambri-Piotta;EV Zug; 2:5; 0:2|1:2|1:1;;;False;Stadio Valascia, Ambri;5176
Di;23.10.2012;19:45;SC Rapperswil-Jona Lakers;SC Bern; 3:0; 1:0|0:0|2:0;;;False;Diners Club Arena, Rapperswil;4119
Di;23.10.2012;19:45;HC Ambri-Piotta;EHC Biel; 4:5; 0:2|1:1|3:1|0:1;SO;;False;Stadio Valascia, Ambri;3928
Di;23.10.2012;19:45;SCL Tigers;HC Davos; 2:4; 0:2|2:1|0:1;;;False;Ilfis Stadion, Langnau;5774
Di;23.10.2012;19:45;Genève-Servette HC;Fribourg-Gottéron; 5:1; 1:1|1:0|3:0;;;False;Les Vernets, Genève;7135
Di;23.10.2012;19:45;Kloten Flyers;HC Lugano; 3:2; 1:0|1:2|0:0|1:0;OT;;False;Kolping Arena, Kloten;4560
Di;23.10.2012;19:45;ZSC Lions;EV Zug; 3:2; 0:1|2:1|0:0|1:0;SO;;False;Hallenstadion AG, Zürich;8228
Fr;26.10.2012;19:45;Fribourg-Gottéron;HC Ambri-Piotta; 2:3; 0:0|1:0|1:2|0:1;SO;;False;P. St-Léonard BCF Arena, Fribourg;6700
Fr;26.10.2012;19:45;ZSC Lions;SC Rapperswil-Jona Lakers; 4:1; 2:1|1:0|1:0;;;False;Hallenstadion AG, Zürich;8101
Fr;26.10.2012;19:45;HC Davos;HC Lugano; 6:5; 2:2|2:3|1:0|1:0;SO;;False;Vaillant Arena, Davos;4226
Fr;26.10.2012;19:45;EHC Biel;SCL Tigers; 6:1; 3:0|2:0|1:1;;;False;Eisstadion, Biel-Bienne;4609
Fr;26.10.2012;19:47;SC Bern;Kloten Flyers; 3:2; 0:0|2:2|1:0;;;False;Postfinance Arena, Bern;16131
Sa;27.10.2012;19:45;SC Rapperswil-Jona Lakers;EHC Biel; 4:3; 1:0|2:2|1:1;;;False;Diners Club Arena, Rapperswil;4089
Sa;27.10.2012;19:45;Genève-Servette HC;HC Davos; 5:4; 2:1|1:1|1:2|1:0;OT;;False;Les Vernets, Genève;7135
Sa;27.10.2012;19:45;SCL Tigers;Fribourg-Gottéron; 3:6; 0:5|2:1|1:0;;;False;Ilfis Stadion, Langnau;5858
Sa;27.10.2012;19:45;HC Ambri-Piotta;ZSC Lions; 2:1; 2:0|0:0|0:1;;;False;Stadio Valascia, Ambri;5251
Sa;27.10.2012;19:45;Kloten Flyers;EV Zug; 0:5; 0:0|0:2|0:3;;;False;Kolping Arena, Kloten;5326
Di;30.10.2012;19:45;Kloten Flyers;HC Ambri-Piotta; 6:2; 2:0|2:1|2:1;;;False;Kolping Arena, Kloten;4580
Di;30.10.2012;19:45;EV Zug;EHC Biel; 7:4; 1:2|3:1|3:1;;;False;BOSSARD Arena, Zug;5627
Di;30.10.2012;19:45;SC Bern;Fribourg-Gottéron; 6:2; 1:0|3:0|2:2;;;False;Postfinance Arena, Bern;16702
Di;30.10.2012;19:45;HC Lugano;Genève-Servette HC; 3:4; 0:1|3:1|0:2;;;False;Pista Resega, Porza;4366
Di;30.10.2012;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 5:1; 0:0|4:1|1:0;;;False;Ilfis Stadion, Langnau;4621
Di;30.10.2012;19:45;HC Davos;ZSC Lions; 5:1; 1:0|4:0|0:1;;;False;Vaillant Arena, Davos;3145
Do;01.11.2012;19:45;SCL Tigers;ZSC Lions; 3:5; 2:2|1:1|0:2;;;False;Ilfis Stadion, Langnau;5071
Fr;02.11.2012;19:45;EHC Biel;Genève-Servette HC; 7:2; 3:1|3:0|1:1;;;False;Eisstadion, Biel-Bienne;5003
Fr;02.11.2012;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 4:5; 0:2|4:1|0:2;;;False;Diners Club Arena, Rapperswil;4504
Fr;02.11.2012;19:45;SC Bern;EV Zug; 5:1; 1:1|3:0|1:0;;;False;Postfinance Arena, Bern;16335
Fr;02.11.2012;20:17;HC Ambri-Piotta;HC Lugano; 5:2; 3:0|2:1|0:1;;;False;Stadio Valascia, Ambri;6500
Sa;03.11.2012;19:45;SCL Tigers;HC Ambri-Piotta; 4:5; 2:2|1:1|1:2;;;False;Ilfis Stadion, Langnau;5735
Sa;03.11.2012;19:45;Genève-Servette HC;SC Bern; 5:2; 2:1|0:1|3:0;;;False;Les Vernets, Genève;7135
Sa;03.11.2012;19:45;HC Davos;EHC Biel; 6:4; 3:1|2:2|1:1;;;False;Vaillant Arena, Davos;4815
Sa;03.11.2012;19:45;EV Zug;Fribourg-Gottéron; 2:0; 0:0|1:0|1:0;;;False;BOSSARD Arena, Zug;7015
Sa;03.11.2012;19:45;HC Lugano;SC Rapperswil-Jona Lakers; 9:0; 1:0|5:0|3:0;;;False;Pista Resega, Porza;4240
Sa;03.11.2012;19:45;Kloten Flyers;ZSC Lions; 3:2; 2:0|0:1|1:1;;;False;Kolping Arena, Kloten;6559
Di;13.11.2012;19:45;ZSC Lions;EV Zug; 3:5; 2:0|1:4|0:1;;;False;Hallenstadion AG, Zürich;8769
Di;13.11.2012;20:15;HC Lugano;HC Ambri-Piotta; 5:2; 3:0|1:1|1:1;;;False;Pista Resega, Porza;6260
Fr;16.11.2012;19:45;Fribourg-Gottéron;EHC Biel; 3:4; 1:1|1:2|1:1;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Fr;16.11.2012;19:45;SC Bern;HC Davos; 4:2; 1:0|2:0|1:2;;;False;Postfinance Arena, Bern;17131
Fr;16.11.2012;19:45;ZSC Lions;Genève-Servette HC; 4:3; 0:1|1:0|2:2|1:0;OT;;False;Hallenstadion AG, Zürich;8443
Fr;16.11.2012;19:45;HC Ambri-Piotta;SC Rapperswil-Jona Lakers; 6:4; 2:0|2:2|2:2;;;False;Stadio Valascia, Ambri;4648
Fr;16.11.2012;19:45;EV Zug;HC Lugano; 3:1; 0:0|1:1|2:0;;;False;BOSSARD Arena, Zug;6710
Fr;16.11.2012;19:45;Kloten Flyers;SCL Tigers; 8:0; 2:0|5:0|1:0;;;False;Kolping Arena, Kloten;4775
Sa;17.11.2012;19:45;HC Davos;HC Ambri-Piotta; 5:2; 0:1|2:0|3:1;;;False;Vaillant Arena, Davos;5198
Sa;17.11.2012;19:45;SCL Tigers;SC Bern; 0:2; 0:1|0:1|0:0;;;False;Ilfis Stadion, Langnau;6050
Sa;17.11.2012;19:45;Genève-Servette HC;Kloten Flyers; 2:3; 0:0|1:0|1:2|0:1;OT;;False;Les Vernets, Genève;6927
Sa;17.11.2012;19:45;EHC Biel;ZSC Lions; 5:4; 2:2|1:1|1:1|1:0;OT;;False;Eisstadion, Biel-Bienne;5349
Sa;17.11.2012;19:45;SC Rapperswil-Jona Lakers;EV Zug; 2:3; 0:0|1:2|1:0|0:1;SO;;False;Diners Club Arena, Rapperswil;5317
Di;20.11.2012;19:45;SCL Tigers;EHC Biel; 3:2; 1:0|1:1|0:1|1:0;SO;;False;Ilfis Stadion, Langnau;5289
Di;20.11.2012;19:45;HC Lugano;Fribourg-Gottéron; 1:2; 0:0|1:0|0:2;;;False;Pista Resega, Porza;4067
Di;20.11.2012;19:45;EV Zug;Genève-Servette HC; 2:6; 0:3|1:2|1:1;;;False;BOSSARD Arena, Zug;6226
Di;20.11.2012;19:45;ZSC Lions;Kloten Flyers; 3:2; 0:0|1:1|1:1|1:0;OT;;False;Hallenstadion AG, Zürich;8714
Fr;23.11.2012;19:45;SC Bern;EHC Biel; 2:4; 0:2|1:1|1:1;;;False;Postfinance Arena, Bern;17043
Fr;23.11.2012;19:45;Genève-Servette HC;Fribourg-Gottéron; 0:3; 0:1|0:1|0:1;;;False;Les Vernets, Genève;7135
Fr;23.11.2012;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 6:4; 4:1|0:1|2:2;;;False;Diners Club Arena, Rapperswil;4387
Fr;23.11.2012;19:45;EV Zug;SCL Tigers; 6:2; 3:0|2:0|1:2;;;False;BOSSARD Arena, Zug;6061
Fr;23.11.2012;19:45;HC Davos;ZSC Lions; 1:3; 0:2|1:0|0:1;;;False;Vaillant Arena, Davos;4180
Sa;24.11.2012;19:45;EHC Biel;SC Bern; 2:8; 0:2|2:2|0:4;;;False;Eisstadion, Biel-Bienne;6200
Sa;24.11.2012;19:45;ZSC Lions;HC Davos; 1:6; 0:2|1:3|0:1;;;False;Hallenstadion AG, Zürich;10013
Sa;24.11.2012;19:45;Fribourg-Gottéron;Genève-Servette HC; 2:1; 1:1|1:0|0:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;24.11.2012;19:45;Kloten Flyers;SC Rapperswil-Jona Lakers; 5:0; 1:0|2:0|2:0;;;False;Kolping Arena, Kloten;4845
Sa;24.11.2012;19:45;SCL Tigers;EV Zug; 2:7; 0:1|1:3|1:3;;;False;Ilfis Stadion, Langnau;5574
Sa;24.11.2012;20:15;HC Ambri-Piotta;HC Lugano; 2:3; 0:0|1:1|1:1|0:1;OT;;False;Stadio Valascia, Ambri;6500
Di;27.11.2012;19:45;SC Rapperswil-Jona Lakers;Genève-Servette HC; 1:2; 0:1|0:1|1:0;;;False;Diners Club Arena, Rapperswil;3909
Di;27.11.2012;19:45;EHC Biel;Kloten Flyers; 1:2; 1:1|0:0|0:1;;;False;Eisstadion, Biel-Bienne;4199
Di;27.11.2012;19:45;SCL Tigers;HC Lugano; 0:2; 0:2|0:0|0:0;;;False;Ilfis Stadion, Langnau;4641
Di;27.11.2012;19:45;Fribourg-Gottéron;ZSC Lions; 7:4; 4:1|1:1|2:2;;;False;P. St-Léonard BCF Arena, Fribourg;6064
Di;27.11.2012;19:45;HC Davos;EV Zug; 4:5; 1:2|0:3|3:0;;;False;Vaillant Arena, Davos;3934
Di;27.11.2012;19:53;SC Bern;HC Ambri-Piotta; 5:1; 2:0|3:1|0:0;;;False;Postfinance Arena, Bern;15631
Fr;30.11.2012;19:45;SCL Tigers;HC Davos; 3:4; 1:3|1:1|1:0;;;False;Ilfis Stadion, Langnau;5598
Fr;30.11.2012;19:45;EHC Biel;Fribourg-Gottéron; 0:3; 0:1|0:1|0:1;;;False;Eisstadion, Biel-Bienne;5081
Fr;30.11.2012;19:45;EV Zug;Genève-Servette HC; 5:2; 1:0|1:1|3:1;;;False;BOSSARD Arena, Zug;6191
Fr;30.11.2012;19:45;SC Bern;Kloten Flyers; 6:1; 3:0|1:0|2:1;;;False;Postfinance Arena, Bern;16273
Fr;30.11.2012;19:45;HC Lugano;ZSC Lions; 1:5; 1:2|0:2|0:1;;;False;Pista Resega, Porza;4407
Sa;01.12.2012;19:45;Kloten Flyers;HC Ambri-Piotta; 3:1; 0:0|1:0|2:1;;;False;Kolping Arena, Kloten;4909
Sa;01.12.2012;19:45;HC Davos;EHC Biel; 4:3; 2:1|1:0|1:2;;;False;Vaillant Arena, Davos;5063
Sa;01.12.2012;19:45;Genève-Servette HC;HC Lugano; 1:5; 0:0|0:1|1:4;;;False;Les Vernets, Genève;6920
Sa;01.12.2012;19:45;SC Rapperswil-Jona Lakers;SCL Tigers; 1:0; 1:0|0:0|0:0;;;False;Diners Club Arena, Rapperswil;4217
So;02.12.2012;15:45;Fribourg-Gottéron;SC Bern; 4:3; 2:0|0:2|2:1;;;False;P. St-Léonard BCF Arena, Fribourg;6700
So;02.12.2012;15:45;HC Ambri-Piotta;SC Rapperswil-Jona Lakers; 4:3; 1:1|0:1|3:1;;;False;Stadio Valascia, Ambri;5497
Di;04.12.2012;19:45;Fribourg-Gottéron;EV Zug; 2:3; 0:2|2:0|0:1;;;False;P. St-Léonard BCF Arena, Fribourg;6091
Di;04.12.2012;19:45;ZSC Lions;HC Ambri-Piotta; 4:1; 1:0|3:1|0:0;;;False;Hallenstadion AG, Zürich;8107
Di;04.12.2012;19:45;Genève-Servette HC;SC Bern; 3:4; 0:2|0:2|3:0;;;False;Les Vernets, Genève;7070
Di;04.12.2012;19:45;HC Lugano;EHC Biel; 4:5; 3:2|1:2|0:1;;;False;Pista Resega, Porza;4071
Di;04.12.2012;19:45;SC Rapperswil-Jona Lakers;HC Davos; 7:6; 1:3|5:1|0:2|1:0;OT;;False;Diners Club Arena, Rapperswil;4704
Di;04.12.2012;19:45;Kloten Flyers;SCL Tigers; 5:0; 3:0|0:0|2:0;;;False;Kolping Arena, Kloten;4224
Fr;07.12.2012;19:45;SC Bern;HC Ambri-Piotta; 1:0; 0:0|1:0|0:0;;;False;Postfinance Arena, Bern;16260
Fr;07.12.2012;19:45;SCL Tigers;Fribourg-Gottéron; 2:5; 2:3|0:2|0:0;;;False;Ilfis Stadion, Langnau;5279
Fr;07.12.2012;19:45;HC Davos;HC Lugano; 8:1; 5:1|3:0|0:0;;;False;Vaillant Arena, Davos;4074
Fr;07.12.2012;20:15;EHC Biel;SC Rapperswil-Jona Lakers; 6:3; 2:0|2:1|2:2;;;False;Eisstadion, Biel-Bienne;4247
Sa;08.12.2012;19:45;SC Rapperswil-Jona Lakers;SC Bern; 3:7; 0:2|1:2|2:3;;;False;Diners Club Arena, Rapperswil;4789
Sa;08.12.2012;19:45;Genève-Servette HC;EHC Biel; 3:0; 0:0|2:0|1:0;;;False;Les Vernets, Genève;6928
Sa;08.12.2012;19:45;Fribourg-Gottéron;HC Davos; 3:0; 1:0|2:0|0:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Sa;08.12.2012;19:45;HC Lugano;SCL Tigers; 8:2; 2:0|4:2|2:0;;;False;Pista Resega, Porza;4313
Sa;08.12.2012;19:45;Kloten Flyers;ZSC Lions; 1:2; 1:1|0:0|0:1;;;False;Kolping Arena, Kloten;6358
Sa;08.12.2012;19:45;HC Ambri-Piotta;EV Zug; 4:1; 2:0|1:1|1:0;;;False;Stadio Valascia, Ambri;4897
Di;18.12.2012;19:45;SCL Tigers;HC Ambri-Piotta; 4:0; 1:0|2:0|1:0;;;False;Ilfis Stadion, Langnau;5130
Di;18.12.2012;19:45;ZSC Lions;Fribourg-Gottéron; 0:4; 0:3|0:0|0:1;;;False;Hallenstadion AG, Zürich;8358
Di;18.12.2012;19:45;HC Davos;Genève-Servette HC; 2:3; 0:1|2:2|0:0;;;False;Vaillant Arena, Davos;3918
Di;18.12.2012;19:45;EHC Biel;Kloten Flyers; 3:4; 0:2|3:1|0:0|0:1;SO;;False;Eisstadion, Biel-Bienne;4124
Di;18.12.2012;19:45;EV Zug;SC Rapperswil-Jona Lakers; 5:4; 2:0|0:2|3:2;;;False;BOSSARD Arena, Zug;6026
Di;18.12.2012;19:45;SC Bern;HC Lugano; 4:1; 1:0|1:1|2:0;;;False;Postfinance Arena, Bern;15977
Fr;21.12.2012;19:45;Kloten Flyers;HC Davos; 4:2; 2:0|1:0|1:2;;;False;Kolping Arena, Kloten;6436
Fr;21.12.2012;19:45;Fribourg-Gottéron;Genève-Servette HC; 2:0; 1:0|1:0|0:0;;;False;P. St-Léonard BCF Arena, Fribourg;6700
Fr;21.12.2012;19:45;EV Zug;HC Lugano; 2:1; 1:0|1:0|0:1;;;False;BOSSARD Arena, Zug;6436
Fr;21.12.2012;19:45;SC Bern;SCL Tigers; 1:2; 0:0|1:0|0:2;;;False;Postfinance Arena, Bern;16718
