Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;S;Versch.;Stadion;Zus.
Fr;17.09.2010;19:45;SCL Tigers;Genève-Servette HC; 3:0; 0:0|1:0|2:0;;;False;Ilfishalle Langnau;4234
Fr;17.09.2010;19:45;EV Zug;ZSC Lions; 4:1; 1:1|2:0|1:0;;;False;Bossard Arena Zug;7015
Sa;18.09.2010;17:15;Genève-Servette HC;Fribourg-Gottéron; 2:5; 0:1|2:2|0:2;;;False;Les Vernets Genève;6859
Sa;18.09.2010;19:45;HC Davos;SC Bern; 1:2; 0:0|1:0|0:1|0:1;OT;;False;Vaillant Arena Davos;5917
Sa;18.09.2010;19:45;Kloten Flyers;SCL Tigers; 7:2; 0:0|3:0|4:2;;;False;Kolping Arena Kloten;5042
Sa;18.09.2010;19:45;SC Rapperswil-Jona Lakers;EHC Biel; 3:0; 0:0|3:0|0:0;;;False;Diners Club Arena;4033
Sa;18.09.2010;19:45;HC Lugano;EV Zug; 5:0; 2:0|2:0|1:0;;;False;Lugano;4442
Sa;18.09.2010;19:45;ZSC Lions;HC Ambri-Piotta; 4:1; 0:0|3:1|1:0;;;False;Hallenstadion Zürich;6859
Di;21.09.2010;19:45;SC Bern;SCL Tigers; 1:2; 1:1|0:0|0:0|0:1;SO;;False;PostFinance Arena;14951
Di;21.09.2010;19:45;Fribourg-Gottéron;HC Ambri-Piotta; 3:0; 1:0|1:0|1:0;;;False;BCF Aréna;6200
Di;21.09.2010;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 4:5; 1:2|1:1|2:1|0:1;SO;;False;Diners Club Arena;4087
Di;21.09.2010;19:45;HC Lugano;HC Davos; 3:5; 2:2|1:2|0:1;;;False;Lugano;4010
Di;21.09.2010;19:45;ZSC Lions;EHC Biel; 3:2; 0:0|2:0|0:2|1:0;OT;;False;Hallenstadion Zürich;6134
Di;21.09.2010;19:45;EV Zug;Genève-Servette HC; 4:1; 1:0|1:0|2:1;;;False;Bossard Arena Zug;5318
Fr;24.09.2010;19:45;EHC Biel;EV Zug; 2:4; 0:0|1:3|1:1;;;False;Biel;4008
Fr;24.09.2010;19:45;HC Davos;ZSC Lions; 3:4; 1:2|0:0|2:1|0:1;SO;;False;Vaillant Arena Davos;3766
Fr;24.09.2010;19:45;Genève-Servette HC;SC Bern; 2:4; 1:0|1:2|0:2;;;False;Les Vernets Genève;6742
Fr;24.09.2010;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 5:0; 1:0|2:0|2:0;;;False;Ilfishalle Langnau;4492
Fr;24.09.2010;20:00;Kloten Flyers;Fribourg-Gottéron; 6:5; 1:3|1:0|3:2|1:0;SO;;False; Kolping Arena Kloten;5183
Fr;24.09.2010;20:15;HC Ambri-Piotta;HC Lugano; 1:6; 0:2|1:3|0:1;;;False;Ambri Valascia;6500
Sa;25.09.2010;19:45;SC Bern;EHC Biel; 3:2; 0:1|0:0|2:1|1:0;OT;;False;PostFinance Arena;15349
Sa;25.09.2010;19:45;Fribourg-Gottéron;HC Davos; 4:5; 0:3|2:1|2:0|0:1;OT;;False;Fribourg BCF Arena;6900
Sa;25.09.2010;19:45;SC Rapperswil-Jona Lakers;SCL Tigers; 3:4; 1:1|0:2|2:1;;;False;Diners Club Arena;4119
Sa;25.09.2010;19:45;HC Lugano;Kloten Flyers; 2:3; 1:1|0:0|1:2;;;False;Lugano;4500
Sa;25.09.2010;19:45;ZSC Lions;Genève-Servette HC; 1:3; 1:0|0:2|0:1;;;False;Hallenstadion Zürich;6750
Sa;25.09.2010;19:45;EV Zug;HC Ambri-Piotta; 5:3; 0:2|2:1|3:0;;;False;Bossard Arena Zug;5927
Di;28.09.2010;19:45;HC Ambri-Piotta;EV Zug; 1:3; 0:0|0:0|1:3;;;False;Ambri Valascia;2313
Di;28.09.2010;19:45;EHC Biel;SCL Tigers; 0:3; 0:1|0:1|0:1;;;False;Eisstadion Biel;4384
Di;28.09.2010;19:45;HC Davos;Genève-Servette HC; 3:0; 0:0|2:0|1:0;;;False;Vaillant Arena Davos;3057
Di;28.09.2010;19:45;Fribourg-Gottéron;SC Bern; 4:2; 0:0|2:0|2:2;;;False;Fribourg BCF Arena;6900
Di;28.09.2010;19:45;Kloten Flyers;ZSC Lions; 2:1; 0:0|2:1|0:0;;;False;Kolping Arena Kloten;5821
Di;28.09.2010;19:45;SC Rapperswil-Jona Lakers;HC Lugano; 4:1; 3:1|1:0|0:0;;;False;Diners Club Arena;3864
Fr;01.10.2010;19:45;EHC Biel;SC Rapperswil-Jona Lakers; 5:4; 2:1|1:2|1:1|1:0;SO;;False;Eisstadion Biel;4043
Fr;01.10.2010;19:45;SC Bern;HC Davos; 2:1; 0:0|0:1|1:0|1:0;OT;;False;PostFinance Arena;16771
Fr;01.10.2010;19:45;Genève-Servette HC;HC Ambri-Piotta; 4:3; 1:1|2:1|0:1|1:0;OT;;False;Les Vernets Genève;6546
Fr;01.10.2010;19:45;SCL Tigers;HC Lugano; 2:3; 0:1|0:1|2:0|0:1;SO;;False;Ilfishalle Langnau;5207
Fr;01.10.2010;19:45;ZSC Lions;Kloten Flyers; 2:1; 1:1|0:0|0:0|1:0;SO;;False;Hallenstadion Zürich;8224
Fr;01.10.2010;19:45;EV Zug;Fribourg-Gottéron; 4:2; 0:2|3:0|1:0;;;False;Bossard Arena Zug;6396
Sa;02.10.2010;19:45;HC Ambri-Piotta;SCL Tigers; 4:2; 0:1|2:1|2:0;;;False;Ambri Valascia;3746
Sa;02.10.2010;19:45;HC Davos;EHC Biel; 4:0; 1:0|1:0|2:0;;;False;Vaillant Arena Davos;4026
Sa;02.10.2010;19:45;Fribourg-Gottéron;ZSC Lions; 2:1; 1:0|0:1|0:0|1:0;SO;;False;Fribourg BCF Arena;6900
Sa;02.10.2010;19:45;Kloten Flyers;EV Zug; 0:3; 0:1|0:1|0:1;;;False;Kolping Arena Kloten;5094
Sa;02.10.2010;19:45;SC Rapperswil-Jona Lakers;Genève-Servette HC; 2:4; 0:0|1:2|1:2;;;False;Diners Club Arena;4084
Sa;02.10.2010;19:45;HC Lugano;SC Bern; 1:3; 0:0|0:2|1:1;;;False;Lugano;4850
Di;05.10.2010;19:44;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 3:4; 0:1|1:1|2:1|0:1;SO;;False;Diners Club Arena;4106
Di;05.10.2010;19:45;EHC Biel;HC Ambri-Piotta; 5:2; 0:1|3:0|2:1;;;False;Eisstadion Biel;4423
Di;05.10.2010;19:45;Genève-Servette HC;HC Davos; 3:4; 1:2|1:0|1:2;;;False;Les Vernets Genève;6457
Di;05.10.2010;19:45;SCL Tigers;Kloten Flyers; 1:3; 0:1|1:1|0:1;;;False;Ilfishalle Langnau;4572
Di;05.10.2010;19:45;ZSC Lions;SC Bern; 1:4; 0:2|0:0|1:2;;;False;Hallenstadion Zürich;7129
Di;05.10.2010;19:45;EV Zug;HC Lugano; 3:2; 1:0|0:1|1:1|1:0;OT;;False;Bossard Arena Zug;5855
Fr;08.10.2010;19:45;SC Bern;SC Rapperswil-Jona Lakers; 3:2; 2:1|1:1|0:0;;;False;PostFinance Arena;14258
Fr;08.10.2010;19:45;HC Davos;EV Zug; 2:1; 0:1|0:0|1:0|1:0;SO;;False;Vaillant Arena Davos;4815
Fr;08.10.2010;19:45;Genève-Servette HC;EHC Biel; 1:5; 1:1|0:1|0:3;;;False;Les Vernets Genève;6859
Fr;08.10.2010;19:45;Kloten Flyers;HC Ambri-Piotta; 5:2; 1:1|2:0|2:1;;;False;Kolping Arena Kloten;4752
Fr;08.10.2010;19:45;HC Lugano;Fribourg-Gottéron; 0:1; ;SO;;False;Lugano;4135
Fr;08.10.2010;19:45;ZSC Lions;SCL Tigers; 4:1; 3:0|0:1|1:0;;;False;Hallenstadion Zürich;6875
Sa;09.10.2010;19:45;EHC Biel;Genève-Servette HC; 3:2; 2:1|0:1|0:0|1:0;SO;;False;Eisstadion Biel;4528
Sa;09.10.2010;19:45;Fribourg-Gottéron;SCL Tigers; 6:7; 2:2|2:2|2:2|0:1;SO;;False;Fribourg BCF Arena;6900
Sa;09.10.2010;19:45;SC Rapperswil-Jona Lakers;SC Bern; 4:3; 0:1|0:2|3:0|1:0;SO;;False;Diners Club Arena;4484
Sa;09.10.2010;19:45;EV Zug;Kloten Flyers; 1:5; 0:1|1:1|0:3;;;False;Bossard Arena Zug;7015
So;10.10.2010;15:45;ZSC Lions;HC Davos; 3:2; 3:0|0:1|0:1;;;False;Hallenstadion Zürich;8871
Di;12.10.2010;19:45;SC Bern;EV Zug; 4:2; 1:0|1:1|2:1;;;False;PostFinance Arena;15022
Di;12.10.2010;19:45;HC Davos;Fribourg-Gottéron; 5:2; 0:0|1:1|4:1;;;False;Vaillant Arena Davos;3793
Di;12.10.2010;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 4:2; 2:2|1:0|1:0;;;False;Les Vernets Genève;6537
Di;12.10.2010;19:45;Kloten Flyers;ZSC Lions; 0:1; 0:0|0:1|0:0;;;False;Kolping Arena Kloten;6010
Di;12.10.2010;19:45;SCL Tigers;EHC Biel; 3:0; 0:0|1:0|2:0;;;False;Ilfishalle Langnau;5137
Mi;13.10.2010;20:15;HC Lugano;HC Ambri-Piotta; 6:0; 1:0|2:0|3:0;;;False;Lugano;7125
Fr;15.10.2010;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 2:3; 0:1|2:1|0:0|0:1;SO;;False;Ambri Valascia;3012
Fr;15.10.2010;19:45;Genève-Servette HC;SC Bern; 1:2; 1:1|0:0|0:0|0:1;OT;;False;Les Vernets Genève;7123
Fr;15.10.2010;19:45;Kloten Flyers;HC Davos; 4:2; 1:1|1:1|2:0;;;False;Kolping Arena Kloten;6766
Fr;15.10.2010;19:45;HC Lugano;SCL Tigers; 2:4; 1:1|1:1|0:2;;;False;Lugano;3348
Fr;15.10.2010;19:45;EV Zug;EHC Biel; 7:1; 3:1|0:0|4:0;;;False;Bossard Arena Zug;5361
Sa;16.10.2010;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 3:1; 0:0|0:0|3:1;;;False;Diners Club Arena;4984
Sa;16.10.2010;19:45;EHC Biel;Genève-Servette HC; 3:4; 0:0|2:1|1:2|0:1;SO;;False;Eisstadion Biel;4319
Sa;16.10.2010;19:45;SC Bern;HC Lugano; 3:2; 0:1|2:1|0:0|1:0;SO;;False;PostFinance Arena;16847
Sa;16.10.2010;19:45;HC Davos;Kloten Flyers; 2:4; 2:0|0:1|0:3;;;False;Vaillant Arena Davos;5122
Sa;16.10.2010;19:45;Fribourg-Gottéron;EV Zug; 5:1; 0:0|2:1|3:0;;;False;Fribourg St-Lonard;6900
Sa;16.10.2010;19:45;SCL Tigers;HC Ambri-Piotta; 1:0; 0:0|1:0|0:0;;;False;Ilfishalle Langnau;5512
Di;19.10.2010;19:45;ZSC Lions;SC Rapperswil-Jona Lakers; 4:5; 2:1|1:3|1:0|0:1;SO;;False;Hallenstadion Zürich;7342
Di;19.10.2010;19:45;EV Zug;SCL Tigers; 4:3; 1:0|0:1|2:2|1:0;OT;;False;Bossard Arena Zug;5270
Fr;22.10.2010;19:45;HC Ambri-Piotta;EV Zug; 3:2; 0:0|0:0|2:2|1:0;OT;;False;Ambri Valascia;3325
Fr;22.10.2010;19:45;SC Bern;Genève-Servette HC; 3:2; 0:1|2:0|0:1|1:0;SO;;False;PostFinance Arena;15087
Fr;22.10.2010;19:45;HC Davos;SC Rapperswil-Jona Lakers; 4:2; 1:0|2:1|1:1;;;False;Vaillant Arena Davos;3649
Fr;22.10.2010;19:45;Fribourg-Gottéron;Kloten Flyers; 1:3; 0:0|0:2|1:1;;;False;Fribourg, BCF Arena;6900
Fr;22.10.2010;19:45;HC Lugano;EHC Biel; 5:2; 3:0|0:1|2:1;;;False;Lugano;3313
Sa;23.10.2010;19:44;Genève-Servette HC;ZSC Lions; 4:3; 0:0|2:1|2:2;;;False;Les Vernets Genève;7012
Sa;23.10.2010;19:45;EHC Biel;Fribourg-Gottéron; 0:3; 0:0|0:2|0:1;;;False;Eisstadion Biel;4979
Sa;23.10.2010;19:45;Kloten Flyers;SC Bern; 3:2; 0:0|2:1|1:1;;;False;Kolping Arena Kloten;6710
Sa;23.10.2010;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 3:4; 0:1|1:2|2:1;;;False;Diners Club Arena;4619
Sa;23.10.2010;19:45;SCL Tigers;HC Lugano; 9:1; 3:0|4:0|2:1;;;False;Ilfishalle Langnau;5191
Di;26.10.2010;19:45;HC Ambri-Piotta;SC Bern; 0:4; 0:2|0:0|0:2;;;False;Ambri Valascia;3030
Di;26.10.2010;19:45;EHC Biel;HC Davos; 2:3; 0:2|1:1|1:0;;;False;Biel;4215
Di;26.10.2010;19:45;Fribourg-Gottéron;HC Lugano; 4:0; 2:0|2:0|0:0;;;False;Fribourg, BCF Arena;6900
Di;26.10.2010;19:45;Genève-Servette HC;Kloten Flyers; 2:1; 1:1|1:0|0:0;;;False;Les Vernets Genève;6674
Di;26.10.2010;19:45;ZSC Lions;SC Rapperswil-Jona Lakers; 4:3; 1:1|1:2|2:0;;;False;Hallenstadion Zürich;6967
Fr;29.10.2010;19:45;SCL Tigers;EV Zug; 1:5; 0:2|1:1|0:2;;;False;Ilfishalle Langnau;5127
Fr;29.10.2010;19:45;Kloten Flyers;HC Lugano; 3:6; 1:1|1:2|1:3;;;False;Kolping Arena Kloten;5627
Sa;30.10.2010;19:45;HC Ambri-Piotta;Genève-Servette HC; 1:0; 0:0|0:0|1:0;;;False;Ambri Valascia;3679
Sa;30.10.2010;19:45;HC Davos;Kloten Flyers; 3:2; 0:2|0:0|2:0|1:0;SO;;False;Vaillant Arena Davos;4676
Sa;30.10.2010;19:45;HC Lugano;SC Rapperswil-Jona Lakers; 4:5; 0:2|1:1|3:2;;;False;Lugano;3315
Sa;30.10.2010;19:52;SC Bern;ZSC Lions; 6:5; 1:1|4:2|0:2|1:0;SO;;False;PostFinance Arena;15589
So;31.10.2010;15:45;EHC Biel;SC Bern; 7:1; 0:0|3:1|4:0;;;False;Biel;5505
So;31.10.2010;15:45;Genève-Servette HC;Fribourg-Gottéron; 0:2; 0:0|0:1|0:1;;;False;Les Vernets Genève;7202
So;31.10.2010;15:45;SC Rapperswil-Jona Lakers;HC Davos; 1:2; 1:0|0:1|0:0|0:1;SO;;False;Diners Club Arena;5941
So;31.10.2010;15:45;SCL Tigers;HC Ambri-Piotta; 5:2; 1:1|2:1|2:0;;;False;Ilfishalle Langnau;5544
Di;02.11.2010;19:45;HC Ambri-Piotta;Kloten Flyers; 0:5; 0:1|0:4|0:0;;;False;Ambri Valascia;2836
Di;02.11.2010;19:45;SC Bern;EHC Biel; 6:3; 1:1|4:0|1:2;;;False;PostFinance Arena;14971
Di;02.11.2010;19:45;HC Davos;SC Rapperswil-Jona Lakers; 6:4; 2:1|3:2|1:1;;;False;Vaillant Arena Davos;2769
Di;02.11.2010;19:45;Genève-Servette HC;SCL Tigers; 4:2; 1:1|2:0|1:1;;;False;Les Vernets Genève;6515
Di;02.11.2010;19:45;HC Lugano;EV Zug; 0:8; 0:2|0:3|0:3;;;False;Lugano;3288
Di;02.11.2010;19:45;ZSC Lions;Fribourg-Gottéron; 3:2; 2:2|1:0|0:0;;;False;Hallenstadion Zürich;7245
Fr;05.11.2010;19:45;EHC Biel;ZSC Lions; 4:5; 1:2|2:1|1:2;;;False;Eisstadion Biel;4303
Fr;05.11.2010;19:45;HC Davos;HC Ambri-Piotta; 3:2; 1:0|1:2|1:0;;;False;Vaillant Arena Davos;3472
Fr;05.11.2010;19:45;Fribourg-Gottéron;SC Bern; 3:2; 2:2|0:0|1:0;;;False;Fribourg, BCF Arena;6900
Fr;05.11.2010;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 3:6; 3:2|0:2|0:2;;;False;Diners Club Arena;4425
Fr;05.11.2010;19:45;HC Lugano;Genève-Servette HC; 1:2; 0:1|1:0|0:0|0:1;OT;;False;Lugano;3177
Fr;05.11.2010;19:45;EV Zug;SCL Tigers; 1:4; 0:2|1:0|0:2;;;False;Bossard Arena Zug;5796
Sa;06.11.2010;19:45;HC Ambri-Piotta;EHC Biel; 4:3; 1:1|2:2|0:0|1:0;SO;;False;Ambri Valascia;3829
Sa;06.11.2010;19:45;SC Bern;Fribourg-Gottéron; 4:3; 1:1|2:2|1:0;;;False;PostFinance Arena;17131
Sa;06.11.2010;19:45;Genève-Servette HC;EV Zug; 2:3; 1:0|0:0|1:2|0:1;SO;;False;Les Vernets Genève;7188
Sa;06.11.2010;19:45;Kloten Flyers;SC Rapperswil-Jona Lakers; 5:3; 1:1|1:2|3:0;;;False;Kolping Arena Kloten;5305
Sa;06.11.2010;19:45;SCL Tigers;HC Davos; 2:3; 1:0|1:3|0:0;;;False;Ilfishalle Langnau;6303
Sa;06.11.2010;19:45;ZSC Lions;HC Lugano; 6:2; 3:1|3:1|0:0;;;False;Hallenstadion Zürich;10550
Di;16.11.2010;19:45;ZSC Lions;SCL Tigers; 3:2; 1:1|1:0|1:1;;;False;Hallenstadion Zürich;6977
Di;16.11.2010;19:45;EV Zug;HC Davos; 4:3; 1:1|1:2|1:0|1:0;OT;;False;Bossard Arena Zug;7015
Fr;19.11.2010;19:45;SCL Tigers;ZSC Lions; 5:4; 1:1|1:1|2:2|1:0;SO;;False;Ilfishalle Langnau;4762
Fr;19.11.2010;19:45;HC Davos;HC Lugano; 4:0; 2:0|2:0|0:0;;;False;Vaillant Arena Davos;4511
Fr;19.11.2010;19:45;Kloten Flyers;EHC Biel; 5:3; 0:0|1:3|4:0;;;False;Kolping Arena Kloten;4944
Fr;19.11.2010;19:45;EV Zug;SC Rapperswil-Jona Lakers; 4:3; 1:2|1:1|2:0;;;False;Bossard Arena Zug;6057
Fr;19.11.2010;20:15;Fribourg-Gottéron;Genève-Servette HC; 1:5; 0:2|0:2|1:1;;;False;Fribourg BCF Arena;6900
Sa;20.11.2010;19:45;EHC Biel;HC Davos; 3:1; 1:0|1:0|1:1;;;False;Biel;4838
Sa;20.11.2010;19:45;SC Bern;EV Zug; 3:4; 1:1|0:2|2:1;;;False;PostFinance Arena;16272
Sa;20.11.2010;19:45;SC Rapperswil-Jona Lakers;Kloten Flyers; 3:4; 0:2|1:2|2:0;;;False;Diners Club Arena;4255
Sa;20.11.2010;20:15;HC Lugano;HC Ambri-Piotta; 4:2; 0:0|2:0|2:2;;;False;Lugano;7243
So;21.11.2010;15:45;HC Ambri-Piotta;ZSC Lions; 0:1; 0:0|0:1|0:0;;;False;Ambri Valascia;3344
So;21.11.2010;15:45;SCL Tigers;SC Bern; 3:4; 1:1|2:0|0:2|0:1;SO;;False;Ilfishalle Langnau;6550
Di;23.11.2010;19:45;Fribourg-Gottéron;EHC Biel; 1:2; 1:2|0:0|0:0;;;False;Fribourg BCF Arena;6200
Di;23.11.2010;19:45;ZSC Lions;HC Ambri-Piotta; 8:3; 2:0|4:2|2:1;;;False;Hallenstadion Zürich;6647
Di;23.11.2010;19:46;Genève-Servette HC;SC Bern; 0:2; 0:0|0:1|0:1;;;False;Les Vernets Genève;7153
Fr;26.11.2010;19:45;HC Lugano;HC Davos; 2:5; 1:1|1:1|0:3;;;False;Lugano;3328
Fr;26.11.2010;19:45;EV Zug;HC Ambri-Piotta; 2:4; 0:1|0:1|2:2;;;False;Bossard Arena Zug;5861
Fr;26.11.2010;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 2:3; 1:0|0:1|1:2;;;False;Ilfishalle Langnau;4525
Fr;26.11.2010;20:15;Fribourg-Gottéron;Genève-Servette HC; 1:2; 0:0|1:1|0:1;;;False;Fribourg BCF Arena;6900
Sa;27.11.2010;19:45;HC Ambri-Piotta;SCL Tigers; 3:4; 2:2|1:1|0:0|0:1;OT;;False;Ambri Valascia;2497
Sa;27.11.2010;19:45;EHC Biel;HC Lugano; 3:2; 1:0|0:2|2:0;;;False;Biel;4418
Sa;27.11.2010;19:45;HC Davos;Kloten Flyers; 4:1; 2:0|0:0|2:1;;;False;Vaillant Arena Davos;5095
Sa;27.11.2010;19:45;SC Rapperswil-Jona Lakers;Fribourg-Gottéron; 3:1; 0:0|0:0|3:1;;;False;Diners Club Arena;4325
Sa;27.11.2010;19:45;ZSC Lions;EV Zug; 4:6; 2:2|0:1|2:3;;;False;Hallenstadion Zürich;7742
So;28.11.2010;15:45;SC Bern;ZSC Lions; 6:3; 1:0|2:3|3:0;;;False;PostFinance Arena;15420
So;28.11.2010;15:45;Kloten Flyers;EHC Biel; 5:2; 0:0|3:1|2:1;;;False;Kolping Arena Kloten;5121
Di;30.11.2010;19:45;HC Ambri-Piotta;EV Zug; 3:4; 0:1|3:3|0:0;;;False;Ambri Valascia;1873
Di;30.11.2010;19:45;EHC Biel;SC Bern; 1:2; 0:0|1:1|0:0|0:1;SO;;False;Biel;4725
Di;30.11.2010;19:45;Kloten Flyers;Fribourg-Gottéron; 4:2; 3:1|1:0|0:1;;;False;Kolping Arena Kloten;4939
Di;30.11.2010;19:45;SC Rapperswil-Jona Lakers;HC Davos; 0:4; 0:0|0:3|0:1;;;False;Diners Club Arena;4584
Di;30.11.2010;19:45;HC Lugano;ZSC Lions; 3:2; 0:1|1:0|1:1|1:0;SO;;False;Lugano;2971
Di;30.11.2010;19:45;SCL Tigers;Genève-Servette HC; 5:1; 5:0|0:0|0:1;;;False;Ilfishalle Langnau;4310
Fr;03.12.2010;19:45;Fribourg-Gottéron;EHC Biel; 5:1; 0:0|3:0|2:1;;;False;Fribourg BCF Arena;6300
Fr;03.12.2010;19:45;HC Lugano;SCL Tigers; 5:0; 3:0|2:0|0:0;;;False;Lugano;3188
Fr;03.12.2010;19:45;EV Zug;SC Rapperswil-Jona Lakers; 3:4; 2:0|0:3|1:0|0:1;SO;;False;Bossard Arena Zug;5577
Fr;03.12.2010;19:45;Genève-Servette HC;ZSC Lions; 5:0; 2:0|2:0|1:0;;;False;Les Vernets Genève;7201
Sa;04.12.2010;19:45;HC Ambri-Piotta;Kloten Flyers; 1:2; 0:1|0:1|1:0;;;False;Ambri Valascia;3136
Sa;04.12.2010;19:45;EHC Biel;Fribourg-Gottéron; 3:2; 0:1|0:1|2:0|1:0;OT;;False;Biel;4731
Sa;04.12.2010;19:45;HC Davos;EV Zug; 8:4; 3:1|3:2|2:1;;;False;Vaillant Arena Davos;6015
Sa;04.12.2010;19:45;SC Rapperswil-Jona Lakers;SC Bern; 1:2; 1:0|0:0|0:1|0:1;SO;;False;Diners Club Arena;4351
Sa;04.12.2010;19:45;SCL Tigers;HC Lugano; 4:2; 0:1|2:1|2:0;;;False;Ilfishalle Langnau;4891
So;05.12.2010;15:45;Kloten Flyers;HC Davos; 4:2; 2:1|0:1|2:0;;;False;Kolping Arena Kloten;7331
Di;07.12.2010;19:45;HC Ambri-Piotta;SC Rapperswil-Jona Lakers; 4:2; 0:1|1:1|3:0;;;False;Ambri Valascia;2131
Di;07.12.2010;19:45;SC Bern;EHC Biel; 8:1; 3:0|3:0|2:1;;;False;PostFinance Arena;15399
Di;07.12.2010;19:45;Fribourg-Gottéron;Genève-Servette HC; 5:4; 2:2|1:1|1:1|1:0;OT;;False;Fribourg BCF Arena;6600
Di;07.12.2010;19:45;Kloten Flyers;SCL Tigers; 4:3; 1:0|3:3|0:0;;;False;Kolping Arena Kloten;4680
Di;07.12.2010;19:45;ZSC Lions;HC Davos; 1:0; 0:0|1:0|0:0;;;False;Hallenstadion Zürich;8082
Di;07.12.2010;19:45;EV Zug;HC Lugano; 4:2; 1:1|1:1|2:0;;;False;Bossard Arena Zug;6093
Fr;10.12.2010;19:45;SC Bern;HC Ambri-Piotta; 2:0; 0:0|1:0|1:0;;;False;PostFinance Arena;15007
Fr;10.12.2010;19:45;HC Davos;ZSC Lions; 4:1; 1:0|1:0|2:1;;;False;Vaillant Arena Davos;5018
Fr;10.12.2010;19:45;Fribourg-Gottéron;SCL Tigers; 5:4; 1:1|1:1|2:2|1:0;SO;;False;Fribourg BCF Arena;6900
Fr;10.12.2010;19:45;SC Rapperswil-Jona Lakers;Genève-Servette HC; 2:5; 0:2|1:2|1:1;;;False;Diners Club Arena;3867
Fr;10.12.2010;19:45;HC Lugano;Kloten Flyers; 1:2; 0:0|1:0|0:1|0:1;OT;;False;Lugano;3208
Sa;11.12.2010;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 6:5; 1:2|4:1|1:2;;;False;Ambri Valascia;3087
Sa;11.12.2010;19:45;EHC Biel;SC Bern; 3:6; 3:3|0:1|0:2;;;False;Eisstadion Biel;5253
Sa;11.12.2010;19:45;Genève-Servette HC;HC Lugano; 3:1; 0:1|1:0|2:0;;;False;Les Vernets Genève;7040
Sa;11.12.2010;19:45;Kloten Flyers;HC Davos; 1:3; 1:1|0:2|0:0;;;False;Kolping Arena Kloten;6775
Sa;11.12.2010;19:45;SCL Tigers;EV Zug; 6:3; 2:1|1:1|3:1;;;False;Ilfishalle Langnau;5217
So;12.12.2010;15:45;EV Zug;EHC Biel; 6:2; 2:0|2:0|2:2;;;False;Bossard Arena Zug;5427
So;12.12.2010;15:45;ZSC Lions;SC Rapperswil-Jona Lakers; 2:1; 0:0|0:0|1:1|1:0;OT;;False;Hallenstadion Zürich;8257
Di;21.12.2010;19:45;EHC Biel;SCL Tigers; 2:4; 2:0|0:3|0:1;;;False;Eisstadion Biel;4786
