R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
66;Ambühl Andres;ZSC Lions;Stürmer;12;3;0;3;0.25;2;-1
67;Berger Alain;SC Bern;Stürmer;20;2;1;3;0.15;10;-3
68;Bertschy Christoph;SC Bern;Stürmer;20;2;1;3;0.15;2;-2
69;Vauclair Tristan;Fribourg-Gottéron;Stürmer;17;2;1;3;0.18;2;-5
70;Wieser Dino;HC Davos;Stürmer;6;2;1;3;0.50;6;0
71;Wieser Marc;EHC Biel;Stürmer;7;2;1;3;0.43;8;-4
72;Blindenbacher Severin;ZSC Lions;Verteidiger;10;2;1;3;0.30;29;-1
73;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;17;2;1;3;0.18;49;4
74;Sykora Petr;HC Davos;Stürmer;7;2;1;3;0.43;6;-1
75;Rosa Pavel;HC Lugano;Stürmer;4;1;2;3;0.75;2;-4
76;Heins Shawn;Fribourg-Gottéron;Verteidiger;14;1;2;3;0.21;32;-4
77;Helbling Timo;EV Zug;Verteidiger;14;1;2;3;0.21;45;1
78;Ngoy Michael;Fribourg-Gottéron;Verteidiger;18;1;2;3;0.17;2;1
79;Pittis Domenico;EV Zug;Stürmer;8;1;2;3;0.38;4;1
80;Sykora Petr;SC Bern;-;4;1;2;3;0.75;2;0
81;Vauclair Julien;HC Lugano;Verteidiger;7;1;2;3;0.43;4;0
82;Keller Ryan;Genève-Servette HC;Stürmer;6;0;3;3;0.50;0;0
83;Scherwey Tristan;SC Bern;Stürmer;16;0;3;3;0.19;10;-6
84;Ehlers Nikolaj;EHC Biel;Stürmer;7;0;3;3;0.43;0;0
85;Carle Mathieu;Genève-Servette HC;Verteidiger;7;0;3;3;0.43;14;4
86;Steiner Daniel;HC Lugano;Stürmer;7;0;3;3;0.43;6;1
87;Heikkinen Ilkka;HC Lugano;Verteidiger;7;2;0;2;0.29;8;-3
88;Peter Emanuel;EHC Biel;Stürmer;7;2;0;2;0.29;0;-2
89;Salmelainen Tony;Genève-Servette HC;Stürmer;7;2;0;2;0.29;10;-2
90;Dvorak Radek;HC Davos;Stürmer;7;1;1;2;0.29;2;-2
91;Fritsche John;Genève-Servette HC;Stürmer;7;1;1;2;0.29;0;-2
92;Grossmann Robin;HC Davos;Verteidiger;7;1;1;2;0.29;0;0
93;MacMurchy Ryan;EHC Biel;Stürmer;3;1;1;2;0.67;27;1
94;Sciaroni Gregory;HC Davos;Stürmer;7;1;1;2;0.29;4;1
95;Ulmer Martin;EHC Biel;Stürmer;7;1;1;2;0.29;4;-5
96;Vukovic Daniel;Genève-Servette HC;Verteidiger;7;1;1;2;0.29;4;1
97;Wetzel Philipp;EHC Biel;Stürmer;7;1;1;2;0.29;8;-4
98;Huguenin Anthony;EHC Biel;Verteidiger;6;1;1;2;0.33;2;-5
99;Iglesias Frédéric;Genève-Servette HC;Verteidiger;6;1;1;2;0.33;0;2
100;McCarthy Steve;ZSC Lions;Verteidiger;2;1;1;2;1.00;0;-2
101;Neuenschwander Caryl;SC Bern;Stürmer;20;1;1;2;0.10;4;-1
102;Ulmer Stefan;HC Lugano;Verteidiger;4;1;1;2;0.50;0;0
103;Fischer Patrick;EV Zug;Verteidiger;14;0;2;2;0.14;8;-3
104;Jobin David;SC Bern;Verteidiger;9;0;2;2;0.22;0;0
105;Nodari Matteo;HC Lugano;Verteidiger;7;0;2;2;0.29;6;1
106;Randegger Flurin;SC Bern;Verteidiger;20;0;2;2;0.10;12;-2
107;Rubin Daniel;SC Bern;Stürmer;18;0;2;2;0.11;16;2
108;Almond Cody;Genève-Servette HC;Stürmer;7;0;2;2;0.29;18;1
109;Back Rene;HC Davos;Verteidiger;7;0;2;2;0.29;4;-2
110;Friedli Samuel;Genève-Servette HC;Stürmer;7;0;2;2;0.29;6;2
111;Gerber Beat;SC Bern;Verteidiger;20;0;2;2;0.10;12;8
112;Hofmann Gregory;HC Davos;Stürmer;7;0;2;2;0.29;0;1
113;Kamber Oliver;HC Lugano;Stürmer;7;0;2;2;0.29;2;-1
114;Rivera Christopher;Genève-Servette HC;Stürmer;7;0;2;2;0.29;20;0
115;Taticek Petr;HC Davos;Stürmer;5;0;2;2;0.40;2;1
116;Tremblay Alexandre;ZSC Lions;Stürmer;5;0;2;2;0.40;0;0
117;Schnyder Daniel;ZSC Lions;Verteidiger;12;0;2;2;0.17;6;4
118;Steinmann Janick;HC Davos;Stürmer;7;0;2;2;0.29;4;1
119;Conne Flavien;HC Lugano;Stürmer;7;1;0;1;0.14;2;1
120;Diem Nolan;EV Zug;Stürmer;14;1;0;1;0.07;4;-4
121;Gerber Roland;Genève-Servette HC;Stürmer;7;1;0;1;0.14;12;0
122;Kellenberger Steve;EHC Biel;Stürmer;7;1;0;1;0.14;2;-1
123;Linglet Charles;HC Lugano;Stürmer;3;1;0;1;0.33;0;-1
124;Lüthi Fabian;EV Zug;Stürmer;14;1;0;1;0.07;0;-2
125;Marha Josef;HC Davos;Stürmer;7;1;0;1;0.14;8;2
126;Ruefenacht Thomas;HC Lugano;Stürmer;3;1;0;1;0.33;2;-3
127;Ryser Sven;HC Davos;Stürmer;6;1;0;1;0.17;2;0
128;Schommer Patrick;HC Davos;Stürmer;4;1;0;1;0.25;0;0
129;Simion Dario;HC Lugano;Stürmer;7;1;0;1;0.14;0;2
130;Walker Julian;Genève-Servette HC;Stürmer;7;1;0;1;0.14;4;-5
131;Gautschi Marc;Genève-Servette HC;Verteidiger;6;0;1;1;0.17;31;1
132;Kienzle Lorenz;HC Lugano;Verteidiger;5;0;1;1;0.20;0;-1
133;Lindemann Sven;EV Zug;Stürmer;14;0;1;1;0.07;2;1
134;Meier Dominic;EHC Biel;Verteidiger;7;0;1;1;0.14;8;-2
135;Micflikier Jacob;EHC Biel;Stürmer;4;0;1;1;0.25;0;-4
136;Reuille Sebastien;HC Lugano;Stürmer;7;0;1;1;0.14;2;-2
137;Sushinsky Maxim;Fribourg-Gottéron;Stürmer;4;0;1;1;0.25;0;-5
138;Sutter Sebastian;EHC Biel;Stürmer;7;0;1;1;0.14;52;-1
139;Baltisberger Chris;ZSC Lions;Stürmer;8;0;1;1;0.12;2;0
140;Brügger Sandro;Fribourg-Gottéron;Stürmer;5;0;1;1;0.20;0;0
141;Cadieux Jan;Fribourg-Gottéron;Stürmer;16;0;1;1;0.06;4;-2
142;Erni Samuel;EV Zug;Verteidiger;14;0;1;1;0.07;4;4
143;Hächler Cedric;ZSC Lions;Verteidiger;9;0;1;1;0.11;4;-1
144;Lashoff Matt;ZSC Lions;Verteidiger;12;0;1;1;0.08;14;2
145;Mercier Jonathan;Genève-Servette HC;Verteidiger;7;0;1;1;0.14;6;-2
146;Polak Vojtech;HC Davos;Stürmer;2;0;1;1;0.50;0;1
147;Randegger Gian-Andrea;Genève-Servette HC;Verteidiger;7;0;1;1;0.14;6;-2
148;Alatalo Santeri;HC Davos;Verteidiger;3;0;0;0;0.00;2;0
149;Antonietti Eliot;Genève-Servette HC;Verteidiger;7;0;0;0;0.00;2;0
150;Baltisberger Phil;ZSC Lions;Verteidiger;4;0;0;0;0.00;0;-1
151;Blaser Yannick;EV Zug;Verteidiger;1;0;0;0;0.00;0;-2
152;Bühler Cyrill;ZSC Lions;Stürmer;11;0;0;0;0.00;0;-4
153;Corvi Enzo;HC Davos;Stürmer;3;0;0;0;0.00;2;1
154;Ehrensperger Gianni;EHC Biel;Stürmer;1;0;0;0;0.00;0;-1
155;Fata Rico;Genève-Servette HC;Stürmer;1;0;0;0;0.00;2;0
156;Fazzini Luca;HC Lugano;Stürmer;6;0;0;0;0.00;2;-1
157;Füglister Jeffrey;EHC Biel;Stürmer;6;0;0;0;0.00;0;-5
158;Gloor Kevin;EHC Biel;Verteidiger;7;0;0;0;0.00;0;-5
159;Gossweiler Manuel;EHC Biel;Verteidiger;7;0;0;0;0.00;0;-1
160;Grieder Marc;EHC Biel;Verteidiger;5;0;0;0;0.00;0;-2
161;Guerra Samuel;HC Davos;Verteidiger;6;0;0;0;0.00;2;-3
162;Hänni Andreas;SC Bern;Verteidiger;5;0;0;0;0.00;0;0
163;Heldstab Beat;SC Bern;Verteidiger;5;0;0;0;0.00;0;1
164;Hirschi Steve;HC Lugano;Verteidiger;7;0;0;0;0.00;2;-3
165;Joggi Mathias;HC Davos;Stürmer;7;0;0;0;0.00;6;1
166;Kast Timothy;Fribourg-Gottéron;Stürmer;1;0;0;0;0.00;0;0
167;Kostner Diego;HC Lugano;Stürmer;7;0;0;0;0.00;0;-3
168;Kparghai Clarence;EHC Biel;Verteidiger;1;0;0;0;0.00;0;0
169;Kreis Samuel;SC Bern;Verteidiger;8;0;0;0;0.00;0;-1
170;Kubina Pavel;Genève-Servette HC;Verteidiger;1;0;0;0;0.00;0;-2
171;Maurer Marco;ZSC Lions;Verteidiger;12;0;0;0;0.00;6;2
172;Morant Johan;HC Lugano;Verteidiger;5;0;0;0;0.00;6;0
173;Mottet Killian;Fribourg-Gottéron;Stürmer;2;0;0;0;0.00;0;-2
174;Murray Jordan;HC Lugano;Stürmer;7;0;0;0;0.00;8;-1
175;Neininger Michael;EHC Biel;Stürmer;6;0;0;0;0.00;2;-2
176;Pivron Pierrick;HC Lugano;Stürmer;1;0;0;0;0.00;0;0
177;Profico Leandro;HC Lugano;Verteidiger;4;0;0;0;0.00;0;1
178;Ramholt Tim;HC Davos;Verteidiger;7;0;0;0;0.00;8;-1
179;Rizzi Sandro;HC Davos;Verteidiger;7;0;0;0;0.00;2;-3
180;Rossi Matthias;EV Zug;Stürmer;1;0;0;0;0.00;0;0
181;Rouiller Anthony;EHC Biel;Verteidiger;2;0;0;0;0.00;0;0
182;Savary Jean;Genève-Servette HC;Stürmer;7;0;0;0;0.00;0;0
183;Schäublin Olivier;Fribourg-Gottéron;Verteidiger;6;0;0;0;0.00;0;0
184;Schefer Philipp;EV Zug;Verteidiger;11;0;0;0;0.00;2;0
185;Schlumpf Dominik;HC Lugano;Verteidiger;7;0;0;0;0.00;0;-4
186;Schmutz Julian;SC Bern;Stürmer;4;0;0;0;0.00;0;0
187;Schneeberger Noah;HC Davos;Verteidiger;4;0;0;0;0.00;2;0
188;Schneuwly Cédric;EV Zug;Stürmer;11;0;0;0;0.00;2;1
189;Sieber Lukas;HC Davos;Stürmer;5;0;0;0;0.00;2;0
190;Trutmann Dario;EHC Biel;Verteidiger;2;0;0;0;0.00;12;1
191;Tschantré Mathieu;EHC Biel;Stürmer;3;0;0;0;0.00;8;0
192;Untersander Ramon;EHC Biel;Verteidiger;7;0;0;0;0.00;6;-3
193;Walsky Eric;Genève-Servette HC;Stürmer;2;0;0;0;0.00;0;-1
194;Wellinger Thomas;EHC Biel;Verteidiger;3;0;0;0;0.00;2;-3
195;Zubler Patrick;EV Zug;Verteidiger;7;0;0;0;0.00;0;0
