Series_ID,Winner,Year,Opponent 1,Homefield_advantage,Opponent 0,GF,PK SI,PK SI/GP,PK GA,PK GA/GP,PK%,PKT,PK time/GP,SHG,PK GF/GP,GF/GP,GA,GA/GP,GF even,GF even/GP,GA even,GA even/GP,PPG,PPG/GP,PP GA,PP GA/GP,SOWGF,SOWGA,2' ,5',10',GM,MP,PIM Total,PP OP,PP OP/GP,PP%,PPT,PP time/GP,Number of year
1415_Genève-Servette HC HC Lugano,0,1415,HC Lugano,0,Genève-Servette HC,-1.0,-4.0,-0.08000000000000007,1.0,0.020000000000000018,-0.9199999999999875,-597.0,-12.0,7.0,0.13999999999999999,-0.020000000000000018,27.0,0.54,7.0,0.14000000000000012,16.0,0.32000000000000006,-12.0,-0.24,6.0,0.12000000000000001,-3.0,4.0,-17.0,-2.0,-1.0,-3.0,0.0,-114.0,-72.0,-1.44,1.0500000000000007,-6061.0,-121.0,0.0
1415_Genève-Servette HC ZSC Lions,1,1415,ZSC Lions,0,Genève-Servette HC,6.0,-9.0,-0.18000000000000016,3.0,0.05999999999999994,-2.4099999999999966,-750.0,-15.0,6.0,0.12,0.1200000000000001,48.0,0.96,-6.0,-0.11999999999999966,35.0,0.7000000000000002,5.0,0.09999999999999998,9.0,0.18000000000000002,1.0,1.0,-1.0,1.0,3.0,1.0,0.0,53.0,-16.0,-0.3200000000000003,4.5600000000000005,-1478.0,-29.0,0.0
1415_HC Davos SC Bern,0,1415,SC Bern,1,HC Davos,6.0,22.0,0.43999999999999995,3.0,0.05999999999999994,0.10999999999999943,586.0,11.0,4.0,0.08000000000000002,0.11999999999999966,12.0,0.2400000000000002,11.0,0.2200000000000002,10.0,0.20000000000000018,-9.0,-0.17999999999999994,-1.0,-0.020000000000000004,0.0,0.0,20.0,-2.0,0.0,-2.0,0.0,-10.0,10.0,0.20000000000000018,-5.949999999999999,1007.0,20.0,0.0
1415_HC Davos ZSC Lions,0,1415,ZSC Lions,1,HC Davos,16.0,19.0,0.3799999999999999,3.0,0.05999999999999994,-0.12000000000000455,1329.0,26.0,4.0,0.08000000000000002,0.31999999999999984,26.0,0.52,13.0,0.26000000000000023,20.0,0.40000000000000013,-2.0,-0.040000000000000036,3.0,0.06,1.0,0.0,29.0,2.0,1.0,2.0,0.0,118.0,5.0,0.10000000000000009,-1.5099999999999998,465.0,10.0,0.0
1415_Lausanne HC SC Bern,1,1415,SC Bern,1,Lausanne HC,-53.0,-15.0,-0.30000000000000027,7.0,0.14,-5.450000000000003,-2233.0,-45.0,-1.0,-0.019999999999999997,-1.06,-4.0,-0.08000000000000007,-47.0,-0.94,-11.0,-0.21999999999999997,-6.0,-0.12,1.0,0.01999999999999999,1.0,-1.0,-36.0,-2.0,2.0,0.0,0.0,-62.0,10.0,0.20000000000000018,-4.32,1550.0,31.0,0.0
1516_EV Zug HC Lugano,1,1516,HC Lugano,1,EV Zug,4.0,9.0,0.17999999999999972,1.0,0.020000000000000018,0.3499999999999943,869.0,18.0,-1.0,-0.020000000000000004,0.08000000000000007,-12.0,-0.2400000000000002,-5.0,-0.10000000000000009,-13.0,-0.26000000000000023,12.0,0.24,-2.0,-0.04000000000000001,-2.0,2.0,-1.0,0.0,3.0,0.0,0.0,28.0,6.0,0.1200000000000001,5.650000000000002,598.0,12.0,0.0
1516_Fribourg-Gottéron Genève-Servette HC,1,1516,Genève-Servette HC,1,Fribourg-Gottéron,-12.0,-42.0,-0.8399999999999999,6.0,0.12,-7.939999999999998,-4020.0,-81.0,-1.0,-0.01999999999999999,-0.2400000000000002,16.0,0.3200000000000003,-6.0,-0.1200000000000001,7.0,0.14000000000000012,-4.0,-0.07999999999999996,1.0,0.01999999999999999,-1.0,2.0,-28.0,1.0,0.0,1.0,0.0,-31.0,22.0,0.43999999999999995,-4.84,1069.0,21.0,0.0
1516_Genève-Servette HC HC Lugano,1,1516,HC Lugano,1,Genève-Servette HC,3.0,28.0,0.5599999999999996,2.0,0.039999999999999925,1.5300000000000011,1531.0,31.0,2.0,0.039999999999999994,0.06000000000000005,-12.0,-0.2400000000000002,-11.0,-0.21999999999999975,-14.0,-0.28000000000000025,13.0,0.26,0.0,0.0,-1.0,0.0,16.0,-2.0,4.0,-1.0,0.0,42.0,-14.0,-0.2799999999999998,8.740000000000002,-1173.0,-23.0,0.0
1516_HC Davos Kloten Flyers,0,1516,Kloten Flyers,1,HC Davos,27.0,22.0,0.43999999999999995,-13.0,-0.26,9.529999999999987,2307.0,47.0,4.0,0.08000000000000002,0.54,-8.0,-0.16000000000000014,25.0,0.5,3.0,0.06000000000000005,-2.0,-0.039999999999999925,1.0,0.019999999999999997,0.0,1.0,29.0,2.0,7.0,5.0,0.0,238.0,17.0,0.33999999999999986,-3.2600000000000016,934.0,19.0,0.0
1516_HC Davos SC Bern,1,1516,SC Bern,0,HC Davos,29.0,0.0,0.0,-11.0,-0.21999999999999997,5.789999999999992,1072.0,22.0,6.0,0.12000000000000001,0.5800000000000001,-20.0,-0.40000000000000036,40.0,0.8000000000000003,-5.0,-0.09999999999999964,-18.0,-0.36,0.0,0.0,1.0,-4.0,-16.0,0.0,3.0,3.0,0.0,58.0,-36.0,-0.7200000000000002,-5.309999999999999,-2058.0,-41.0,0.0
1516_HC Lugano SC Bern,1,1516,SC Bern,0,HC Lugano,5.0,-11.0,-0.21999999999999975,-4.0,-0.07999999999999996,1.0300000000000011,260.0,5.0,0.0,0.0,0.10000000000000009,-12.0,-0.2400000000000002,23.0,0.45999999999999996,-6.0,-0.11999999999999966,-20.0,-0.4,2.0,0.04000000000000001,2.0,-4.0,-20.0,2.0,-6.0,3.0,0.0,-30.0,-23.0,-0.4600000000000004,-7.66,-1329.0,-27.0,0.0
1516_SC Bern ZSC Lions,0,1516,ZSC Lions,0,SC Bern,-21.0,20.0,0.3999999999999999,1.0,0.020000000000000018,1.710000000000008,361.0,7.0,-2.0,-0.039999999999999994,-0.41999999999999993,37.0,0.7400000000000002,-27.0,-0.54,36.0,0.7199999999999998,6.0,0.12,1.0,0.019999999999999997,2.0,-1.0,42.0,2.0,6.0,1.0,0.0,174.0,33.0,0.6600000000000001,-1.0800000000000018,2461.0,49.0,0.0
