R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
126;Iglesias Frédéric;Genève-Servette HC;Verteidiger;11;0;1;0;1;0;0;0;0;0;0;1
127;Glauser Andrea;Fribourg-Gottéron;Verteidiger;5;0;1;0;1;0;0;1;0;0;0;0
128;Gerber Roland;Genève-Servette HC;Stürmer;10;0;1;0;1;0;0;1;0;0;0;0
129;Fransson Johan;Genève-Servette HC;Verteidiger;11;0;1;0;1;0;0;0;0;1;0;0
130;Baltisberger Chris;ZSC Lions;Stürmer;4;0;1;0;1;0;0;1;0;0;0;0
131;Zanatta Luca;Genève-Servette HC;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
132;Wollgast Nigel;HC Lugano;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
133;Wick Roman;ZSC Lions;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
134;Von Gunten Patrick;Kloten Flyers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
135;Vauclair Tristan;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
136;Sondell Daniel;EV Zug;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
137;Smith Trevor;SC Bern;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
138;Siegenthaler Jonas;ZSC Lions;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
139;Sieber Lukas;EV Zug;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
140;Senteler Sven;EV Zug;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
141;Seger Mathias;ZSC Lions;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
142;Schnyder Fabian;EV Zug;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
143;Schmutz Flavio;Fribourg-Gottéron;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
144;Schlagenhauf Roman;HC Lugano;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
145;Schäppi Reto;ZSC Lions;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
146;Sartori Riccardo;HC Lugano;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
147;Romanenghi Matteo;HC Lugano;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
148;Rivera Christopher;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
149;Reichert Marc;SC Bern;Stürmer;14;0;0;0;0;0;0;0;0;0;0;0
150;Rapuzzi William;EV Zug;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
151;Rampazzo Ruben;HC Davos;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
152;Primeau Josh;EV Zug;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
153;Plüss Benny;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
154;Peter Emanuel;EV Zug;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
155;Paschoud Claude-C.;HC Davos;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
156;Olimb Mathis;Kloten Flyers;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
157;Obrist Patrick;Kloten Flyers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
158;Neukom Benjamin;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
159;Neuenschwander Jan;ZSC Lions;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
160;Neuenschwander Caryl;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
161;Ness Martin;SC Bern;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
162;Müller Marco;SC Bern;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
163;Morant Johan;EV Zug;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
164;McGrath Evan;HC Davos;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
165;Maret Mathieu;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
166;Marchon Nathan;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
167;Malgin Denis;ZSC Lions;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
168;Lammer Dominic;EV Zug;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
169;Kreis Samuel;SC Bern;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
170;Kparghai Clarence;HC Lugano;Verteidiger;14;0;0;0;0;0;0;0;0;0;0;0
171;Kindschi Simon;HC Davos;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
172;Keller Ryan;ZSC Lions;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
173;Kämpf Marc;SC Bern;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
174;Jung Sven;HC Davos;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
175;Hirschi Steve;HC Lugano;Verteidiger;15;0;0;0;0;0;0;0;0;0;0;0
176;Harlacher Edson;Kloten Flyers;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
177;Hächler Cedric;ZSC Lions;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
178;Gustafsson Erik;Kloten Flyers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
179;Guggisberg Peter;Kloten Flyers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
180;Guerra Samuel;HC Davos;Verteidiger;9;0;0;0;0;0;0;0;0;0;0;0
181;Gähler Jorden;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
182;Egli Chris;HC Davos;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
183;Diem Nolan;EV Zug;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
184;Dal Pian Giacomo;HC Lugano;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
185;Cunti Luca;ZSC Lions;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
186;Collenberg Franco;Kloten Flyers;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
187;Chuard Romain;Genève-Servette HC;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
188;Casutt Corsin;Kloten Flyers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
189;Camperchioli Luca;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
190;Büsser Xeno;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
191;Bürgler Dario;EV Zug;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
192;Bieber Matthias;Kloten Flyers;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
193;Bärtschi Patrik;ZSC Lions;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
194;Baltisberger Phil;ZSC Lions;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
195;Back Rene;Kloten Flyers;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
196;Alatalo Santeri;EV Zug;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
