Spieler,Pos,Team,year,GP,G,A,PTS,P/GP,PIM Total,+/-,Number of year,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,SOG,S%,SOG/GP,2' ,5',10',GM,MP
Ryser Sven,Stürmer,HC Davos,13-14,6,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1.33,0,0,0,0,0
Ryser Sven,Stürmer,ZSC Lions,09-10,4,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,1,0,0,0,0
Ryser Sven,Stürmer,ZSC Lions,10-11,5,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,4,0,0.8,0,0,0,0,0
Rytz Philippe,Verteidiger,Fribourg-Gottéron,10-11,3,0,0,0,0.0,27,0,1,0,0,0,0,0,0,0,0,0,2,0,0.67,1,1,0,0,1
Rytz Philippe,Verteidiger,Lausanne HC,14-15,5,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,5,0,1.0,0,0,0,0,0
Rytz Philippe,Verteidiger,SC Bern,08-09,6,1,0,1,0.17,6,2,1,0,0,0,1,0,0,0,0,0,18,5.56,3.0,3,0,0,0,0
Rytz Philippe,Verteidiger,SC Bern,09-10,4,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Rüthemann Ivo,Stürmer,SC Bern,08-09,6,2,6,8,1.33,0,2,1,3,3,0,0,4,1,2,1,0,32,6.25,5.33,0,0,0,0,0
Rüthemann Ivo,Stürmer,SC Bern,09-10,15,7,8,15,1.0,8,4,1,4,4,2,5,4,2,3,0,1,60,11.67,4.0,4,0,0,0,0
Rüthemann Ivo,Stürmer,SC Bern,10-11,11,6,6,12,1.09,4,6,1,4,2,1,5,4,1,2,0,0,46,13.04,4.18,2,0,0,0,0
Rüthemann Ivo,Stürmer,SC Bern,11-12,17,7,4,11,0.65,2,4,1,3,1,1,6,2,0,2,1,0,52,13.46,3.06,1,0,0,0,0
Rüthemann Ivo,Stürmer,SC Bern,12-13,20,4,5,9,0.45,2,5,1,3,2,0,4,3,0,1,0,1,33,12.12,1.65,1,0,0,0,0
Salmelainen Tony,Stürmer,Genève-Servette HC,08-09,4,1,2,3,0.75,2,-2,1,1,1,0,1,1,0,1,0,0,14,7.14,3.5,1,0,0,0,0
Salmelainen Tony,Stürmer,Genève-Servette HC,09-10,18,12,10,22,1.22,33,10,1,5,5,3,8,4,2,5,2,1,55,21.82,3.06,4,1,0,0,1
Salmelainen Tony,Stürmer,Genève-Servette HC,10-11,6,1,4,5,0.83,4,3,1,1,3,0,1,3,0,1,0,0,14,7.14,2.33,2,0,0,0,0
Salmelainen Tony,Stürmer,Genève-Servette HC,12-13,7,2,0,2,0.29,10,-2,1,0,0,0,1,0,0,0,1,0,11,18.18,1.57,0,0,1,0,0
Salmonsson Johannes,Stürmer,HC Davos,09-10,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0
Samson Jérôme,Stürmer,EHC Biel,14-15,6,1,0,1,0.17,0,-1,1,0,0,0,1,0,0,0,0,0,17,5.88,2.83,0,0,0,0,0
Sannitz Raffaele,Stürmer,HC Lugano,08-09,7,4,0,4,0.57,10,-2,1,0,0,0,3,0,1,0,0,0,21,19.05,3.0,5,0,0,0,0
Sannitz Raffaele,Stürmer,HC Lugano,09-10,4,1,2,3,0.75,20,-1,1,2,0,0,0,2,1,0,0,0,4,25,1.0,5,0,1,0,0
Sannitz Raffaele,Stürmer,HC Lugano,11-12,6,0,1,1,0.17,0,-3,1,1,0,0,0,1,0,0,0,0,4,0,0.67,0,0,0,0,0
Sannitz Raffaele,Stürmer,HC Lugano,13-14,5,1,2,3,0.6,4,0,1,2,0,0,0,2,1,0,0,0,6,16.67,1.2,2,0,0,0,0
Sannitz Raffaele,Stürmer,HC Lugano,14-15,6,1,1,2,0.33,2,-1,1,1,0,0,1,1,0,0,0,0,5,20,0.83,1,0,0,0,0
Sannitz Raffaele,Stürmer,HC Lugano,15-16,15,1,1,2,0.13,47,-3,1,0,1,0,1,1,0,0,0,0,13,7.69,0.87,6,1,1,1,0
Santala Tommi,Stürmer,Kloten Flyers,08-09,15,4,5,9,0.6,18,-3,1,4,1,0,2,0,2,3,0,2,28,14.29,1.87,9,0,0,0,0
Santala Tommi,Stürmer,Kloten Flyers,09-10,10,4,5,9,0.9,20,-2,1,3,2,1,2,2,2,3,0,0,18,22.22,1.8,5,0,1,0,0
Santala Tommi,Stürmer,Kloten Flyers,10-11,16,4,7,11,0.69,32,1,1,4,3,1,2,1,2,6,0,0,27,14.81,1.69,11,0,1,0,0
Santala Tommi,Stürmer,Kloten Flyers,11-12,5,1,2,3,0.6,4,0,1,1,1,0,0,1,1,1,0,0,10,10,2.0,2,0,0,0,0
Santala Tommi,Stürmer,Kloten Flyers,13-14,16,5,9,14,0.88,22,2,1,4,5,0,3,4,0,5,2,0,30,16.67,1.88,11,0,0,0,0
Santala Tommi,Stürmer,Kloten Flyers,15-16,4,0,2,2,0.5,6,0,1,0,2,0,0,1,0,1,0,0,8,0,2.0,3,0,0,0,0
Sartori Riccardo,Verteidiger,HC Lugano,14-15,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Sartori Riccardo,Verteidiger,HC Lugano,15-16,10,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Savary Jean,Stürmer,Genève-Servette HC,10-11,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.75,0,0,0,0,0
Savary Jean,Stürmer,Genève-Servette HC,12-13,7,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Savary Paul,Stürmer,Genève-Servette HC,08-09,4,1,0,1,0.25,0,-1,1,0,0,0,1,0,0,0,0,0,4,25,1.0,0,0,0,0,0
Savary Paul,Stürmer,Genève-Servette HC,09-10,17,4,5,9,0.53,27,4,1,4,1,0,3,4,1,1,0,0,15,26.67,0.88,1,1,0,1,0
Savary Paul,Stürmer,Genève-Servette HC,10-11,6,1,1,2,0.33,4,0,1,1,0,0,1,0,0,1,0,0,4,25,0.67,2,0,0,0,0
Savary Paul,Stürmer,Lausanne HC,13-14,7,0,0,0,0.0,2,-1,1,0,0,0,0,0,0,0,0,0,3,0,0.43,1,0,0,0,0
Savary Paul,Stürmer,Lausanne HC,14-15,2,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1.5,1,0,0,0,0
Schefer Marc,Verteidiger,EV Zug,09-10,12,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,3,0,0.25,0,0,0,0,0
Schefer Philipp,Verteidiger,EV Zug,12-13,11,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0.27,1,0,0,0,0
Schelling Philippe,Verteidiger,Kloten Flyers,11-12,5,0,0,0,0.0,2,-3,1,0,0,0,0,0,0,0,0,0,1,0,0.2,1,0,0,0,0
Schelling Philippe,Verteidiger,Kloten Flyers,13-14,16,0,1,1,0.06,14,3,1,0,1,0,0,1,0,0,0,0,15,0,0.94,7,0,0,0,0
Schelling Philippe,Verteidiger,Kloten Flyers,15-16,4,0,1,1,0.25,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0.5,0,0,0,0,0
Schelling Philippe,Verteidiger,ZSC Lions,08-09,4,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0.5,1,0,0,0,0
Schelling Philippe,Verteidiger,ZSC Lions,09-10,5,1,0,1,0.2,2,1,1,0,0,0,1,0,0,0,0,0,7,14.29,1.4,1,0,0,0,0
Scherwey Tristan,Stürmer,SC Bern,09-10,14,2,1,3,0.21,4,2,1,1,0,0,2,1,0,0,0,0,16,12.5,1.14,2,0,0,0,0
Scherwey Tristan,Stürmer,SC Bern,10-11,9,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,2,0,0.22,0,0,0,0,0
Scherwey Tristan,Stürmer,SC Bern,11-12,16,1,2,3,0.19,6,-1,1,2,0,0,1,2,0,0,0,0,22,4.55,1.38,3,0,0,0,0
Scherwey Tristan,Stürmer,SC Bern,12-13,16,0,3,3,0.19,10,-6,1,2,1,0,0,3,0,0,0,0,30,0,1.88,5,0,0,0,0
Scherwey Tristan,Stürmer,SC Bern,14-15,11,0,2,2,0.18,4,0,1,2,0,0,0,2,0,0,0,0,11,0,1.0,2,0,0,0,0
Scherwey Tristan,Stürmer,SC Bern,15-16,14,5,1,6,0.43,6,1,1,1,0,3,5,1,0,0,0,0,23,21.74,1.64,3,0,0,0,0
Schild Roman,Stürmer,SCL Tigers,10-11,3,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,2,0,0.67,0,0,0,0,0
Schilt Sebastian,Verteidiger,Fribourg-Gottéron,12-13,17,2,1,3,0.18,49,4,1,0,1,0,1,1,0,0,1,0,12,16.67,0.71,7,1,1,1,0
Schilt Sebastian,Verteidiger,Fribourg-Gottéron,13-14,10,0,2,2,0.2,6,5,1,0,2,0,0,2,0,0,0,0,9,0,0.9,3,0,0,0,0
Schilt Sebastian,Verteidiger,Fribourg-Gottéron,15-16,5,1,1,2,0.4,14,-2,1,0,1,0,1,1,0,0,0,0,13,7.69,2.6,2,0,1,0,0
Schilt Sebastian,Verteidiger,Genève-Servette HC,08-09,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Schilt Sebastian,Verteidiger,SCL Tigers,10-11,4,0,2,2,0.5,4,-2,1,1,1,0,0,1,0,1,0,0,4,0,1.0,2,0,0,0,0
Schlagenhauf Roman,Stürmer,HC Ambri-Piotta,13-14,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0
Schlagenhauf Roman,Stürmer,HC Lugano,09-10,4,0,1,1,0.25,2,2,1,0,1,0,0,1,0,0,0,0,2,0,0.5,1,0,0,0,0
Schlagenhauf Roman,Stürmer,HC Lugano,15-16,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Schlumpf Dominik,Verteidiger,EV Zug,14-15,6,0,1,1,0.17,2,-3,1,0,1,0,0,1,0,0,0,0,6,0,1.0,1,0,0,0,0
Schlumpf Dominik,Verteidiger,EV Zug,15-16,4,1,1,2,0.5,2,-3,1,0,1,0,1,1,0,0,0,0,6,16.67,1.5,1,0,0,0,0
Schlumpf Dominik,Verteidiger,HC Lugano,11-12,6,0,1,1,0.17,2,-2,1,0,1,0,0,1,0,0,0,0,2,0,0.33,1,0,0,0,0
Schlumpf Dominik,Verteidiger,HC Lugano,12-13,7,0,0,0,0.0,0,-4,1,0,0,0,0,0,0,0,0,0,6,0,0.86,0,0,0,0,0
Schlumpf Dominik,Verteidiger,HC Lugano,13-14,4,1,0,1,0.25,2,-3,1,0,0,0,0,0,1,0,0,0,6,16.67,1.5,1,0,0,0,0
Schmuckli Florian,Verteidiger,ZSC Lions,14-15,4,0,0,0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0.5,2,0,0,0,0
Schmutz Flavio,Stürmer,Fribourg-Gottéron,15-16,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0
Schmutz Julian,Stürmer,SC Bern,12-13,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Schneeberger Noah,Verteidiger,HC Davos,12-13,4,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1.0,1,0,0,0,0
Schneeberger Noah,Verteidiger,HC Davos,13-14,6,0,0,0,0.0,6,1,1,0,0,0,0,0,0,0,0,0,5,0,0.83,3,0,0,0,0
Schneeberger Noah,Verteidiger,HC Davos,14-15,15,1,7,8,0.53,0,6,1,5,2,1,1,3,0,2,0,2,11,9.09,0.73,0,0,0,0,0
Schneeberger Noah,Verteidiger,HC Davos,15-16,9,0,2,2,0.22,8,8,1,2,0,0,0,2,0,0,0,0,10,0,1.11,4,0,0,0,0
Schneuwly Cédric,Stürmer,EV Zug,10-11,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Schneuwly Cédric,Stürmer,EV Zug,11-12,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Schneuwly Cédric,Stürmer,EV Zug,12-13,11,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0.18,1,0,0,0,0
Schnyder Daniel,Verteidiger,ZSC Lions,08-09,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0
Schnyder Daniel,Verteidiger,ZSC Lions,09-10,7,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0.43,1,0,0,0,0
Schnyder Daniel,Verteidiger,ZSC Lions,10-11,5,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2,1,0,0,0,0
Schnyder Daniel,Verteidiger,ZSC Lions,11-12,15,0,3,3,0.2,2,5,1,1,2,0,0,3,0,0,0,0,5,0,0.33,1,0,0,0,0
Schnyder Daniel,Verteidiger,ZSC Lions,12-13,12,0,2,2,0.17,6,4,1,0,2,0,0,2,0,0,0,0,5,0,0.42,3,0,0,0,0
Schnyder Daniel,Verteidiger,ZSC Lions,13-14,18,0,1,1,0.06,0,-1,1,0,1,0,0,1,0,0,0,0,6,0,0.33,0,0,0,0,0
Schnyder Daniel,Verteidiger,ZSC Lions,14-15,10,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.3,0,0,0,0,0
Schnyder Fabian,Stürmer,EV Zug,08-09,10,0,2,2,0.2,6,-1,1,1,1,0,0,1,0,1,0,0,12,0,1.2,3,0,0,0,0
Schnyder Fabian,Stürmer,EV Zug,09-10,13,5,2,7,0.54,4,-1,1,2,0,0,3,1,1,0,1,1,44,11.36,3.38,2,0,0,0,0
Schnyder Fabian,Stürmer,EV Zug,10-11,10,3,1,4,0.4,4,-3,1,1,0,0,2,1,0,0,1,0,25,12,2.5,2,0,0,0,0
Schnyder Fabian,Stürmer,EV Zug,11-12,9,1,1,2,0.22,0,0,1,1,0,0,1,1,0,0,0,0,15,6.67,1.67,0,0,0,0,0
Schnyder Fabian,Stürmer,EV Zug,12-13,14,1,6,7,0.5,6,6,1,3,3,0,0,6,0,0,1,0,28,3.57,2.0,3,0,0,0,0
Schnyder Fabian,Stürmer,EV Zug,14-15,6,0,1,1,0.17,0,-1,1,0,1,0,0,1,0,0,0,0,6,0,1.0,0,0,0,0,0
Schnyder Fabian,Stürmer,EV Zug,15-16,4,0,0,0,0.0,0,-3,1,0,0,0,0,0,0,0,0,0,6,0,1.5,0,0,0,0,0
Schommer Patrick,Stürmer,HC Davos,12-13,4,1,0,1,0.25,0,0,1,0,0,0,1,0,0,0,0,0,5,20,1.25,0,0,0,0,0
Schommer Patrick,Stürmer,ZSC Lions,10-11,2,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
Schommer Patrick,Stürmer,ZSC Lions,11-12,9,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Schrepfer Rolf,Stürmer,Kloten Flyers,08-09,9,0,1,1,0.11,6,0,1,1,0,0,0,1,0,0,0,0,6,0,0.67,3,0,0,0,0
Schulthess Marc,Verteidiger,Kloten Flyers,08-09,14,0,1,1,0.07,2,7,1,0,1,0,0,1,0,0,0,0,6,0,0.43,1,0,0,0,0
Schulthess Marc,Verteidiger,Kloten Flyers,09-10,10,0,0,0,0.0,2,5,1,0,0,0,0,0,0,0,0,0,5,0,0.5,1,0,0,0,0
Schäppi Reto,Stürmer,ZSC Lions,10-11,5,0,1,1,0.2,8,2,1,1,0,0,0,1,0,0,0,0,1,0,0.2,4,0,0,0,0
Schäppi Reto,Stürmer,ZSC Lions,11-12,15,4,1,5,0.33,6,6,1,0,1,0,4,1,0,0,0,0,26,15.38,1.73,3,0,0,0,0
Schäppi Reto,Stürmer,ZSC Lions,12-13,12,2,2,4,0.33,4,-1,1,1,1,0,2,2,0,0,0,0,22,9.09,1.83,2,0,0,0,0
Schäppi Reto,Stürmer,ZSC Lions,13-14,18,0,3,3,0.17,8,-3,1,3,0,0,0,3,0,0,0,0,22,0,1.22,4,0,0,0,0
Schäppi Reto,Stürmer,ZSC Lions,14-15,18,1,4,5,0.28,10,3,1,3,1,0,1,4,0,0,0,0,33,3.03,1.83,5,0,0,0,0
Schäppi Reto,Stürmer,ZSC Lions,15-16,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0
Schäublin Olivier,Verteidiger,Fribourg-Gottéron,12-13,6,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.33,0,0,0,0,0
Sciaroni Gregory,Stürmer,HC Davos,09-10,6,0,1,1,0.17,2,-4,1,1,0,0,0,0,0,1,0,0,4,0,0.67,1,0,0,0,0
Sciaroni Gregory,Stürmer,HC Davos,10-11,14,2,2,4,0.29,4,4,1,2,0,1,2,2,0,0,0,0,9,22.22,0.64,2,0,0,0,0
Sciaroni Gregory,Stürmer,HC Davos,11-12,2,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
Sciaroni Gregory,Stürmer,HC Davos,12-13,7,1,1,2,0.29,4,1,1,1,0,1,1,1,0,0,0,0,9,11.11,1.29,2,0,0,0,0
Sciaroni Gregory,Stürmer,HC Davos,13-14,6,0,0,0,0.0,8,-2,1,0,0,0,0,0,0,0,0,0,10,0,1.67,4,0,0,0,0
Sciaroni Gregory,Stürmer,HC Davos,14-15,15,3,4,7,0.47,8,4,1,3,1,1,2,2,1,2,0,0,30,10,2.0,4,0,0,0,0
Seger Mathias,Verteidiger,ZSC Lions,08-09,4,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0.75,1,0,0,0,0
Seger Mathias,Verteidiger,ZSC Lions,09-10,7,2,5,7,1.0,8,1,1,2,3,0,0,1,2,2,0,2,18,11.11,2.57,4,0,0,0,0
Seger Mathias,Verteidiger,ZSC Lions,10-11,5,1,1,2,0.4,4,-2,1,1,0,0,1,1,0,0,0,0,12,8.33,2.4,2,0,0,0,0
Seger Mathias,Verteidiger,ZSC Lions,11-12,14,2,4,6,0.43,4,8,1,2,2,1,1,1,1,3,0,0,18,11.11,1.29,2,0,0,0,0
Seger Mathias,Verteidiger,ZSC Lions,12-13,12,0,9,9,0.75,18,5,1,6,3,0,0,6,0,3,0,0,16,0,1.33,4,0,1,0,0
Seger Mathias,Verteidiger,ZSC Lions,13-14,17,2,1,3,0.18,26,4,1,1,0,0,2,1,0,0,0,0,22,9.09,1.29,13,0,0,0,0
Seger Mathias,Verteidiger,ZSC Lions,14-15,12,2,3,5,0.42,10,8,1,0,3,0,1,3,1,0,0,0,15,13.33,1.25,5,0,0,0,0
Seger Mathias,Verteidiger,ZSC Lions,15-16,4,0,0,0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,5,0,1.25,2,0,0,0,0
Sejna Peter,Stürmer,HC Davos,10-11,7,1,5,6,0.86,2,3,1,3,2,0,1,2,0,3,0,0,15,6.67,2.14,1,0,0,0,0
Sejna Peter,Stürmer,HC Davos,11-12,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,11,0,2.75,0,0,0,0,0
Sejna Peter,Stürmer,ZSC Lions,08-09,3,0,1,1,0.33,0,-1,1,1,0,0,0,0,0,0,0,1,10,0,3.33,0,0,0,0,0
Senteler Sven,Stürmer,EV Zug,15-16,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,9,0,2.25,0,0,0,0,0
Senteler Sven,Stürmer,ZSC Lions,13-14,15,0,1,1,0.07,2,-5,1,0,1,0,0,1,0,0,0,0,7,0,0.47,1,0,0,0,0
Senteler Sven,Stürmer,ZSC Lions,14-15,9,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,6,0,0.67,1,0,0,0,0
Setoguchi Devin,Stürmer,HC Davos,15-16,7,5,3,8,1.14,10,4,1,3,0,2,4,1,1,2,0,0,18,27.78,2.57,0,0,1,0,0
Setzinger Oliver,Stürmer,HC Davos,09-10,5,1,4,5,1.0,6,-2,1,4,0,0,1,2,0,2,0,0,8,12.5,1.6,3,0,0,0,0
Setzinger Oliver,Stürmer,Lausanne HC,13-14,7,1,1,2,0.29,8,-3,1,1,0,1,1,0,0,1,0,0,11,9.09,1.57,4,0,0,0,0
Seydoux Philippe,Verteidiger,Fribourg-Gottéron,08-09,11,1,0,1,0.09,16,-1,1,0,0,1,0,0,1,0,0,0,11,9.09,1.0,8,0,0,0,0
Seydoux Philippe,Verteidiger,Lausanne HC,13-14,7,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,5,0,0.71,1,0,0,0,0
Shannon Ryan,Stürmer,ZSC Lions,12-13,12,2,5,7,0.58,2,0,1,4,1,0,0,1,1,4,1,0,17,11.76,1.42,1,0,0,0,0
Shannon Ryan,Stürmer,ZSC Lions,13-14,18,5,7,12,0.67,2,10,1,2,5,0,2,6,0,1,3,0,34,14.71,1.89,1,0,0,0,0
Shannon Ryan,Stürmer,ZSC Lions,14-15,18,5,4,9,0.5,6,-1,1,2,2,1,3,1,1,2,1,1,40,12.5,2.22,3,0,0,0,0
Shannon Ryan,Stürmer,ZSC Lions,15-16,3,1,0,1,0.33,0,-1,1,0,0,0,1,0,0,0,0,0,5,20,1.67,0,0,0,0,0
Sheppard James,Stürmer,Kloten Flyers,15-16,4,1,0,1,0.25,6,-3,1,0,0,0,1,0,0,0,0,0,6,16.67,1.5,3,0,0,0,0
Sidler Patrick,Verteidiger,HC Ambri-Piotta,13-14,4,0,0,0,0.0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0.25,2,0,0,0,0
Sidler Patrick,Verteidiger,Kloten Flyers,08-09,14,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,1,0,0,0,0
Sidler Patrick,Verteidiger,Kloten Flyers,09-10,10,0,0,0,0.0,6,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,3,0,0,0,0
Sidler Patrick,Verteidiger,Kloten Flyers,10-11,15,0,0,0,0.0,4,-3,1,0,0,0,0,0,0,0,0,0,3,0,0.2,2,0,0,0,0
Sieber Lukas,Stürmer,EV Zug,15-16,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Sieber Lukas,Stürmer,HC Davos,11-12,4,1,0,1,0.25,2,-1,1,0,0,0,1,0,0,0,0,0,5,20,1.25,1,0,0,0,0
Sieber Lukas,Stürmer,HC Davos,12-13,5,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,1.2,1,0,0,0,0
Sieber Lukas,Stürmer,HC Davos,13-14,3,0,0,0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,5,0,1.67,2,0,0,0,0
Siegenthaler Jonas,Verteidiger,ZSC Lions,14-15,18,0,2,2,0.11,4,2,1,1,1,0,0,2,0,0,0,0,21,0,1.17,2,0,0,0,0
Siegenthaler Jonas,Verteidiger,ZSC Lions,15-16,4,0,0,0,0.0,2,-1,1,0,0,0,0,0,0,0,0,0,4,0,1.0,1,0,0,0,0
Signoretti André,Verteidiger,ZSC Lions,09-10,2,0,2,2,1.0,4,2,1,1,1,0,0,0,0,1,0,1,0,-,0.0,2,0,0,0,0
Sim Jonathan,Stürmer,Fribourg-Gottéron,10-11,3,0,0,0,0.0,12,-3,1,0,0,0,0,0,0,0,0,0,7,0,2.33,1,0,1,0,0
Simek Juraj,Stürmer,Genève-Servette HC,10-11,5,1,0,1,0.2,2,-4,1,0,0,0,0,0,1,0,0,0,6,16.67,1.2,1,0,0,0,0
Simek Juraj,Stürmer,Genève-Servette HC,12-13,7,4,0,4,0.57,4,2,1,0,0,1,4,0,0,0,0,0,16,25,2.29,2,0,0,0,0
Simek Juraj,Stürmer,Genève-Servette HC,13-14,12,4,2,6,0.5,12,4,1,1,1,1,4,2,0,0,0,0,19,21.05,1.58,6,0,0,0,0
Simek Juraj,Stürmer,Genève-Servette HC,15-16,10,1,2,3,0.3,4,-7,1,0,2,1,1,0,0,2,0,0,23,4.35,2.3,2,0,0,0,0
Simek Juraj,Stürmer,HC Lugano,14-15,6,0,1,1,0.17,18,-3,1,1,0,0,0,1,0,0,0,0,3,0,0.5,4,0,1,0,0
Simion Dario,Stürmer,HC Davos,14-15,15,5,4,9,0.6,4,1,1,2,2,1,4,4,1,0,0,0,21,23.81,1.4,2,0,0,0,0
Simion Dario,Stürmer,HC Davos,15-16,9,1,1,2,0.22,0,-4,1,0,1,1,1,0,0,1,0,0,9,11.11,1.0,0,0,0,0,0
Simion Dario,Stürmer,HC Lugano,11-12,1,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,1,0,0,0,0
Simion Dario,Stürmer,HC Lugano,12-13,7,1,0,1,0.14,0,2,1,0,0,0,1,0,0,0,0,0,7,14.29,1.0,0,0,0,0,0
Slater Jim,Stürmer,Genève-Servette HC,15-16,10,3,2,5,0.5,41,3,1,1,1,0,3,2,0,0,0,0,16,18.75,1.6,8,1,0,1,0
Smith Derek,Verteidiger,ZSC Lions,14-15,5,0,1,1,0.2,6,5,1,0,1,0,0,1,0,0,0,0,7,0,1.4,3,0,0,0,0
Smith Trevor,Stürmer,SC Bern,15-16,1,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,2,0,2.0,0,0,0,0,0
Snell Wesley,Verteidiger,EV Zug,09-10,8,1,0,1,0.12,78,-4,1,0,0,0,1,0,0,0,0,0,10,10,1.25,9,2,1,2,0
Snell Wesley,Verteidiger,EV Zug,10-11,10,0,1,1,0.1,35,0,1,1,0,0,0,1,0,0,0,0,8,0,0.8,5,1,0,1,0
Snell Wesley,Verteidiger,Fribourg-Gottéron,08-09,11,0,0,0,0.0,4,5,1,0,0,0,0,0,0,0,0,0,2,0,0.18,2,0,0,0,0
Sondell Daniel,Verteidiger,EV Zug,14-15,5,0,1,1,0.2,2,-4,1,0,1,0,0,1,0,0,0,0,10,0,2.0,1,0,0,0,0
Sondell Daniel,Verteidiger,EV Zug,15-16,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0
Sprunger Julien,Stürmer,Fribourg-Gottéron,08-09,10,6,4,10,1.0,6,4,1,3,1,1,5,3,1,1,0,0,41,14.63,4.1,3,0,0,0,0
Sprunger Julien,Stürmer,Fribourg-Gottéron,09-10,7,4,2,6,0.86,2,3,1,1,1,2,3,2,1,0,0,0,20,20,2.86,1,0,0,0,0
Sprunger Julien,Stürmer,Fribourg-Gottéron,10-11,4,0,2,2,0.5,4,-2,1,1,1,0,0,1,0,1,0,0,8,0,2.0,2,0,0,0,0
Sprunger Julien,Stürmer,Fribourg-Gottéron,11-12,11,2,4,6,0.55,6,-7,1,3,1,0,2,2,0,2,0,0,34,5.88,3.09,3,0,0,0,0
Sprunger Julien,Stürmer,Fribourg-Gottéron,12-13,16,5,8,13,0.81,10,5,1,5,3,1,3,6,2,2,0,0,63,7.94,3.94,5,0,0,0,0
Sprunger Julien,Stürmer,Fribourg-Gottéron,13-14,10,6,4,10,1.0,4,-3,1,2,2,1,3,1,3,2,0,1,30,20,3.0,2,0,0,0,0
