Spieler,Pos,Team,year,GP,G,A,PTS,P/GP,PIM Total,+/-,Number of year,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,SOG,S%,SOG/GP,2' ,5',10',GM,MP
Walsky Eric,Stürmer,Genève-Servette HC,10-11,6,5,5,10,1.67,2,1,1,5,0,1,4,1,1,3,0,1,20,25,3.33,1,0,0,0,0
Walsky Eric,Stürmer,Genève-Servette HC,12-13,2,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Walsky Eric,Stürmer,HC Lugano,13-14,5,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,7,0,1.4,1,0,0,0,0
Wellinger Thomas,Verteidiger,EHC Biel,12-13,3,0,0,0,0.0,2,-3,1,0,0,0,0,0,0,0,0,0,6,0,2.0,1,0,0,0,0
Wellinger Thomas,Verteidiger,EHC Biel,14-15,7,0,0,0,0.0,2,-3,1,0,0,0,0,0,0,0,0,0,11,0,1.57,1,0,0,0,0
Wellinger Thomas,Verteidiger,HC Davos,09-10,4,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,0,-,0.0,1,0,0,0,0
Welti Marc,Verteidiger,Kloten Flyers,08-09,15,0,1,1,0.07,10,-4,1,0,1,0,0,1,0,0,0,0,3,0,0.2,5,0,0,0,0
Welti Marc,Verteidiger,Kloten Flyers,10-11,16,0,0,0,0.0,6,1,1,0,0,0,0,0,0,0,0,0,9,0,0.56,3,0,0,0,0
Westcott Duvie,Verteidiger,Kloten Flyers,11-12,5,0,0,0,0.0,8,2,1,0,0,0,0,0,0,0,0,0,9,0,1.8,4,0,0,0,0
Westcott Duvie,Verteidiger,ZSC Lions,10-11,5,0,3,3,0.6,8,-1,1,0,3,0,0,1,0,2,0,0,10,0,2.0,4,0,0,0,0
Wetzel Philipp,Stürmer,EHC Biel,11-12,5,2,0,2,0.4,6,-2,1,0,0,1,1,0,1,0,0,0,6,33.33,1.2,3,0,0,0,0
Wetzel Philipp,Stürmer,EHC Biel,12-13,7,1,1,2,0.29,8,-4,1,1,0,0,1,1,0,0,0,0,10,10,1.43,4,0,0,0,0
Wetzel Philipp,Stürmer,EHC Biel,14-15,7,1,1,2,0.29,2,-1,1,0,1,1,1,1,0,0,0,0,6,16.67,0.86,1,0,0,0,0
Wichser Adrian,Stürmer,ZSC Lions,09-10,7,2,3,5,0.71,0,0,1,2,1,1,1,3,0,0,1,0,8,25,1.14,0,0,0,0,0
Wichser Adrian,Stürmer,ZSC Lions,10-11,5,0,1,1,0.2,2,-1,1,1,0,0,0,1,0,0,0,0,4,0,0.8,1,0,0,0,0
Wick Jeremy,Stürmer,Genève-Servette HC,14-15,11,2,2,4,0.36,31,-4,1,1,1,0,2,1,0,1,0,0,24,8.33,2.18,3,1,0,1,0
Wick Jeremy,Stürmer,Genève-Servette HC,15-16,2,1,0,1,0.5,0,0,1,0,0,0,0,0,1,0,0,0,2,50,1.0,0,0,0,0,0
Wick Roman,Stürmer,Kloten Flyers,08-09,15,5,9,14,0.93,12,5,1,5,4,3,1,5,2,3,2,1,45,11.11,3.0,1,0,1,0,0
Wick Roman,Stürmer,Kloten Flyers,09-10,10,4,6,10,1.0,8,4,1,5,1,0,2,3,2,3,0,0,36,11.11,3.6,4,0,0,0,0
Wick Roman,Stürmer,Kloten Flyers,11-12,5,1,1,2,0.4,4,0,1,0,1,0,1,0,0,1,0,0,8,12.5,1.6,2,0,0,0,0
Wick Roman,Stürmer,ZSC Lions,12-13,12,5,5,10,0.83,8,1,1,3,2,1,2,3,3,1,0,1,37,13.51,3.08,4,0,0,0,0
Wick Roman,Stürmer,ZSC Lions,13-14,18,3,6,9,0.5,20,0,1,3,3,0,2,5,1,1,0,0,52,5.77,2.89,5,0,1,0,0
Wick Roman,Stürmer,ZSC Lions,14-15,18,6,9,15,0.83,22,1,1,4,5,1,4,7,2,1,0,1,67,8.96,3.72,6,0,1,0,0
Wick Roman,Stürmer,ZSC Lions,15-16,4,0,0,0,0.0,4,-1,1,0,0,0,0,0,0,0,0,0,9,0,2.25,2,0,0,0,0
Widing Daniel,Stürmer,HC Davos,09-10,6,2,2,4,0.67,2,-1,1,2,0,0,1,1,1,1,0,0,25,8,4.17,1,0,0,0,0
Wiedmer Sandro,Verteidiger,SC Bern,14-15,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Wiedmer Sandro,Verteidiger,SC Bern,15-16,3,1,0,1,0.33,0,1,1,0,0,0,1,0,0,0,0,0,2,50,0.67,0,0,0,0,0
Wieser Dino,Stürmer,HC Davos,08-09,20,2,2,4,0.2,16,1,1,2,0,1,2,2,0,0,0,0,33,6.06,1.65,3,0,1,0,0
Wieser Dino,Stürmer,HC Davos,09-10,4,0,0,0,0.0,4,-1,1,0,0,0,0,0,0,0,0,0,4,0,1.0,2,0,0,0,0
Wieser Dino,Stürmer,HC Davos,10-11,14,2,4,6,0.43,28,4,1,3,1,0,2,3,0,1,0,0,21,9.52,1.5,14,0,0,0,0
Wieser Dino,Stürmer,HC Davos,11-12,4,0,1,1,0.25,6,-2,1,1,0,0,0,0,0,1,0,0,8,0,2.0,3,0,0,0,0
Wieser Dino,Stürmer,HC Davos,12-13,6,2,1,3,0.5,6,0,1,1,0,1,2,1,0,0,0,0,14,14.29,2.33,3,0,0,0,0
Wieser Dino,Stürmer,HC Davos,13-14,6,0,1,1,0.17,32,-2,1,1,0,0,0,1,0,0,0,0,9,0,1.5,6,0,2,0,0
Wieser Dino,Stürmer,HC Davos,14-15,15,2,1,3,0.2,30,4,1,1,0,1,1,1,1,0,0,0,42,4.76,2.8,15,0,0,0,0
Wieser Dino,Stürmer,HC Davos,15-16,9,2,3,5,0.56,18,1,1,1,2,0,1,3,1,0,0,0,14,14.29,1.56,9,0,0,0,0
Wieser Marc,Stürmer,EHC Biel,11-12,3,0,2,2,0.67,16,0,1,1,1,0,0,1,0,1,0,0,5,0,1.67,3,0,1,0,0
Wieser Marc,Stürmer,EHC Biel,12-13,7,2,1,3,0.43,8,-4,1,1,0,1,1,0,1,1,0,0,13,15.38,1.86,4,0,0,0,0
Wieser Marc,Stürmer,HC Davos,08-09,16,1,1,2,0.12,10,1,1,0,1,0,1,1,0,0,0,0,6,16.67,0.38,5,0,0,0,0
Wieser Marc,Stürmer,HC Davos,09-10,6,0,0,0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,7,0,1.17,2,0,0,0,0
Wieser Marc,Stürmer,HC Davos,10-11,14,3,1,4,0.29,24,5,1,1,0,2,3,1,0,0,0,0,10,30,0.71,7,0,1,0,0
Wieser Marc,Stürmer,HC Davos,14-15,12,3,4,7,0.58,8,4,1,4,0,0,3,3,0,1,0,0,23,13.04,1.92,4,0,0,0,0
Wieser Marc,Stürmer,HC Davos,15-16,9,4,4,8,0.89,12,5,1,2,2,2,2,2,1,2,1,0,20,20,2.22,6,0,0,0,0
Williams Jason,Stürmer,HC Ambri-Piotta,13-14,2,0,1,1,0.5,0,-2,1,0,1,0,0,0,0,1,0,0,3,0,1.5,0,0,0,0,0
Winkler Benjamin,Verteidiger,Kloten Flyers,08-09,14,1,2,3,0.21,12,6,1,1,1,0,1,1,0,1,0,0,5,20,0.36,6,0,0,0,0
Winkler Benjamin,Verteidiger,Kloten Flyers,09-10,10,2,1,3,0.3,10,1,1,1,0,0,1,0,1,1,0,0,9,22.22,0.9,5,0,0,0,0
Winkler Benjamin,Verteidiger,Kloten Flyers,10-11,17,0,5,5,0.29,12,1,1,2,3,0,0,5,0,0,0,0,5,0,0.29,6,0,0,0,0
Winkler Benjamin,Verteidiger,Kloten Flyers,11-12,5,0,0,0,0.0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0.4,1,0,0,0,0
Wirz Valentin,Stürmer,Fribourg-Gottéron,08-09,11,2,1,3,0.27,2,2,1,1,0,0,2,1,0,0,0,0,10,20,0.91,1,0,0,0,0
Wirz Valentin,Stürmer,Fribourg-Gottéron,09-10,7,0,0,0,0.0,6,-1,1,0,0,0,0,0,0,0,0,0,5,0,0.71,3,0,0,0,0
Wollgast Nigel,Verteidiger,HC Lugano,15-16,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Wozniewski Andy,Verteidiger,EV Zug,10-11,10,1,4,5,0.5,6,-6,1,4,0,0,1,3,0,1,0,0,27,3.70,2.7,3,0,0,0,0
Wozniewski Andy,Verteidiger,EV Zug,11-12,6,1,4,5,0.83,16,3,1,1,3,1,1,1,0,3,0,0,24,4.17,4.0,3,0,1,0,0
Wozniewski Andy,Verteidiger,EV Zug,12-13,10,1,4,5,0.5,4,3,1,1,3,0,0,3,1,1,0,0,25,4,2.5,2,0,0,0,0
Zanatta Luca,Verteidiger,Genève-Servette HC,15-16,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Zangger Sandro,Stürmer,EV Zug,14-15,5,0,0,0,0.0,0,-5,1,0,0,0,0,0,0,0,0,0,3,0,0.6,0,0,0,0,0
Zangger Sandro,Stürmer,EV Zug,15-16,4,0,1,1,0.25,0,-2,1,0,1,0,0,1,0,0,0,0,6,0,1.5,0,0,0,0,0
Zeiter Michel,Stürmer,Kloten Flyers,09-10,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,6,0,1.5,0,0,0,0,0
Ziegler Thomas,Stürmer,SC Bern,08-09,6,1,0,1,0.17,27,-2,1,0,0,0,1,0,0,0,0,0,12,8.33,2.0,1,1,0,1,0
Ziegler Thomas,Stürmer,SC Bern,09-10,11,0,4,4,0.36,4,4,1,3,1,0,0,4,0,0,0,0,8,0,0.73,2,0,0,0,0
Ziegler Thomas,Stürmer,ZSC Lions,10-11,5,0,1,1,0.2,2,-2,1,0,1,0,0,1,0,0,0,0,5,0,1.0,1,0,0,0,0
Ziegler Thomas,Stürmer,ZSC Lions,11-12,6,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Zigerli Manuel,Stürmer,EHC Biel,11-12,5,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,4,0,0.8,0,0,0,0,0
Zubler Patrick,Verteidiger,EV Zug,11-12,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Zubler Patrick,Verteidiger,EV Zug,12-13,7,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
