Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Bucher Tobias,Forward,SCL Tigers,10-11,36,5,33,15.15,0.92,5,10,0.28,12,2,2,3,0,4,5,1,0,0,0,6,0,0,0,0,,,,,,1
Bucher Tobias,Forward,SCL Tigers,11-12,46,8,58,13.79,1.26,10,18,0.39,14,-7,7,3,1,5,10,2,0,1,0,2,0,1,0,0,,,,,,1
Bucher Tobias,Forward,SCL Tigers,12-13,49,4,89,4.49,1.82,14,18,0.37,14,-6,6,8,0,3,13,0,1,1,0,7,0,0,0,0,,,,,,1
Bucher Tobias,Forward,SCL Tigers,15-16,48,7,56,12.5,1.17,18,25,0.52,22,-2,10,8,0,7,12,0,6,0,0,11,0,0,0,0,2.0,1.0,1.0,50,0.0,1
Bundi Ralph,Defender,HC Ambri-Piotta,08-09,36,1,33,3.03,0.92,2,3,0.08,32,-13,0,2,0,1,2,0,0,0,0,16,0,0,0,0,,,,,,1
Bundi Ralph,Defender,HC Ambri-Piotta,09-10,32,0,26,0,0.81,5,5,0.16,26,-4,2,3,0,0,5,0,0,0,0,13,0,0,0,0,,,,,,1
Bundi Ralph,Defender,HC Ambri-Piotta,10-11,15,2,4,50,0.27,0,2,0.13,6,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0,,,,,,1
Burkhalter Loic,Forward,EHC Biel,13-14,43,4,48,8.33,1.12,10,14,0.33,8,-1,6,4,0,3,9,1,1,0,0,4,0,0,0,0,3.0,2.0,1.0,66.67,1.0,1
Burkhalter Loic,Forward,SC Rapperswil-Jona Lakers,08-09,49,15,93,16.13,1.9,31,46,0.94,80,-20,18,13,0,6,16,9,15,0,0,15,2,0,2,0,,,,,,1
Burkhalter Loic,Forward,SC Rapperswil-Jona Lakers,09-10,26,6,40,15,1.54,6,12,0.46,18,0,3,3,0,4,3,2,3,0,0,9,0,0,0,0,,,,,,1
Burkhalter Loic,Forward,SC Rapperswil-Jona Lakers,10-11,48,10,77,12.99,1.6,15,25,0.52,24,-8,8,7,2,7,12,3,3,0,0,12,0,0,0,0,,,,,,1
Burkhalter Loic,Forward,SC Rapperswil-Jona Lakers,11-12,50,8,73,10.96,1.46,15,23,0.46,22,-13,9,6,1,6,6,2,8,0,1,11,0,0,0,0,,,,,,1
Burkhalter Loic,Forward,SC Rapperswil-Jona Lakers,12-13,48,8,73,10.96,1.52,12,20,0.42,18,-19,7,5,0,6,5,2,7,0,0,9,0,0,0,0,,,,,,1
Burki Codey,Forward,Fribourg-Gottéron,14-15,2,0,1,0,0.5,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Burki Codey,Forward,HC Lugano,11-12,13,1,14,7.14,1.08,2,3,0.23,6,2,2,0,0,1,2,0,0,0,0,3,0,0,0,0,,,,,,1
Burki Codey,Forward,Lausanne HC,13-14,30,1,19,5.26,0.63,2,3,0.1,28,-6,1,1,0,1,1,0,1,0,0,9,0,1,0,0,1.0,0.0,1.0,0,0.0,1
Burren Yanik,Defender,SC Bern,15-16,3,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Bussard Benjamin,Forward,Fribourg-Gottéron,15-16,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Bykov Andrey,Forward,Fribourg-Gottéron,08-09,45,10,80,12.5,1.78,24,34,0.76,18,7,13,11,1,5,16,5,8,0,0,4,0,1,0,0,,,,,,1
Bykov Andrey,Forward,Fribourg-Gottéron,09-10,33,4,70,5.71,2.12,19,23,0.7,12,-2,12,7,0,4,13,0,6,0,0,6,0,0,0,0,,,,,,1
Bykov Andrey,Forward,Fribourg-Gottéron,10-11,37,8,81,9.88,2.19,20,28,0.76,10,4,15,5,0,7,11,1,9,0,0,5,0,0,0,0,,,,,,1
Bykov Andrey,Forward,Fribourg-Gottéron,11-12,36,8,76,10.53,2.11,29,37,1.03,6,20,17,12,2,7,22,1,7,0,0,3,0,0,0,0,,,,,,1
Bykov Andrey,Forward,Fribourg-Gottéron,12-13,46,13,97,13.40,2.11,33,46,1.0,39,20,21,12,4,9,23,4,10,0,0,7,1,0,0,1,,,,,,1
Bykov Andrey,Forward,Fribourg-Gottéron,13-14,34,4,71,5.63,2.09,18,22,0.65,4,-1,15,3,1,2,10,1,8,1,0,2,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Bykov Andrey,Forward,Fribourg-Gottéron,14-15,21,4,50,8,2.38,8,12,0.57,4,2,4,4,1,3,3,1,5,0,0,2,0,0,0,0,2.0,2.0,0.0,100,2.0,1
Bykov Andrey,Forward,Fribourg-Gottéron,15-16,43,8,76,10.53,1.77,26,34,0.79,10,-1,17,9,0,4,14,4,10,0,2,5,0,0,0,0,4.0,0.0,4.0,0,0.0,1
Bärtschi Deny,Defender,EHC Biel,08-09,44,4,53,7.55,1.2,14,18,0.41,10,-6,9,5,0,3,11,1,3,0,0,5,0,0,0,0,,,,,,1
Bärtschi Deny,Defender,EHC Biel,09-10,31,3,38,7.89,1.23,9,12,0.39,4,-4,7,2,0,3,7,0,2,0,0,2,0,0,0,0,,,,,,1
Bärtschi Deny,Defender,EHC Biel,10-11,43,7,56,12.5,1.3,1,8,0.19,8,-9,1,0,2,6,1,1,0,0,0,4,0,0,0,0,,,,,,1
Bärtschi Michael,Forward,SC Bern,15-16,2,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Bärtschi Patrik,Forward,SC Bern,08-09,33,12,75,16,2.27,11,23,0.7,4,15,6,5,3,9,8,3,3,0,0,2,0,0,0,0,,,,,,1
Bärtschi Patrik,Forward,ZSC Lions,09-10,49,25,143,17.48,2.92,28,53,1.08,34,17,16,12,4,18,22,6,6,1,0,12,0,1,0,0,,,,,,1
Bärtschi Patrik,Forward,ZSC Lions,10-11,29,8,80,10,2.76,9,17,0.59,0,-3,5,4,0,4,8,4,1,0,0,0,0,0,0,0,,,,,,1
Bärtschi Patrik,Forward,ZSC Lions,11-12,48,11,97,11.34,2.02,7,18,0.38,8,1,4,3,2,9,7,2,0,0,0,4,0,0,0,0,,,,,,1
Bärtschi Patrik,Forward,ZSC Lions,12-13,50,12,124,9.68,2.48,11,23,0.46,6,3,6,5,2,9,8,3,2,0,1,3,0,0,0,0,,,,,,1
Bärtschi Patrik,Forward,ZSC Lions,13-14,44,21,124,16.94,2.82,7,28,0.64,22,13,5,2,8,14,4,6,3,1,0,6,0,1,0,0,6.0,1.0,5.0,16.67,0.0,1
Bärtschi Patrik,Forward,ZSC Lions,14-15,45,13,97,13.40,2.16,12,25,0.56,16,10,9,3,2,11,8,2,4,0,0,8,0,0,0,0,2.0,1.0,1.0,50,0.0,1
Bärtschi Patrik,Forward,ZSC Lions,15-16,34,4,69,5.80,2.03,9,13,0.38,4,7,4,5,0,3,8,1,1,0,0,2,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Bühler Cyrill,Forward,Kloten Flyers,13-14,34,0,49,0,1.44,1,1,0.03,16,-4,1,0,0,0,1,0,0,0,0,8,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Bühler Cyrill,Forward,Kloten Flyers,14-15,30,0,27,0,0.9,4,4,0.13,20,-5,3,1,0,0,4,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Bühler Cyrill,Forward,ZSC Lions,08-09,49,4,54,7.41,1.1,2,6,0.12,14,-9,0,2,1,4,2,0,0,0,0,7,0,0,0,0,,,,,,1
Bühler Cyrill,Forward,ZSC Lions,09-10,24,5,19,26.32,0.79,7,12,0.5,14,1,3,4,1,4,5,0,1,1,1,2,0,1,0,0,,,,,,1
Bühler Cyrill,Forward,ZSC Lions,10-11,49,4,57,7.02,1.16,4,8,0.16,35,-10,2,2,1,4,4,0,0,0,0,5,1,0,1,0,,,,,,1
Bühler Cyrill,Forward,ZSC Lions,11-12,49,3,38,7.89,0.78,2,5,0.1,12,0,0,2,1,3,2,0,0,0,0,6,0,0,0,0,,,,,,1
Bühler Cyrill,Forward,ZSC Lions,12-13,39,1,22,4.55,0.56,2,3,0.08,4,-6,2,0,0,1,2,0,0,0,0,2,0,0,0,0,,,,,,1
Bürgler Dario,Forward,EV Zug,14-15,29,8,52,15.38,1.79,10,18,0.62,14,6,9,1,1,7,8,1,2,0,0,7,0,0,0,0,5.0,3.0,2.0,60,1.0,1
Bürgler Dario,Forward,EV Zug,15-16,47,10,95,10.53,2.02,11,21,0.45,12,4,4,7,1,9,8,1,3,0,0,6,0,0,0,0,4.0,0.0,4.0,0,0.0,1
Bürgler Dario,Forward,HC Davos,08-09,42,11,69,15.94,1.64,8,19,0.45,20,2,7,1,3,7,7,4,1,0,0,10,0,0,0,0,,,,,,1
Bürgler Dario,Forward,HC Davos,09-10,50,17,103,16.50,2.06,16,33,0.66,14,1,14,2,1,12,3,5,13,0,0,7,0,0,0,0,,,,,,1
Bürgler Dario,Forward,HC Davos,10-11,28,7,59,11.86,2.11,9,16,0.57,18,20,6,3,2,7,7,0,2,0,0,4,0,1,0,0,,,,,,1
Bürgler Dario,Forward,HC Davos,11-12,46,20,109,18.35,2.37,10,30,0.65,36,19,4,6,3,14,7,6,3,0,0,8,0,2,0,0,,,,,,1
Bürgler Dario,Forward,HC Davos,12-13,49,22,121,18.18,2.47,19,41,0.84,40,-2,11,8,2,18,10,3,9,1,0,10,0,2,0,0,,,,,,1
Bürgler Dario,Forward,HC Davos,13-14,50,9,96,9.38,1.92,17,26,0.52,18,3,12,5,3,7,13,2,4,0,0,4,0,1,0,0,4.0,1.0,3.0,25,1.0,1
Büsser Thomas,Defender,SC Rapperswil-Jona Lakers,09-10,5,0,3,0,0.6,0,0,0.0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Büsser Thomas,Defender,SC Rapperswil-Jona Lakers,10-11,4,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Büsser Thomas,Defender,SC Rapperswil-Jona Lakers,11-12,44,0,16,0,0.36,2,2,0.05,14,-10,0,2,0,0,2,0,0,0,0,7,0,0,0,0,,,,,,1
Büsser Thomas,Defender,SC Rapperswil-Jona Lakers,12-13,16,0,6,0,0.38,0,0,0.0,4,-6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,1
Büsser Thomas,Defender,SC Rapperswil-Jona Lakers,13-14,2,0,2,0,1.0,0,0,0.0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Büsser Xeno,Defender,Kloten Flyers,15-16,8,0,0,-,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Büsser Xeno,Defender,ZSC Lions,13-14,3,0,0,-,0.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Büsser Xeno,Defender,ZSC Lions,14-15,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Bütler Markus,Forward,SC Rapperswil-Jona Lakers,08-09,48,3,38,7.89,0.79,3,6,0.12,51,-19,1,2,0,2,3,1,0,0,0,13,1,0,1,0,,,,,,1
Bütler Markus,Forward,SC Rapperswil-Jona Lakers,09-10,2,0,0,-,0.0,1,1,0.5,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,1
Cadieux Jan,Forward,Fribourg-Gottéron,11-12,49,2,33,6.06,0.67,8,10,0.2,20,-3,5,3,1,2,8,0,0,0,0,10,0,0,0,0,,,,,,1
Cadieux Jan,Forward,Fribourg-Gottéron,12-13,49,1,23,4.35,0.47,2,3,0.06,20,-11,1,1,0,1,2,0,0,0,0,10,0,0,0,0,,,,,,1
Cadieux Jan,Forward,Genève-Servette HC,08-09,50,3,23,13.04,0.46,6,9,0.18,18,-5,3,3,0,3,6,0,0,0,0,9,0,0,0,0,,,,,,1
Cadieux Jan,Forward,Genève-Servette HC,09-10,42,7,21,33.33,0.5,11,18,0.43,12,4,8,3,2,7,8,0,1,0,2,6,0,0,0,0,,,,,,1
