R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
325;Larose Cory;SCL Tigers;Stürmer;2;0;0;0;0.00;0;-2
326;Lemm Fadri;EHC Biel;Stürmer;1;0;0;0;0.00;0;0
327;Loeffel Romain;Fribourg-Gottéron;Verteidiger;37;0;0;0;0.00;12;-4
328;Lorenz Yves-Lucca;SC Bern;Stürmer;1;0;0;0;0.00;0;0
329;Mäder Stefan;SCL Tigers;Stürmer;2;0;0;0;0.00;0;-1
330;Maneluk Mike;HC Ambri-Piotta;Stürmer;1;0;0;0;0.00;4;-1
331;Maret Mathieu;HC Davos;Verteidiger;1;0;0;0;0.00;0;0
332;Marghitola Daniele;HC Ambri-Piotta;Verteidiger;30;0;0;0;0.00;12;-3
333;May Sandro;HC Davos;Verteidiger;3;0;0;0;0.00;0;-1
334;Mettler Thomas;Kloten Flyers;Verteidiger;6;0;0;0;0.00;0;0
335;Micheli Claudio;ZSC Lions;Stürmer;2;0;0;0;0.00;4;-1
336;Mottet Killian;Fribourg-Gottéron;Stürmer;18;0;0;0;0.00;6;-4
337;Neher Lars;Kloten Flyers;Stürmer;1;0;0;0;0.00;0;0
338;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;2;0;0;0;0.00;0;0
339;Nicolet Steeven;Genève-Servette HC;Stürmer;4;0;0;0;0.00;0;0
340;Pienitz Hans;ZSC Lions;Verteidiger;5;0;0;0;0.00;0;-2
341;Rexha Alban;SCL Tigers;Stürmer;1;0;0;0;0.00;0;0
342;Ronchetti Massimo;HC Lugano;Verteidiger;3;0;0;0;0.00;0;0
343;Ryser Sven;ZSC Lions;Stürmer;2;0;0;0;0.00;0;0
344;Schefer Marc;EV Zug;Verteidiger;40;0;0;0;0.00;8;-3
345;Schilt Sebastian;Genève-Servette HC;Verteidiger;5;0;0;0;0.00;0;0
346;Schneider David;HC Ambri-Piotta;Verteidiger;11;0;0;0;0.00;10;-5
347;Signoretti André;ZSC Lions;Verteidiger;4;0;0;0;0.00;0;1
348;Steiner Adrian;SCL Tigers;Stürmer;2;0;0;0;0.00;0;1
349;Steiner Nicholas;Kloten Flyers;Verteidiger;8;0;0;0;0.00;0;-2
350;Stevenson Grant;Kloten Flyers;Stürmer;3;0;0;0;0.00;0;-2
351;Suter Daniel;HC Lugano;Verteidiger;3;0;0;0;0.00;0;0
352;Suter Marco;Kloten Flyers;Verteidiger;2;0;0;0;0.00;0;-1
353;Tallarini Alan;HC Davos;Verteidiger;5;0;0;0;0.00;0;0
354;Untersander Ramon;HC Davos;Verteidiger;35;0;0;0;0.00;18;4
355;Vanetti Andrea;HC Lugano;Stürmer;1;0;0;0;0.00;0;0
356;Vermin Joël;SC Bern;Stürmer;12;0;0;0;0.00;0;-3
357;vogt marco;EHC Biel;Stürmer;1;0;0;0;0.00;0;0
358;Vogt Marco;EHC Biel;Stürmer;5;0;0;0;0.00;0;1
359;Wichser Martin;ZSC Lions;Stürmer;3;0;0;0;0.00;0;-1
360;Wolf Mike;ZSC Lions;Stürmer;6;0;0;0;0.00;0;0
