Spieler,Pos,Team,year,GP,G,A,PTS,P/GP,PIM Total,+/-,Number of year,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,SOG,S%,SOG/GP,2' ,5',10',GM,MP
Bärtschi Patrik,Forward,ZSC Lions,14-15,18,4,5,9,0.5,6,9,1,5,0,1,3,5,1,0,0,0,42,9.52,2.33,3,0,0,0,0
Bärtschi Patrik,Forward,ZSC Lions,15-16,3,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,3,0,1.0,0,0,0,0,0
Bühler Cyrill,Forward,Kloten Flyers,13-14,16,1,3,4,0.25,6,4,1,3,0,0,1,3,0,0,0,0,24,4.17,1.5,3,0,0,0,0
Bühler Cyrill,Forward,ZSC Lions,08-09,4,0,0,0,0.0,14,-2,1,0,0,0,0,0,0,0,0,0,4,0,1.0,2,0,1,0,0
Bühler Cyrill,Forward,ZSC Lions,09-10,7,0,0,0,0.0,4,-1,1,0,0,0,0,0,0,0,0,0,3,0,0.43,2,0,0,0,0
Bühler Cyrill,Forward,ZSC Lions,10-11,5,0,0,0,0.0,4,-1,1,0,0,0,0,0,0,0,0,0,3,0,0.6,2,0,0,0,0
Bühler Cyrill,Forward,ZSC Lions,11-12,15,2,1,3,0.2,2,4,1,1,0,0,2,1,0,0,0,0,16,12.5,1.07,1,0,0,0,0
Bühler Cyrill,Forward,ZSC Lions,12-13,11,0,0,0,0.0,0,-4,1,0,0,0,0,0,0,0,0,0,8,0,0.73,0,0,0,0,0
Bürgler Dario,Forward,EV Zug,14-15,6,1,1,2,0.33,0,-1,1,1,0,0,1,1,0,0,0,0,11,9.09,1.83,0,0,0,0,0
Bürgler Dario,Forward,EV Zug,15-16,4,0,0,0,0.0,4,-2,1,0,0,0,0,0,0,0,0,0,8,0,2.0,2,0,0,0,0
Bürgler Dario,Forward,HC Davos,08-09,21,3,3,6,0.29,8,-5,1,2,1,1,3,3,0,0,0,0,23,13.04,1.1,4,0,0,0,0
Bürgler Dario,Forward,HC Davos,09-10,6,3,2,5,0.83,2,3,1,2,0,0,3,1,0,1,0,0,18,16.67,3.0,1,0,0,0,0
Bürgler Dario,Forward,HC Davos,10-11,14,6,5,11,0.79,0,5,1,3,2,0,4,2,2,3,0,0,26,23.08,1.86,0,0,0,0,0
Bürgler Dario,Forward,HC Davos,11-12,4,0,0,0,0.0,4,-3,1,0,0,0,0,0,0,0,0,0,13,0,3.25,2,0,0,0,0
Bürgler Dario,Forward,HC Davos,12-13,7,3,3,6,0.86,0,-2,1,3,0,0,1,3,2,0,0,0,22,13.64,3.14,0,0,0,0,0
Bürgler Dario,Forward,HC Davos,13-14,6,5,1,6,1.0,4,2,1,1,0,0,2,1,3,0,0,0,15,33.33,2.5,2,0,0,0,0
Büsser Xeno,Defender,Kloten Flyers,15-16,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Cadieux Jan,Forward,Fribourg-Gottéron,11-12,11,0,1,1,0.09,4,-4,1,0,1,0,0,0,0,0,0,1,5,0,0.45,2,0,0,0,0
Cadieux Jan,Forward,Fribourg-Gottéron,12-13,16,0,1,1,0.06,4,-2,1,0,1,0,0,1,0,0,0,0,10,0,0.62,2,0,0,0,0
Cadieux Jan,Forward,Genève-Servette HC,08-09,4,1,1,2,0.5,0,2,1,0,1,0,1,1,0,0,0,0,2,50,0.5,0,0,0,0,0
Cadieux Jan,Forward,Genève-Servette HC,10-11,6,1,1,2,0.33,2,-4,1,1,0,0,0,1,0,0,1,0,6,16.67,1.0,1,0,0,0,0
Cadonau Claudio,Defender,EHC Biel,14-15,7,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,2,0,0.29,0,0,0,0,0
Camenzind Andreas,Defender,SCL Tigers,10-11,4,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0
Camichel Corsin,Forward,EV Zug,08-09,10,4,3,7,0.7,12,2,1,2,1,1,3,3,0,0,1,0,19,21.05,1.9,6,0,0,0,0
Camichel Corsin,Forward,EV Zug,09-10,13,1,2,3,0.23,10,-3,1,0,2,0,0,1,0,1,1,0,18,5.56,1.38,5,0,0,0,0
Camichel Corsin,Forward,HC Davos,11-12,4,0,2,2,0.5,4,-1,1,1,1,0,0,1,0,1,0,0,7,0,1.75,2,0,0,0,0
Camichel Duri,Forward,EV Zug,08-09,10,0,0,0,0.0,8,-1,1,0,0,0,0,0,0,0,0,0,10,0,1.0,4,0,0,0,0
Camichel Duri,Forward,EV Zug,09-10,13,1,2,3,0.23,10,-5,1,1,1,0,0,2,1,0,0,0,19,5.26,1.46,5,0,0,0,0
Camichel Duri,Forward,EV Zug,10-11,10,1,1,2,0.2,0,-3,1,0,1,0,1,1,0,0,0,0,16,6.25,1.6,0,0,0,0,0
Camichel Duri,Forward,EV Zug,11-12,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
Campbell Jeff,Forward,Kloten Flyers,10-11,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2.0,0,0,0,0,0
Campbell Jeff,Forward,SC Bern,12-13,10,2,5,7,0.7,4,2,1,2,3,0,1,3,1,2,0,0,9,22.22,0.9,2,0,0,0,0
Camperchioli Luca,Defender,Fribourg-Gottéron,15-16,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Camperchioli Luca,Defender,HC Davos,13-14,2,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Camperchioli Luca,Defender,ZSC Lions,10-11,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Campoli Chris,Defender,EHC Biel,12-13,6,1,5,6,1.0,4,-4,1,3,2,0,1,1,0,4,0,0,12,8.33,2.0,2,0,0,0,0
Cantoni Krister,Defender,HC Lugano,08-09,7,0,2,2,0.29,0,0,1,2,0,0,0,2,0,0,0,0,4,0,0.57,0,0,0,0,0
Carbis Daniel,Forward,HC Davos,08-09,2,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Carbis Daniel,Forward,HC Davos,09-10,4,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,7,0,1.75,0,0,0,0,0
Carle Mathieu,Defender,Genève-Servette HC,12-13,7,0,3,3,0.43,14,4,1,0,3,0,0,2,0,1,0,0,15,0,2.14,2,0,1,0,0
Carney Keith,Defender,SC Bern,08-09,6,0,2,2,0.33,6,2,1,1,1,0,0,2,0,0,0,0,8,0,1.33,3,0,0,0,0
Casutt Corsin,Forward,EV Zug,08-09,10,3,1,4,0.4,6,-5,1,1,0,1,1,0,2,1,0,0,19,15.79,1.9,3,0,0,0,0
Casutt Corsin,Forward,EV Zug,10-11,10,7,2,9,0.9,4,-8,1,1,1,0,3,1,4,1,0,0,31,22.58,3.1,2,0,0,0,0
Casutt Corsin,Forward,EV Zug,11-12,6,1,0,1,0.17,4,-2,1,0,0,0,1,0,0,0,0,0,15,6.67,2.5,2,0,0,0,0
Casutt Corsin,Forward,EV Zug,12-13,14,3,6,9,0.64,4,7,1,5,1,1,2,5,1,1,0,0,19,15.79,1.36,2,0,0,0,0
Casutt Corsin,Forward,Fribourg-Gottéron,09-10,7,3,2,5,0.71,0,-1,1,0,2,0,3,1,0,1,0,0,16,18.75,2.29,0,0,0,0,0
Casutt Corsin,Forward,Kloten Flyers,15-16,4,0,0,0,0.0,0,-3,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0,0
Chabada Martin,Forward,EHC Biel,11-12,3,0,3,3,1.0,0,0,1,2,1,0,0,2,0,1,0,0,4,0,1.33,0,0,0,0,0
Chatelain Alexander,Forward,SC Bern,08-09,6,0,1,1,0.17,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0.33,0,0,0,0,0
Chavaillaz Benjamin,Defender,HC Ambri-Piotta,13-14,4,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,3,0,0.75,0,0,0,0,0
Chiesa Alessandro,Defender,EV Zug,10-11,10,0,1,1,0.1,6,1,1,1,0,0,0,0,0,0,0,1,13,0,1.3,3,0,0,0,0
Chiesa Alessandro,Defender,EV Zug,11-12,9,0,0,0,0.0,18,0,1,0,0,0,0,0,0,0,0,0,20,0,2.22,4,0,1,0,0
Chiesa Alessandro,Defender,EV Zug,12-13,14,2,2,4,0.29,24,6,1,1,1,0,1,1,1,1,0,0,26,7.69,1.86,7,0,1,0,0
Chiesa Alessandro,Defender,HC Lugano,08-09,7,0,0,0,0.0,8,3,1,0,0,0,0,0,0,0,0,0,2,0,0.29,4,0,0,0,0
Chiesa Alessandro,Defender,HC Lugano,09-10,4,0,0,0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,2,0,0,0,0
Chiesa Alessandro,Defender,HC Lugano,14-15,6,1,1,2,0.33,6,0,1,1,0,1,1,0,0,1,0,0,9,11.11,1.5,3,0,0,0,0
Chiesa Alessandro,Defender,HC Lugano,15-16,15,0,5,5,0.33,24,3,1,1,4,0,0,5,0,0,0,0,25,0,1.67,7,0,1,0,0
Chouinard Marc,Forward,Fribourg-Gottéron,08-09,3,1,0,1,0.33,0,0,1,0,0,1,1,0,0,0,0,0,6,16.67,2.0,0,0,0,0,0
Christen Björn,Forward,EV Zug,08-09,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Christen Björn,Forward,EV Zug,09-10,13,4,3,7,0.54,6,-7,1,2,1,1,3,2,1,1,0,0,22,18.18,1.69,3,0,0,0,0
Christen Björn,Forward,EV Zug,10-11,10,2,5,7,0.7,14,-2,1,1,4,0,1,3,1,2,0,0,30,6.67,3.0,7,0,0,0,0
Christen Björn,Forward,EV Zug,11-12,9,2,3,5,0.56,10,-2,1,1,2,0,1,2,1,1,0,0,16,12.5,1.78,5,0,0,0,0
Christen Björn,Forward,EV Zug,12-13,10,5,1,6,0.6,8,-3,1,1,0,1,2,0,3,1,0,0,19,26.32,1.9,4,0,0,0,0
Christen Björn,Forward,EV Zug,14-15,6,0,0,0,0.0,0,-3,1,0,0,0,0,0,0,0,0,0,2,0,0.33,0,0,0,0,0
Chuard Romain,Defender,Genève-Servette HC,15-16,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Collenberg Franco,Defender,Fribourg-Gottéron,08-09,11,0,0,0,0.0,2,2,1,0,0,0,0,0,0,0,0,0,4,0,0.36,1,0,0,0,0
Collenberg Franco,Defender,Fribourg-Gottéron,09-10,7,0,1,1,0.14,39,0,1,1,0,0,0,1,0,0,0,0,14,0,2.0,7,1,0,0,1
Collenberg Franco,Defender,Fribourg-Gottéron,10-11,4,0,0,0,0.0,4,-4,1,0,0,0,0,0,0,0,0,0,1,0,0.25,2,0,0,0,0
Collenberg Franco,Defender,Fribourg-Gottéron,11-12,11,0,2,2,0.18,4,1,1,1,1,0,0,2,0,0,0,0,4,0,0.36,2,0,0,0,0
Collenberg Franco,Defender,Kloten Flyers,15-16,2,0,0,0,0.0,25,2,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,1,0,1,0
Collenberg Franco,Defender,SC Bern,12-13,20,0,6,6,0.3,27,3,1,4,2,0,0,4,0,0,0,2,30,0,1.5,1,1,0,1,0
Conacher Cory,Forward,SC Bern,15-16,14,5,4,9,0.64,20,2,1,2,2,2,2,3,3,1,0,0,47,10.64,3.36,10,0,0,0,0
Conne Flavien,Forward,HC Lugano,08-09,7,2,0,2,0.29,4,-2,1,0,0,1,2,0,0,0,0,0,13,15.38,1.86,2,0,0,0,0
Conne Flavien,Forward,HC Lugano,09-10,4,0,1,1,0.25,2,-2,1,1,0,0,0,1,0,0,0,0,2,0,0.5,1,0,0,0,0
Conne Flavien,Forward,HC Lugano,11-12,6,0,1,1,0.17,4,0,1,0,1,0,0,1,0,0,0,0,5,0,0.83,2,0,0,0,0
Conne Flavien,Forward,HC Lugano,12-13,7,1,0,1,0.14,2,1,1,0,0,0,1,0,0,0,0,0,4,25,0.57,1,0,0,0,0
Conne Flavien,Forward,HC Lugano,13-14,5,0,0,0,0.0,0,-4,1,0,0,0,0,0,0,0,0,0,5,0,1.0,0,0,0,0,0
Conte Fabrizio,Forward,HC Lugano,08-09,7,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Conz Florian,Forward,Genève-Servette HC,08-09,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,5,0,1.25,0,0,0,0,0
Conz Florian,Forward,Genève-Servette HC,09-10,20,4,4,8,0.4,22,-1,1,3,1,2,3,3,0,1,1,0,20,20,1.0,6,0,1,0,0
Conz Florian,Forward,Lausanne HC,13-14,7,0,0,0,0.0,2,-3,1,0,0,0,0,0,0,0,0,0,10,0,1.43,1,0,0,0,0
Conz Florian,Forward,Lausanne HC,14-15,7,0,1,1,0.14,6,0,1,0,1,0,0,0,0,1,0,0,8,0,1.14,3,0,0,0,0
Cook Charlie,Defender,SCL Tigers,10-11,1,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,4,0,4.0,0,0,0,0,0
Corvi Enzo,Forward,HC Davos,12-13,3,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0.33,1,0,0,0,0
Corvi Enzo,Forward,HC Davos,13-14,6,0,2,2,0.33,2,0,1,2,0,0,0,1,0,1,0,0,14,0,2.33,1,0,0,0,0
Corvi Enzo,Forward,HC Davos,14-15,15,1,3,4,0.27,6,3,1,1,2,0,1,3,0,0,0,0,21,4.76,1.4,3,0,0,0,0
Corvi Enzo,Forward,HC Davos,15-16,5,1,1,2,0.4,0,-2,1,1,0,0,1,0,0,1,0,0,4,25,0.8,0,0,0,0,0
Cunti Luca,Forward,ZSC Lions,11-12,15,1,7,8,0.53,6,4,1,4,3,0,1,7,0,0,0,0,27,3.70,1.8,3,0,0,0,0
Cunti Luca,Forward,ZSC Lions,12-13,12,2,3,5,0.42,6,2,1,1,2,0,2,2,0,1,0,0,25,8,2.08,3,0,0,0,0
Cunti Luca,Forward,ZSC Lions,13-14,18,5,5,10,0.56,10,-2,1,1,4,2,3,3,2,2,0,0,35,14.29,1.94,5,0,0,0,0
Cunti Luca,Forward,ZSC Lions,14-15,17,3,4,7,0.41,2,6,1,4,0,0,3,3,0,1,0,0,33,9.09,1.94,1,0,0,0,0
Cunti Luca,Forward,ZSC Lions,15-16,2,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0
D'Agostini Matt,Forward,Genève-Servette HC,14-15,12,7,3,10,0.83,8,3,1,3,0,0,3,2,2,1,2,0,45,15.56,3.75,4,0,0,0,0
D'Agostini Matt,Forward,Genève-Servette HC,15-16,7,3,2,5,0.71,6,-2,1,2,0,1,1,2,2,0,0,0,29,10.34,4.14,3,0,0,0,0
Daigle Alexandre,Forward,HC Davos,08-09,10,1,2,3,0.3,2,1,1,1,1,0,1,1,0,1,0,0,23,4.35,2.3,1,0,0,0,0
Dal Pian Giacomo,Forward,HC Lugano,13-14,2,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
Dal Pian Giacomo,Forward,HC Lugano,14-15,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Dal Pian Giacomo,Forward,HC Lugano,15-16,9,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0.33,1,0,0,0,0
Daugavins Kaspars,Forward,Genève-Servette HC,13-14,12,5,8,13,1.08,2,4,1,4,4,2,5,6,0,1,0,1,31,16.13,2.58,1,0,0,0,0
Della Rossa Patric,Forward,Kloten Flyers,08-09,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
Deruns Thomas,Forward,Genève-Servette HC,08-09,4,2,1,3,0.75,0,-1,1,1,0,0,2,1,0,0,0,0,10,20,2.5,0,0,0,0,0
Deruns Thomas,Forward,Genève-Servette HC,09-10,20,10,15,25,1.25,6,9,1,9,6,0,4,12,4,2,2,1,52,19.23,2.6,3,0,0,0,0
Deruns Thomas,Forward,Lausanne HC,13-14,7,1,0,1,0.14,27,-1,1,0,0,1,1,0,0,0,0,0,19,5.26,2.71,1,1,0,1,0
Deruns Thomas,Forward,Lausanne HC,14-15,7,0,0,0,0.0,4,-2,1,0,0,0,0,0,0,0,0,0,9,0,1.29,2,0,0,0,0
Deruns Thomas,Forward,SC Bern,10-11,11,2,2,4,0.36,2,1,1,2,0,0,2,2,0,0,0,0,28,7.14,2.55,1,0,0,0,0
Deruns Thomas,Forward,SC Bern,11-12,13,2,4,6,0.46,4,3,1,2,2,1,2,2,0,2,0,0,19,10.53,1.46,2,0,0,0,0
Di Pietro Paul,Forward,EV Zug,09-10,13,3,6,9,0.69,6,-8,1,0,6,1,2,2,1,4,0,0,24,12.5,1.85,3,0,0,0,0
Di Pietro Paul,Forward,EV Zug,10-11,10,0,3,3,0.3,4,-1,1,0,3,0,0,2,0,1,0,0,14,0,1.4,2,0,0,0,0
Diaz Raphael,Defender,EV Zug,08-09,10,1,1,2,0.2,4,-5,1,1,0,0,0,0,1,1,0,0,20,5,2.0,2,0,0,0,0
Diaz Raphael,Defender,EV Zug,09-10,13,1,5,6,0.46,10,-2,1,3,2,0,0,2,1,3,0,0,27,3.70,2.08,5,0,0,0,0
Diaz Raphael,Defender,EV Zug,10-11,10,2,4,6,0.6,4,-8,1,0,4,0,2,1,0,2,0,1,49,4.08,4.9,2,0,0,0,0
Diem Nolan,Forward,EV Zug,12-13,14,1,0,1,0.07,4,-4,1,0,0,0,1,0,0,0,0,0,8,12.5,0.57,2,0,0,0,0
Diem Nolan,Forward,EV Zug,14-15,6,3,0,3,0.5,6,1,1,0,0,0,3,0,0,0,0,0,10,30,1.67,3,0,0,0,0
Diem Nolan,Forward,EV Zug,15-16,4,0,0,0,0.0,0,-3,1,0,0,0,0,0,0,0,0,0,7,0,1.75,0,0,0,0,0
Domenichelli Hnat,Forward,HC Lugano,09-10,4,0,1,1,0.25,0,-4,1,1,0,0,0,1,0,0,0,0,13,0,3.25,0,0,0,0,0
Domenichelli Hnat,Forward,HC Lugano,11-12,6,0,4,4,0.67,0,0,1,3,1,0,0,4,0,0,0,0,16,0,2.67,0,0,0,0,0
Domenichelli Hnat,Forward,HC Lugano,12-13,7,3,3,6,0.86,2,1,1,2,1,1,1,2,2,1,0,0,22,13.64,3.14,1,0,0,0,0
Donati Gianni,Forward,HC Davos,09-10,6,0,0,0,0.0,0,-4,1,0,0,0,0,0,0,0,0,0,7,0,1.17,0,0,0,0,0
Douay Floran,Forward,Genève-Servette HC,14-15,12,0,0,0,0.0,6,-5,1,0,0,0,0,0,0,0,0,0,9,0,0.75,3,0,0,0,0
Douay Floran,Forward,Genève-Servette HC,15-16,8,1,0,1,0.12,2,-2,1,0,0,0,0,0,0,0,1,0,6,16.67,0.75,1,0,0,0,0
Down Blaine,Forward,ZSC Lions,09-10,7,2,4,6,0.86,8,-2,1,2,2,1,1,2,1,2,0,0,27,7.41,3.86,4,0,0,0,0
Down Blaine,Forward,ZSC Lions,11-12,8,1,3,4,0.5,2,-1,1,1,2,0,1,2,0,1,0,0,14,7.14,1.75,1,0,0,0,0
Du Bois Felicien,Defender,HC Davos,14-15,15,2,4,6,0.4,4,8,1,3,1,1,0,3,2,1,0,0,34,5.88,2.27,2,0,0,0,0
Du Bois Felicien,Defender,HC Davos,15-16,9,0,5,5,0.56,6,5,1,1,4,0,0,2,0,3,0,0,20,0,2.22,3,0,0,0,0
Du Bois Felicien,Defender,Kloten Flyers,08-09,15,2,3,5,0.33,20,8,1,3,0,0,0,1,1,2,1,0,33,6.06,2.2,10,0,0,0,0
Du Bois Felicien,Defender,Kloten Flyers,09-10,10,3,4,7,0.7,14,0,1,2,2,0,1,2,2,2,0,0,39,7.69,3.9,7,0,0,0,0
Du Bois Felicien,Defender,Kloten Flyers,10-11,18,1,5,6,0.33,8,-3,1,3,2,0,0,1,1,4,0,0,65,1.54,3.61,4,0,0,0,0
Du Bois Felicien,Defender,Kloten Flyers,11-12,5,1,1,2,0.4,2,-1,1,0,1,0,1,0,0,1,0,0,15,6.67,3.0,1,0,0,0,0
Dubé Christian,Forward,Fribourg-Gottéron,11-12,11,3,3,6,0.55,4,1,1,1,2,0,1,3,2,0,0,0,16,18.75,1.45,2,0,0,0,0
Dubé Christian,Forward,Fribourg-Gottéron,12-13,16,0,9,9,0.56,2,-2,1,4,5,0,0,7,0,2,0,0,15,0,0.94,1,0,0,0,0
Dubé Christian,Forward,Fribourg-Gottéron,13-14,10,1,6,7,0.7,6,-3,1,3,3,0,1,0,0,5,0,1,15,6.67,1.5,3,0,0,0,0
Dubé Christian,Forward,SC Bern,08-09,6,3,2,5,0.83,2,-2,1,1,1,0,0,1,3,1,0,0,10,30,1.67,1,0,0,0,0
