Spieler,Pos,Team,year,GP,G,A,PTS,P/GP,PIM Total,+/-,Number of year,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,SOG,S%,SOG/GP,2' ,5',10',GM,MP
Alston Jan,Forward,ZSC Lions,08-09,4,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,6,0,1.5,1,0,0,0,0
Alston Jan,Forward,ZSC Lions,09-10,7,2,4,6,0.86,12,0,1,1,3,0,2,2,0,2,0,0,16,12.5,2.29,6,0,0,0,0
Altorfer Niki,Forward,EHC Biel,11-12,2,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0
Altorfer Niki,Forward,ZSC Lions,10-11,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Ambühl Andres,Forward,HC Davos,08-09,21,4,3,7,0.33,48,-1,1,3,0,2,4,3,0,0,0,0,50,8,2.38,24,0,0,0,0
Ambühl Andres,Forward,HC Davos,13-14,4,1,1,2,0.5,0,0,1,1,0,0,1,0,0,1,0,0,13,7.69,3.25,0,0,0,0,0
Ambühl Andres,Forward,HC Davos,14-15,15,2,6,8,0.53,10,9,1,2,4,0,2,5,0,1,0,0,27,7.41,1.8,5,0,0,0,0
Ambühl Andres,Forward,HC Davos,15-16,9,6,2,8,0.89,10,1,1,2,0,0,2,1,4,0,0,1,28,21.43,3.11,5,0,0,0,0
Ambühl Andres,Forward,ZSC Lions,10-11,5,2,1,3,0.6,4,0,1,1,0,0,0,0,2,1,0,0,14,14.29,2.8,2,0,0,0,0
Ambühl Andres,Forward,ZSC Lions,11-12,15,5,9,14,0.93,6,9,1,6,3,2,3,7,1,2,1,0,57,8.77,3.8,3,0,0,0,0
Ambühl Andres,Forward,ZSC Lions,12-13,12,3,0,3,0.25,2,-1,1,0,0,1,3,0,0,0,0,0,26,11.54,2.17,1,0,0,0,0
Andersson Calle,Defender,HC Lugano,14-15,6,0,3,3,0.5,0,0,1,1,2,0,0,1,0,2,0,0,6,0,1.0,0,0,0,0,0
Antonietti Benjamin,Forward,Genève-Servette HC,09-10,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Antonietti Benjamin,Forward,Lausanne HC,13-14,7,3,1,4,0.57,4,2,1,1,0,0,3,1,0,0,0,0,19,15.79,2.71,2,0,0,0,0
Antonietti Benjamin,Forward,Lausanne HC,14-15,7,0,1,1,0.14,2,-1,1,0,1,0,0,1,0,0,0,0,4,0,0.57,1,0,0,0,0
Antonietti Eliot,Defender,Genève-Servette HC,12-13,7,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0.29,1,0,0,0,0
Antonietti Eliot,Defender,Genève-Servette HC,13-14,12,0,1,1,0.08,12,-2,1,1,0,0,0,1,0,0,0,0,16,0,1.33,6,0,0,0,0
Antonietti Eliot,Defender,Genève-Servette HC,14-15,10,0,3,3,0.3,4,-1,1,1,2,0,0,2,0,0,0,1,21,0,2.1,2,0,0,0,0
Antonietti Eliot,Defender,Genève-Servette HC,15-16,11,2,2,4,0.36,2,6,1,2,0,1,2,2,0,0,0,0,14,14.29,1.27,1,0,0,0,0
Arlbrandt Pär,Forward,EHC Biel,14-15,7,5,3,8,1.14,6,1,1,1,2,0,3,1,2,2,0,0,19,26.32,2.71,3,0,0,0,0
Aubin Serge,Forward,Fribourg-Gottéron,09-10,5,0,2,2,0.4,2,-3,1,1,1,0,0,0,0,2,0,0,11,0,2.2,1,0,0,0,0
Aubin Serge,Forward,Fribourg-Gottéron,10-11,4,0,0,0,0.0,4,-2,1,0,0,0,0,0,0,0,0,0,7,0,1.75,2,0,0,0,0
Aubin Serge,Forward,Genève-Servette HC,08-09,4,0,3,3,0.75,4,-1,1,3,0,0,0,3,0,0,0,0,5,0,1.25,2,0,0,0,0
Augsburger Gaëtan,Forward,Genève-Servette HC,08-09,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0,0
Augsburger Gaëtan,Forward,Lausanne HC,13-14,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.75,0,0,0,0,0
Augsburger Gaëtan,Forward,Lausanne HC,14-15,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1.0,0,0,0,0,0
Axelsson Dick,Forward,HC Davos,14-15,13,6,3,9,0.69,8,4,1,1,2,2,4,2,0,0,2,1,28,21.43,2.15,4,0,0,0,0
Axelsson Dick,Forward,HC Davos,15-16,9,2,5,7,0.78,18,5,1,3,2,0,2,3,0,1,0,1,15,13.33,1.67,4,0,1,0,0
Bachofner Jérôme,Forward,ZSC Lions,14-15,1,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,1,0,0,0,0
Back Rene,Defender,EV Zug,08-09,10,1,0,1,0.1,16,-4,1,0,0,1,0,0,1,0,0,0,10,10,1.0,8,0,0,0,0
Back Rene,Defender,HC Davos,09-10,6,0,0,0,0.0,14,-5,1,0,0,0,0,0,0,0,0,0,7,0,1.17,7,0,0,0,0
Back Rene,Defender,HC Davos,10-11,13,0,1,1,0.08,8,7,1,1,0,0,0,1,0,0,0,0,12,0,0.92,4,0,0,0,0
Back Rene,Defender,HC Davos,11-12,4,1,0,1,0.25,0,-2,1,0,0,0,0,0,1,0,0,0,3,33.33,0.75,0,0,0,0,0
Back Rene,Defender,HC Davos,12-13,7,0,2,2,0.29,4,-2,1,1,1,0,0,1,0,1,0,0,9,0,1.29,2,0,0,0,0
Back Rene,Defender,HC Davos,13-14,6,0,0,0,0.0,4,-1,1,0,0,0,0,0,0,0,0,0,1,0,0.17,2,0,0,0,0
Back Rene,Defender,Kloten Flyers,15-16,1,0,0,0,0.0,2,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,1,0,0,0,0
Baltisberger Chris,Forward,ZSC Lions,11-12,15,0,2,2,0.13,2,3,1,1,1,0,0,2,0,0,0,0,13,0,0.87,1,0,0,0,0
Baltisberger Chris,Forward,ZSC Lions,12-13,8,0,1,1,0.12,2,0,1,0,1,0,0,1,0,0,0,0,5,0,0.62,1,0,0,0,0
Baltisberger Chris,Forward,ZSC Lions,13-14,17,2,1,3,0.18,4,1,1,0,1,0,2,1,0,0,0,0,15,13.33,0.88,2,0,0,0,0
Baltisberger Chris,Forward,ZSC Lions,14-15,17,3,4,7,0.41,16,1,1,3,1,1,2,3,1,1,0,0,27,11.11,1.59,8,0,0,0,0
Baltisberger Chris,Forward,ZSC Lions,15-16,4,0,1,1,0.25,2,0,1,0,1,0,0,1,0,0,0,0,11,0,2.75,1,0,0,0,0
Baltisberger Phil,Defender,ZSC Lions,11-12,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Baltisberger Phil,Defender,ZSC Lions,12-13,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Baltisberger Phil,Defender,ZSC Lions,15-16,4,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0.25,1,0,0,0,0
Bang Daniel,Forward,Lausanne HC,13-14,7,4,2,6,0.86,2,0,1,1,1,0,2,2,2,0,0,0,15,26.67,2.14,1,0,0,0,0
Banham Frank,Forward,Genève-Servette HC,09-10,2,0,0,0,0.0,2,-1,1,0,0,0,0,0,0,0,0,0,0,-,0.0,1,0,0,0,0
Barbero Victor,Forward,Genève-Servette HC,09-10,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Barbero Victor,Forward,Genève-Servette HC,10-11,6,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.17,0,0,0,0,0
Barinka Michal,Defender,Fribourg-Gottéron,11-12,9,0,0,0,0.0,8,-1,1,0,0,0,0,0,0,0,0,0,11,0,1.22,4,0,0,0,0
Bastl Mark,Forward,ZSC Lions,08-09,4,0,0,0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,1.0,2,0,0,0,0
Bastl Mark,Forward,ZSC Lions,09-10,7,1,1,2,0.29,37,-3,1,0,1,0,0,0,1,1,0,0,11,9.09,1.57,1,1,1,1,0
Bastl Mark,Forward,ZSC Lions,10-11,5,0,1,1,0.2,4,-3,1,0,1,0,0,0,0,1,0,0,3,0,0.6,2,0,0,0,0
Bastl Mark,Forward,ZSC Lions,11-12,15,4,3,7,0.47,4,7,1,1,2,1,2,3,2,0,0,0,29,13.79,1.93,2,0,0,0,0
Bastl Mark,Forward,ZSC Lions,12-13,12,3,2,5,0.42,6,3,1,2,0,1,3,2,0,0,0,0,14,21.43,1.17,3,0,0,0,0
Bastl Mark,Forward,ZSC Lions,13-14,18,2,4,6,0.33,0,5,1,3,1,1,2,3,0,1,0,0,27,7.41,1.5,0,0,0,0,0
Bastl Mark,Forward,ZSC Lions,14-15,12,2,2,4,0.33,2,0,1,1,1,0,2,1,0,1,0,0,16,12.5,1.33,1,0,0,0,0
Beaudoin Eric,Forward,EHC Biel,11-12,5,3,2,5,1.0,2,-3,1,0,2,0,2,0,1,2,0,0,13,23.08,2.6,1,0,0,0,0
Beaudoin Eric,Forward,EHC Biel,12-13,7,3,3,6,0.86,2,-5,1,2,1,0,1,0,2,3,0,0,24,12.5,3.43,1,0,0,0,0
Bednar Jaroslav,Forward,HC Davos,10-11,12,5,12,17,1.42,6,6,1,9,3,0,3,4,2,8,0,0,32,15.62,2.67,3,0,0,0,0
Bednar Jaroslav,Forward,HC Lugano,11-12,6,1,1,2,0.33,4,-4,1,1,0,0,1,1,0,0,0,0,12,8.33,2.0,2,0,0,0,0
Bednar Jaroslav,Forward,SC Bern,12-13,8,3,5,8,1.0,4,3,1,2,3,0,2,4,1,1,0,0,24,12.5,3.0,2,0,0,0,0
Bell Mark,Forward,Kloten Flyers,09-10,10,1,4,5,0.5,29,-4,1,2,2,0,0,1,1,3,0,0,14,7.14,1.4,2,1,0,1,0
Bell Mark,Forward,Kloten Flyers,10-11,18,6,3,9,0.5,60,3,1,2,1,2,3,3,3,0,0,0,54,11.11,3.0,15,0,3,0,0
Berger Alain,Forward,SC Bern,12-13,20,2,1,3,0.15,10,-3,1,1,0,0,2,1,0,0,0,0,20,10,1.0,5,0,0,0,0
Berger Alain,Forward,SC Bern,14-15,11,0,0,0,0.0,4,-3,1,0,0,0,0,0,0,0,0,0,17,0,1.55,2,0,0,0,0
Berger Alain,Forward,SC Bern,15-16,14,3,1,4,0.29,6,-1,1,1,0,1,3,1,0,0,0,0,26,11.54,1.86,3,0,0,0,0
Berger Pascal,Forward,SC Bern,08-09,4,0,0,0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0
Berger Pascal,Forward,SC Bern,09-10,15,4,4,8,0.53,6,1,1,2,2,0,3,2,1,1,0,1,18,22.22,1.2,3,0,0,0,0
Berger Pascal,Forward,SC Bern,10-11,11,1,1,2,0.18,6,1,1,0,1,1,1,1,0,0,0,0,13,7.69,1.18,3,0,0,0,0
Berger Pascal,Forward,SC Bern,11-12,17,4,6,10,0.59,6,6,1,5,1,2,3,3,1,3,0,0,29,13.79,1.71,3,0,0,0,0
Berger Pascal,Forward,SC Bern,12-13,20,3,1,4,0.2,4,4,1,1,0,0,3,1,0,0,0,0,21,14.29,1.05,2,0,0,0,0
Berger Pascal,Forward,SC Bern,14-15,11,1,0,1,0.09,0,-1,1,0,0,0,1,0,0,0,0,0,11,9.09,1.0,0,0,0,0,0
Berger Pascal,Forward,SC Bern,15-16,14,2,3,5,0.36,2,3,1,1,2,0,2,2,0,1,0,0,14,14.29,1.0,1,0,0,0,0
Bergeron Marc-André,Defender,ZSC Lions,13-14,14,2,6,8,0.57,31,5,1,4,2,2,0,4,2,1,0,1,43,4.65,3.07,3,1,0,1,0
Bergeron Marc-André,Defender,ZSC Lions,14-15,13,0,6,6,0.46,10,-2,1,4,2,0,0,4,0,2,0,0,25,0,1.92,5,0,0,0,0
Bergeron Marc-André,Defender,ZSC Lions,15-16,3,1,1,2,0.67,0,4,1,1,0,0,1,1,0,0,0,0,9,11.11,3.0,0,0,0,0,0
Bertaggia Alessio,Forward,HC Lugano,14-15,6,0,0,0,0.0,0,-3,1,0,0,0,0,0,0,0,0,0,4,0,0.67,0,0,0,0,0
Bertaggia Alessio,Forward,HC Lugano,15-16,15,2,4,6,0.4,8,0,1,4,0,0,2,2,0,2,0,0,29,6.90,1.93,4,0,0,0,0
Berthon Eliot,Forward,EHC Biel,14-15,4,0,1,1,0.25,0,1,1,1,0,0,0,1,0,0,0,0,4,0,1.0,0,0,0,0,0
Berthon Eliot,Forward,Genève-Servette HC,10-11,6,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,5,0,0.83,1,0,0,0,0
Berthon Eliot,Forward,Genève-Servette HC,13-14,12,1,0,1,0.08,0,-1,1,0,0,0,1,0,0,0,0,0,6,16.67,0.5,0,0,0,0,0
Bertschy Christoph,Forward,SC Bern,11-12,17,1,1,2,0.12,8,-3,1,1,0,0,1,1,0,0,0,0,18,5.56,1.06,4,0,0,0,0
Bertschy Christoph,Forward,SC Bern,12-13,20,2,1,3,0.15,2,-2,1,1,0,0,2,1,0,0,0,0,23,8.70,1.15,1,0,0,0,0
Bertschy Christoph,Forward,SC Bern,14-15,7,1,2,3,0.43,0,-3,1,1,1,0,1,1,0,1,0,0,14,7.14,2.0,0,0,0,0,0
Bezina Goran,Defender,Genève-Servette HC,08-09,4,1,2,3,0.75,2,-3,1,0,2,0,0,0,1,2,0,0,14,7.14,3.5,1,0,0,0,0
Bezina Goran,Defender,Genève-Servette HC,09-10,20,4,12,16,0.8,22,3,1,7,5,1,1,6,2,6,1,0,42,9.52,2.1,11,0,0,0,0
Bezina Goran,Defender,Genève-Servette HC,10-11,6,4,3,7,1.17,29,0,1,1,2,0,2,0,1,2,1,1,25,16,4.17,2,1,0,1,0
Bezina Goran,Defender,Genève-Servette HC,13-14,12,0,4,4,0.33,35,3,1,3,1,0,0,2,0,2,0,0,32,0,2.67,5,1,0,1,0
Bezina Goran,Defender,Genève-Servette HC,14-15,12,2,3,5,0.42,12,-3,1,1,2,0,2,2,0,0,0,1,22,9.09,1.83,6,0,0,0,0
Bezina Goran,Defender,Genève-Servette HC,15-16,11,0,6,6,0.55,8,-1,1,2,4,0,0,5,0,0,0,1,24,0,2.18,4,0,0,0,0
Bianchi Elias,Forward,EV Zug,08-09,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Bianchi Elias,Forward,HC Ambri-Piotta,13-14,4,0,0,0,0.0,2,-1,1,0,0,0,0,0,0,0,0,0,6,0,1.5,1,0,0,0,0
Bieber Matthias,Forward,Kloten Flyers,10-11,18,2,3,5,0.28,0,-2,1,2,1,0,1,1,1,2,0,0,36,5.56,2.0,0,0,0,0,0
Bieber Matthias,Forward,Kloten Flyers,11-12,5,0,0,0,0.0,0,-3,1,0,0,0,0,0,0,0,0,0,6,0,1.2,0,0,0,0,0
Bieber Matthias,Forward,Kloten Flyers,13-14,16,4,4,8,0.5,4,2,1,2,2,1,1,3,3,1,0,0,56,7.14,3.5,2,0,0,0,0
Bieber Matthias,Forward,Kloten Flyers,15-16,4,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,15,0,3.75,0,0,0,0,0
Birbaum Alain,Defender,Fribourg-Gottéron,08-09,11,0,4,4,0.36,16,4,1,1,3,0,0,2,0,2,0,0,22,0,2.0,8,0,0,0,0
Birbaum Alain,Defender,Fribourg-Gottéron,09-10,7,1,3,4,0.57,10,-1,1,2,1,0,1,1,0,1,0,1,14,7.14,2.0,5,0,0,0,0
Birbaum Alain,Defender,Fribourg-Gottéron,10-11,4,0,0,0,0.0,8,-4,1,0,0,0,0,0,0,0,0,0,6,0,1.5,4,0,0,0,0
Birbaum Alain,Defender,Fribourg-Gottéron,11-12,11,1,3,4,0.36,6,-3,1,1,2,0,1,2,0,1,0,0,12,8.33,1.09,3,0,0,0,0
Birbaum Alain,Defender,Fribourg-Gottéron,12-13,18,1,7,8,0.44,12,-5,1,2,5,0,1,2,0,5,0,0,18,5.56,1.0,6,0,0,0,0
Birbaum Alain,Defender,Fribourg-Gottéron,13-14,6,0,0,0,0.0,4,1,1,0,0,0,0,0,0,0,0,0,4,0,0.67,2,0,0,0,0
Blaser Yannick,Defender,EV Zug,08-09,9,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.22,0,0,0,0,0
Blaser Yannick,Defender,EV Zug,09-10,13,0,0,0,0.0,16,-6,1,0,0,0,0,0,0,0,0,0,14,0,1.08,3,0,1,0,0
Blaser Yannick,Defender,EV Zug,10-11,10,0,1,1,0.1,10,-2,1,0,1,0,0,1,0,0,0,0,3,0,0.3,5,0,0,0,0
Blaser Yannick,Defender,EV Zug,11-12,9,0,1,1,0.11,16,2,1,1,0,0,0,1,0,0,0,0,8,0,0.89,3,0,1,0,0
Blaser Yannick,Defender,EV Zug,12-13,1,0,0,0,0.0,0,-2,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Blaser Yannick,Defender,EV Zug,15-16,4,2,0,2,0.5,4,1,1,0,0,0,2,0,0,0,0,0,8,25,2.0,2,0,0,0,0
Blatter Florian,Defender,HC Davos,08-09,21,1,0,1,0.05,10,-4,1,0,0,0,1,0,0,0,0,0,12,8.33,0.57,5,0,0,0,0
Blatter Florian,Defender,HC Lugano,11-12,6,0,0,0,0.0,2,-3,1,0,0,0,0,0,0,0,0,0,4,0,0.67,1,0,0,0,0
Blatter Florian,Defender,HC Lugano,13-14,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0,0
Blindenbacher Severin,Defender,ZSC Lions,08-09,4,0,0,0,0.0,0,-4,1,0,0,0,0,0,0,0,0,0,6,0,1.5,0,0,0,0,0
Blindenbacher Severin,Defender,ZSC Lions,11-12,15,0,4,4,0.27,16,8,1,1,3,0,0,3,0,1,0,0,14,0,0.93,8,0,0,0,0
Blindenbacher Severin,Defender,ZSC Lions,12-13,10,2,1,3,0.3,29,-1,1,0,1,0,0,0,1,1,1,0,22,9.09,2.2,2,1,0,0,1
Blindenbacher Severin,Defender,ZSC Lions,13-14,18,1,3,4,0.22,16,-1,1,2,1,0,1,2,0,1,0,0,36,2.78,2.0,8,0,0,0,0
Blindenbacher Severin,Defender,ZSC Lions,14-15,18,1,4,5,0.28,12,3,1,3,1,0,0,3,0,1,1,0,38,2.63,2.11,6,0,0,0,0
Blindenbacher Severin,Defender,ZSC Lions,15-16,4,1,1,2,0.5,0,-3,1,1,0,0,1,1,0,0,0,0,11,9.09,2.75,0,0,0,0,0
Blum Eric-Ray,Defender,Kloten Flyers,10-11,18,0,2,2,0.11,12,1,1,2,0,0,0,2,0,0,0,0,21,0,1.17,6,0,0,0,0
Blum Eric-Ray,Defender,Kloten Flyers,11-12,5,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,2.0,0,0,0,0,0
Blum Eric-Ray,Defender,Kloten Flyers,13-14,15,3,3,6,0.4,12,1,1,1,2,1,3,1,0,2,0,0,23,13.04,1.53,6,0,0,0,0
Blum Eric-Ray,Defender,SC Bern,14-15,11,2,3,5,0.45,2,-2,1,1,2,0,1,2,1,1,0,0,17,11.76,1.55,1,0,0,0,0
Blum Eric-Ray,Defender,SC Bern,15-16,10,2,1,3,0.3,18,-1,1,1,0,0,1,1,1,0,0,0,24,8.33,2.4,9,0,0,0,0
Bodemann Yanick,Forward,EV Zug,08-09,10,1,0,1,0.1,0,-1,1,0,0,0,1,0,0,0,0,0,1,100,0.1,0,0,0,0,0
Bodemann Yanick,Forward,EV Zug,09-10,13,1,0,1,0.08,0,-1,1,0,0,0,0,0,1,0,0,0,1,100,0.08,0,0,0,0,0
Bodenmann Simon,Forward,Kloten Flyers,08-09,9,0,2,2,0.22,0,1,1,2,0,0,0,2,0,0,0,0,4,0,0.44,0,0,0,0,0
Bodenmann Simon,Forward,Kloten Flyers,09-10,10,1,2,3,0.3,0,0,1,0,2,0,1,2,0,0,0,0,9,11.11,0.9,0,0,0,0,0
Bodenmann Simon,Forward,Kloten Flyers,10-11,18,2,3,5,0.28,12,0,1,2,1,1,2,3,0,0,0,0,37,5.41,2.06,6,0,0,0,0
Bodenmann Simon,Forward,Kloten Flyers,11-12,5,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,1,0,0.2,1,0,0,0,0
Bodenmann Simon,Forward,Kloten Flyers,13-14,13,2,4,6,0.46,8,2,1,4,0,1,1,3,1,1,0,0,18,11.11,1.38,4,0,0,0,0
Bodenmann Simon,Forward,SC Bern,15-16,13,2,5,7,0.54,2,2,1,3,2,0,1,5,0,0,1,0,35,5.71,2.69,1,0,0,0,0
Bonnet Julien,Defender,Kloten Flyers,08-09,10,0,0,0,0.0,6,1,1,0,0,0,0,0,0,0,0,0,2,0,0.2,3,0,0,0,0
Bonnet Julien,Defender,Kloten Flyers,09-10,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Bordeleau Sébastien,Forward,EHC Biel,11-12,5,0,3,3,0.6,2,-5,1,3,0,0,0,0,0,3,0,0,15,0,3.0,1,0,0,0,0
Bordeleau Sébastien,Forward,SC Bern,08-09,3,0,1,1,0.33,0,-5,1,0,1,0,0,0,0,1,0,0,6,0,2.0,0,0,0,0,0
Botter Cédric,Forward,Fribourg-Gottéron,08-09,4,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,1,0,0,0,0
Botter Cédric,Forward,Fribourg-Gottéron,09-10,5,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0.8,1,0,0,0,0
Botter Cédric,Forward,Fribourg-Gottéron,10-11,4,0,0,0,0.0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0.5,3,0,0,0,0
Botter Cédric,Forward,Fribourg-Gottéron,11-12,4,0,0,0,0.0,2,-3,1,0,0,0,0,0,0,0,0,0,1,0,0.25,1,0,0,0,0
Botter Cédric,Forward,Fribourg-Gottéron,12-13,18,4,1,5,0.28,4,-5,1,1,0,0,1,1,3,0,0,0,13,30.77,0.72,2,0,0,0,0
Bouchard Pierre-Marc,Forward,EV Zug,14-15,6,3,2,5,0.83,0,-4,1,1,1,1,3,1,0,1,0,0,12,25,2.0,0,0,0,0,0
Bouchard Pierre-Marc,Forward,EV Zug,15-16,4,3,2,5,1.25,14,0,1,1,1,0,2,1,1,1,0,0,12,25,3.0,2,0,1,0,0
Boumedienne Josef,Defender,EV Zug,09-10,3,0,2,2,0.67,6,-3,1,2,0,0,0,1,0,1,0,0,5,0,1.67,3,0,0,0,0
Breitbach Robin,Defender,Genève-Servette HC,08-09,4,0,0,0,0.0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,4,0,0,0,0
Breitbach Robin,Defender,Genève-Servette HC,09-10,20,0,3,3,0.15,16,1,1,2,1,0,0,2,0,0,0,1,15,0,0.75,8,0,0,0,0
Brooks Brendan,Forward,SCL Tigers,10-11,3,1,0,1,0.33,4,-1,1,0,0,0,0,0,1,0,0,0,8,12.5,2.67,2,0,0,0,0
Brown Curtis,Forward,Kloten Flyers,08-09,15,4,5,9,0.6,20,5,1,4,1,0,0,4,4,1,0,0,26,15.38,1.73,5,0,1,0,0
Brunner Adrian,Forward,SC Bern,11-12,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Brunner Damien,Forward,EV Zug,08-09,10,3,2,5,0.5,4,-2,1,2,0,0,2,2,1,0,0,0,21,14.29,2.1,2,0,0,0,0
Brunner Damien,Forward,EV Zug,09-10,13,5,5,10,0.77,6,-3,1,2,3,1,2,4,3,1,0,0,54,9.26,4.15,3,0,0,0,0
Brunner Damien,Forward,EV Zug,10-11,8,4,4,8,1.0,2,-3,1,3,1,1,2,2,1,2,1,0,39,10.26,4.88,1,0,0,0,0
Brunner Damien,Forward,EV Zug,11-12,9,3,11,14,1.56,6,3,1,7,4,1,2,6,1,5,0,0,36,8.33,4.0,3,0,0,0,0
Brunner Damien,Forward,HC Lugano,14-15,3,0,1,1,0.33,0,-2,1,0,1,0,0,1,0,0,0,0,2,0,0.67,0,0,0,0,0
Brunner Damien,Forward,HC Lugano,15-16,14,7,7,14,1.0,12,7,1,3,4,2,4,5,3,2,0,0,46,15.22,3.29,6,0,0,0,0
Brunold Alain,Forward,Kloten Flyers,10-11,1,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Brügger Sandro,Forward,Fribourg-Gottéron,11-12,9,0,1,1,0.11,0,-2,1,0,1,0,0,1,0,0,0,0,4,0,0.44,0,0,0,0,0
Brügger Sandro,Forward,Fribourg-Gottéron,12-13,5,0,1,1,0.2,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0.8,0,0,0,0,0
Bucher Tobias,Forward,EV Zug,08-09,9,0,0,0,0.0,0,-3,1,0,0,0,0,0,0,0,0,0,4,0,0.44,0,0,0,0,0
Bucher Tobias,Forward,SCL Tigers,10-11,4,0,0,0,0.0,2,-2,1,0,0,0,0,0,0,0,0,0,3,0,0.75,1,0,0,0,0
Burki Codey,Forward,Lausanne HC,13-14,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0.0,0,0,0,0,0
Bykov Andrey,Forward,Fribourg-Gottéron,08-09,9,1,6,7,0.78,0,3,1,3,3,0,1,3,0,3,0,0,28,3.57,3.11,0,0,0,0,0
Bykov Andrey,Forward,Fribourg-Gottéron,09-10,7,2,5,7,1.0,4,3,1,3,2,0,2,2,0,3,0,0,17,11.76,2.43,2,0,0,0,0
Bykov Andrey,Forward,Fribourg-Gottéron,10-11,4,0,1,1,0.25,0,-3,1,0,1,0,0,0,0,1,0,0,8,0,2.0,0,0,0,0,0
Bykov Andrey,Forward,Fribourg-Gottéron,11-12,11,3,2,5,0.45,4,-7,1,2,0,0,2,2,1,0,0,0,31,9.68,2.82,2,0,0,0,0
Bykov Andrey,Forward,Fribourg-Gottéron,12-13,17,4,13,17,1.0,4,11,1,9,4,2,3,8,1,4,0,1,28,14.29,1.65,2,0,0,0,0
Bykov Andrey,Forward,Fribourg-Gottéron,13-14,10,3,3,6,0.6,0,-5,1,2,1,2,0,0,1,3,2,0,27,11.11,2.7,0,0,0,0,0
Bykov Andrey,Forward,Fribourg-Gottéron,15-16,5,1,0,1,0.2,0,-6,1,0,0,0,1,0,0,0,0,0,15,6.67,3.0,0,0,0,0,0
Bärtschi Patrik,Forward,SC Bern,08-09,5,0,1,1,0.2,0,3,1,1,0,0,0,1,0,0,0,0,13,0,2.6,0,0,0,0,0
Bärtschi Patrik,Forward,ZSC Lions,09-10,7,3,3,6,0.86,12,-4,1,1,2,0,2,3,1,0,0,0,22,13.64,3.14,1,0,1,0,0
Bärtschi Patrik,Forward,ZSC Lions,11-12,15,9,2,11,0.73,4,3,1,2,0,1,9,2,0,0,0,0,33,27.27,2.2,2,0,0,0,0
Bärtschi Patrik,Forward,ZSC Lions,12-13,12,3,1,4,0.33,0,0,1,1,0,0,3,1,0,0,0,0,23,13.04,1.92,0,0,0,0,0
Bärtschi Patrik,Forward,ZSC Lions,13-14,18,3,5,8,0.44,0,0,1,5,0,1,2,4,1,1,0,0,41,7.32,2.28,0,0,0,0,0
