R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
51;Bertaggia Alessio;HC Lugano;Stürmer;45;14;13;27;0.60;12;11
52;Stapleton Tim;HC Lugano;Stürmer;43;11;16;27;0.63;28;0
53;Wick Jeremy;Genève-Servette HC;Stürmer;45;9;18;27;0.60;53;6
54;Rathgeb Yannick;Fribourg-Gottéron;Verteidiger;50;9;18;27;0.54;38;1
55;Mieville Alain;Lausanne HC;Stürmer;45;3;24;27;0.60;14;8
56;Monnet Thibaut;HC Ambri-Piotta;Stürmer;48;13;13;26;0.54;18;-10
57;Gustafsson Anton;SCL Tigers;Stürmer;43;11;15;26;0.60;14;0
58;Nüssli Thomas;SCL Tigers;Stürmer;44;10;16;26;0.59;20;-14
59;Albrecht Yannick-Lennart;SCL Tigers;Stürmer;49;13;12;25;0.51;10;-3
60;Arlbrandt Pär;EHC Biel;Stürmer;36;12;13;25;0.69;10;-18
61;Wick Roman;ZSC Lions;Stürmer;38;11;14;25;0.66;12;10
62;Sheppard James;Kloten Flyers;Stürmer;37;11;14;25;0.68;67;-5
63;Genazzi Joël;Lausanne HC;Verteidiger;49;11;14;25;0.51;14;-5
64;Salminen Sakari;Fribourg-Gottéron;Stürmer;43;10;15;25;0.58;10;-3
65;Haas Gaëtan;EHC Biel;Stürmer;38;9;16;25;0.66;8;-5
66;Bucher Tobias;SCL Tigers;Stürmer;48;7;18;25;0.52;22;-2
67;Bergeron Marc-André;ZSC Lions;Verteidiger;43;7;18;25;0.58;22;20
68;Blindenbacher Severin;ZSC Lions;Verteidiger;46;3;22;25;0.54;28;13
69;Suter Pius;ZSC Lions;Stürmer;45;14;10;24;0.53;14;12
70;Setoguchi Devin;HC Davos;Stürmer;30;11;13;24;0.80;2;-4
71;Mauldin Greg;Fribourg-Gottéron;Stürmer;28;11;13;24;0.86;0;-2
72;Pouliot Marc-Antoine;Fribourg-Gottéron;Stürmer;26;8;16;24;0.92;30;4
73;Koistinen Ville;SCL Tigers;Verteidiger;46;6;18;24;0.52;78;-8
74;Walser Samuel;HC Davos;Stürmer;50;11;12;23;0.46;24;1
75;Helbling Timo;SC Bern;Verteidiger;50;4;19;23;0.46;54;3
76;Lhotak Lukas;HC Ambri-Piotta;Stürmer;50;13;9;22;0.44;8;-5
77;Spylo Ahren;EHC Biel;Stürmer;35;10;12;22;0.63;8;-9
78;Herzog Fabrice;ZSC Lions;Stürmer;34;9;13;22;0.65;57;15
79;Tschantré Mathieu;EHC Biel;Stürmer;50;9;13;22;0.44;18;-10
80;Gardner Ryan;Fribourg-Gottéron;Stürmer;50;8;14;22;0.44;8;-1
81;Bodenmann Simon;SC Bern;Stürmer;44;8;14;22;0.50;8;3
82;Fransson Johan;Genève-Servette HC;Verteidiger;39;7;15;22;0.56;12;6
83;Haas Lukas;SCL Tigers;Stürmer;44;3;19;22;0.50;24;-6
84;Hall Adam;HC Ambri-Piotta;Stürmer;40;11;10;21;0.52;24;7
85;Rubin Daniel;Genève-Servette HC;Stürmer;48;10;11;21;0.44;28;4
86;Bürgler Dario;EV Zug;Stürmer;47;10;11;21;0.45;12;4
87;Guggisberg Peter;Kloten Flyers;Stürmer;38;9;12;21;0.55;6;-2
88;Riat Damien;Genève-Servette HC;Stürmer;45;9;12;21;0.47;34;-3
89;Hytönen Juha-Pekka;Lausanne HC;Stürmer;48;8;13;21;0.44;24;-13
90;Réway Martin;Fribourg-Gottéron;Stürmer;19;8;13;21;1.11;14;-7
91;Forster Beat;HC Davos;Verteidiger;44;8;13;21;0.48;116;25
92;Berger Pascal;SC Bern;Stürmer;45;8;13;21;0.47;18;-4
93;Ruefenacht Thomas;SC Bern;Stürmer;37;6;15;21;0.57;26;1
94;Macenauer Maxime;EHC Biel;Stürmer;36;7;13;20;0.56;55;-12
95;Deruns Thomas;Lausanne HC;Stürmer;50;7;13;20;0.40;6;-1
96;Olausson Niklas;EHC Biel;Stürmer;29;4;16;20;0.69;22;-19
97;Huguenin Anthony;EHC Biel;Verteidiger;44;2;18;20;0.45;10;-14
98;Lammer Dominic;EV Zug;Stürmer;45;12;7;19;0.42;32;10
99;Simion Dario;HC Davos;Stürmer;36;7;12;19;0.53;6;-2
100;Untersander Ramon;SC Bern;Verteidiger;31;6;13;19;0.61;16;4
101;Bezina Goran;Genève-Servette HC;Verteidiger;50;6;13;19;0.38;73;3
102;Ulmer Stefan;HC Lugano;Verteidiger;44;5;14;19;0.43;22;-6
103;Frick Lukas;Kloten Flyers;Verteidiger;50;4;15;19;0.38;2;9
104;Steiner Daniel;EHC Biel;Stürmer;45;12;6;18;0.40;51;-13
105;Künzle Mike;ZSC Lions;Stürmer;48;11;7;18;0.38;32;0
106;Cunti Luca;ZSC Lions;Stürmer;32;9;9;18;0.56;14;1
107;Lindemann Sven;SCL Tigers;Stürmer;47;8;10;18;0.38;33;-4
108;Filppula Ilari;HC Lugano;Stürmer;27;7;11;18;0.67;14;-2
109;Ramholt Tim;EV Zug;Verteidiger;50;7;11;18;0.36;36;17
110;Krueger Justin;SC Bern;Verteidiger;43;5;13;18;0.42;10;-16
111;Rossi Matthias;EHC Biel;Stürmer;49;13;4;17;0.35;12;-15
112;Paulsson Marcus;HC Davos;Stürmer;21;10;7;17;0.81;45;0
113;Duca Paolo;HC Ambri-Piotta;Stürmer;41;7;10;17;0.41;24;-9
114;Lombardi Matthew;Genève-Servette HC;Stürmer;34;6;11;17;0.50;14;-3
115;Kast Timothy;Genève-Servette HC;Stürmer;40;5;12;17;0.42;18;-9
116;Malgin Denis;ZSC Lions;Stürmer;38;5;12;17;0.45;12;5
117;Kamber Oliver;HC Ambri-Piotta;Stürmer;48;3;14;17;0.35;22;-12
118;Von Gunten Patrick;Kloten Flyers;Verteidiger;37;2;15;17;0.46;39;8
119;Grassi Daniele;HC Ambri-Piotta;Stürmer;50;10;6;16;0.32;22;-1
120;Sannitz Raffaele;HC Lugano;Stürmer;39;10;6;16;0.41;20;1
121;Lauper Adrien;HC Ambri-Piotta;Stürmer;50;9;7;16;0.32;45;-3
122;Chiriaev Evgenï;SCL Tigers;Stürmer;46;9;7;16;0.35;20;-2
123;Aeschlimann Marc;HC Davos;Stürmer;49;8;8;16;0.33;0;-4
124;Rod Noah;Genève-Servette HC;Stürmer;44;7;9;16;0.36;12;-5
125;Moss David;EHC Biel;Stürmer;19;6;10;16;0.84;10;6
126;Herburger Raphael;EHC Biel;Stürmer;36;6;10;16;0.44;8;0
127;Seger Mathias;ZSC Lions;Verteidiger;50;4;12;16;0.32;24;22
128;Schneeberger Noah;HC Davos;Verteidiger;41;3;13;16;0.39;57;11
129;Casutt Corsin;Kloten Flyers;Stürmer;43;9;6;15;0.35;8;-1
130;Plüss Benny;Fribourg-Gottéron;Stürmer;37;7;8;15;0.41;14;1
131;Schnyder Fabian;EV Zug;Stürmer;47;6;9;15;0.32;12;-2
132;Rundblad David;ZSC Lions;Verteidiger;11;2;13;15;1.36;2;8
133;Kellenberger Steve;Kloten Flyers;Stürmer;50;7;7;14;0.28;22;-4
134;Zangger Sandro;EV Zug;Stürmer;46;7;7;14;0.30;8;0
135;Simek Juraj;Genève-Servette HC;Stürmer;31;6;8;14;0.45;18;3
136;Chiesa Alessandro;HC Lugano;Verteidiger;44;3;11;14;0.32;74;7
137;Furrer Philippe;HC Lugano;Verteidiger;35;1;13;14;0.40;20;9
138;Sciaroni Gregory;HC Davos;Stürmer;22;7;6;13;0.59;24;-4
139;Fritsche John;Fribourg-Gottéron;Stürmer;46;6;7;13;0.28;33;-1
140;Hecquefeuille Kevin;SCL Tigers;Verteidiger;31;6;7;13;0.42;16;-18
141;Bastl Mark;HC Ambri-Piotta;Stürmer;47;5;8;13;0.28;8;-6
142;Randegger Flurin;SC Bern;Verteidiger;48;5;8;13;0.27;14;2
143;Bergenheim Sean;SC Bern;Stürmer;21;5;8;13;0.62;49;-5
144;Schäppi Reto;ZSC Lions;Stürmer;50;4;9;13;0.26;28;6
145;Bärtschi Patrik;ZSC Lions;Stürmer;34;4;9;13;0.38;4;7
146;Ebbett Andrew;SC Bern;Stürmer;19;4;9;13;0.68;10;0
147;Grossmann Robin;EV Zug;Verteidiger;49;3;10;13;0.27;30;11
148;Trachsler Morris;ZSC Lions;Stürmer;37;3;10;13;0.35;6;6
149;Olimb Mathis;Kloten Flyers;Stürmer;16;2;11;13;0.81;0;3
150;Mercier Jonathan;Genève-Servette HC;Verteidiger;41;2;11;13;0.32;16;5
151;Kamerzin Jérémie;Fribourg-Gottéron;Verteidiger;32;2;11;13;0.41;14;1
152;Pedretti Marco;Genève-Servette HC;Stürmer;41;7;5;12;0.29;45;18
153;Walsky Eric;Lausanne HC;Stürmer;45;6;6;12;0.27;12;-20
154;Jacquemet Arnaud;Genève-Servette HC;Stürmer;43;5;7;12;0.28;10;-2
155;Lüthi Fabian;EHC Biel;Stürmer;43;4;8;12;0.28;12;-6
156;Sutter Dave;EHC Biel;Verteidiger;50;4;8;12;0.24;8;-20
157;Guerra Samuel;HC Davos;Verteidiger;39;1;11;12;0.31;12;2
158;Leone Robin;Kloten Flyers;Stürmer;41;9;2;11;0.27;6;1
159;Picard Alexandre;HC Davos;Stürmer;13;8;3;11;0.85;34;5
160;Hamill Zach;HC Ambri-Piotta;Stürmer;17;6;5;11;0.65;12;8
161;Douay Floran;Genève-Servette HC;Stürmer;50;6;5;11;0.22;34;-4
162;Du Bois Felicien;HC Davos;Verteidiger;31;5;6;11;0.35;10;2
163;Scherwey Tristan;SC Bern;Stürmer;33;5;6;11;0.33;30;-1
164;Joggi Mathias;EHC Biel;Stürmer;37;4;7;11;0.30;73;0
165;Jobin David;SC Bern;Verteidiger;36;4;7;11;0.31;12;-11
166;Corvi Enzo;HC Davos;Stürmer;23;3;8;11;0.48;12;-4
167;Geering Patrick;ZSC Lions;Verteidiger;50;3;8;11;0.22;20;6
168;Ryser Sven;Lausanne HC;Stürmer;44;3;8;11;0.25;16;-3
169;Stoop Lukas;Kloten Flyers;Verteidiger;49;1;10;11;0.22;16;7
170;Baltisberger Chris;ZSC Lions;Stürmer;20;6;4;10;0.50;10;11
171;Peter Emanuel;EV Zug;Stürmer;37;5;5;10;0.27;16;-1
172;Rivera Christopher;Fribourg-Gottéron;Stürmer;44;5;5;10;0.23;99;-1
173;Earl Robbie;EHC Biel;Stürmer;7;4;6;10;1.43;0;4
174;Gerber Beat;SC Bern;Verteidiger;49;4;6;10;0.20;16;-3
175;Vukovic Daniel;Genève-Servette HC;Verteidiger;40;4;6;10;0.25;22;15
176;Walker Julian;HC Lugano;Stürmer;44;4;6;10;0.23;36;-5
177;Neukom Benjamin;Fribourg-Gottéron;Stürmer;41;4;6;10;0.24;14;-4
178;Fuchs Jason;HC Ambri-Piotta;Stürmer;47;2;8;10;0.21;20;-5
179;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;2;8;10;0.20;20;8
180;Kienzle Lorenz;HC Lugano;Verteidiger;49;2;8;10;0.20;41;-9
181;Hirschi Steve;HC Lugano;Verteidiger;45;2;8;10;0.22;34;3
182;Alatalo Santeri;EV Zug;Verteidiger;50;1;9;10;0.20;18;8
183;Birbaum Alain;HC Ambri-Piotta;Verteidiger;50;1;9;10;0.20;40;-8
184;Stalder Ralph;Lausanne HC;Verteidiger;50;1;9;10;0.20;39;4
185;Herren Yannick;Lausanne HC;Stürmer;24;6;3;9;0.38;8;-1
186;Moggi Sandro;SCL Tigers;Stürmer;48;5;4;9;0.19;8;-8
187;Reuille Sebastien;HC Lugano;Stürmer;46;4;5;9;0.20;14;-8
188;Bianchi Elias;HC Ambri-Piotta;Stürmer;40;3;6;9;0.22;8;5
189;Weisskopf Dan;SCL Tigers;Verteidiger;43;3;6;9;0.21;52;-7
190;Trutmann Dario;Lausanne HC;Verteidiger;45;2;7;9;0.20;20;2
191;Fazzini Luca;HC Lugano;Stürmer;41;2;7;9;0.22;4;-7
192;Gobbi John;Lausanne HC;Verteidiger;50;2;7;9;0.18;42;-6
193;Picard Alexandre;Fribourg-Gottéron;Verteidiger;37;2;7;9;0.24;2;3
194;Zryd Miro;SCL Tigers;Verteidiger;42;1;8;9;0.21;8;-1
195;Schilt Sebastian;Fribourg-Gottéron;Verteidiger;44;0;9;9;0.20;75;-6
196;Liniger Michael;Kloten Flyers;Stürmer;47;5;3;8;0.17;16;1
197;Obrist Patrick;Kloten Flyers;Stürmer;40;4;4;8;0.20;12;3
198;Kobasew Chuck;SC Bern;Stürmer;10;4;4;8;0.80;25;5
199;Olesz Rostislav;SCL Tigers;Stürmer;15;4;4;8;0.53;2;0
200;Siegenthaler Jonas;ZSC Lions;Verteidiger;40;3;5;8;0.20;28;16
201;Maurer Marco;EHC Biel;Verteidiger;50;2;6;8;0.16;54;-5
202;Baltisberger Phil;ZSC Lions;Verteidiger;49;2;6;8;0.16;20;5
203;Vauclair Julien;HC Lugano;Verteidiger;42;1;7;8;0.19;53;-3
204;Gerber Adrian;SCL Tigers;Stürmer;49;0;8;8;0.16;28;-3
205;Paschoud Claude-C.;HC Davos;Verteidiger;50;0;8;8;0.16;12;14
206;Vauclair Tristan;Fribourg-Gottéron;Stürmer;43;5;2;7;0.16;70;1
207;Foucault Kris;ZSC Lions;Stürmer;16;5;2;7;0.44;4;0
208;Moggi Claudio;SCL Tigers;Stürmer;36;4;3;7;0.19;14;-8
209;Sutter Fabian;EHC Biel;Stürmer;39;4;3;7;0.18;20;-5
210;Collenberg Franco;Kloten Flyers;Verteidiger;47;4;3;7;0.15;30;2
211;Berthon Eliot;EHC Biel;Stürmer;24;3;4;7;0.29;33;-4
212;Berger Alain;SC Bern;Stürmer;49;3;4;7;0.14;34;-9
213;Hischier Luca;SC Bern;Stürmer;42;2;5;7;0.17;39;-4
214;Müller Yves;SCL Tigers;Verteidiger;37;2;5;7;0.19;12;-11
215;Diem Nolan;EV Zug;Stürmer;41;2;5;7;0.17;22;-3
216;Kparghai Clarence;HC Lugano;Verteidiger;50;2;5;7;0.14;16;8
217;Stettler Martin;SCL Tigers;Verteidiger;21;1;6;7;0.33;6;5
218;Gautschi Marc;HC Ambri-Piotta;Verteidiger;38;1;6;7;0.18;36;-9
219;Iglesias Frédéric;Genève-Servette HC;Verteidiger;43;1;6;7;0.16;2;1
220;Schmutz Flavio;Fribourg-Gottéron;Stürmer;41;1;6;7;0.17;6;-3
221;Antonietti Eliot;Genève-Servette HC;Verteidiger;34;1;6;7;0.21;22;3
222;Back Rene;Kloten Flyers;Verteidiger;39;0;7;7;0.18;14;-9
223;Schlumpf Dominik;EV Zug;Verteidiger;49;0;7;7;0.14;14;-1
224;Wellinger Thomas;EHC Biel;Verteidiger;48;0;7;7;0.15;14;-10
225;Wilson Kyle;SCL Tigers;Stürmer;11;5;1;6;0.55;2;-5
226;Fora Michael;HC Ambri-Piotta;Verteidiger;32;3;3;6;0.19;33;-11
227;Neuenschwander Jan;ZSC Lions;Stürmer;42;3;3;6;0.14;31;-1
228;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;38;1;5;6;0.16;10;-3
229;Lemm Romano;Kloten Flyers;Stürmer;46;1;5;6;0.13;12;4
230;Ellerby Keaton;Fribourg-Gottéron;Stürmer;13;1;5;6;0.46;0;-3
231;Zgraggen Jesse;HC Ambri-Piotta;Verteidiger;39;1;5;6;0.15;70;-5
232;Berger Sven;HC Ambri-Piotta;Verteidiger;45;1;5;6;0.13;38;17
233;Heldner Fabian;HC Davos;Verteidiger;45;0;6;6;0.13;14;19
234;Leeger Larri;Lausanne HC;Verteidiger;50;0;6;6;0.12;26;-8
235;Savary Paul;Lausanne HC;Stürmer;43;4;1;5;0.12;8;-6
236;Neuenschwander Caryl;Fribourg-Gottéron;Stürmer;28;4;1;5;0.18;4;-14
237;Gerber Roland;Genève-Servette HC;Stürmer;47;3;2;5;0.11;16;-4
238;Kousa Mikko;SC Bern;Verteidiger;11;3;2;5;0.45;10;-8
239;Smith Trevor;SC Bern;Stürmer;17;3;2;5;0.29;14;-12
240;Diem Dominik;ZSC Lions;Stürmer;11;2;3;5;0.45;2;2
241;Trunz Adrian;HC Ambri-Piotta;Verteidiger;49;2;3;5;0.10;14;2
242;Antonietti Benjamin;Lausanne HC;Stürmer;38;1;4;5;0.13;8;-4
243;Erni Samuel;EV Zug;Verteidiger;39;1;4;5;0.13;10;-2
244;Lindemann Kim;SCL Tigers;Verteidiger;43;1;4;5;0.12;30;-3
245;Senteler Sven;EV Zug;Stürmer;49;1;4;5;0.10;12;-4
246;Morini Giovanni;HC Lugano;Stürmer;30;3;1;4;0.13;0;-5
247;Lapierre Maxim;HC Lugano;Stürmer;6;2;2;4;0.67;37;-3
248;Lardi Federico;Lausanne HC;Verteidiger;47;2;2;4;0.09;8;-5
249;Ehrensperger Gianni;EHC Biel;Stürmer;29;2;2;4;0.14;10;1
250;Genoway Colby;Fribourg-Gottéron;Stürmer;4;2;2;4;1.00;0;1
251;Kostner Diego;HC Lugano;Stürmer;46;1;3;4;0.09;8;-11
252;Reichert Marc;SC Bern;Stürmer;47;1;3;4;0.09;12;-12
253;Ronchetti Massimo;SCL Tigers;Verteidiger;47;1;3;4;0.09;12;-3
254;Schelling Philippe;Kloten Flyers;Verteidiger;50;1;3;4;0.08;40;1
255;Steinmann Janick;HC Lugano;Stürmer;14;1;3;4;0.29;4;-5
256;Morant Johan;EV Zug;Verteidiger;47;1;3;4;0.09;116;4
257;Chavaillaz Benjamin;HC Ambri-Piotta;Verteidiger;23;1;3;4;0.17;4;-2
258;Jecker Benoit;EHC Biel;Verteidiger;43;0;4;4;0.09;8;-7
259;Maret Mathieu;Fribourg-Gottéron;Verteidiger;50;0;4;4;0.08;10;3
260;Dufner Mauro;EHC Biel;Verteidiger;46;0;4;4;0.09;16;-4
261;Augsburger Gaëtan;Lausanne HC;Stürmer;19;2;1;3;0.16;0;-2
262;Dal Pian Giacomo;HC Lugano;Stürmer;18;2;1;3;0.17;2;-3
263;Hartmann Jan Lee;Kloten Flyers;Stürmer;12;2;1;3;0.25;0;0
264;Kessler Tino;HC Davos;Stürmer;18;1;2;3;0.17;4;-3
265;Nordlund Markus;HC Ambri-Piotta;Verteidiger;9;1;2;3;0.33;0;-3
266;Olver Marc;Kloten Flyers;Stürmer;8;1;2;3;0.38;2;-1
267;Hasani Adam;Kloten Flyers;Stürmer;18;1;2;3;0.17;6;1
268;Kindschi Simon;HC Davos;Verteidiger;20;1;2;3;0.15;6;-4
269;Sidler Patrick;HC Ambri-Piotta;Verteidiger;24;1;2;3;0.12;27;-7
270;Jung Sven;HC Davos;Verteidiger;45;0;3;3;0.07;10;-7
271;Wetzel Philipp;EHC Biel;Stürmer;22;0;3;3;0.14;6;-3
272;Dostoinov Alexei;EHC Biel;Stürmer;7;2;0;2;0.29;0;-1
273;Blaser Yannick;EV Zug;Verteidiger;34;1;1;2;0.06;49;-2
274;Müller Marco;SC Bern;Stürmer;38;1;1;2;0.05;4;-10
275;Berger Nils;SCL Tigers;Stürmer;14;1;1;2;0.14;0;1
276;Forrer Marco;HC Davos;Verteidiger;16;1;1;2;0.12;4;1
277;Jelovac Igor;EHC Biel;Verteidiger;38;1;1;2;0.05;14;-3
278;Sieber Lukas;EV Zug;Stürmer;17;1;1;2;0.12;2;-6
279;Steiner Nicholas;EHC Biel;Verteidiger;33;1;1;2;0.06;14;-8
280;Karrer Roger;ZSC Lions;Verteidiger;14;0;2;2;0.14;0;-1
281;Marchon Marc;EV Zug;Stürmer;27;0;2;2;0.07;62;-1
282;Conz Florian;Lausanne HC;Stürmer;21;0;2;2;0.10;6;-10
283;Hächler Cedric;ZSC Lions;Verteidiger;34;0;2;2;0.06;6;5
284;Harlacher Edson;Kloten Flyers;Verteidiger;22;0;2;2;0.09;0;0
285;Ness Martin;SC Bern;Stürmer;8;0;2;2;0.25;8;4
286;Nodari Matteo;Lausanne HC;Verteidiger;45;0;2;2;0.04;10;-1
287;Pivron Pierrick;Fribourg-Gottéron;Stürmer;10;0;2;2;0.20;0;2
288;Brejcak Jan;HC Davos;Verteidiger;28;0;2;2;0.07;63;3
289;Fischer Simon;Lausanne HC;Stürmer;39;0;2;2;0.05;10;-8
290;Rouiller Anthony;EHC Biel;Verteidiger;7;0;2;2;0.29;0;4
291;Gerber Tom;SCL Tigers;Stürmer;14;1;0;1;0.07;6;0
292;Hischier Nico;SC Bern;Stürmer;15;1;0;1;0.07;2;-3
293;Kneubuehler Johnny;Lausanne HC;Stürmer;16;1;0;1;0.06;4;-1
294;Kreis Samuel;SC Bern;Verteidiger;21;1;0;1;0.05;10;-3
295;Leblanc Louis;Lausanne HC;Stürmer;4;1;0;1;0.25;25;-4
296;Stucki Christian;HC Ambri-Piotta;Stürmer;17;1;0;1;0.06;0;2
297;Almond Cody;Genève-Servette HC;Stürmer;4;0;1;1;0.25;2;-1
298;Bachofner Jérôme;ZSC Lions;Stürmer;8;0;1;1;0.12;0;-2
299;Egli Chris;HC Davos;Stürmer;13;0;1;1;0.08;0;-3
300;Murray Jordan;SCL Tigers;Stürmer;14;0;1;1;0.07;8;-5
301;Randegger Gian-Andrea;SC Bern;Verteidiger;42;0;1;1;0.02;27;-7
302;Sartori Riccardo;HC Lugano;Verteidiger;43;0;1;1;0.02;2;2
303;Studer Thomas;Kloten Flyers;Stürmer;9;0;1;1;0.11;2;1
304;Thibaudeau Nicolas;EV Zug;Stürmer;21;0;1;1;0.05;20;-1
305;Ulmann Tim;ZSC Lions;Stürmer;5;0;1;1;0.20;0;-1
306;Campbell Jeff;SCL Tigers;Stürmer;2;0;1;1;0.50;0;1
307;Chuard Romain;Genève-Servette HC;Verteidiger;35;0;1;1;0.03;4;-3
308;Fey Kevin;EHC Biel;Verteidiger;24;0;1;1;0.04;4;-10
309;Fischer Jannik;Lausanne HC;Verteidiger;40;0;1;1;0.02;30;-2
310;Loichat Michaël;Fribourg-Gottéron;Stürmer;4;0;1;1;0.25;2;1
311;Rampazzo Ruben;HC Davos;Verteidiger;13;0;1;1;0.08;2;1
312;Rytz Philippe;Lausanne HC;Verteidiger;17;0;1;1;0.06;4;0
313;Schmutz Silvio;HC Davos;Verteidiger;8;0;1;1;0.12;0;-2
314;Stadler Livio;EV Zug;Verteidiger;13;0;1;1;0.08;0;-1
315;Wollgast Nigel;HC Lugano;Verteidiger;2;0;1;1;0.50;0;2
316;Wyss Silvan;SCL Tigers;Stürmer;40;0;1;1;0.02;12;-6
317;Bärtschi Michael;SC Bern;Stürmer;2;0;0;0;0.00;0;0
318;Bircher Alain;Kloten Flyers;Verteidiger;2;0;0;0;0.00;0;0
319;Bonny Victor;Fribourg-Gottéron;Stürmer;1;0;0;0;0.00;0;0
320;Brügger Sandro;Fribourg-Gottéron;Stürmer;5;0;0;0;0.00;0;1
321;Burren Yanik;SC Bern;Verteidiger;3;0;0;0;0.00;0;0
322;Bussard Benjamin;Fribourg-Gottéron;Stürmer;1;0;0;0;0.00;0;0
323;Büsser Xeno;Kloten Flyers;Verteidiger;8;0;0;0;0.00;0;1
324;Camperchioli Luca;Fribourg-Gottéron;Verteidiger;20;0;0;0;0.00;2;-4
325;Currit Fabien;SCL Tigers;Verteidiger;3;0;0;0;0.00;0;0
326;Détraz Mattéo;Genève-Servette HC;Verteidiger;4;0;0;0;0.00;0;0
327;Dubois Tim;SC Bern;Verteidiger;18;0;0;0;0.00;0;-1
328;Eggenberger Nando;HC Davos;Stürmer;2;0;0;0;0.00;0;0
329;Flyagin Mikhail;Fribourg-Gottéron;Verteidiger;1;0;0;0;0.00;0;0
