R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
137;Gautschi Marc;Genève-Servette HC;Verteidiger;49;1;12;13;0.27;36;10
138;Leblanc Robin;SCL Tigers;Stürmer;48;8;4;12;0.25;24;-10
139;Walser Samuel;Kloten Flyers;Stürmer;48;7;5;12;0.25;40;5
140;Murray Jordan;HC Lugano;Stürmer;50;5;7;12;0.24;40;-7
141;Sbisa Luca;HC Lugano;Verteidiger;30;5;7;12;0.40;14;0
142;Tambellini Jeff;ZSC Lions;Stürmer;27;5;7;12;0.44;14;0
143;Ehrensperger Gianni;EHC Biel;Stürmer;49;4;8;12;0.24;16;-4
144;Schlagenhauf Roman;HC Ambri-Piotta;Stürmer;49;4;8;12;0.24;54;-15
145;Maurer Marco;ZSC Lions;Verteidiger;50;4;8;12;0.24;34;9
146;Botta Roman;HC Ambri-Piotta;Stürmer;25;3;9;12;0.48;10;-7
147;Reber Jörg;SCL Tigers;Verteidiger;44;3;9;12;0.27;52;-24
148;Grossmann Robin;HC Davos;Verteidiger;46;3;9;12;0.26;92;10
149;Lüthi Simon;SCL Tigers;Verteidiger;50;2;10;12;0.24;20;-11
150;Meier Dominic;EHC Biel;Verteidiger;42;1;11;12;0.29;42;8
151;Mercier Jonathan;Genève-Servette HC;Verteidiger;49;3;8;11;0.22;28;-15
152;Chiesa Alessandro;EV Zug;Verteidiger;50;3;8;11;0.22;67;1
153;Fischer Patrick;EV Zug;Verteidiger;49;3;8;11;0.22;24;-3
154;Rytz Philippe;SCL Tigers;Verteidiger;50;3;8;11;0.22;80;-29
155;Ngoy Michael;Fribourg-Gottéron;Verteidiger;50;2;9;11;0.22;14;8
156;Vukovic Daniel;Genève-Servette HC;Verteidiger;50;1;10;11;0.22;54;15
157;Furrer Philippe;SC Bern;Verteidiger;36;0;11;11;0.31;36;6
158;MacMurchy Ryan;EHC Biel;Stürmer;7;7;3;10;1.43;2;1
159;Lundberg Emil;Kloten Flyers;Stürmer;33;6;4;10;0.30;14;5
160;Domenichelli Hnat;HC Lugano;Stürmer;17;6;4;10;0.59;8;5
161;Taticek Petr;HC Davos;Stürmer;21;5;5;10;0.48;20;1
162;Moggi Claudio;SCL Tigers;Stürmer;44;5;5;10;0.23;52;-9
163;Herren Yannick;Kloten Flyers;Stürmer;47;4;6;10;0.21;12;4
164;Hürlimann Stefan;SC Rapperswil-Jona Lakers;Stürmer;50;4;6;10;0.20;26;-23
165;Jörg Mauro;SC Rapperswil-Jona Lakers;Stürmer;48;4;6;10;0.21;8;-8
166;Schnyder Fabian;EV Zug;Stürmer;47;4;6;10;0.21;28;-6
167;Collenberg Franco;SC Bern;Verteidiger;43;4;6;10;0.23;12;-9
168;Hirschi Steve;HC Lugano;Verteidiger;21;4;6;10;0.48;14;3
169;Trunz Adrian;HC Ambri-Piotta;Verteidiger;43;4;6;10;0.23;24;-17
170;Helbling Timo;EV Zug;Verteidiger;48;3;7;10;0.21;68;-11
171;Wozniewski Andy;EV Zug;Verteidiger;35;3;7;10;0.29;36;4
172;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;40;2;8;10;0.25;20;-8
173;Lüthi Fabian;EV Zug;Stürmer;46;2;8;10;0.22;33;-3
174;Back Rene;HC Davos;Verteidiger;49;2;8;10;0.20;28;5
175;Schlumpf Dominik;HC Lugano;Verteidiger;50;2;8;10;0.20;26;0
176;Birbaum Alain;Fribourg-Gottéron;Verteidiger;50;1;9;10;0.20;44;17
177;Rubin Daniel;SC Bern;Stürmer;48;1;9;10;0.21;38;-3
178;Lakhmatov Vitaly;HC Ambri-Piotta;Stürmer;35;1;9;10;0.29;12;-2
179;Lashoff Matt;ZSC Lions;Verteidiger;49;1;9;10;0.20;43;-6
180;Bianchi Elias;HC Ambri-Piotta;Stürmer;47;5;4;9;0.19;24;-12
181;Moggi Sandro;SCL Tigers;Stürmer;20;4;5;9;0.45;8;-9
182;Nummelin Petteri;HC Lugano;Verteidiger;11;4;5;9;0.82;0;5
183;Liniger Michael;Kloten Flyers;Stürmer;18;3;6;9;0.50;8;1
184;Wetzel Philipp;EHC Biel;Stürmer;32;3;6;9;0.28;36;2
185;Nodari Matteo;HC Lugano;Verteidiger;44;3;6;9;0.20;12;2
186;Haas Gaëtan;EHC Biel;Stürmer;49;2;7;9;0.18;8;1
187;Christen Björn;EV Zug;Stürmer;27;2;7;9;0.33;12;-6
188;Stoop Lukas;Kloten Flyers;Verteidiger;28;2;7;9;0.32;24;8
189;Lindemann Sven;EV Zug;Stürmer;49;2;7;9;0.18;28;-5
190;Heins Shawn;Fribourg-Gottéron;Verteidiger;36;1;8;9;0.25;52;0
191;Ryser Sven;HC Davos;Stürmer;48;6;2;8;0.17;16;1
192;Jacquemet Arnaud;SCL Tigers;Stürmer;32;6;2;8;0.25;10;-13
193;Neukom Benjamin;SC Rapperswil-Jona Lakers;Stürmer;47;5;3;8;0.17;18;-16
194;Schäppi Reto;ZSC Lions;Stürmer;50;5;3;8;0.16;12;-6
195;Thibaudeau Nicolas;SC Rapperswil-Jona Lakers;Stürmer;47;4;4;8;0.17;16;-14
196;Danielsson Nicklas;SC Bern;Stürmer;23;4;4;8;0.35;10;-5
197;Hecquefeuille Kevin;Genève-Servette HC;Verteidiger;21;3;5;8;0.38;10;4
198;Ennis Tyler;SCL Tigers;Stürmer;9;3;5;8;0.89;0;-5
199;Neuenschwander Caryl;SC Bern;Stürmer;48;3;5;8;0.17;18;-2
200;Conne Flavien;HC Lugano;Stürmer;48;2;6;8;0.17;20;-8
201;Joggi Mathias;HC Davos;Stürmer;44;2;6;8;0.18;22;-1
202;Lemm Romano;Kloten Flyers;Stürmer;24;2;6;8;0.33;6;-1
203;Ulmer Stefan;HC Lugano;Verteidiger;48;2;6;8;0.17;28;11
